Wind_turbine_name,Min_since_last,Date_time,Ba_avg,Ba_min,Ba_max,Ba_std,Rt_avg,Rt_min,Rt_max,Rt_std,DCs_avg,DCs_min,DCs_max,DCs_std,Cm_avg,Cm_min,Cm_max,Cm_std,P_avg,P_min,P_max,P_std,Q_avg,Q_min,Q_max,Q_std,S_avg,S_min,S_max,S_std,Cosphi_avg,Cosphi_min,Cosphi_max,Cosphi_std,Ds_avg,Ds_min,Ds_max,Ds_std,Db1t_avg,Db1t_min,Db1t_max,Db1t_std,Db2t_avg,Db2t_min,Db2t_max,Db2t_std,Dst_avg,Dst_min,Dst_max,Dst_std,Gb1t_avg,Gb1t_min,Gb1t_max,Gb1t_std,Gb2t_avg,Gb2t_min,Gb2t_max,Gb2t_std,Git_avg,Git_min,Git_max,Git_std,Gost_avg,Gost_min,Gost_max,Gost_std,Ya_avg,Ya_min,Ya_max,Ya_std,Yt_avg,Yt_min,Yt_max,Yt_std,Ws1_avg,Ws1_min,Ws1_max,Ws1_std,Ws2_avg,Ws2_min,Ws2_max,Ws2_std,Ws_avg,Ws_min,Ws_max,Ws_std,Wa_avg,Wa_min,Wa_max,Wa_std,Va1_avg,Va1_min,Va1_max,Va1_std,Va2_avg,Va2_min,Va2_max,Va2_std,Va_avg,Va_min,Va_max,Va_std,Ot_avg,Ot_min,Ot_max,Ot_std,Nf_avg,Nf_min,Nf_max,Nf_std,Nu_avg,Nu_min,Nu_max,Nu_std,Rs_avg,Rs_min,Rs_max,Rs_std,Rbt_avg,Rbt_min,Rbt_max,Rbt_std
R80711,,2017-10-15T00:10:00+02:00,-0.99,-0.99,-0.99,0.0,25.68,25.0,26.0,0.36,1630.46,1574.11,1696.21,27.09,3069.58,2767.37,3361.88,122.46,512.36,445.28,588.25,29.85,6.08,0.2,11.95,2.55,512.41,445.39,588.26,29.82,1.0,-1.0,1.0,0.0,1629.7,1573.35,1695.32,27.09,49.62,48.4,50.7,0.5,43.88,43.3,44.45,0.26,63.42,61.75,65.3,0.64,71.5,70.75,71.85,0.22,72.43,71.9,72.6,0.14,58.48,58.0,58.95,0.16,61.52,61.05,61.9,0.15,153.66,153.66,153.66,0.0,35.04,34.7,35.4,0.2,6.69,4.87,8.91,0.7000000000000001,6.64,4.53,8.67,0.63,6.67,4.97,8.56,0.62,160.78,126.94,214.44,9.95,7.09,-26.71,60.78,9.95,7.09,-26.71,60.78,9.95,,,,,18.42,18.2,18.5,0.04,49.96,49.94,49.99,0.01,699.15,697.08,700.64,0.93,15.55,14.99,16.19,0.26,31.06,31.0,31.2,0.05
R80711,10,2017-10-15T00:20:00+02:00,-0.99,-0.99,-0.99,0.0,25.39,25.0,26.0,0.38,1651.54,1576.21,1744.05,38.53,3169.96,2818.93,3604.09,174.25,536.59,452.68,645.3,43.51,5.54,-0.86,11.8,2.46,536.64,452.83,645.3,43.48,1.0,-1.0,1.0,0.0,1650.77,1575.49,1743.35,38.54,51.0,50.05,51.9,0.32,44.61,44.2,45.05,0.16,64.94,63.0,66.45,0.5700000000000001,71.97,71.6,72.4,0.17,72.75,72.4,73.2,0.22,58.33,57.2,59.25,0.6000000000000001,61.96,61.55,62.7,0.12,153.66,153.66,153.66,0.0,33.2,28.4,35.7,2.67,6.73,5.02,8.74,0.73,6.67,4.95,9.13,0.72,6.7,5.14,8.58,0.68,158.07,120.67,203.29,10.78,4.42,-32.99,49.63,10.78,4.42,-32.99,49.63,10.78,,,,,18.34,18.2,18.5,0.1,50.0,49.97,50.03,0.01,700.37,698.57,702.02,0.8200000000000001,15.75,15.01,16.65,0.37,31.27,31.1,31.3,0.07
R80711,10,2017-10-15T00:30:00+02:00,-0.99,-0.99,-0.99,0.0,25.84,25.0,26.0,0.28,1737.75,1648.88,1801.3,46.88,3544.17,3087.74,4294.63,241.55,635.85,522.56,802.86,61.91,1.6,-7.8,8.5,3.38,635.87,522.63,802.89,61.9,1.0,-1.0,1.0,0.0,1737.02,1648.15,1800.5,46.89,49.09,47.35,50.9,0.9400000000000001,43.64,42.7,44.5,0.44,64.66,62.3,66.25,0.62,72.25,71.15,72.65,0.2,73.73,73.1,74.1,0.26,57.66,57.0,58.15,0.18,62.15,61.35,62.45,0.13,153.66,153.66,153.66,0.0,26.41,25.0,28.4,0.9500000000000001,7.1,4.82,9.19,0.63,7.0,5.26,9.37,0.65,7.05,5.06,9.28,0.59,157.9,86.01,192.95,10.18,4.28,-67.65,39.29,10.18,4.28,-67.65,39.29,10.18,,,,,18.16,18.1,18.3,0.05,49.99,49.96,50.01,0.01,700.85,698.81,702.12,0.64,16.58,15.71,17.2,0.45,31.17,31.1,31.3,0.08
R80711,10,2017-10-15T00:40:00+02:00,-0.99,-0.99,-0.99,0.0,25.19,25.0,26.0,0.32,1636.07,1547.09,1700.05,35.11,3109.05,2703.15,3422.56,150.32,519.34,422.23,595.18,38.11,9.46,0.74,15.16,2.47,519.45,422.51,595.21,38.07,1.0,-1.0,1.0,0.0,1635.32,1546.37,1699.31,35.12,46.05,44.4,47.7,0.85,42.2,41.35,43.05,0.41000000000000003,62.31,60.1,64.4,0.88,71.31,70.6,72.1,0.37,72.89,72.4,73.6,0.36,57.33,56.7,57.9,0.17,61.95,61.7,62.35,0.09,153.66,153.66,153.66,0.0,24.25,23.6,25.0,0.45,6.73,5.14,8.45,0.61,6.66,5.11,8.75,0.62,6.69,5.19,8.51,0.58,157.21,130.28,193.7,9.38,3.51,-23.37,40.04,9.38,3.51,-23.37,40.04,9.38,,,,,17.94,17.8,18.1,0.12,50.01,49.97,50.04,0.01,701.04,699.59,703.76,0.9400000000000001,15.6,14.74,16.22,0.34,31.1,31.1,31.2,0.02
R80711,10,2017-10-15T00:50:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.42,0.02,1559.2,1447.69,1661.83,51.72,2813.92,2336.97,3292.24,223.21,443.43,334.46,552.87,52.74,14.41,2.9699999999999998,25.5,4.06,443.73,335.09,552.96,52.59,1.0,1.0,1.0,0.0,1558.43,1446.85,1661.2,51.74,43.29,41.75,44.85,0.76,40.86,40.1,41.6,0.39,59.64,57.35,62.0,0.89,70.06,69.35,70.9,0.41000000000000003,71.68,71.0,72.6,0.46,56.41,55.0,57.7,0.58,61.6,61.2,62.05,0.14,153.66,153.66,153.66,0.0,23.22,22.8,23.6,0.24,6.35,4.4,8.68,0.76,6.25,4.27,8.64,0.74,6.3,4.34,8.66,0.72,156.64,127.93,200.07,11.35,2.99,-25.73,46.42,11.35,2.99,-25.73,46.42,11.35,,,,,17.51,17.2,17.8,0.14,50.01,49.96,50.03,0.02,699.4,694.39,704.58,2.7,14.86,13.78,15.87,0.5,31.11,31.1,31.3,0.04
R80711,10,2017-10-15T01:00:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1606.6,1413.33,1796.57,100.64,3026.55,2251.01,3861.11,409.48,498.08,308.15,721.25,104.9,12.9,0.99,26.67,6.67,498.36,308.88,721.26,104.66,1.0,1.0,1.0,0.0,1605.84,1412.4,1795.66,100.67,40.86,39.55,42.35,0.68,39.59,38.85,40.4,0.38,57.25,55.65,59.45,0.65,69.39,68.9,70.2,0.37,71.11,70.5,72.3,0.53,56.19,54.75,57.25,0.65,61.36,60.95,61.7,0.12,153.66,153.66,153.66,0.0,22.53,22.25,22.8,0.13,6.89,4.59,9.07,0.8300000000000001,6.78,4.7,9.49,0.8200000000000001,6.84,4.74,9.17,0.79,157.83,117.34,192.22,10.51,4.18,-36.32,38.57,10.51,4.18,-36.32,38.57,10.51,,,,,17.3,17.1,17.5,0.08,49.97,49.93,50.01,0.02,704.44,703.19,706.11,0.56,15.32,13.44,17.16,0.97,31.1,31.1,31.2,0.01
R80711,10,2017-10-15T01:10:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1680.11,1570.91,1754.54,47.11,3300.79,2769.49,3720.26,213.62,569.56,446.29,663.3,55.0,4.68,-3.96,12.91,2.64,569.59,446.43,663.32,54.98,1.0,-1.0,1.0,0.0,1679.37,1570.07,1753.71,47.12,38.81,37.75,40.2,0.53,38.49,37.8,39.1,0.28,55.58,54.05,57.3,0.56,70.11,69.65,70.75,0.2,72.31,71.9,72.7,0.19,56.85,56.35,57.35,0.18,61.52,60.85,61.95,0.1,153.66,153.66,153.66,0.0,22.18,21.9,23.4,0.26,6.96,4.92,9.58,0.8,6.8,4.88,9.57,0.79,6.88,4.93,9.27,0.76,156.46,126.18,201.25,9.82,2.81,-27.48,47.59,9.82,2.81,-27.48,47.59,9.82,,,,,17.34,17.1,17.5,0.11,50.0,49.97,50.03,0.01,704.55,702.82,706.62,1.13,16.02,14.97,16.75,0.45,31.1,31.1,31.2,0.01
R80711,10,2017-10-15T01:20:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1737.51,1655.09,1801.39,34.95,3559.25,3106.82,4434.42,240.65,640.41,526.38,829.26,57.06,3.11,-4.51,8.67,2.34,640.43,526.41,829.27,57.05,1.0,-1.0,1.0,0.0,1736.79,1654.27,1800.95,34.95,38.39,37.55,39.5,0.5,38.39,37.8,39.1,0.31,55.15,54.05,56.4,0.47000000000000003,71.41,70.2,72.4,0.56,73.24,72.7,73.95,0.35000000000000003,58.0,56.8,58.85,0.46,61.96,61.4,62.6,0.25,153.66,153.66,153.66,0.0,26.87,23.45,29.0,1.51,7.19,5.26,9.63,0.77,7.0,5.2,9.77,0.78,7.1,5.3,9.41,0.74,154.5,115.86,202.18,9.83,0.8300000000000001,-37.79,48.52,9.83,0.8300000000000001,-37.79,48.52,9.83,,,,,17.26,17.1,17.5,0.08,50.0,49.97,50.03,0.01,704.51,702.77,705.86,0.65,16.57,15.77,17.21,0.34,31.29,31.1,31.4,0.11
R80711,10,2017-10-15T01:30:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1613.44,1436.02,1795.73,81.78,3023.22,2293.42,4562.57,388.09,501.18,318.62,847.49,95.01,13.23,-3.46,25.61,5.5600000000000005,501.44,319.36,847.49,94.84,1.0,-1.0,1.0,0.0,1612.69,1435.19,1794.98,81.81,40.57,39.2,42.1,0.7000000000000001,39.6,38.85,40.4,0.37,56.84,55.3,58.65,0.6000000000000001,72.16,71.5,72.6,0.31,73.34,72.3,74.0,0.49,58.64,58.3,59.15,0.14,62.42,62.1,62.6,0.07,153.66,153.66,153.66,0.0,29.93,29.0,30.7,0.51,6.53,4.69,8.72,0.8,6.34,4.5,9.02,0.77,6.44,4.83,8.7,0.76,154.05,123.32,193.67,11.81,0.43,-30.33,40.01,11.81,0.43,-30.33,40.01,11.81,,,,,17.18,17.0,17.3,0.09,49.99,49.97,50.02,0.01,704.28,702.8,705.4,0.46,15.38,13.67,17.14,0.79,31.56,31.4,31.7,0.08
R80711,10,2017-10-15T01:40:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1538.59,1447.42,1703.03,57.65,2744.59,2315.12,3497.9,245.58,427.58,332.41,611.88,58.95,17.06,7.38,26.37,3.93,427.99,333.26,611.94,58.78,1.0,1.0,1.0,0.0,1537.81,1446.51,1702.39,57.68,42.78,41.5,44.05,0.62,40.72,40.1,41.4,0.31,58.38,56.75,60.4,0.65,70.95,70.5,71.65,0.2,71.71,71.4,72.35,0.21,58.38,57.75,59.0,0.22,62.3,62.0,62.9,0.1,153.66,153.66,153.66,0.0,31.07,30.6,31.7,0.26,6.3,4.24,9.72,0.87,6.12,4.37,9.03,0.8200000000000001,6.21,4.49,9.26,0.8200000000000001,156.45,104.84,196.39,11.39,2.77,-48.82,42.73,11.39,2.77,-48.82,42.73,11.39,,,,,17.03,16.9,17.1,0.04,50.0,49.97,50.02,0.01,704.54,702.63,705.9,0.58,14.66,13.77,16.25,0.55,31.74,31.6,31.8,0.07
R80711,10,2017-10-15T01:50:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1554.17,1377.55,1718.58,80.74,2791.21,2077.16,3578.59,330.64,441.69,277.02,633.72,81.0,17.7,8.09,27.49,4.63,442.14,278.31,633.78,80.75,1.0,1.0,0.99,0.0,1553.39,1376.7,1717.96,80.77,44.86,43.5,46.1,0.62,41.78,41.2,42.4,0.30000000000000004,60.28,58.4,62.15,0.66,71.35,70.75,72.2,0.26,72.33,71.6,72.7,0.32,58.95,58.5,59.6,0.16,62.6,62.3,62.85,0.1,153.66,153.66,153.66,0.0,32.24,31.7,32.6,0.23,6.52,4.27,9.28,1.0,6.28,4.31,9.15,0.92,6.4,4.43,9.02,0.9400000000000001,152.9,126.22,191.99,10.23,-0.78,-27.44,38.33,10.23,-0.78,-27.44,38.33,10.23,,,,,16.98,16.8,17.05,0.05,50.0,49.98,50.03,0.01,704.15,702.94,705.41,0.55,14.81,13.12,16.41,0.78,31.8,31.7,31.8,0.01
R80711,10,2017-10-15T02:00:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1519.02,1419.57,1627.3,49.6,2666.47,2200.71,3229.21,227.96,408.47,308.54,532.94,50.86,19.55,8.4,29.25,3.95,409.02,309.81,533.11,50.63,1.0,1.0,0.99,0.0,1518.23,1418.75,1626.61,49.63,46.73,45.55,48.05,0.54,42.7,42.0,43.35,0.29,61.88,60.1,63.85,0.62,70.99,70.65,71.4,0.12,71.82,71.55,72.1,0.08,59.0,58.3,59.45,0.15,62.68,62.35,62.95,0.09,153.66,153.66,153.66,0.0,32.88,32.5,33.2,0.17,6.34,4.37,9.26,0.87,6.09,4.23,8.69,0.79,6.22,4.45,8.96,0.8,153.27,109.48,188.92,10.88,-0.38,-44.18,35.26,10.88,-0.38,-44.18,35.26,10.88,,,,,16.98,16.8,17.1,0.06,49.98,49.96,50.0,0.01,703.61,702.43,705.27,0.6000000000000001,14.47,13.51,15.53,0.48,31.8,31.8,31.8,0.0
R80711,10,2017-10-15T02:10:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1530.33,1384.4,1621.42,54.93,2696.82,2039.72,3119.85,229.31,417.25,276.44,514.84,52.83,18.92,8.76,29.46,4.13,417.76,277.93,515.01,52.58,1.0,1.0,0.99,0.0,1529.56,1383.49,1620.68,54.96,48.43,47.1,49.7,0.51,43.59,43.0,44.2,0.27,63.5,61.6,65.15,0.63,71.21,70.75,71.6,0.13,72.15,71.6,72.35,0.15,59.36,58.85,59.85,0.16,62.88,62.1,63.15,0.11,153.66,153.66,153.66,0.0,33.54,33.0,33.9,0.22,6.26,4.43,9.05,0.81,6.09,4.41,8.52,0.76,6.17,4.55,8.73,0.76,155.19,117.82,196.5,11.79,1.53,-35.83,42.84,11.79,1.53,-35.83,42.84,11.79,,,,,16.93,16.8,17.05,0.08,49.99,49.96,50.02,0.01,704.8,703.45,705.66,0.39,14.58,13.17,15.47,0.53,31.8,31.8,31.85,0.0
R80711,10,2017-10-15T02:20:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1454.16,1355.92,1565.02,43.53,2441.55,2018.19,2956.68,187.22,351.51,261.47,469.1,40.63,22.33,10.26,29.16,2.88,352.29,262.62,469.41,40.45,1.0,1.0,0.99,0.0,1453.33,1354.95,1564.22,43.57,49.83,48.8,50.7,0.32,44.33,43.8,44.75,0.17,64.87,63.25,66.7,0.55,70.56,69.75,71.3,0.31,71.4,71.0,72.1,0.21,58.55,56.9,59.75,0.9500000000000001,62.83,62.45,63.1,0.11,153.66,153.66,153.66,0.0,31.95,27.0,34.1,2.61,6.08,4.23,8.19,0.73,5.91,4.13,7.9,0.66,5.99,4.2,8.05,0.67,154.5,121.72,201.95,11.37,0.85,-31.94,48.29,11.37,0.85,-31.94,48.29,11.37,,,,,16.82,16.7,17.0,0.11,49.98,49.95,50.0,0.01,705.13,703.92,706.28,0.55,13.85,12.91,14.93,0.42,31.79,31.6,31.85,0.05
R80711,10,2017-10-15T02:30:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1431.72,1342.09,1539.47,46.04,2368.84,1968.67,2838.65,197.49,332.5,254.37,437.28,42.2,20.13,9.83,27.46,2.7800000000000002,333.18,255.55,437.56,42.04,1.0,1.0,0.99,0.0,1430.87,1341.26,1538.73,46.08,48.02,46.0,50.1,1.0,43.27,42.2,44.2,0.52,63.93,61.85,66.0,0.87,69.02,68.2,69.9,0.41000000000000003,70.45,69.85,71.1,0.28,56.21,55.2,57.25,0.42,62.23,61.8,62.85,0.22,153.66,153.66,153.66,0.0,25.03,23.6,27.0,0.96,6.05,4.17,8.0,0.68,5.85,4.07,7.8100000000000005,0.67,5.95,4.14,7.89,0.65,152.73,112.71,189.0,11.19,-0.97,-40.95,35.34,11.19,-0.97,-40.95,35.34,11.19,,,,,16.67,16.5,16.8,0.07,49.99,49.94,50.03,0.02,705.44,702.77,708.68,1.4100000000000001,13.64,12.77,14.69,0.44,31.44,31.3,31.7,0.11
R80711,10,2017-10-15T02:40:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1344.1,1253.83,1428.19,39.56,2089.64,1753.53,2436.45,151.16,266.43,200.34,333.18,30.74,18.25,9.65,24.66,2.66,267.11,201.52,333.41,30.56,1.0,1.0,0.99,0.0,1343.2,1252.9,1427.33,39.58,44.8,42.8,46.5,0.88,41.5,40.55,42.5,0.51,61.17,58.65,63.2,0.89,67.27,66.6,68.3,0.47000000000000003,68.76,68.2,69.9,0.51,55.68,54.5,56.65,0.44,61.39,61.0,61.95,0.23,153.66,153.66,153.66,0.0,22.91,22.3,23.6,0.41000000000000003,5.77,4.06,7.66,0.62,5.51,3.99,7.47,0.59,5.64,4.02,7.57,0.58,152.99,117.64,204.32,11.66,-0.64,-36.02,50.66,11.66,-0.64,-36.02,50.66,11.66,,,,,16.47,16.4,16.7,0.07,50.0,49.98,50.02,0.01,704.94,699.88,709.46,3.03,12.8,11.93,13.62,0.38,31.15,31.0,31.3,0.1
R80711,10,2017-10-15T02:50:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1387.11,1270.61,1473.27,43.98,2228.41,1787.32,2554.43,163.96,298.25,208.11,371.61,35.18,14.76,9.35,20.72,2.47,298.67,209.01,371.78,35.05,1.0,1.0,0.99,0.0,1386.24,1269.64,1472.51,44.0,41.94,40.35,43.45,0.79,39.85,39.0,40.7,0.47000000000000003,58.31,56.05,60.45,0.89,66.49,66.2,66.8,0.1,68.2,67.95,68.4,0.09,55.01,53.95,56.05,0.45,60.85,60.5,61.2,0.15,153.66,153.66,153.66,0.0,21.88,21.6,22.3,0.23,5.91,4.14,8.07,0.65,5.75,3.94,8.09,0.6900000000000001,5.83,4.17,7.85,0.64,154.72,108.5,206.89,11.83,1.02,-45.16,53.23,11.83,1.02,-45.16,53.23,11.83,,,,,16.29,16.1,16.4,0.1,50.0,49.97,50.02,0.01,701.03,699.74,702.24,0.4,13.21,12.09,14.04,0.42,30.89,30.75,31.05,0.1
R80711,10,2017-10-15T03:00:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1281.33,1180.0,1380.43,44.13,1888.58,1492.49,2246.81,152.52,223.81,153.97,297.24,29.71,14.71,6.59,19.93,2.05,224.34,154.99,297.49,29.55,1.0,1.0,0.99,0.0,1280.4,1178.98,1379.59,44.14,39.49,38.2,40.7,0.64,38.42,37.7,39.15,0.38,55.79,54.2,57.75,0.71,65.47,64.5,66.55,0.56,67.21,66.2,68.4,0.65,54.71,53.15,55.65,0.54,60.21,59.7,60.8,0.25,153.66,153.66,153.66,0.0,21.27,20.9,22.2,0.24,5.55,3.54,7.61,0.67,5.39,3.69,7.54,0.64,5.47,3.7,7.54,0.63,155.0,115.93,195.92,11.05,1.38,-37.73,42.26,11.05,1.38,-37.73,42.26,11.05,,,,,16.04,15.9,16.2,0.11,49.99,49.96,50.03,0.01,699.86,698.8,700.8,0.27,12.2,11.21,13.17,0.42,30.68,30.5,30.8,0.09
R80711,10,2017-10-15T03:10:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1294.32,1186.09,1431.91,54.15,1928.23,1490.72,2426.59,197.96,234.35,157.9,341.17,39.42,14.49,6.87,19.17,2.06,234.85,159.0,341.36,39.25,1.0,1.0,0.99,0.0,1293.4,1185.2,1430.96,54.16,38.39,37.85,39.25,0.23,37.82,37.5,38.25,0.14,54.38,53.2,55.3,0.35000000000000003,64.71,64.35,65.45,0.27,66.09,65.75,66.6,0.23,55.34,54.0,56.2,0.42,59.69,59.25,59.95,0.09,153.66,153.66,153.66,0.0,25.27,22.2,27.2,1.3,5.5600000000000005,4.03,8.01,0.66,5.37,3.85,7.61,0.63,5.47,4.16,7.65,0.62,153.77,73.8,201.29,12.93,0.11,-79.86,47.63,12.93,0.11,-79.86,47.63,12.93,,,,,15.87,15.8,16.1,0.06,50.0,49.97,50.03,0.01,700.74,699.35,702.0,0.67,12.32,11.28,13.66,0.52,30.63,30.5,30.7,0.09
R80711,10,2017-10-15T03:20:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1429.11,1293.6,1555.27,62.1,2364.06,1816.46,2914.8,242.29,333.16,222.3,453.63,52.89,10.79,0.64,16.59,2.67,333.39,222.76,453.72,52.78,1.0,1.0,1.0,0.0,1428.26,1292.66,1554.61,62.15,39.6,38.5,40.7,0.5,38.44,37.9,38.9,0.22,54.94,53.6,56.75,0.46,66.13,65.15,67.6,0.56,67.59,66.5,68.7,0.63,55.71,55.0,56.3,0.23,59.96,59.5,60.3,0.16,153.66,153.66,153.66,0.0,28.2,27.2,29.2,0.5700000000000001,6.01,4.18,8.51,0.76,5.83,3.9699999999999998,8.64,0.75,5.92,4.26,8.48,0.73,155.21,127.52,185.36,153.42,1.55,-26.14,31.71,153.42,1.55,-26.14,31.71,153.42,,,,,15.78,15.6,15.9,0.09,49.99,49.96,50.01,0.01,699.64,698.45,700.69,0.37,13.61,12.31,14.82,0.59,30.71,30.7,30.8,0.02
R80711,10,2017-10-15T03:30:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1514.52,1362.96,1636.43,52.75,2672.95,2028.11,3230.04,214.66,407.0,267.05,537.4,50.07,7.9,0.78,15.18,2.98,407.12,267.3,537.4,50.01,1.0,-1.0,1.0,0.0,1513.74,1362.1,1635.59,52.78,41.31,40.2,42.5,0.54,39.21,38.6,39.8,0.25,56.23,54.4,58.25,0.59,67.82,66.85,68.8,0.46,69.42,68.5,70.15,0.51,56.44,55.5,57.35,0.43,60.43,59.35,60.8,0.16,153.66,153.66,153.66,0.0,29.85,29.2,30.4,0.4,6.26,4.11,8.85,0.6900000000000001,6.1,4.04,8.5,0.72,6.18,4.16,8.67,0.68,156.65,119.7,194.35,11.14,3.0,-33.96,40.7,11.14,3.0,-33.96,40.7,11.14,,,,,15.62,15.5,15.8,0.05,50.0,49.98,50.03,0.01,700.18,699.01,701.92,0.64,14.43,12.96,15.61,0.51,30.82,30.7,31.0,0.05
R80711,10,2017-10-15T03:40:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1593.3,1430.79,1742.59,67.94,2969.44,2270.81,3703.98,290.12,483.06,320.17,660.28,70.71,4.49,-3.2800000000000002,15.17,3.43,483.11,320.53,660.28,70.65,1.0,-1.0,1.0,0.0,1592.54,1429.96,1741.9,67.96,43.11,41.8,44.3,0.54,40.09,39.5,40.65,0.26,57.78,55.95,59.25,0.63,69.25,68.4,70.4,0.53,70.72,70.1,71.8,0.52,57.39,56.55,58.2,0.35000000000000003,60.97,60.55,61.5,0.22,153.66,153.66,153.66,0.0,30.96,30.4,31.7,0.31,6.49,4.19,9.41,0.87,6.41,4.24,9.29,0.88,6.45,4.29,9.35,0.85,159.7,116.48,204.75,10.42,6.05,-37.18,51.1,10.42,6.05,-37.18,51.1,10.42,,,,,15.9,15.6,16.3,0.15,50.0,49.97,50.02,0.01,700.14,698.87,701.75,0.55,15.19,13.63,16.64,0.65,31.0,30.8,31.1,0.02
R80711,10,2017-10-15T03:50:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1791.01,1694.12,1816.32,22.59,4277.12,3255.13,5551.43,489.99,796.16,569.73,1047.34,98.5,-6.33,-24.42,2.51,4.5,796.2,569.73,1047.48,98.53,1.0,-1.0,1.0,0.0,1790.3,1693.41,1815.6,22.6,45.06,43.9,46.45,0.62,41.04,40.5,41.7,0.34,60.27,58.1,62.5,0.96,72.25,70.2,73.75,0.98,73.6,71.8,74.8,0.89,58.9,57.7,59.8,0.45,62.09,61.2,62.8,0.4,160.09,153.66,164.63,5.35,32.37,31.6,32.9,0.34,7.54,5.8,9.72,0.77,7.41,5.47,10.06,0.81,7.47,5.76,9.64,0.74,167.67,131.75,209.86,8.72,2.99,-25.66,56.2,10.45,2.99,-25.66,56.2,10.45,,,,,16.61,16.2,16.8,0.15,50.0,49.97,50.03,0.01,699.7,697.84,701.2,0.49,17.09,16.15,17.35,0.22,31.1,31.0,31.3,0.07
R80711,10,2017-10-15T04:00:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1798.53,1757.47,1814.25,7.58,4438.43,3533.85,5994.65,474.1,829.9,645.4,1128.76,91.24,-7.52,-20.57,1.3900000000000001,4.24,829.94,645.41,1128.93,91.28,1.0,-1.0,1.0,0.0,1797.85,1756.81,1813.33,7.58,47.24,46.0,48.5,0.64,42.19,41.5,43.0,0.34,63.09,61.2,65.2,0.84,74.57,73.6,75.4,0.47000000000000003,75.28,74.7,75.8,0.30000000000000004,60.14,59.4,60.85,0.28,63.14,62.5,63.8,0.28,164.63,164.63,164.63,0.0,33.49,32.9,34.0,0.25,7.68,5.62,10.17,0.76,7.34,5.5,9.71,0.74,7.51,5.61,9.67,0.71,163.45,126.91,203.84,9.07,-1.16,-37.72,39.2,9.07,-1.16,-37.72,39.2,9.07,,,,,16.72,16.5,16.8,0.06,50.0,49.97,50.03,0.01,700.41,697.22,708.03,3.46,17.16,16.76,17.31,0.07,31.35,31.2,31.5,0.05
R80711,10,2017-10-15T04:10:00+02:00,-0.99,-0.99,-0.99,0.0,25.0,25.0,25.0,0.0,1797.09,1754.92,1817.57,9.51,4591.84,3546.06,6370.77,618.78,856.77,645.29,1199.78,118.51,-7.76,-24.83,1.73,5.35,856.82,645.29,1200.04,118.55,1.0,-1.0,1.0,0.0,1796.42,1754.3,1816.73,9.51,48.88,48.0,49.6,0.35000000000000003,43.02,42.55,43.4,0.2,65.33,63.7,66.9,0.63,75.28,74.9,75.6,0.12,75.85,75.6,76.0,0.09,59.9,58.95,61.1,0.68,63.79,63.35,64.15,0.12,164.63,164.63,164.63,0.0,30.41,25.9,34.3,3.13,8.01,5.28,10.91,0.91,7.7,4.7,11.1,0.91,7.85,4.99,11.01,0.87,163.14,140.88,209.51,9.05,-1.5,-23.75,44.87,9.05,-1.5,-23.75,44.87,9.05,,,,,16.55,16.4,16.7,0.1,50.0,49.97,50.02,0.01,706.72,704.71,708.27,0.78,17.14,16.74,17.36,0.09,31.53,31.4,31.6,0.09
