#AfcsOn,AltAGL,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,BaroA,COM1,COM2,CRS,E1 CHT1,E1 EGT Variance,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 MAP,E1 OilP,E1 OilT,E1 RPM,E2 CHT1,E2 EGT Variance,E2 EGT1,E2 EGT2,E2 EGT3,E2 EGT4,E2 FFlow,E2 MAP,E2 OilP,E2 OilT,E2 RPM,FQtyL,FQtyR,GndSpd,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NAV1,NAV2,NormAc,OAT,PichC,Pitch,Roll,RollC,TAS,Total Fuel,TRK,volt1,VPLwas,VSpd,VSpdG,WndDr,WndSpd
#bool,ft agl,ft Baro,ft wgs,ft msl,ft msl,amps,inch,MHz,MHz,deg,deg F,deg F,deg F,deg F,deg F,deg F,gph,Hg,psi,deg F,rpm,deg F,deg F,deg F,deg F,deg F,deg F,gph,Hg,psi,deg F,rpm,gals,gals,kt,fsd,deg,mt,mt,kt,G,degrees,degrees,deg,MHz,MHz,G,deg C,deg,deg,deg,deg,kt,gals,deg,volts,mt,fpm,fpm,deg,kt
0.0,4947.0,5557.8,5668.6,5757.7,-19.900000000000546,1.1,29.84,122.85,124.575,116.9,376.29,36.95999999999981,1393.66,1429.88,1413.83,1430.62,8.7,20.72,73.34,166.42,2431.7,393.77,36.180000000000064,1397.87,1405.84,1434.05,1429.85,8.46,21.57,72.34,174.24,2435.3,42.03,46.41,125.73,NaN,352.3,10.5,9.0,129.61,0.0,48.2889137,-96.9589233,2.9,109.15,109.1,0.01,14.5,NaN,0.0,0.45,NaN,144.0,88.44,359.8,27.8,12.0,-16.71,-63.0,-45.7,25.81
0.0,4948.0,5557.8,5669.0,5758.1,-16.699999999999818,1.1,29.84,122.85,124.575,116.9,376.21,37.25,1390.92,1427.85,1413.73,1428.17,8.66,20.02,73.46,166.39,2429.0,393.6,34.27999999999997,1397.28,1403.84,1431.56,1430.59,8.36,21.1,72.21,174.24,2437.3,41.98,46.38,125.79,NaN,352.4,10.5,9.0,129.83,0.0,48.2895012,-96.9588699,2.9,109.15,109.1,0.01,14.5,NaN,0.04,-0.21,NaN,144.0,88.36,359.9,27.8,12.0,-21.26,-47.2,-45.8,25.81
0.0,4947.0,5557.8,5667.9,5757.0,-14.899999999999636,1.1,29.84,122.85,124.575,116.9,376.17,36.97000000000003,1390.35,1427.32,1413.53,1426.63,8.59,20.09,73.43,166.47,2430.9,393.5,36.18999999999983,1393.93,1402.1,1428.08,1430.12,8.37,21.04,72.32,174.25,2436.8,41.91,46.75,125.77,NaN,352.3,10.5,9.0,130.01,-0.0,48.2900848,-96.9588318,2.9,109.15,109.1,0.01,14.5,NaN,0.07,-0.82,NaN,144.0,88.66,359.9,27.8,12.0,-10.76,-31.5,-45.9,25.8
0.0,4946.0,5556.8,5667.4,5756.5,-12.699999999999818,1.2,29.84,122.85,124.575,116.9,376.13,38.92000000000007,1390.53,1429.45,1412.69,1425.72,8.5,20.2,73.48,166.46,2436.7,393.41,36.87999999999988,1390.91,1400.9,1425.25,1427.79,8.28,20.98,72.41,174.34,2437.9,41.87,46.88,125.71,NaN,352.1,10.5,9.0,130.11,-0.0,48.2906647,-96.9588013,2.9,109.15,109.1,0.01,14.5,NaN,0.09,-0.63,NaN,144.0,88.75,359.7,27.8,12.0,-32.13,-23.6,-46.0,25.79
0.0,4946.0,5555.8,5667.2,5756.3,-10.899999999999636,1.1,29.84,122.85,124.575,116.9,376.11,37.49000000000001,1390.47,1427.96,1413.54,1423.35,8.48,20.18,73.34,166.59,2432.6,393.3,34.820000000000164,1391.06,1400.3,1422.62,1425.88,8.24,20.53,72.44,174.32,2433.9,41.91,46.93,125.61,NaN,352.2,10.5,9.0,130.12,0.01,48.2912445,-96.9587479,2.9,109.15,109.1,0.01,14.5,NaN,0.14,-0.81,NaN,144.0,88.84,359.6,27.8,12.0,-33.98,-15.7,-46.1,25.78
0.0,4946.0,5556.8,5666.9,5756.0,-7.899999999999636,1.1,29.84,122.85,124.575,116.9,376.02,36.5,1390.62,1427.12,1411.55,1422.79,8.44,19.9,73.31,166.5,2434.9,393.14,31.87999999999988,1392.7,1398.53,1421.09,1424.58,8.18,20.62,72.13,174.35,2437.4,41.94,47.06,125.55,NaN,352.1,11.0,9.0,130.08,-0.0,48.2918243,-96.9587173,2.9,109.15,109.1,-0.0,14.5,NaN,0.07,-0.92,NaN,144.0,89.0,359.5,27.8,12.0,-20.78,-15.7,-46.2,25.77
0.0,4945.0,5557.8,5666.6,5755.7,-7.100000000000364,1.1,29.84,122.85,124.575,116.9,375.95,37.01999999999998,1389.7,1426.72,1411.52,1423.35,8.48,20.14,73.56,166.52,2433.5,393.0,31.419999999999845,1391.66,1397.38,1420.03,1423.08,8.12,20.65,72.47,174.34,2438.7,41.95,47.13,125.49,NaN,352.0,10.5,9.0,130.0,0.0,48.2924042,-96.9586792,2.9,109.15,109.1,-0.1,14.5,NaN,-0.75,-0.03,NaN,144.0,89.08000000000001,359.4,27.8,12.0,-4.46,-47.2,-46.2,25.76
0.0,4941.0,5557.8,5662.0,5751.1,-10.399999999999636,1.0,29.84,122.85,124.575,116.9,375.85,38.61000000000013,1387.09,1425.7,1411.45,1422.9,8.5,20.25,73.22,166.48,2434.3,392.87,31.3900000000001,1390.04,1395.77,1419.28,1421.43,8.21,20.39,72.42,174.39,2438.6,42.0,46.52,125.61,NaN,352.3,10.5,9.0,129.99,0.0,48.292984,-96.9586334,2.9,109.15,109.1,-0.03,14.5,NaN,-1.08,3.21,NaN,144.0,88.52000000000001,359.6,27.8,12.0,18.95,-196.9,-46.2,25.74
0.0,4936.0,5552.8,5657.7,5746.8,-13.699999999999818,1.1,29.84,122.85,124.575,116.9,375.76,39.1099999999999,1386.45,1425.56,1410.21,1423.29,8.36,19.95,73.56,166.49,2437.5,392.72,30.75999999999999,1388.54,1396.97,1419.3,1419.23,8.09,20.51,72.06,174.43,2441.6,41.93,46.34,125.94,NaN,353.1,10.5,9.0,130.06,-0.0,48.2935638,-96.9585953,2.9,109.15,109.1,0.03,14.5,NaN,-0.92,5.24,NaN,144.0,88.27000000000001,0.0,27.8,12.0,-66.31,-275.6,-46.2,25.73
0.0,4932.0,5548.8,5653.4,5742.5,-16.899999999999636,1.1,29.84,122.85,124.575,116.9,375.72,40.11000000000013,1386.58,1426.69,1411.6,1422.07,8.33,20.1,73.56,166.52,2435.9,392.63,27.399999999999864,1391.14,1397.13,1418.54,1416.66,7.9,20.6,72.59,174.38,2442.8,41.91,46.92,126.37,NaN,353.9,10.5,9.0,130.22,-0.0,48.2941475,-96.9585419,2.9,109.15,109.1,0.05,14.5,NaN,-0.62,5.86,NaN,144.0,88.83,0.8,27.8,12.0,-174.08,-263.8,-46.2,25.7
0.0,4929.0,5544.8,5650.2,5739.3,-18.399999999999636,1.1,29.84,122.85,124.575,116.9,375.6,40.26999999999998,1386.0,1426.27,1414.16,1421.12,8.28,20.23,73.35,166.45,2436.5,392.44,28.949999999999818,1390.39,1397.66,1419.34,1414.39,7.94,20.36,72.59,174.37,2440.5,41.95,47.07,126.78,NaN,354.7,10.5,9.0,130.42,0.01,48.294735,-96.9584656,2.9,109.15,109.1,0.0,14.5,NaN,-0.63,6.54,NaN,144.0,89.02000000000001,1.7,27.8,12.0,-216.17,-204.7,-46.1,25.67
0.0,4926.0,5542.8,5646.9,5736.0,-22.100000000000364,1.1,29.84,122.85,124.575,116.9,375.46,38.539999999999964,1387.51,1426.05,1413.97,1421.41,8.31,20.14,73.39,166.51,2436.2,392.34,32.63999999999987,1387.92,1401.11,1420.56,1413.99,7.92,20.53,72.29,174.34,2437.9,41.98,47.05,127.19,NaN,355.5,11.0,10.0,130.58,-0.01,48.2953148,-96.9583817,2.9,109.15,109.1,0.02,14.5,NaN,-0.66,8.32,NaN,145.0,89.03,2.7,27.8,12.0,-211.11,-192.9,-46.0,25.63
0.0,4922.0,5541.8,5642.9,5732.0,-25.0,1.0,29.84,122.85,124.575,116.9,375.32,37.659999999999854,1386.64,1424.3,1412.91,1421.37,8.35,19.68,73.35,166.42,2427.1,392.12,31.720000000000027,1388.22,1402.23,1419.94,1414.31,7.96,20.47,72.65,174.17,2436.4,42.08,46.89,127.61,NaN,357.1,10.5,10.0,130.75,0.01,48.2959023,-96.9582825,2.9,109.15,109.1,0.02,14.5,NaN,-0.71,8.2,NaN,145.0,88.97,3.8,27.8,12.0,-144.28,-204.7,-45.9,25.59
0.0,4919.0,5539.8,5640.3,5729.5,-27.0,1.0,29.84,122.85,124.575,116.9,375.24,38.22000000000003,1382.03,1420.0,1412.47,1420.25,8.3,19.48,73.36,166.42,2427.0,391.96,32.98000000000002,1386.16,1399.57,1419.14,1413.12,7.85,19.84,72.27,174.26,2429.0,41.96,47.35,128.02,NaN,358.0,10.5,10.0,131.0,-0.0,48.2964897,-96.9581528,2.9,109.15,109.1,0.03,14.5,NaN,-0.59,7.36,NaN,145.0,89.31,5.2,27.8,12.0,-104.76,-204.7,-45.8,25.53
0.0,4915.0,5535.8,5636.7,5725.8,-30.5,1.1,29.84,122.85,124.575,116.9,375.16,39.24000000000001,1381.31,1420.55,1411.87,1418.93,8.2,19.4,73.35,166.38,2433.0,391.78,32.33999999999992,1384.17,1397.41,1416.51,1414.18,7.81,19.34,72.15,174.25,2432.3,41.99,47.0,128.29,NaN,359.2,10.5,9.0,131.17,0.02,48.2970772,-96.9580154,2.9,109.15,109.1,-0.03,14.5,NaN,-0.71,6.98,NaN,145.0,88.99000000000001,6.2,27.8,12.0,-163.35,-185.0,-45.6,25.47
0.0,4912.0,5534.8,5633.1,5722.2,-33.80000000000018,1.1,29.84,122.85,124.575,116.9,375.03,40.319999999999936,1381.45,1421.77,1411.1,1415.72,8.19,19.25,73.3,166.44,2433.7,391.61,33.1400000000001,1381.05,1397.62,1411.05,1414.19,7.76,19.25,72.17,174.3,2436.2,41.92,47.74,128.55,NaN,360.0,10.5,9.0,131.26,-0.01,48.2976608,-96.9578552,2.9,109.15,109.1,0.01,14.5,NaN,-0.8,8.02,NaN,145.0,89.66,7.3,27.8,12.0,-139.92,-204.7,-45.4,25.41
0.0,4908.0,5528.8,5629.6,5718.7,-37.0,1.1,29.84,122.85,124.575,116.9,374.82,41.08999999999992,1381.0,1422.09,1411.11,1415.76,8.06,19.09,73.46,166.38,2431.9,391.42,39.27000000000021,1376.11,1401.69,1408.86,1415.38,7.6,19.22,72.45,174.34,2435.6,41.98,47.51,128.82,NaN,1.3,11.0,9.0,131.27,0.01,48.2982445,-96.9576797,2.9,109.15,109.1,0.09,14.5,NaN,-0.29,7.77,NaN,145.0,89.49,8.6,27.8,12.0,-203.89,-212.6,-45.1,25.34
0.0,4907.0,5522.8,5628.0,5717.2,-33.900000000000546,1.1,29.84,122.85,124.575,116.9,374.73,40.49000000000001,1380.47,1420.96,1412.34,1415.65,7.94,19.28,73.31,166.4,2430.5,391.19,40.91000000000008,1374.98,1403.5,1407.01,1415.89,7.43,18.93,72.48,174.29,2435.8,41.91,47.99,129.05,NaN,2.4,11.0,10.0,131.16,0.01,48.2988319,-96.9574814,2.9,109.15,109.1,0.11,14.5,NaN,0.56,6.38,NaN,145.0,89.9,9.7,27.8,12.0,-269.27,-98.4,-44.9,25.26
0.0,4909.0,5518.8,5630.3,5719.4,-27.400000000000546,1.1,29.84,122.85,124.575,116.9,374.57,40.600000000000136,1381.31,1421.91,1414.31,1418.66,7.9,19.37,73.36,166.35,2430.4,390.98,41.65000000000009,1372.83,1402.61,1405.21,1414.48,7.31,19.08,72.07,174.26,2435.1,41.93,47.76,129.01,NaN,2.9,10.5,10.0,130.83,0.01,48.2994118,-96.9572678,2.9,109.15,109.1,0.05,14.5,NaN,1.16,2.71,NaN,145.0,89.69,10.8,27.8,12.0,-313.11,78.7,-44.6,25.17
0.0,4912.0,5519.8,5633.1,5722.2,-20.300000000000182,1.1,29.84,122.85,124.575,116.9,374.46,41.700000000000045,1381.09,1422.79,1416.32,1419.51,7.92,19.15,73.5,166.34,2425.3,390.76,42.180000000000064,1372.75,1400.66,1403.03,1414.93,7.39,19.14,72.57,174.21,2434.3,41.9,47.62,128.62,NaN,2.1,10.5,10.0,130.4,-0.01,48.2999878,-96.9570465,2.9,109.15,109.1,0.02,14.5,NaN,1.3,-2.36,NaN,144.0,89.52,11.2,27.8,12.0,-165.47,204.7,-44.4,25.09
0.0,4916.0,5517.8,5637.7,5726.8,-12.5,1.1,29.84,122.85,124.575,116.9,374.26,40.97000000000003,1382.04,1423.01,1415.28,1419.46,7.95,19.04,73.39,166.34,2427.3,390.54,44.43999999999983,1371.39,1401.4,1401.65,1415.83,7.35,18.98,72.4,174.26,2432.4,42.5,46.16,127.98,NaN,1.8,10.5,9.0,129.77,-0.01,48.30056,-96.9568405,2.9,109.15,109.1,-0.0,14.5,NaN,1.31,-1.42,NaN,144.0,88.66,10.9,27.8,12.0,-150.09,244.1,-44.2,25.03
0.0,4920.0,5526.8,5641.5,5730.6,-5.399999999999636,1.0,29.84,122.85,124.575,116.9,374.08,41.22000000000003,1381.74,1422.96,1412.66,1419.69,8.02,19.26,73.42,166.4,2428.3,390.32,45.01999999999998,1371.29,1402.14,1402.1,1416.31,7.41,19.0,72.2,174.28,2434.2,42.21,46.13,127.3,NaN,2.3,10.5,9.0,129.17,-0.0,48.3011322,-96.9566345,2.9,109.15,109.1,-0.04,14.5,NaN,0.99,-1.9,NaN,143.0,88.34,10.8,27.8,12.0,38.73,232.3,-44.0,24.97
0.0,4923.0,5524.8,5644.5,5733.6,1.6000000000003638,1.0,29.84,122.85,124.575,116.9,373.85,39.47000000000003,1382.33,1421.8,1413.92,1418.64,7.95,19.33,73.19,166.38,2427.3,390.0,48.06000000000017,1367.84,1402.4,1401.85,1415.9,7.41,19.11,72.36,174.21,2434.2,42.2,46.46,126.72,NaN,1.3,11.0,9.0,128.64,-0.01,48.3017006,-96.9564209,2.9,109.15,109.1,0.05,14.5,NaN,1.37,-1.65,NaN,142.0,88.66,10.6,27.8,12.0,113.58,181.1,-43.9,24.93
0.0,4927.0,5523.8,5648.3,5737.4,7.899999999999636,1.0,29.84,122.85,124.575,116.9,373.69,39.76999999999998,1381.55,1421.32,1416.64,1420.27,7.87,19.26,73.34,166.41,2429.9,389.74,47.51999999999998,1365.4,1402.67,1401.46,1412.92,7.27,19.16,72.57,174.23,2435.0,42.51,45.66,126.14,NaN,1.3,11.0,10.0,127.96,-0.0,48.302269,-96.9562302,2.9,109.15,109.1,0.0,14.5,NaN,1.33,-1.05,NaN,142.0,88.16999999999999,10.3,27.8,12.0,26.34,228.3,-43.8,24.89
0.0,4930.0,5529.8,5651.4,5740.5,14.699999999999818,1.0,29.84,122.85,124.575,116.9,373.48,40.49000000000001,1381.61,1419.34,1416.73,1422.1,7.9,19.1,73.51,166.33,2433.2,389.48,47.3599999999999,1364.19,1403.9,1402.75,1411.55,7.27,19.02,72.57,174.18,2441.1,42.52,45.97,125.51,NaN,1.4,10.5,10.0,127.36,0.0,48.3028336,-96.9560318,2.9,109.15,109.1,-0.0,14.5,NaN,1.41,-2.1,NaN,141.0,88.49000000000001,9.9,27.8,12.0,106.8,228.3,-43.8,24.87
0.0,4935.0,5530.8,5656.4,5745.5,23.300000000000182,1.1,29.84,122.85,124.575,116.9,373.29,41.0,1381.88,1418.75,1415.49,1422.88,7.91,19.67,73.6,166.37,2438.6,389.22,46.539999999999964,1366.13,1404.61,1405.37,1412.67,7.37,19.51,72.58,174.22,2447.6,42.49,45.74,124.97,NaN,0.7,10.5,10.0,126.82,-0.01,48.3033981,-96.9558487,2.9,109.15,109.1,0.0,14.5,NaN,1.4,-1.22,NaN,140.0,88.23,9.8,27.8,12.0,123.08,236.2,-43.7,24.84
0.0,4938.0,5533.8,5659.7,5748.9,30.199999999999818,1.1,29.84,122.85,124.575,116.9,373.08,41.440000000000055,1381.72,1419.79,1414.28,1423.16,7.99,19.92,73.45,166.3,2434.4,388.94,46.27999999999997,1367.01,1404.89,1406.85,1413.29,7.36,19.64,72.7,174.23,2446.0,42.48,45.37,124.48,NaN,0.7,10.5,9.0,126.26,-0.0,48.3039627,-96.955658,2.9,109.15,109.1,0.0,14.8,NaN,1.35,0.38,NaN,140.0,87.85,9.6,27.8,12.0,128.52,228.3,-43.7,24.82
0.0,4942.0,5538.8,5663.1,5752.2,35.0,1.0,29.84,122.85,124.575,116.9,372.91,43.200000000000045,1379.05,1419.75,1414.97,1422.25,8.07,19.62,73.45,166.27,2433.4,388.67,44.149999999999864,1369.42,1407.3,1410.31,1413.57,7.42,19.76,72.41,174.27,2446.9,42.46,45.44,124.11,NaN,1.2,10.5,9.0,125.85,0.0,48.3045235,-96.9554749,2.9,109.15,109.1,-0.02,14.8,NaN,1.23,-1.07,NaN,139.0,87.9,9.5,27.8,12.0,185.8,208.7,-43.7,24.81
0.0,4945.0,5540.8,5666.1,5755.2,35.80000000000018,1.0,29.84,122.85,124.575,116.9,372.76,41.49000000000001,1379.42,1420.88,1414.89,1420.91,8.05,19.87,73.63,166.3,2431.1,388.43,41.87999999999988,1373.96,1407.96,1410.22,1415.84,7.44,19.94,72.73,174.24,2450.4,42.18,45.87,123.78,NaN,0.6,10.5,9.0,125.53,-0.0,48.3050842,-96.9552841,2.9,109.15,109.1,0.02,14.8,NaN,1.27,-1.23,NaN,139.0,88.05,9.4,27.8,12.0,203.91,185.0,-43.8,24.79
0.0,4948.0,5542.8,5669.4,5758.5,36.30000000000018,1.1,29.84,122.85,124.575,116.9,372.56,41.40000000000009,1380.36,1421.76,1415.32,1418.98,8.05,20.01,73.37,166.21,2431.4,388.16,38.430000000000064,1376.75,1407.68,1409.95,1415.18,7.4,19.77,72.86,174.26,2442.7,42.25,45.5,123.43,NaN,0.3,11.0,10.0,125.14,-0.0,48.3056374,-96.9551086,2.9,109.15,109.1,0.03,14.8,NaN,1.48,-2.7,NaN,139.0,87.75,9.2,27.8,12.0,137.46,196.9,-43.8,24.78
0.0,4952.0,5550.8,5673.8,5762.9,36.099999999999454,1.1,29.84,122.85,124.575,116.9,372.41,41.100000000000136,1382.31,1423.41,1415.0,1417.26,8.1,20.03,73.47,166.23,2432.7,387.9,35.210000000000036,1380.6,1403.63,1411.07,1415.81,7.38,19.96,72.52,174.2,2446.5,41.93,45.54,122.93,NaN,359.9,10.5,10.0,124.95,0.03,48.3061943,-96.9549408,2.9,109.15,109.1,0.02,14.8,NaN,1.63,-14.73,NaN,138.0,87.47,8.4,27.8,12.0,224.22,220.5,-43.9,24.77
0.0,4954.0,5549.8,5675.7,5764.8,34.19999999999982,1.0,29.84,122.85,124.575,116.9,372.3,40.319999999999936,1382.71,1423.03,1413.82,1416.86,8.09,19.69,73.52,166.22,2427.5,387.69,36.58999999999992,1378.89,1400.39,1411.73,1415.48,7.6,20.02,72.57,174.09,2448.6,41.42,46.64,122.03,NaN,355.9,10.5,9.0,124.88,0.01,48.3067513,-96.9548111,2.9,109.15,109.1,0.09,14.8,NaN,1.27,-26.17,NaN,138.0,88.06,6.3,27.8,12.0,227.23,173.2,-43.9,24.76
0.0,4956.0,5540.8,5677.1,5766.2,32.599999999999454,1.0,29.84,122.85,124.575,116.9,372.12,38.65000000000009,1383.25,1421.9,1414.28,1417.75,8.02,19.98,73.51,166.28,2429.0,387.43,38.25,1377.27,1400.46,1411.02,1415.52,7.42,19.93,72.47,174.1,2446.1,41.54,45.9,120.71,NaN,350.6,14.0,10.0,124.37,-0.02,48.3073082,-96.9547272,2.9,109.15,109.1,0.1,14.8,NaN,0.6,-34.83,NaN,138.0,87.44,2.2,27.8,13.0,-67.76,90.6,-44.1,24.78
0.0,4955.0,5532.8,5676.2,5765.3,27.900000000000546,1.0,29.84,122.85,124.575,116.9,372.01,40.679999999999836,1383.64,1424.32,1413.81,1419.12,7.97,20.6,73.51,166.19,2446.6,387.18,40.24000000000001,1376.66,1403.88,1409.42,1416.9,7.37,20.6,72.82,174.28,2463.2,41.65,45.55,119.16,NaN,345.0,14.0,10.0,123.66,0.03,48.3078575,-96.9547501,2.9,109.15,109.1,0.28,14.8,NaN,0.92,-40.19,NaN,137.0,87.19999999999999,356.2,27.8,13.0,-258.83,-39.4,-44.3,24.83
0.0,4952.0,5526.8,5673.7,5762.8,22.300000000000182,1.0,29.84,122.85,124.575,116.9,371.89,43.700000000000045,1386.79,1430.49,1417.03,1422.41,7.97,21.51,73.89,166.2,2464.3,386.96,40.01999999999998,1380.55,1408.18,1412.91,1420.57,7.37,21.84,73.16,174.07,2475.7,41.62,46.05,117.72,NaN,337.5,14.5,10.0,122.95,-0.03,48.3083954,-96.9548569,2.9,109.15,109.1,0.25,14.8,NaN,-0.33,-43.67,NaN,136.0,87.66999999999999,349.0,27.8,13.0,-376.7,-137.8,-44.8,24.9
0.0,4947.0,5523.8,5667.9,5757.0,11.5,1.1,29.84,122.85,124.575,116.9,371.76,48.02999999999997,1391.84,1439.87,1421.94,1429.07,8.18,22.48,73.63,166.21,2443.0,386.78,35.549999999999955,1391.04,1412.82,1421.82,1426.59,7.5,22.75,72.8,174.15,2453.5,41.78,45.2,116.79,NaN,330.2,14.5,10.0,122.47,0.02,48.308918,-96.9550858,2.9,109.15,109.1,0.39,14.8,NaN,-0.6,-46.78,NaN,136.0,86.98,340.8,27.8,13.0,-307.86,-315.0,-45.4,24.99
0.0,4938.0,5511.8,5659.0,5748.1,-0.7999999999992724,1.0,29.84,122.85,124.575,116.9,371.73,52.48000000000002,1394.6,1447.08,1423.3,1435.8,8.3,22.57,73.51,166.25,2440.1,386.62,36.159999999999854,1397.21,1416.45,1427.14,1433.37,7.68,22.91,72.68,174.13,2457.0,41.78,45.66,116.2,NaN,321.7,15.0,14.0,122.52,-0.01,48.3094025,-96.9554367,2.9,109.15,109.1,0.39,14.8,NaN,-1.13,-47.12,NaN,136.0,87.44,331.5,27.8,14.0,-416.62,-468.5,-46.2,25.09
0.0,4929.0,5505.8,5650.8,5739.9,-12.300000000000182,1.1,29.84,122.85,124.575,116.9,371.73,55.1099999999999,1399.16,1454.27,1424.5,1440.51,8.45,22.66,73.74,166.24,2442.0,386.46,37.51999999999998,1400.54,1418.69,1431.13,1438.06,7.89,23.16,73.09,174.08,2453.7,41.92,45.22,116.09,NaN,312.6,15.0,14.0,122.84,-0.02,48.309845,-96.9558945,2.9,109.15,109.1,0.54,14.8,NaN,-1.32,-47.41,NaN,136.0,87.14,321.9,27.8,14.0,-438.81,-555.1,-47.2,25.18
0.0,4919.0,5493.8,5640.5,5729.6,-25.599999999999454,1.1,29.84,122.85,124.575,116.9,371.75,56.02999999999997,1403.14,1459.17,1426.07,1443.66,8.56,22.97,73.51,166.15,2439.8,386.37,38.9699999999998,1401.64,1421.11,1435.15,1440.61,8.1,23.05,72.89,173.99,2456.6,41.95,45.18,116.46,NaN,303.5,15.0,13.0,123.45,0.0,48.3102226,-96.9564743,2.9,109.15,109.1,0.63,14.8,NaN,-0.33,-47.52,NaN,137.0,87.13,311.2,27.8,14.0,-510.62,-551.2,-48.3,25.26
0.0,4913.0,5482.8,5634.1,5723.2,-35.30000000000018,1.0,29.84,122.85,124.575,116.9,371.85,53.93999999999983,1409.66,1463.6,1427.1,1450.94,8.68,22.8,73.61,166.27,2444.1,386.32,41.65000000000009,1401.53,1423.57,1437.15,1443.18,8.25,23.37,72.93,173.89,2456.1,41.84,45.43,117.25,NaN,293.1,15.5,13.0,124.03,-0.02,48.3105164,-96.9571533,2.9,109.15,109.1,0.74,14.8,NaN,0.65,-48.08,NaN,137.0,87.27000000000001,300.1,27.8,14.0,-616.29,-393.7,-49.7,25.3
0.0,4911.0,5474.8,5632.3,5721.4,-41.5,1.0,29.84,122.85,124.575,116.9,371.96,55.86000000000013,1413.6,1469.46,1430.84,1454.68,8.7,23.06,73.72,166.39,2440.2,386.3,44.32999999999993,1402.65,1427.29,1440.72,1446.98,8.38,23.23,72.9,173.84,2452.6,41.86,45.04,118.44,NaN,282.9,15.5,14.0,124.4,-0.0,48.3107147,-96.9579315,2.9,109.15,109.1,0.72,14.5,NaN,1.86,-48.05,NaN,138.0,86.9,288.1,27.8,14.0,-592.86,-137.8,-51.3,25.29
0.0,4914.0,5475.8,5635.1,5724.2,-40.600000000000364,1.1,29.84,122.85,124.575,116.9,372.11,58.789999999999964,1416.93,1475.72,1432.93,1458.72,8.81,23.27,73.39,166.38,2437.7,386.28,44.54000000000019,1405.09,1428.43,1443.77,1449.63,8.54,23.5,72.65,173.79,2450.2,41.9,45.21,119.95,NaN,272.8,15.5,14.0,124.56,-0.02,48.3108025,-96.9587555,2.9,109.15,109.1,0.67,14.5,NaN,2.64,-48.92,NaN,138.0,87.11,276.3,27.8,14.0,-417.76,137.8,-52.9,25.21
0.0,4920.0,5481.8,5641.2,5730.4,-35.80000000000018,1.0,29.84,122.85,124.575,116.9,372.26,58.31000000000017,1420.11,1478.42,1435.49,1463.5,8.95,23.02,73.36,166.51,2433.8,386.31,43.13999999999987,1407.18,1429.12,1445.93,1450.32,8.75,23.3,72.85,173.81,2450.2,41.97,45.25,121.82,NaN,264.3,15.0,14.0,124.59,-0.01,48.3107872,-96.9596024,2.9,109.15,109.1,0.39,14.5,NaN,2.15,-49.53,NaN,138.0,87.22,265.0,27.8,14.0,-127.55,326.8,-54.7,25.05
0.0,4925.0,5491.8,5646.2,5735.3,-30.0,1.1,29.84,122.85,124.575,116.9,372.48,64.31000000000017,1419.36,1483.67,1439.31,1465.77,9.12,23.02,73.6,166.54,2434.7,386.36,41.669999999999845,1409.89,1428.62,1448.61,1451.56,8.87,23.45,72.55,173.86,2449.9,41.99,44.9,123.98,NaN,254.8,18.5,14.0,124.57,-0.03,48.3106613,-96.9604416,2.9,109.15,109.1,0.59,14.5,NaN,2.35,-48.59,NaN,138.0,86.89,255.3,27.8,16.0,183.24,255.9,-56.6,24.82
0.0,4928.0,5492.8,5649.3,5738.4,-24.400000000000546,1.1,29.84,122.85,124.575,116.9,372.67,68.46000000000004,1418.29,1486.75,1443.14,1465.5,9.09,23.26,73.36,166.63,2433.8,386.43,43.11999999999989,1410.25,1428.4,1447.95,1453.37,8.94,23.55,72.9,174.0,2449.6,42.1,44.64,126.58,NaN,246.0,15.0,12.0,124.53,0.01,48.3104477,-96.9612656,2.9,109.15,109.1,0.51,14.5,NaN,2.45,-49.55,NaN,138.0,86.74000000000001,245.1,27.8,14.0,241.53,259.8,-58.4,24.51
0.0,4933.0,5496.8,5654.2,5743.3,-13.699999999999818,1.0,29.84,122.85,124.575,116.9,372.91,70.56999999999994,1418.53,1489.1,1444.51,1466.74,9.17,23.29,73.45,166.77,2435.0,386.53,42.84999999999991,1412.74,1428.96,1448.64,1455.59,9.04,23.37,72.68,174.15,2447.8,42.09,44.75,129.5,NaN,237.1,16.0,13.0,124.33,-0.03,48.3101311,-96.9620285,2.9,109.15,109.1,0.42,14.5,NaN,1.48,-48.31,NaN,138.0,86.84,235.5,27.8,14.0,224.36,224.4,-60.2,24.12
0.0,4934.0,5504.8,5655.3,5744.4,-3.7000000000007276,1.1,29.84,122.85,124.575,116.9,373.12,71.32999999999993,1418.88,1490.21,1444.31,1468.94,9.28,22.84,73.63,166.79,2438.3,386.61,40.26999999999998,1416.3,1426.82,1451.13,1456.57,9.09,23.54,72.68,174.26,2452.1,42.46,44.04,132.55,NaN,228.9,12.0,12.0,124.2,-0.01,48.3097343,-96.9627304,2.9,109.15,109.1,0.44,14.5,NaN,1.47,-47.71,NaN,137.0,86.5,226.5,27.8,14.0,316.56,122.0,-61.9,23.66
