#AfcsOn,AltAGL,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,BaroA,COM1,COM2,CRS,E1 CHT1,E1 EGT Variance,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 MAP,E1 OilP,E1 OilT,E1 RPM,E2 CHT1,E2 EGT Variance,E2 EGT1,E2 EGT2,E2 EGT3,E2 EGT4,E2 FFlow,E2 MAP,E2 OilP,E2 OilT,E2 RPM,FQtyL,FQtyR,GndSpd,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NAV1,NAV2,NormAc,OAT,PichC,Pitch,Roll,RollC,TAS,Total Fuel,TRK,volt1,VPLwas,VSpd,VSpdG,WndDr,WndSpd
#bool,ft agl,ft Baro,ft wgs,ft msl,ft msl,amps,inch,MHz,MHz,deg,deg F,deg F,deg F,deg F,deg F,deg F,gph,Hg,psi,deg F,rpm,deg F,deg F,deg F,deg F,deg F,deg F,gph,Hg,psi,deg F,rpm,gals,gals,kt,fsd,deg,mt,mt,kt,G,degrees,degrees,deg,MHz,MHz,G,deg C,deg,deg,deg,deg,kt,gals,deg,volts,mt,fpm,fpm,deg,kt
0.0,5191.0,5784.8,5957.8,6047.1,203.70000000000073,0.6,29.84,122.85,124.575,116.9,372.55,39.3599999999999,1369.51,1408.87,1396.55,1401.44,8.56,19.87,73.91,164.57,2437.5,378.82,37.789999999999964,1304.56,1318.78,1326.97,1342.35,9.31,20.75,73.29,171.56,2461.3,37.75,39.22,93.44,NaN,357.9,11.0,11.0,99.05,-0.01,48.3314285,-96.778862,2.8,109.15,109.1,-0.06,14.8,6.0,5.49,1.52,-0.0,110.0,76.97,9.0,27.9,13.0,907.31,637.8,-41.8,25.41
0.0,5199.0,5791.8,5965.8,6055.1,192.20000000000073,0.7,29.84,122.85,124.575,116.9,372.51,37.95999999999981,1370.15,1408.11,1396.28,1400.45,8.5,20.06,74.17,164.68,2436.7,378.66,37.330000000000155,1301.59,1323.91,1324.27,1338.92,9.39,20.84,73.23,171.63,2461.6,37.77,39.07,93.42,NaN,358.9,11.0,11.0,98.38,0.0,48.331852,-96.7787323,2.8,109.15,109.1,-0.06,14.8,5.6,4.95,1.48,-0.0,110.0,76.84,9.3,27.9,13.0,716.51,503.9,-42.1,25.38
0.0,5205.0,5798.8,5972.1,6061.4,174.5,0.7,29.84,122.85,124.575,116.9,372.54,36.940000000000055,1371.09,1408.03,1394.2,1402.89,8.46,20.18,73.83,164.63,2439.5,378.53,36.350000000000136,1298.08,1328.85,1322.0,1334.43,9.35,20.72,73.44,171.66,2464.7,37.68,39.12,93.6,NaN,358.9,11.5,11.0,97.99,-0.0,48.3322754,-96.7785873,2.8,109.15,109.1,-0.05,14.8,5.1,4.37,1.6,0.1,109.0,76.8,9.6,27.9,14.0,559.66,397.6,-42.3,25.35
1.0,5209.0,5804.8,5976.7,6066.0,153.69999999999982,0.7,29.84,122.85,124.575,116.9,372.54,36.49000000000001,1370.59,1407.08,1393.47,1404.95,8.49,19.94,74.01,164.67,2442.6,378.43,39.34999999999991,1294.41,1333.76,1321.29,1332.15,9.36,20.86,73.33,171.71,2465.7,37.59,39.22,93.91,NaN,358.9,11.5,11.0,97.88,-0.0,48.3327026,-96.77845,2.8,109.15,109.1,-0.01,14.8,4.7,4.12,1.15,0.2,109.0,76.81,9.7,27.9,14.0,465.91,295.3,-42.6,25.31
1.0,5210.0,5807.8,5980.1,6069.4,130.79999999999927,0.7,29.84,122.85,124.575,116.9,372.59,34.97000000000003,1370.67,1405.64,1393.89,1404.44,8.4,20.05,74.22,164.69,2444.1,378.37,46.3599999999999,1291.76,1338.12,1320.87,1332.1,9.31,20.69,73.47,171.79,2466.4,37.7,39.11,94.28,NaN,359.1,11.0,11.0,98.02,0.01,48.3331299,-96.7783051,2.8,109.15,109.1,-0.0,14.5,4.4,4.04,0.24,0.1,109.0,76.81,9.8,27.9,14.0,355.72,240.2,-42.8,25.27
1.0,5213.0,5811.8,5983.4,6072.7,109.39999999999964,0.7,29.84,122.85,124.575,116.9,372.62,34.710000000000036,1370.62,1405.33,1393.39,1402.76,8.37,20.19,73.93,164.71,2444.4,378.32,55.13999999999987,1287.73,1342.87,1320.04,1331.93,9.22,20.87,73.39,171.74,2468.1,37.75,39.13,94.67,NaN,358.4,11.0,11.0,98.27,-0.01,48.3335571,-96.7781601,2.8,109.15,109.1,-0.01,14.5,4.0,3.89,-0.43,0.0,109.0,76.88,9.9,27.9,14.0,272.58,228.3,-43.0,25.23
1.0,5217.0,5816.8,5987.2,6076.5,89.60000000000036,0.7,29.84,122.85,124.575,116.9,372.69,34.419999999999845,1372.44,1406.86,1393.94,1401.22,8.43,19.85,74.06,164.71,2445.1,378.33,58.15000000000009,1287.27,1345.42,1318.38,1332.27,9.22,20.75,73.29,171.85,2470.5,37.79,39.15,95.02,NaN,358.1,11.0,11.0,98.61,-0.01,48.3339844,-96.7780151,2.8,109.15,109.1,0.0,14.5,3.8,3.71,0.51,0.5,110.0,76.94,9.6,27.9,13.0,255.36,208.7,-43.2,25.2
1.0,5220.0,5820.8,5990.2,6079.6,72.30000000000018,0.6,29.84,122.85,124.575,116.9,372.74,35.99000000000001,1372.16,1408.15,1394.32,1399.53,8.42,20.1,73.96,164.77,2443.3,378.3,61.450000000000045,1286.6,1348.05,1318.03,1332.44,9.33,20.88,73.39,171.81,2467.9,38.0,38.96,95.42,NaN,358.5,11.0,11.0,99.03,-0.01,48.3344154,-96.7778702,2.8,109.15,109.1,-0.01,14.5,3.6,3.54,1.16,0.9,110.0,76.96000000000001,9.6,27.9,13.0,261.05,189.0,-43.4,25.18
1.0,5223.0,5823.8,5993.0,6082.3,58.5,0.7,29.84,122.85,124.575,116.9,372.8,34.59999999999991,1373.16,1407.76,1394.88,1399.13,8.44,20.15,73.89,164.85,2447.8,378.2,62.62000000000012,1286.54,1349.16,1319.07,1331.03,9.34,20.78,73.24,171.9,2468.6,38.17,38.9,95.87,NaN,358.7,11.0,11.0,99.48,-0.0,48.3348503,-96.7777405,2.8,109.15,109.1,-0.02,14.5,3.5,3.41,0.69,0.7,111.0,77.07,9.8,27.9,13.0,234.76,165.4,-43.6,25.16
1.0,5225.0,5826.8,5995.4,6084.7,47.399999999999636,0.7,29.84,122.85,124.575,116.9,372.95,31.87999999999988,1376.47,1408.35,1394.84,1400.15,8.45,19.98,74.14,164.82,2447.2,378.33,66.27999999999997,1284.51,1350.79,1322.32,1331.08,9.32,20.71,73.39,171.98,2471.1,38.15,38.91,96.36,NaN,358.5,11.5,11.0,99.93,-0.01,48.3352814,-96.7775955,2.8,109.15,109.1,0.01,14.5,3.4,3.31,0.25,0.5,111.0,77.06,9.7,27.9,14.0,203.6,149.6,-43.8,25.15
1.0,5228.0,5829.8,5998.1,6087.4,40.29999999999927,0.7,29.84,122.85,124.575,116.9,373.02,30.430000000000064,1378.81,1409.24,1394.71,1400.76,8.51,20.16,73.88,164.81,2447.4,378.32,67.52999999999997,1283.51,1351.04,1324.56,1332.08,9.28,20.82,73.39,172.02,2470.8,38.17,38.89,96.8,NaN,358.4,11.0,11.0,100.39,-0.02,48.3357239,-96.7774506,2.8,109.15,109.1,-0.01,14.5,3.3,3.22,0.55,0.6,112.0,77.06,9.7,27.9,14.0,178.55,141.7,-44.0,25.14
1.0,5231.0,5832.8,6000.8,6090.2,35.099999999999454,0.7,29.84,122.85,124.575,116.9,373.14,32.460000000000036,1378.67,1411.13,1396.64,1402.07,8.47,19.92,73.97,164.81,2445.1,378.37,66.11000000000013,1285.02,1351.13,1324.15,1334.07,9.28,20.69,73.3,172.07,2471.0,38.17,38.92,97.25,NaN,358.5,11.0,11.0,100.81,-0.0,48.3361588,-96.777298,2.8,109.15,109.1,0.01,14.2,3.2,3.15,0.77,0.7,112.0,77.09,9.6,27.9,14.0,174.9,141.7,-44.2,25.14
1.0,5232.0,5835.8,6002.7,6092.0,30.600000000000364,0.6,29.84,122.85,124.575,116.9,373.25,33.8900000000001,1378.37,1412.26,1398.68,1401.72,8.52,20.08,73.82,164.97,2447.3,378.38,62.710000000000036,1287.22,1349.93,1323.31,1334.93,9.18,20.87,73.49,172.09,2472.2,38.2,38.86,97.72,NaN,358.6,11.0,11.0,101.22,-0.02,48.3366051,-96.777153,2.8,109.15,109.1,0.0,14.2,3.1,3.09,0.76,0.7,113.0,77.06,9.6,27.9,13.0,162.15,137.8,-44.3,25.14
1.0,5235.0,5837.8,6004.9,6094.3,28.300000000000182,0.6,29.84,122.85,124.575,116.9,373.34,35.12000000000012,1376.56,1411.68,1397.97,1401.72,8.54,20.2,73.95,165.07,2450.0,378.45,59.86000000000013,1289.29,1349.15,1322.83,1332.98,9.3,20.76,73.46,172.15,2471.8,38.16,38.84,98.18,NaN,358.6,11.0,11.0,101.7,0.0,48.3370476,-96.7770081,2.8,109.15,109.1,0.01,14.2,3.1,3.07,0.75,0.7,113.0,77.0,9.6,27.9,13.0,160.49,137.8,-44.5,25.15
1.0,5237.0,5840.8,6007.5,6096.8,27.400000000000546,0.6,29.84,122.85,124.575,116.9,373.44,36.51999999999998,1374.28,1410.8,1397.11,1403.72,8.54,19.97,74.05,165.03,2449.1,378.48,60.91000000000008,1289.53,1350.44,1322.72,1331.68,9.29,20.73,73.52,172.13,2472.9,38.27,38.88,98.63,NaN,358.7,11.0,11.0,102.21,-0.01,48.3374939,-96.7768631,2.8,109.15,109.1,0.01,14.2,3.1,3.12,0.66,0.6,114.0,77.15,9.6,27.9,13.0,160.02,149.6,-44.6,25.16
1.0,5240.0,5843.8,6010.3,6099.6,26.900000000000546,0.7,29.84,122.85,124.575,116.9,373.52,36.88000000000011,1374.32,1411.2,1398.61,1407.21,8.51,20.15,71.98,164.98,2491.9,378.6,61.169999999999845,1289.17,1350.34,1322.59,1332.92,9.2,20.81,71.75,172.06,2485.0,38.31,38.86,99.02,NaN,358.7,11.0,11.0,102.73,-0.01,48.337944,-96.7767105,2.8,109.15,109.1,0.01,14.2,3.1,3.22,0.66,0.6,114.0,77.17,9.6,27.9,14.0,160.0,165.4,-44.8,25.18
1.0,5243.0,5846.8,6013.0,6102.4,25.899999999999636,0.7,29.84,122.85,124.575,116.9,373.62,37.25,1376.03,1413.28,1400.04,1408.68,8.41,19.76,75.65,164.98,2651.8,378.59,61.23000000000002,1289.48,1350.71,1321.67,1334.29,9.29,20.44,75.15,172.05,2666.9,38.35,38.89,99.06,NaN,358.7,11.0,11.0,103.17,-0.01,48.3383865,-96.7765656,2.8,109.15,109.1,0.0,14.2,3.2,3.2,0.38,0.6,115.0,77.24000000000001,9.7,27.9,14.0,160.0,177.2,-44.9,25.2
1.0,5246.0,5849.8,6016.1,6105.4,25.799999999999272,0.6,29.84,122.85,124.575,116.9,373.79,39.27999999999997,1381.52,1420.8,1403.73,1414.49,8.32,19.72,75.86,164.83,2554.9,378.74,57.340000000000146,1295.6,1352.94,1323.27,1339.65,9.51,20.43,74.85,171.87,2545.5,38.44,38.96,99.41,NaN,358.7,11.0,11.0,103.53,-0.0,48.3388367,-96.7764206,2.8,109.15,109.1,0.03,14.0,3.3,3.31,0.53,0.6,115.0,77.4,9.6,27.9,14.0,162.48,204.7,-45.0,25.23
1.0,5250.0,5853.8,6020.3,6109.6,27.300000000000182,0.7,29.84,122.85,124.575,116.9,373.93,40.299999999999955,1397.04,1437.34,1416.74,1430.86,8.33,19.83,75.15,164.7,2518.8,378.85,54.5,1306.79,1361.29,1331.91,1349.71,9.26,20.53,74.04,171.93,2515.5,38.37,38.97,99.84,NaN,358.6,11.0,11.0,103.86,-0.01,48.3392906,-96.776268,2.8,109.15,109.1,0.02,14.0,3.4,3.45,0.65,0.7,116.0,77.34,9.6,27.9,13.0,179.97,240.2,-45.1,25.26
1.0,5255.0,5858.8,6025.0,6114.3,29.600000000000364,0.7,29.84,122.85,124.575,116.9,374.05,40.81000000000017,1413.59,1454.4,1432.75,1446.84,8.24,19.88,74.81,164.76,2524.4,378.89,52.67000000000007,1318.57,1371.24,1342.07,1359.56,9.33,20.55,73.83,172.11,2526.9,38.33,38.87,100.07,NaN,358.9,11.0,11.0,104.18,0.0,48.3397408,-96.7761154,2.8,109.15,109.1,0.02,14.0,3.5,3.58,0.89,0.7,116.0,77.19999999999999,9.6,27.9,13.0,218.71,275.6,-45.1,25.3
1.0,5260.0,5863.8,6030.2,6119.5,32.100000000000364,0.7,29.84,122.85,124.575,116.9,374.18,39.99000000000001,1428.62,1468.61,1446.54,1461.25,8.23,20.87,75.19,164.82,2567.7,379.04,48.18999999999983,1330.17,1378.36,1351.11,1369.72,9.28,21.57,74.43,172.13,2573.9,38.2,38.76,100.21,NaN,358.9,11.0,11.0,104.57,-0.0,48.3401947,-96.7759781,2.8,109.15,109.1,0.04,14.0,3.6,3.71,0.46,0.5,116.0,76.96000000000001,9.6,27.9,13.0,249.58,307.1,-45.2,25.34
1.0,5266.0,5868.8,6036.3,6125.6,35.400000000000546,0.7,29.84,122.85,124.575,116.9,374.2,44.27999999999997,1443.47,1487.75,1460.25,1476.71,8.11,22.53,75.4,164.87,2548.7,379.12,58.02000000000021,1339.61,1397.63,1364.74,1385.42,9.07,23.01,74.72,172.12,2557.0,38.19,38.76,100.63,NaN,358.8,11.0,11.0,104.83,-0.01,48.3406487,-96.7758255,2.8,109.15,109.1,0.04,14.0,3.8,3.83,0.57,0.5,117.0,76.94999999999999,9.6,27.9,14.0,269.48,362.2,-45.2,25.38
1.0,5274.0,5875.8,6044.3,6133.6,41.600000000000364,0.7,29.84,122.85,124.575,116.9,374.38,49.12999999999988,1453.24,1502.37,1471.83,1489.39,8.3,23.31,75.06,164.84,2530.7,379.24,83.49000000000001,1342.99,1426.48,1375.95,1406.93,9.41,23.56,74.35,172.24,2549.8,38.17,38.75,101.25,NaN,358.8,11.0,11.0,105.21,-0.01,48.3411064,-96.7756653,2.8,109.15,109.1,0.04,14.0,3.9,4.12,0.71,0.6,117.0,76.92,9.6,27.9,14.0,323.56,437.0,-45.2,25.43
1.0,5283.0,5883.8,6053.5,6142.8,48.5,0.7,29.84,122.85,124.575,116.9,374.54,47.83999999999992,1461.48,1509.32,1480.17,1499.07,8.52,23.57,75.19,164.86,2539.6,379.41,110.51999999999998,1340.81,1451.33,1385.17,1426.48,9.6,23.85,74.49,172.3,2555.7,38.2,38.79,101.68,NaN,358.3,11.0,11.0,105.8,-0.02,48.3415642,-96.7755203,2.8,109.15,109.1,0.03,14.0,4.2,4.52,0.47,0.7,118.0,76.99000000000001,9.6,27.9,13.0,387.17,519.7,-45.2,25.49
1.0,5294.0,5893.8,6063.8,6153.2,56.399999999999636,0.7,29.84,122.85,124.575,116.9,374.7,45.62999999999988,1469.66,1515.29,1487.9,1505.85,8.65,23.66,75.37,164.91,2549.9,379.54,134.43000000000006,1333.45,1467.88,1389.71,1431.79,9.87,24.02,74.23,172.45,2550.0,38.12,38.82,102.01,NaN,358.5,11.0,10.0,106.31,-0.01,48.3420258,-96.7753677,2.8,109.15,109.1,0.03,14.0,4.5,4.77,1.03,1.0,118.0,76.94,9.5,27.9,13.0,462.23,582.7,-45.2,25.55
1.0,5305.0,5904.8,6074.8,6164.2,64.59999999999945,0.6,29.84,122.85,124.575,116.9,374.95,45.92000000000007,1479.06,1524.98,1490.02,1498.72,8.8,23.77,75.13,164.96,2532.6,379.79,149.26,1327.53,1476.79,1388.14,1429.04,9.89,24.07,74.38,172.43,2551.4,38.12,38.68,102.29,NaN,359.1,11.0,11.0,106.82,-0.01,48.3424911,-96.7752075,2.8,109.15,109.1,0.04,14.0,4.9,5.06,1.23,1.0,119.0,76.8,9.5,27.9,13.0,536.12,641.7,-45.2,25.62
1.0,5317.0,5914.8,6086.9,6176.2,73.80000000000018,0.6,29.84,122.85,124.575,116.9,375.23,43.24000000000001,1486.28,1529.52,1492.56,1490.92,9.02,23.82,75.15,164.99,2539.9,380.05,151.59000000000015,1329.54,1481.13,1383.17,1428.22,10.23,23.94,74.32,172.47,2550.9,37.94,38.65,102.42,NaN,358.8,11.0,11.0,107.26,-0.02,48.3429565,-96.7750626,2.8,109.15,109.1,0.04,13.8,5.2,5.38,0.43,0.6,119.0,76.59,9.6,27.9,13.0,576.72,708.7,-45.2,25.69
1.0,5330.0,5926.8,6100.2,6189.5,84.10000000000036,0.7,29.84,122.85,124.575,116.9,375.46,47.76999999999998,1492.56,1533.11,1495.84,1485.34,9.02,23.85,75.15,164.96,2541.9,380.26,154.16000000000008,1330.33,1484.49,1378.17,1428.57,10.32,23.98,74.28,172.67,2552.4,37.89,38.63,102.42,NaN,358.8,11.0,11.0,107.53,-0.01,48.3434181,-96.7749023,2.8,109.15,109.1,0.03,13.8,5.5,5.72,0.59,0.7,120.0,76.52000000000001,9.6,27.9,13.0,625.0,783.5,-45.2,25.77
1.0,5344.0,5939.8,6114.0,6203.3,93.69999999999982,0.7,29.84,122.85,124.575,116.9,375.74,54.549999999999955,1497.69,1537.2,1498.75,1482.65,8.99,23.86,75.23,164.97,2531.6,380.55,157.91000000000008,1330.36,1488.27,1377.18,1426.75,10.55,24.04,74.18,172.82,2549.6,37.96,38.63,102.32,NaN,359.0,11.0,11.0,107.65,-0.01,48.3438797,-96.7747498,2.8,109.15,109.1,0.03,13.8,5.8,5.94,0.87,0.7,120.0,76.59,9.6,27.9,13.0,687.36,846.5,-45.1,25.84
1.0,5358.0,5954.8,6128.5,6217.9,103.59999999999945,0.7,29.84,122.85,124.575,116.9,376.06,58.73000000000002,1499.68,1539.22,1501.12,1480.49,9.23,23.76,75.19,164.99,2541.7,380.78,162.53999999999996,1330.3,1492.84,1377.0,1426.4,10.74,24.02,74.32,172.79,2550.9,38.0,38.63,102.13,NaN,359.0,11.0,11.0,107.67,-0.01,48.3443413,-96.7746048,2.8,109.15,109.1,0.03,13.8,6.0,6.08,0.51,0.6,120.0,76.63,9.7,27.9,13.0,758.98,893.7,-45.0,25.92
1.0,5373.0,5968.8,6143.5,6232.8,113.30000000000018,0.8,29.84,122.85,124.575,116.9,376.45,61.570000000000164,1498.72,1542.15,1501.13,1480.58,9.22,23.66,75.3,165.02,2539.5,381.11,165.34000000000015,1329.79,1495.13,1376.89,1423.34,10.77,23.89,74.32,172.87,2550.0,38.06,38.71,101.9,NaN,359.0,11.0,10.0,107.58,-0.0,48.344799,-96.7744522,2.8,109.15,109.1,0.03,13.8,6.2,6.31,0.53,0.5,120.0,76.77000000000001,9.7,27.9,13.0,806.03,921.3,-45.0,26.0
1.0,5389.0,5983.8,6159.2,6248.6,123.0,0.7,29.84,122.85,124.575,116.9,376.84,62.049999999999955,1501.01,1542.46,1501.49,1480.41,9.36,23.67,75.08,165.05,2533.9,381.42,169.42000000000007,1328.48,1497.9,1379.03,1424.08,10.84,23.94,74.12,172.9,2549.2,37.97,38.7,101.6,NaN,359.0,11.0,10.0,107.41,-0.0,48.3452568,-96.774292,2.8,109.15,109.1,0.01,13.8,6.3,6.39,0.51,0.6,120.0,76.67,9.7,27.9,13.0,836.49,948.8,-44.9,26.08
1.0,5405.0,5998.8,6175.3,6264.7,131.09999999999945,0.7,29.84,122.85,124.575,116.9,377.22,64.98000000000002,1501.34,1545.6,1502.1,1480.62,9.43,23.71,75.18,165.14,2537.3,381.74,170.88999999999987,1329.89,1500.78,1378.47,1424.52,10.81,23.98,73.97,172.96,2548.2,37.91,38.6,101.31,NaN,359.1,10.5,11.0,107.17,-0.0,48.3457146,-96.774147,2.8,109.15,109.1,-0.0,13.8,6.4,6.41,0.65,0.6,120.0,76.50999999999999,9.7,27.9,13.0,868.38,964.6,-44.8,26.16
1.0,5424.0,6014.8,6191.3,6280.6,137.80000000000018,0.7,29.84,122.85,124.575,116.9,377.64,64.48000000000002,1503.78,1545.51,1503.74,1481.03,9.39,23.72,75.01,165.13,2535.9,382.09,174.1199999999999,1329.68,1503.8,1376.89,1426.42,10.9,23.98,74.16,172.97,2550.2,37.92,38.51,101.02,NaN,359.1,10.5,11.0,106.89,-0.02,48.3461723,-96.7739868,2.8,109.15,109.1,-0.01,13.8,6.4,6.41,0.6,0.6,119.0,76.43,9.7,27.9,14.0,891.51,964.6,-44.7,26.24
1.0,5440.0,6029.8,6207.7,6297.0,143.80000000000018,0.6,29.84,122.85,124.575,116.9,378.04,63.88999999999987,1507.23,1544.52,1505.79,1480.63,9.38,23.74,75.05,165.15,2538.3,382.46,171.63999999999987,1332.15,1503.79,1378.6,1427.06,10.91,23.84,74.06,173.03,2546.3,37.95,38.47,100.73,NaN,358.9,10.5,11.0,106.64,-0.03,48.3466225,-96.7738342,2.8,109.15,109.1,0.0,13.8,6.4,6.45,0.45,0.6,119.0,76.42,9.7,27.9,14.0,908.88,960.6,-44.5,26.31
1.0,5457.0,6044.8,6224.1,6313.5,149.30000000000018,0.7,29.84,122.85,124.575,116.9,378.53,60.069999999999936,1510.19,1543.26,1507.15,1483.19,9.3,23.77,75.11,165.2,2533.0,382.83,175.9000000000001,1331.12,1507.02,1378.93,1428.8,10.92,23.87,74.04,173.09,2547.8,38.01,38.45,100.46,NaN,359.0,10.5,11.0,106.42,-0.01,48.3470764,-96.7736893,2.8,109.15,109.1,-0.0,13.8,6.5,6.45,0.65,0.6,119.0,76.46000000000001,9.7,27.9,13.0,907.42,956.7,-44.4,26.38
1.0,5473.0,6060.8,6240.3,6329.7,153.5,0.7,29.84,122.85,124.575,116.9,378.97,59.710000000000036,1511.36,1542.99,1509.93,1483.28,9.44,23.74,75.1,165.22,2533.5,383.21,176.33999999999992,1331.88,1508.22,1377.41,1430.01,10.99,23.92,73.63,173.13,2546.2,38.08,38.54,100.19,NaN,359.1,10.5,11.0,106.18,-0.01,48.3475304,-96.7735367,2.8,109.15,109.1,-0.02,13.8,6.4,6.34,0.62,0.7,119.0,76.62,9.7,27.9,13.0,907.4,948.8,-44.3,26.45
1.0,5489.0,6075.8,6255.8,6345.2,155.69999999999982,0.7,29.84,122.85,124.575,116.9,379.39,59.909999999999854,1513.34,1545.08,1511.09,1485.17,9.48,23.64,74.96,165.26,2531.6,383.63,180.94000000000005,1329.61,1510.55,1377.71,1430.31,11.0,23.94,74.09,173.21,2548.3,38.03,38.57,99.97,NaN,359.3,10.5,11.0,105.94,-0.01,48.3479805,-96.7733841,2.8,109.15,109.1,-0.0,13.8,6.4,6.3,0.57,0.6,118.0,76.6,9.7,27.9,13.0,908.19,929.1,-44.1,26.52
1.0,5504.0,6089.8,6271.1,6360.4,157.09999999999945,0.7,29.84,122.85,124.575,116.9,379.88,62.919999999999845,1513.86,1548.12,1510.8,1485.2,9.43,23.54,75.27,165.25,2532.1,383.99,180.64999999999986,1330.72,1511.37,1379.9,1430.56,10.93,23.82,73.96,173.33,2548.4,37.94,38.54,99.78,NaN,359.4,10.5,11.0,105.69,-0.01,48.3484344,-96.7732391,2.8,109.15,109.1,-0.0,13.8,6.3,6.25,0.46,0.4,118.0,76.47999999999999,9.7,27.9,13.0,888.6,917.3,-44.0,26.58
1.0,5519.0,6103.8,6286.2,6375.5,157.60000000000036,0.6,29.84,122.85,124.575,116.9,380.32,62.67000000000007,1515.41,1548.49,1512.65,1485.82,9.45,23.54,75.12,165.22,2532.1,384.41,174.83000000000015,1334.55,1509.38,1376.25,1432.87,10.89,23.8,73.97,173.47,2546.7,37.88,38.55,99.6,NaN,359.2,10.5,11.0,105.46,-0.0,48.3488808,-96.7730942,2.8,109.15,109.1,-0.0,13.8,6.2,6.19,0.29,0.3,118.0,76.43,9.7,27.9,14.0,869.64,905.5,-43.8,26.63
1.0,5534.0,6118.8,6300.9,6390.2,157.39999999999964,0.6,29.84,122.85,124.575,116.9,380.77,62.97000000000003,1516.92,1549.65,1514.41,1486.68,9.39,23.58,75.1,165.33,2536.4,384.8,174.78999999999996,1335.52,1510.31,1371.35,1436.42,10.9,23.85,74.15,173.48,2549.4,37.88,38.52,99.43,NaN,359.1,10.5,11.0,105.28,-0.0,48.3493309,-96.7729416,2.8,109.15,109.1,-0.01,13.8,6.2,6.12,0.34,0.4,118.0,76.4,9.6,27.9,14.0,864.24,893.7,-43.7,26.68
1.0,5548.0,6132.8,6315.1,6404.4,155.79999999999927,0.7,29.84,122.85,124.575,116.9,381.26,63.00999999999999,1517.7,1550.1,1513.23,1487.09,9.49,23.61,75.14,165.37,2536.0,385.26,176.76,1335.07,1511.83,1371.64,1435.64,10.87,23.88,73.88,173.47,2548.1,37.99,38.56,99.29,NaN,359.1,10.5,11.0,105.14,-0.01,48.349781,-96.7727966,2.8,109.15,109.1,-0.01,13.8,6.1,6.06,0.59,0.6,118.0,76.55000000000001,9.5,27.9,13.0,850.96,881.9,-43.5,26.72
1.0,5562.0,6146.8,6329.5,6418.8,154.10000000000036,0.7,29.84,122.85,124.575,116.9,381.7,63.76999999999998,1518.8,1550.31,1511.61,1486.54,9.46,23.64,75.05,165.3,2541.5,385.64,180.44000000000005,1333.72,1514.16,1374.01,1432.86,10.87,23.83,74.16,173.52,2547.7,38.01,38.6,99.17,NaN,359.1,10.5,10.0,105.03,-0.02,48.3502274,-96.7726517,2.8,109.15,109.1,-0.01,13.5,6.0,5.99,0.68,0.6,117.0,76.61,9.5,27.9,13.0,848.11,866.1,-43.3,26.76
1.0,5576.0,6159.8,6343.4,6432.8,152.19999999999982,0.7,29.84,122.85,124.575,116.9,382.12,70.41000000000008,1518.23,1552.78,1513.45,1482.37,9.46,23.66,75.02,165.33,2533.7,386.11,177.51999999999998,1333.94,1511.46,1377.29,1431.8,10.92,23.72,74.21,173.56,2546.6,37.93,38.58,99.14,NaN,359.1,10.5,11.0,104.91,-0.02,48.3506775,-96.7725067,2.8,109.15,109.1,-0.01,13.5,6.0,5.9,0.56,0.6,117.0,76.50999999999999,9.5,27.9,13.0,831.81,846.5,-43.2,26.79
1.0,5593.0,6172.8,6357.2,6446.5,149.5,0.6,29.84,122.85,124.575,116.9,382.53,76.5,1517.09,1554.68,1515.24,1478.18,9.4,23.65,74.84,165.36,2534.5,386.49,179.1099999999999,1332.92,1512.03,1379.5,1430.54,10.98,23.77,74.04,173.6,2546.9,37.87,38.56,99.1,NaN,358.9,10.5,11.0,104.76,-0.01,48.35112,-96.7723541,2.8,109.15,109.1,-0.01,13.5,5.9,5.82,0.56,0.6,117.0,76.43,9.5,27.9,13.0,814.34,826.8,-43.0,26.82
1.0,5606.0,6186.8,6370.4,6459.8,146.30000000000018,0.7,29.84,122.85,124.575,116.9,382.99,78.04999999999995,1516.22,1553.31,1514.78,1475.26,9.4,23.58,74.81,165.35,2529.4,386.98,177.94000000000005,1334.07,1512.01,1379.87,1430.36,10.95,23.81,73.84,173.65,2546.8,37.87,38.53,99.1,NaN,358.8,10.5,11.0,104.63,-0.01,48.3515701,-96.7722092,2.8,109.15,109.1,-0.01,13.5,5.8,5.73,0.73,0.8,117.0,76.4,9.4,27.9,13.0,800.85,803.1,-42.9,26.84
1.0,5620.0,6199.8,6383.6,6473.0,143.30000000000018,0.6,29.84,122.85,124.575,116.9,383.45,75.25,1516.61,1551.09,1512.81,1475.84,9.48,23.48,74.94,165.35,2531.7,387.41,179.5999999999999,1332.25,1511.85,1376.4,1433.56,10.94,23.82,74.03,173.73,2548.2,38.07,38.47,99.12,NaN,358.9,10.5,11.0,104.56,-0.01,48.3520203,-96.7720642,2.8,109.15,109.1,0.0,13.5,5.7,5.67,0.86,0.9,117.0,76.53999999999999,9.4,27.9,13.0,791.93,779.5,-42.7,26.86
