AltAGL,AltB,AltGPS,AltMSL,BaroA,E1_CHT1,E1_EGT1,E1_EGT2,E1_EGT3,E1_EGT4,E1_FFlow,E1_MAP,E1_OilP,E1_OilT,E1_RPM,E2_CHT1,E2_EGT1,E2_EGT2,E2_EGT3,E2_EGT4,E2_FFlow,E2_OilP,E2_OilT,E2_RPM,FQtyL,FQtyR,GndSpd,IAS,LatAc,NormAc,OAT,Pitch,Roll,TAS,VSpd,VSpdG,WndDr,WndSpd
3.00000,824.10000,751.60000,839.40000,29.78000,263.41000,1051.85000,1112.33000,1132.38000,1065.50000,2.03000,12.17000,53.58000,123.71000,1125.70000,231.85000,1011.66000,1031.66000,1016.86000,1040.52000,1.97000,52.94000,125.21000,1075.80000,51.85000,54.00000,0.00000,0.00000,0.01000,0.01000,25.00000,1.43000,-0.13000,0.00000,-0.00000,0.00000,0.00000,0.00000
3.00000,824.10000,751.30000,839.10000,29.78000,263.78000,1051.82000,1110.96000,1130.20000,1065.97000,2.04000,12.18000,53.56000,123.79000,1129.40000,232.28000,1011.53000,1027.25000,1017.88000,1038.19000,1.98000,52.88000,125.21000,1073.50000,51.92000,54.00000,0.00000,0.00000,0.00000,0.00000,25.00000,1.42000,-0.12000,0.00000,-3.65000,0.00000,0.00000,0.00000
3.00000,823.10000,751.70000,839.50000,29.78000,264.14000,1050.95000,1109.03000,1127.59000,1066.97000,2.00000,12.12000,53.60000,123.81000,1125.60000,232.69000,1010.72000,1027.70000,1017.32000,1039.58000,1.97000,52.99000,125.19000,1082.90000,51.95000,54.00000,0.00000,0.00000,-0.00000,0.00000,25.00000,1.44000,-0.12000,0.00000,-13.64000,0.00000,0.00000,0.00000
3.00000,823.10000,751.80000,839.60000,29.78000,264.58000,1051.42000,1109.43000,1132.34000,1067.16000,2.07000,12.18000,53.55000,123.79000,1122.80000,233.15000,1007.41000,1029.16000,1017.46000,1039.44000,2.00000,53.15000,125.19000,1086.00000,51.83000,54.00000,0.00000,0.00000,0.00000,0.01000,25.00000,1.43000,-0.11000,0.00000,-15.91000,0.00000,0.00000,0.00000
3.00000,824.10000,751.90000,839.70000,29.78000,264.91000,1051.53000,1109.44000,1137.33000,1067.77000,2.12000,12.22000,53.34000,123.79000,1120.20000,233.50000,1007.97000,1029.91000,1017.21000,1039.19000,1.99000,53.21000,125.20000,1091.90000,51.86000,54.00000,0.00000,0.00000,0.00000,0.01000,25.00000,1.42000,-0.12000,0.00000,-8.94000,0.00000,0.00000,0.00000
3.00000,824.10000,752.00000,839.80000,29.78000,265.24000,1050.52000,1109.83000,1138.91000,1067.53000,2.07000,12.20000,53.49000,123.85000,1121.30000,233.97000,1007.83000,1031.63000,1016.75000,1038.24000,1.94000,53.04000,125.21000,1076.50000,51.88000,54.00000,0.00000,0.00000,-0.00000,0.01000,25.00000,1.41000,-0.12000,0.00000,-0.42000,0.00000,0.00000,0.00000
2.00000,823.10000,750.80000,838.60000,29.78000,265.51000,1047.66000,1110.26000,1137.38000,1067.45000,2.01000,12.24000,53.37000,123.82000,1119.40000,234.37000,1008.87000,1032.88000,1018.14000,1037.24000,1.93000,52.92000,125.19000,1075.90000,51.95000,54.00000,0.00000,0.00000,0.00000,0.01000,25.00000,1.41000,-0.11000,0.00000,-12.03000,0.00000,0.00000,0.00000
2.00000,823.10000,750.90000,838.70000,29.78000,265.87000,1047.35000,1110.01000,1135.84000,1067.53000,2.05000,12.22000,53.41000,123.82000,1117.30000,234.77000,1008.67000,1031.65000,1020.68000,1036.92000,2.00000,52.92000,125.17000,1075.80000,51.95000,54.00000,0.00000,0.00000,0.00000,0.01000,25.00000,1.40000,-0.12000,0.00000,-15.85000,0.00000,0.00000,0.00000
1.00000,823.10000,750.10000,837.90000,29.78000,266.25000,1047.69000,1109.43000,1138.85000,1066.86000,2.10000,12.24000,53.35000,123.89000,1113.30000,235.18000,1006.89000,1030.28000,1020.46000,1041.97000,2.20000,52.82000,125.16000,1064.90000,51.89000,54.00000,0.00000,0.00000,-0.00000,0.00000,25.00000,1.38000,-0.13000,0.00000,-16.00000,0.00000,0.00000,0.00000
1.00000,823.10000,749.90000,837.70000,29.78000,266.56000,1047.79000,1107.84000,1140.06000,1067.59000,2.30000,12.30000,53.23000,123.81000,1111.50000,235.65000,1005.61000,1030.54000,1019.32000,1049.73000,2.09000,52.71000,125.21000,1067.40000,51.85000,54.00000,0.00000,0.00000,0.01000,0.01000,25.00000,1.37000,-0.13000,0.00000,-16.00000,0.00000,0.00000,0.00000
