#AltAGL,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,amp2,BaroA,COM1,COM2,CRS,E1 CHT Variance,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT Variance,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NAV2,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,volt2,VPLwas,VSpd,VSpdG,WndDr,WndSpd,WptBrg,WptDst
#ft agl,ft Baro,ft wgs,ft msl,ft msl,amps,amps,inch,MHz,MHz,deg,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,gph,psi,deg F,rpm,gals,gals,kt,mt,fsd,deg,mt,mt,kt,G,degrees,degrees,deg,MHz,G,deg C,deg,deg,kt,gals,deg,volts,volts,mt,fpm,fpm,deg,kt,deg,nm
2757.0,3537.4,3492.2,3580.5,31.800000000000182,0.4,0.1,30.03,132.3,124.575,160.5,33.75999999999999,329.94,359.78,355.05,363.7,20.940000000000055,1386.33,1405.39,1407.27,1398.25,9.41,68.64,171.72,2413.7,20.56,20.89,107.26,3704.0,NaN,160.2,11.5,11.0,102.26,0.03,48.0117989,-97.1051865,3.1,108.4,0.03,16.5,2.16,0.64,109.0,41.45,157.7,28.2,28.2,16.0,90.46,-82.7,-105.3,3.58,NaN,NaN
2755.0,3532.4,3490.6,3578.9,17.200000000000273,0.3,0.1,30.03,132.3,124.575,160.5,33.839999999999975,329.68,359.48,354.8,363.52,21.319999999999936,1387.43,1406.77,1408.75,1398.83,9.16,67.84,171.7,2410.6,20.69,20.89,107.13,3704.0,NaN,159.2,11.5,11.0,101.61,-0.02,48.0113182,-97.1049347,3.1,108.4,-0.03,16.2,2.08,0.88,108.0,41.58,157.8,28.2,28.2,16.0,-34.43,-86.6,-106.5,3.39,NaN,NaN
2753.0,3531.4,3488.5,3576.8,10.100000000000364,0.3,0.1,30.03,132.3,124.575,160.5,33.910000000000025,329.39,359.12,354.54,363.3,21.660000000000082,1389.36,1408.73,1411.02,1402.09,9.05,68.61,171.68,2407.7,20.69,20.87,107.07,3704.0,NaN,159.8,11.5,11.0,101.48,0.04,48.0108299,-97.1046906,3.1,108.4,0.07,16.2,1.3,3.5,108.0,41.56,157.9,28.2,28.2,17.0,-37.07,-114.2,-107.8,3.23,NaN,NaN
2753.0,3526.4,3488.1,3576.4,4.0,0.4,0.1,30.03,132.3,124.575,160.5,33.94,329.12,358.87,354.33,363.06,20.850000000000136,1392.87,1411.69,1413.72,1405.0,8.97,68.94,171.66,2407.5,20.73,20.87,107.28,3704.0,NaN,158.9,11.5,11.0,100.34,-0.04,48.0103798,-97.1044693,3.1,108.4,0.06,16.2,0.86,1.58,107.0,41.6,158.5,28.2,28.2,17.0,-163.52,-11.8,-109.2,3.09,NaN,NaN
2753.0,3529.4,3488.2,3576.5,-0.3000000000001819,0.4,0.1,30.03,132.3,124.575,160.5,34.05000000000001,328.83,358.57,354.05,362.88,19.87999999999988,1397.9,1415.51,1417.78,1407.93,8.75,68.63,171.63,2403.8,20.81,20.84,107.57,3704.0,NaN,160.1,11.5,11.0,101.22,0.03,48.0099106,-97.1042404,3.1,108.4,0.11,16.2,1.83,-0.52,108.0,41.65,158.5,28.2,28.2,17.0,-68.62,19.7,-110.6,2.96,NaN,NaN
2756.0,3528.4,3491.1,3579.4,-0.09999999999990905,0.4,0.1,30.03,132.3,124.575,160.5,34.06,328.46,358.15,353.71,362.52,18.720000000000027,1404.94,1421.74,1423.66,1413.02,8.75,68.69,171.59,2410.5,20.91,20.84,107.61,3704.0,NaN,159.7,11.5,11.0,101.92,-0.02,48.0094376,-97.1039963,3.1,108.4,0.11,16.2,2.61,1.61,109.0,41.75,158.7,28.2,28.2,16.0,-51.81,98.4,-112.1,2.84,NaN,NaN
2760.0,3532.4,3494.9,3583.2,1.8999999999996362,0.4,0.1,30.03,132.3,124.575,160.5,34.19,328.24,357.91,353.55,362.43,15.519999999999982,1414.18,1428.61,1429.7,1419.48,8.65,68.89,171.57,2404.0,20.88,20.84,107.38,3704.0,NaN,160.0,11.5,11.0,101.47,-0.04,48.0089645,-97.1037674,3.1,108.4,-0.05,16.2,3.35,2.21,108.0,41.72,158.7,28.2,28.2,16.0,33.19,212.6,-113.7,2.73,NaN,NaN
2764.0,3537.4,3498.9,3587.2,5.599999999999909,0.4,0.1,30.03,132.3,124.575,160.5,34.22000000000003,328.01,357.64,353.35,362.23,14.440000000000055,1421.69,1435.17,1436.13,1427.42,8.7,68.86,171.56,2399.7,20.91,20.89,106.89,3704.0,NaN,161.3,11.5,11.0,100.68,-0.01,48.008503,-97.1035538,3.0,108.4,0.08,16.2,3.31,2.02,107.0,41.8,158.9,28.2,28.2,16.0,162.47,240.2,-115.4,2.64,NaN,NaN
2770.0,3539.4,3505.0,3593.3,11.200000000000273,0.4,0.1,30.03,132.3,124.575,160.5,34.29000000000002,327.75,357.33,353.09,362.04,14.839999999999918,1427.39,1441.52,1442.23,1434.41,8.68,68.56,171.55,2407.0,20.91,20.84,106.43,3704.0,NaN,162.4,11.5,11.0,102.16,0.03,48.0080223,-97.1033249,3.0,108.4,0.01,16.2,2.32,2.09,109.0,41.75,159.2,28.2,28.2,17.0,161.45,350.4,-117.0,2.57,NaN,NaN
2775.0,3546.4,3510.4,3598.7,16.5,0.4,0.1,30.03,132.3,124.575,160.5,34.360000000000014,327.43,357.02,352.79,361.79,15.61999999999989,1433.19,1446.4,1448.81,1440.13,8.6,68.37,171.53,2406.7,20.86,20.87,106.15,3704.0,NaN,162.0,11.5,11.0,101.14,-0.03,48.0074997,-97.1030731,3.0,108.4,0.06,16.2,1.99,3.2,108.0,41.730000000000004,159.8,28.2,28.2,17.0,237.34,271.7,-118.7,2.52,NaN,NaN
2779.0,3551.4,3513.8,3602.0,21.5,0.3,0.1,30.03,132.3,124.575,160.5,34.50999999999999,326.92,356.45,352.35,361.43,19.470000000000027,1437.32,1454.45,1456.79,1446.45,8.5,68.34,171.51,2390.8,20.86,20.77,106.35,3704.0,NaN,162.9,11.5,11.0,99.76,-0.01,48.0066147,-97.1026764,3.0,108.4,0.02,16.2,1.01,-0.91,106.0,41.629999999999995,160.1,28.2,28.2,16.0,218.09,98.4,-121.6,2.52,NaN,NaN
2780.0,3551.4,3514.7,3603.0,24.09999999999991,0.4,0.1,30.03,132.3,124.575,160.5,34.56999999999999,326.67,356.12,352.15,361.24,21.279999999999973,1438.65,1457.39,1459.93,1450.46,8.62,68.5,171.51,2396.5,20.78,20.77,106.7,3704.0,NaN,162.4,11.5,11.0,100.13,0.01,48.0061264,-97.1024475,3.0,108.4,-0.07,16.2,0.55,0.64,107.0,41.55,160.0,28.2,28.2,16.0,144.43,63.0,-122.6,2.55,NaN,NaN
2780.0,3555.4,3514.7,3603.0,26.199999999999818,0.4,0.1,30.03,132.3,124.575,160.5,34.660000000000025,326.39,355.86,351.91,361.05,21.690000000000055,1440.47,1459.49,1462.16,1452.08,8.56,68.26,171.5,2400.0,20.83,20.74,107.09,3704.0,NaN,161.9,11.5,11.0,101.19,-0.05,48.0056686,-97.1022415,3.0,108.4,-0.02,16.2,0.15,1.43,108.0,41.56999999999999,160.0,28.2,28.2,16.0,138.6,19.7,-123.1,2.6,NaN,NaN
2779.0,3556.4,3514.4,3602.7,26.299999999999727,0.3,0.1,30.03,132.3,124.575,160.5,34.72000000000003,326.13,355.55,351.68,360.85,21.350000000000136,1442.32,1460.72,1463.67,1453.83,8.61,68.3,171.49,2405.9,20.83,20.64,107.51,3704.0,NaN,163.1,11.5,11.0,101.8,0.01,48.0051918,-97.1020279,3.0,108.4,0.23,16.2,0.64,1.59,109.0,41.47,160.1,28.2,28.2,17.0,148.98,-7.9,-123.4,2.65,NaN,NaN
2784.0,3552.4,3516.2,3604.5,28.0,0.3,0.1,30.03,132.3,124.575,160.5,34.85000000000002,325.83,355.24,351.43,360.68,20.37999999999988,1444.66,1462.32,1465.04,1455.5,8.61,68.38,171.47,2416.1,20.83,20.62,107.96,3704.0,NaN,164.0,11.5,11.0,102.27,0.03,48.0046616,-97.1017914,3.0,108.4,-0.13,16.2,0.15,2.85,109.0,41.45,160.7,28.2,28.2,17.0,-20.0,110.2,-123.6,2.72,NaN,NaN
2780.0,3561.4,3515.2,3603.5,24.09999999999991,0.3,0.1,30.03,132.3,124.575,160.5,35.01999999999998,325.36,354.71,351.04,360.38,20.38000000000011,1447.11,1465.33,1467.49,1458.19,8.62,68.58,171.45,2424.8,20.86,20.59,108.45,3704.0,NaN,164.4,11.5,11.0,104.72,0.01,48.0037498,-97.1014099,3.0,108.4,0.01,16.2,0.62,0.51,112.0,41.45,161.3,28.2,28.2,16.0,157.43,-94.5,-123.7,2.89,NaN,NaN
2779.0,3556.4,3514.0,3602.3,19.100000000000364,0.4,0.1,30.03,132.3,124.575,160.5,35.10999999999996,325.1,354.41,350.8,360.21,19.75999999999999,1447.96,1466.55,1467.72,1459.29,8.62,68.84,171.44,2423.5,20.86,20.59,108.66,3704.0,NaN,164.4,11.5,11.0,103.67,0.0,48.0032692,-97.1012115,3.0,108.4,-0.06,16.2,0.57,0.13,111.0,41.45,161.4,28.2,28.2,16.0,24.94,-78.7,-123.7,3.0,NaN,NaN
2777.0,3554.4,3512.5,3600.8,13.600000000000364,0.4,0.1,30.03,132.3,124.575,160.5,35.15999999999997,324.87,354.16,350.58,360.03,18.960000000000036,1449.36,1468.31,1468.32,1460.8,8.58,68.79,171.44,2423.5,20.83,20.67,108.86,3704.0,NaN,164.2,11.5,11.0,103.96,-0.01,48.0027771,-97.1010132,3.0,108.4,0.11,16.2,0.73,-0.34,111.0,41.5,161.5,28.2,28.2,16.0,-50.36,-94.5,-123.8,3.13,NaN,NaN
2774.0,3552.4,3512.1,3600.6,7.299999999999727,0.4,0.1,30.03,132.3,124.575,160.5,35.299999999999955,324.6,353.83,350.38,359.9,19.200000000000045,1450.37,1469.57,1468.73,1460.99,8.68,68.57,171.42,2424.4,20.86,20.69,109.13,3704.0,NaN,163.9,11.5,11.0,103.62,-0.01,48.0022736,-97.1007996,3.0,108.4,0.01,16.2,0.34,-0.36,111.0,41.55,161.5,28.2,28.2,17.0,-94.81,-35.4,-123.9,3.26,NaN,NaN
2774.0,3554.4,3512.3,3600.7,2.0,0.4,0.1,30.03,132.3,124.575,160.5,35.379999999999995,324.35,353.55,350.16,359.73,19.649999999999864,1451.13,1470.78,1470.13,1460.2,8.6,68.78,171.41,2421.4,20.86,20.74,109.4,3704.0,NaN,163.6,11.5,11.0,104.05,0.01,48.001812,-97.1006088,3.0,108.4,-0.08,16.2,0.43,0.32,111.0,41.599999999999994,161.4,28.2,28.2,17.0,-50.03,-31.5,-124.0,3.39,NaN,NaN
2773.0,3554.4,3510.8,3599.3,-2.699999999999818,0.4,0.1,30.03,132.3,124.575,160.5,35.49000000000001,324.12,353.31,349.96,359.61,19.1099999999999,1452.75,1471.86,1470.72,1460.0,8.56,68.75,171.39,2423.6,20.81,20.74,109.59,3704.0,NaN,163.1,11.5,11.0,104.31,-0.02,48.0013161,-97.1004028,3.0,108.4,0.06,16.2,0.71,0.44,111.0,41.55,161.5,28.2,28.2,17.0,-11.79,-82.7,-124.1,3.52,NaN,NaN
2770.0,3556.4,3507.7,3596.1,-6.900000000000091,0.4,0.1,30.03,132.3,124.575,160.5,35.55000000000001,323.9,353.03,349.81,359.45,18.519999999999982,1453.67,1472.19,1470.89,1460.3,8.73,68.89,171.36,2434.8,20.66,20.82,109.67,3704.0,NaN,163.3,11.5,11.0,106.2,0.02,48.0008278,-97.1002045,3.0,108.4,0.05,16.2,1.34,2.36,113.0,41.480000000000004,161.6,28.2,28.2,16.0,17.3,-98.4,-124.2,3.65,NaN,NaN
2769.0,3551.4,3507.5,3595.9,-7.099999999999909,0.4,0.1,30.03,132.3,124.575,160.5,35.68000000000001,323.67,352.76,349.57,359.35,18.430000000000064,1453.72,1472.15,1471.43,1460.58,8.61,69.16,171.34,2436.5,20.56,20.99,109.59,3704.0,NaN,163.2,11.5,11.0,105.6,0.03,48.0003357,-97.0999985,3.0,108.4,-0.04,16.2,1.23,2.42,113.0,41.55,161.9,28.2,28.2,16.0,-50.69,-19.7,-124.5,3.76,NaN,NaN
2769.0,3550.4,3507.4,3595.9,-6.799999999999727,0.4,0.1,30.03,132.3,124.575,160.5,35.76999999999998,323.44,352.47,349.4,359.21,18.639999999999873,1453.9,1472.54,1471.84,1460.68,8.66,69.33,171.33,2435.2,20.56,21.07,109.46,3704.0,NaN,162.7,11.5,11.0,105.36,0.0,47.9998589,-97.099823,3.0,108.4,0.12,16.2,1.89,2.76,113.0,41.629999999999995,162.3,28.2,28.2,16.0,-58.94,0.0,-125.0,3.86,NaN,NaN
2772.0,3549.4,3509.8,3598.3,-6.199999999999818,0.3,0.1,30.03,132.3,124.575,160.5,35.889999999999986,323.24,352.22,349.16,359.13,18.139999999999873,1454.9,1473.04,1472.24,1460.46,8.63,68.81,171.3,2424.9,20.47,21.12,109.32,3704.0,NaN,162.3,11.5,11.0,104.59,-0.03,47.9993591,-97.0996323,3.1,108.4,-0.02,16.2,1.51,1.57,112.0,41.59,162.8,28.2,28.2,17.0,-99.1,133.9,-125.7,3.94,NaN,NaN
2773.0,3559.4,3510.8,3599.2,-4.300000000000182,0.4,0.1,30.03,132.3,124.575,160.5,36.01999999999998,322.98,351.94,349.0,359.0,16.809999999999945,1456.76,1473.57,1472.26,1460.78,8.61,68.35,171.3,2424.3,20.39,21.17,109.13,3704.0,NaN,163.6,11.5,11.0,104.69,-0.01,47.9988785,-97.0994492,3.1,108.4,-0.02,16.2,1.89,1.36,112.0,41.56,162.9,28.2,28.2,17.0,115.35,94.5,-126.5,4.0,NaN,NaN
2774.0,3557.4,3511.6,3600.0,-2.300000000000182,0.4,0.1,30.03,132.3,124.575,160.5,36.110000000000014,322.89,351.79,348.93,359.0,17.699999999999818,1455.89,1473.59,1472.22,1462.12,8.58,68.85,171.31,2411.5,20.32,21.17,108.95,3704.0,NaN,164.3,11.5,11.0,103.18,-0.03,47.9983788,-97.0992737,3.1,108.4,0.0,16.2,1.87,0.48,110.0,41.49,163.2,28.2,28.2,17.0,110.58,27.6,-127.4,4.01,NaN,NaN
2775.0,3553.4,3513.2,3601.7,0.8999999999996362,0.4,0.1,30.03,132.3,124.575,160.5,36.20999999999998,322.69,351.54,348.76,358.9,18.52000000000021,1454.86,1473.38,1472.86,1465.05,8.65,68.79,171.3,2418.8,20.29,21.17,108.76,3704.0,NaN,164.5,11.0,11.0,104.31,-0.0,47.9978676,-97.0990906,3.1,108.4,-0.01,16.2,1.3,-0.62,111.0,41.46,163.1,28.2,28.2,16.0,15.91,23.6,-128.4,4.02,NaN,NaN
2777.0,3558.4,3514.7,3603.1,2.5,0.3,0.1,30.03,132.3,124.575,160.5,36.31,322.38,351.17,348.5,358.69,18.839999999999918,1454.5,1473.34,1472.88,1466.51,8.53,68.76,171.3,2425.4,20.39,21.12,108.66,3704.0,NaN,164.5,11.5,11.0,105.53,-0.02,47.9973984,-97.0989227,3.1,108.4,0.03,16.2,1.45,0.25,113.0,41.510000000000005,163.1,28.2,28.2,16.0,22.95,74.8,-129.3,4.01,NaN,NaN
2779.0,3559.4,3516.7,3605.1,4.400000000000091,0.4,0.1,30.03,132.3,124.575,160.5,36.43000000000001,322.15,350.9,348.31,358.58,18.25,1454.95,1473.2,1472.48,1467.18,8.57,69.03,171.31,2425.3,20.39,20.92,108.54,3704.0,NaN,164.6,11.5,11.0,104.88,0.01,47.9969139,-97.098732,3.1,108.4,0.06,16.2,1.35,0.93,112.0,41.31,163.0,28.2,28.2,16.0,86.47,106.3,-130.2,4.0,NaN,NaN
2781.0,3560.4,3518.7,3607.2,7.899999999999636,0.3,0.1,30.03,132.3,124.575,160.5,36.51999999999998,321.93,350.63,348.09,358.45,18.089999999999918,1455.27,1472.76,1473.36,1468.36,8.33,68.91,171.29,2417.5,20.49,20.72,108.45,3704.0,NaN,164.5,11.5,11.0,104.95,-0.0,47.9964256,-97.0985641,3.1,108.4,-0.04,16.2,1.3,2.66,112.0,41.209999999999994,163.4,28.2,28.2,17.0,62.95,118.1,-131.2,3.98,NaN,NaN
2782.0,3561.4,3520.2,3608.6,12.5,0.3,0.1,30.03,132.3,124.575,160.5,36.639999999999986,321.73,350.41,347.93,358.37,20.00999999999999,1453.72,1471.71,1473.73,1468.18,8.04,68.21,171.27,2386.1,20.54,20.57,108.27,3704.0,NaN,164.5,11.5,11.0,104.1,-0.03,47.9959373,-97.0983887,3.1,108.4,-0.05,16.2,1.18,2.71,111.0,41.11,163.8,28.2,28.2,17.0,76.62,59.1,-132.3,3.97,NaN,NaN
2782.0,3563.4,3520.1,3608.5,12.599999999999909,0.4,0.1,30.03,132.3,124.575,160.5,36.75,321.55,350.14,347.75,358.3,21.529999999999973,1450.83,1468.7,1472.36,1466.63,8.08,68.1,171.27,2368.3,20.64,20.57,108.02,3704.0,NaN,165.9,11.5,11.0,104.38,-0.0,47.9954376,-97.0982208,3.1,108.4,-0.2,16.2,0.99,1.72,111.0,41.21,164.2,28.2,28.2,17.0,108.96,0.0,-133.5,3.96,NaN,NaN
2774.0,3560.4,3511.7,3600.1,4.199999999999818,0.4,0.1,30.03,132.3,124.575,160.5,36.93000000000001,321.25,349.74,347.57,358.18,19.329999999999927,1448.72,1463.44,1468.05,1462.23,7.56,67.18,171.25,2339.2,20.73,20.32,107.75,3704.0,NaN,167.8,11.5,11.0,103.16,0.03,47.9944801,-97.0978928,3.1,108.4,0.0,16.2,0.41,-0.33,110.0,41.05,164.4,28.2,28.2,16.0,-1.13,-244.1,-135.7,3.94,NaN,NaN
2768.0,3549.4,3506.1,3594.6,-3.700000000000273,0.4,0.1,30.03,132.3,124.575,160.5,37.09000000000003,321.07,349.55,347.41,358.16,18.980000000000018,1446.79,1460.34,1465.77,1460.68,7.51,67.46,171.24,2312.6,20.73,20.32,107.84,3704.0,NaN,167.0,11.5,11.0,101.39,0.0,47.9939919,-97.0977402,3.1,108.4,-0.03,16.2,-0.33,-0.05,108.0,41.05,164.6,28.2,28.2,16.0,-226.48,-322.8,-136.6,3.94,NaN,NaN
2762.0,3548.4,3499.8,3588.3,-10.899999999999636,0.4,0.1,30.03,132.3,124.575,160.5,37.160000000000025,320.88,349.29,347.24,358.04,20.409999999999854,1442.71,1456.68,1463.12,1459.22,7.56,67.63,171.24,2318.9,20.71,20.42,108.12,3704.0,NaN,167.0,11.5,11.0,103.05,-0.0,47.9935036,-97.0975723,3.1,108.4,-0.03,16.2,-0.88,-1.71,110.0,41.13,164.4,28.2,28.2,16.0,-249.77,-370.1,-137.1,3.95,NaN,NaN
2755.0,3542.4,3492.9,3581.3,-18.699999999999818,0.3,0.1,30.03,132.3,124.575,160.5,37.19999999999999,320.72,348.99,347.08,357.92,21.669999999999845,1439.18,1454.01,1460.85,1456.88,7.47,67.99,171.23,2331.9,20.69,20.57,108.47,3704.0,NaN,167.3,11.5,11.0,103.97,0.03,47.9929924,-97.0974045,3.1,108.4,-0.04,16.2,-1.11,-0.23,111.0,41.260000000000005,164.2,28.2,28.2,16.0,-270.04,-374.0,-137.3,3.96,NaN,NaN
2748.0,3537.4,3486.6,3575.0,-26.699999999999818,0.4,0.1,30.03,132.3,124.575,160.5,37.30000000000001,320.5,348.79,346.92,357.8,21.97999999999979,1437.88,1452.98,1459.86,1455.05,7.48,67.83,171.2,2323.5,20.71,20.69,108.89,3704.0,NaN,166.7,11.5,11.0,104.44,-0.01,47.992527,-97.0972443,3.1,108.4,0.16,16.2,-1.07,0.03,111.0,41.400000000000006,164.1,28.2,28.2,16.0,-306.46,-385.8,-137.3,3.98,NaN,NaN
2740.0,3524.4,3482.2,3570.7,-32.40000000000009,0.4,0.1,30.03,132.3,124.575,160.5,37.400000000000034,320.33,348.5,346.76,357.73,21.839999999999918,1436.67,1452.08,1458.51,1453.59,7.57,68.12,171.17,2332.5,20.66,20.69,109.44,3704.0,NaN,165.0,11.5,10.0,103.6,-0.01,47.9920158,-97.0970764,3.1,108.4,0.08,16.2,-1.56,1.46,110.0,41.35,164.3,28.2,28.2,16.0,-422.08,-334.6,-137.1,4.02,NaN,NaN
2737.0,3520.4,3478.7,3567.2,-37.90000000000009,0.4,0.1,30.03,132.3,124.575,160.5,37.450000000000045,320.15,348.26,346.63,357.6,21.289999999999964,1436.52,1451.15,1457.81,1451.68,7.5,68.04,171.14,2323.2,20.56,20.84,110.2,3704.0,NaN,163.9,11.5,11.0,102.14,-0.06,47.9915276,-97.0969162,3.0,108.4,-0.14,16.2,-2.08,3.54,109.0,41.4,164.8,28.2,28.2,16.0,-460.26,-232.3,-136.8,4.05,NaN,NaN
2734.0,3525.4,3476.0,3564.4,-42.79999999999973,0.4,0.1,30.03,132.3,124.575,160.5,37.50999999999999,319.97,347.97,346.45,357.48,20.980000000000018,1436.1,1449.41,1457.08,1449.34,7.53,67.52,171.13,2326.3,20.56,21.02,110.84,3704.0,NaN,167.1,11.5,11.0,105.53,0.06,47.9910316,-97.0967712,3.0,108.4,0.21,16.2,-1.33,2.16,113.0,41.58,165.1,28.2,28.2,16.0,-165.38,-173.2,-136.5,4.06,NaN,NaN
2735.0,3512.4,3477.0,3565.4,-43.19999999999982,0.3,0.1,30.03,132.3,124.575,160.5,37.56,319.79,347.71,346.27,357.35,19.550000000000182,1436.34,1447.91,1455.89,1448.24,7.39,67.7,171.11,2340.1,20.51,21.09,111.54,3704.0,NaN,166.7,11.5,11.0,105.26,-0.02,47.9905205,-97.0966187,3.0,108.4,0.03,16.0,-0.97,1.61,112.0,41.6,165.8,28.2,28.2,16.0,-349.29,39.4,-136.4,4.04,NaN,NaN
2737.0,3526.4,3478.9,3567.3,-41.19999999999982,0.3,0.1,30.03,132.3,124.575,160.5,37.589999999999975,319.62,347.46,346.11,357.21,17.710000000000036,1436.21,1447.26,1453.92,1446.37,7.31,67.66,171.1,2319.8,20.42,21.09,111.87,3704.0,NaN,167.6,11.5,11.0,105.15,0.04,47.9900246,-97.0964661,3.0,108.4,0.03,16.0,-0.18,-3.12,112.0,41.510000000000005,165.9,28.2,28.2,16.0,-11.22,78.7,-136.2,4.01,NaN,NaN
2737.0,3521.4,3479.2,3567.6,-32.5,0.4,0.1,30.03,132.3,124.575,160.5,37.620000000000005,319.46,347.15,345.95,357.08,18.829999999999927,1433.63,1445.53,1452.46,1444.29,7.31,67.88,171.08,2320.4,20.32,21.09,111.93,3704.0,NaN,165.8,11.5,11.0,105.22,0.0,47.9894485,-97.0962982,3.0,108.4,-0.02,16.0,0.41,1.61,112.0,41.41,165.8,28.2,28.2,16.0,3.39,3.9,-136.1,3.98,NaN,NaN
2735.0,3525.4,3477.1,3565.6,-29.0,0.3,0.1,30.03,132.3,124.575,160.5,37.73000000000002,319.09,346.67,345.61,356.82,23.460000000000036,1426.7,1439.7,1450.16,1438.96,7.11,67.39,171.05,2277.9,19.98,21.14,111.36,3704.0,NaN,167.4,11.5,11.0,104.58,0.04,47.988472,-97.0960159,3.0,108.4,-0.01,16.0,0.32,3.96,112.0,41.120000000000005,166.3,28.2,28.2,16.0,126.65,-47.2,-135.8,3.88,NaN,NaN
2735.0,3512.4,3476.8,3565.2,-23.100000000000364,0.4,0.1,30.03,132.3,124.575,160.5,37.76999999999998,318.91,346.41,345.44,356.68,25.6099999999999,1423.01,1435.29,1448.62,1434.84,7.06,67.25,171.04,2266.0,19.9,21.17,111.29,3704.0,NaN,167.3,11.5,11.0,102.63,0.06,47.9879837,-97.0958939,3.0,108.4,0.14,16.0,0.42,3.38,109.0,41.07,167.1,28.2,28.2,16.0,-174.44,-19.7,-135.8,3.8,NaN,NaN
2736.0,3513.4,3478.5,3566.9,-14.400000000000091,0.4,0.1,30.03,132.3,124.575,160.5,37.809999999999945,318.72,346.13,345.28,356.53,26.589999999999918,1419.48,1430.5,1446.07,1430.29,7.05,67.17,171.03,2261.5,19.9,21.12,111.21,3704.0,NaN,166.4,11.5,11.0,102.43,-0.02,47.9874573,-97.0957718,3.0,108.4,0.04,16.2,1.37,1.08,109.0,41.019999999999996,167.9,28.2,28.2,16.0,-252.18,86.6,-135.6,3.69,NaN,NaN
2738.0,3521.4,3479.9,3568.4,-6.599999999999909,0.4,0.1,30.03,132.3,124.575,160.5,37.81,318.58,345.86,345.07,356.39,26.74000000000001,1416.64,1426.2,1443.38,1427.32,7.05,67.04,171.02,2254.5,19.87,21.19,110.82,3704.0,NaN,167.4,11.5,11.0,102.2,0.02,47.9869728,-97.095665,3.0,108.4,-0.01,16.2,0.78,-0.27,109.0,41.06,168.2,28.2,28.2,16.0,-2.56,114.2,-135.1,3.55,NaN,NaN
2740.0,3520.4,3481.6,3570.0,-0.6999999999998181,0.4,0.1,30.03,132.3,124.575,160.5,37.83000000000004,318.39,345.58,344.89,356.22,26.36999999999989,1413.89,1422.51,1440.26,1424.04,6.98,67.5,171.01,2247.4,19.85,21.32,110.64,3704.0,NaN,167.3,11.5,11.0,100.97,-0.01,47.9864922,-97.0955505,3.0,108.4,-0.03,16.2,0.29,-1.4,108.0,41.17,168.2,28.2,28.2,16.0,53.62,102.4,-134.6,3.38,NaN,NaN
2743.0,3524.4,3485.5,3573.9,6.700000000000273,0.4,0.1,30.03,132.3,124.575,160.5,37.889999999999986,318.18,345.28,344.73,356.07,26.8900000000001,1410.87,1419.19,1437.76,1421.63,7.03,67.54,171.0,2260.1,19.82,21.32,110.51,3704.0,NaN,167.3,11.5,10.0,102.93,-0.02,47.9859695,-97.0954285,3.0,108.4,0.11,16.2,0.83,2.64,110.0,41.14,168.2,28.2,28.2,16.0,125.96,149.6,-134.0,3.18,NaN,NaN
2749.0,3529.4,3491.3,3579.8,15.400000000000091,0.4,0.1,30.03,132.3,124.575,160.5,37.870000000000005,318.03,344.99,344.53,355.9,27.569999999999936,1408.39,1417.43,1435.96,1419.16,7.08,67.58,170.99,2271.6,19.9,21.46,110.39,3704.0,NaN,168.3,11.0,10.0,101.52,0.01,47.9854584,-97.095314,3.0,108.4,0.05,16.2,0.59,-1.23,108.0,41.36,168.2,28.2,28.2,16.0,197.08,326.8,-133.2,2.96,NaN,NaN
2756.0,3531.4,3498.1,3586.5,21.09999999999991,0.3,0.1,30.03,132.3,124.575,160.5,37.879999999999995,317.87,344.68,344.34,355.75,27.720000000000027,1407.62,1417.27,1435.34,1417.23,7.2,67.26,170.98,2281.7,20.03,21.56,110.43,3704.0,NaN,167.4,11.0,11.0,102.02,-0.01,47.9849319,-97.0951996,3.0,108.4,-0.04,16.2,0.38,1.94,109.0,41.59,168.3,28.2,28.2,16.0,171.78,378.0,-132.4,2.73,NaN,NaN
2762.0,3547.4,3503.6,3592.1,24.799999999999727,0.4,0.1,30.03,132.3,124.575,160.5,37.90999999999997,317.67,344.41,344.12,355.58,27.110000000000127,1407.35,1417.48,1434.46,1416.02,7.28,67.54,170.97,2306.2,20.03,21.61,110.12,3704.0,NaN,167.2,11.0,11.0,107.32,-0.08,47.9844475,-97.0950775,3.0,108.4,0.27,16.2,2.14,-0.27,114.0,41.64,168.5,28.2,28.2,16.0,373.49,346.5,-131.3,2.5,NaN,NaN
