AltAGL,AltB,AltGPS,AltMSL,BaroA,E1_CHT1,E1_CHT2,E1_CHT3,E1_CHT4,E1_EGT1,E1_EGT2,E1_EGT3,E1_EGT4,E1_FFlow,E1_OilP,E1_OilT,E1_RPM,FQtyL,FQtyR,GndSpd,IAS,LatAc,NormAc,OAT,Pitch,Roll,TAS,VSpd,VSpdG,WndDr,WndSpd
0.00000,819.20000,747.00000,834.80000,29.65000,201.79000,187.84000,199.27000,204.69000,1065.44000,1069.13000,1049.84000,1045.32000,2.43000,58.69000,88.50000,1008.00000,20.98000,18.50000,0.00000,0.00000,-0.01000,-0.01000,32.20000,0.94000,0.24000,0.00000,-20.05000,3.90000,0.00000,0.00000
0.00000,819.20000,748.50000,836.30000,29.65000,201.86000,187.74000,199.28000,204.68000,1066.14000,1067.50000,1047.99000,1045.64000,2.45000,58.51000,88.55000,1000.90000,20.98000,18.55000,0.00000,0.00000,-0.01000,0.02000,32.20000,0.98000,0.24000,0.00000,-5.35000,3.90000,0.00000,0.00000
0.00000,820.20000,749.10000,836.90000,29.65000,202.36000,188.12000,199.73000,205.15000,1066.50000,1066.89000,1047.33000,1046.01000,2.41000,58.66000,88.59000,1008.50000,20.93000,18.55000,0.00000,0.00000,-0.00000,-0.00000,32.20000,0.98000,0.29000,0.00000,15.04000,0.00000,0.00000,0.00000
0.00000,821.20000,749.40000,837.20000,29.65000,202.99000,188.52000,200.19000,205.67000,1064.49000,1067.15000,1047.28000,1045.55000,2.42000,58.59000,88.63000,1006.30000,20.93000,18.58000,0.00000,0.00000,-0.01000,0.00000,32.20000,0.98000,0.30000,0.00000,23.76000,3.90000,0.00000,0.00000
0.00000,821.20000,749.60000,837.40000,29.65000,203.56000,188.94000,200.69000,206.15000,1062.18000,1067.64000,1046.99000,1045.39000,2.38000,58.62000,88.67000,1008.10000,20.93000,18.58000,0.00000,0.00000,-0.01000,-0.00000,32.20000,0.93000,0.22000,0.00000,43.87000,3.90000,0.00000,0.00000
0.00000,820.20000,750.00000,837.80000,29.65000,204.13000,189.37000,201.21000,206.65000,1059.88000,1066.97000,1046.71000,1045.79000,2.43000,58.65000,88.72000,1011.40000,20.93000,18.58000,0.00000,0.00000,0.00000,-0.04000,32.20000,0.91000,0.23000,0.00000,1.14000,3.90000,0.00000,0.00000
0.00000,821.20000,749.30000,837.10000,29.65000,204.73000,189.77000,201.70000,207.15000,1059.35000,1067.03000,1046.50000,1046.31000,2.43000,58.64000,88.76000,1009.00000,20.93000,18.58000,0.00000,0.00000,0.02000,-0.00000,32.20000,0.93000,0.27000,0.00000,5.29000,3.90000,0.00000,0.00000
0.00000,821.20000,747.80000,835.60000,29.65000,205.32000,190.15000,202.19000,207.63000,1060.60000,1067.36000,1046.29000,1046.80000,2.43000,58.61000,88.80000,1009.40000,20.93000,18.60000,0.00000,0.00000,-0.02000,-0.01000,32.20000,0.94000,0.26000,0.00000,7.18000,7.90000,0.00000,0.00000
0.00000,820.20000,747.30000,835.10000,29.65000,205.89000,190.57000,202.65000,208.13000,1060.44000,1068.11000,1047.16000,1047.32000,2.42000,58.55000,88.85000,1005.30000,20.93000,18.58000,0.00000,0.00000,-0.00000,0.02000,32.20000,0.96000,0.25000,0.00000,-12.95000,3.90000,0.00000,0.00000
0.00000,820.20000,747.20000,835.00000,29.65000,206.50000,190.98000,203.14000,208.64000,1059.83000,1069.46000,1048.49000,1048.63000,2.43000,58.56000,88.89000,1006.20000,20.98000,18.58000,0.00000,0.00000,0.00000,-0.01000,32.20000,0.93000,0.26000,0.00000,-18.94000,0.00000,0.00000,0.00000
0.00000,819.20000,747.10000,834.90000,29.65000,207.06000,191.43000,203.61000,209.11000,1060.04000,1069.20000,1048.78000,1050.13000,2.42000,58.59000,88.93000,1008.20000,20.98000,18.58000,0.00000,0.00000,-0.00000,0.01000,32.20000,0.97000,0.23000,0.00000,-35.55000,-3.90000,0.00000,0.00000
0.00000,820.20000,746.90000,834.70000,29.65000,207.62000,191.80000,204.06000,209.59000,1060.97000,1067.89000,1049.34000,1051.25000,2.43000,58.47000,88.98000,1001.70000,20.98000,18.58000,0.00000,0.00000,0.00000,-0.00000,32.20000,0.94000,0.26000,0.00000,-4.74000,-3.90000,0.00000,0.00000
0.00000,821.20000,747.50000,835.30000,29.65000,208.21000,192.21000,204.57000,210.06000,1064.07000,1067.21000,1050.14000,1051.65000,2.41000,58.45000,89.02000,1000.60000,20.98000,18.58000,0.00000,0.00000,-0.01000,-0.02000,32.20000,0.94000,0.26000,0.00000,9.42000,-3.90000,0.00000,0.00000
0.00000,821.20000,747.60000,835.40000,29.65000,208.78000,192.61000,205.06000,210.55000,1063.07000,1068.44000,1049.83000,1052.35000,2.48000,58.46000,89.06000,1000.20000,20.98000,18.58000,0.00000,0.00000,-0.01000,0.01000,32.20000,0.98000,0.31000,0.00000,23.02000,-3.90000,0.00000,0.00000
0.00000,821.20000,748.00000,835.90000,29.65000,209.33000,193.02000,205.49000,211.02000,1062.66000,1069.61000,1048.56000,1052.78000,2.44000,58.53000,89.11000,1003.90000,20.95000,18.55000,0.00000,0.00000,-0.00000,0.02000,32.20000,0.96000,0.38000,0.00000,29.80000,-3.90000,0.00000,0.00000
0.00000,821.20000,748.10000,835.90000,29.65000,209.92000,193.40000,205.99000,211.52000,1061.89000,1068.55000,1047.86000,1053.10000,2.38000,58.57000,89.15000,1006.90000,20.95000,18.55000,0.00000,0.00000,-0.01000,0.01000,32.20000,0.96000,0.25000,0.00000,2.68000,0.00000,0.00000,0.00000
0.00000,816.20000,747.80000,835.60000,29.65000,210.48000,193.80000,206.41000,212.02000,1060.73000,1067.72000,1048.30000,1053.19000,2.38000,58.31000,89.19000,996.80000,20.93000,18.55000,0.00000,0.00000,0.01000,0.01000,32.20000,0.97000,0.24000,0.00000,-82.12000,3.90000,0.00000,0.00000
0.00000,825.20000,747.90000,835.70000,29.65000,211.07000,194.22000,206.97000,212.55000,1058.58000,1067.46000,1047.71000,1052.94000,2.40000,58.49000,89.24000,1002.60000,20.93000,18.55000,0.00000,0.00000,0.00000,-0.03000,32.20000,0.88000,0.20000,0.00000,68.97000,0.00000,0.00000,0.00000
0.00000,822.20000,747.50000,835.30000,29.65000,211.71000,194.68000,207.53000,213.10000,1056.66000,1066.59000,1047.04000,1052.73000,2.37000,58.40000,89.28000,1001.10000,20.93000,18.55000,0.00000,0.00000,-0.01000,0.02000,32.20000,0.98000,0.24000,0.00000,73.96000,0.00000,0.00000,0.00000
0.00000,823.20000,748.10000,835.90000,29.65000,212.30000,195.12000,207.99000,213.57000,1055.53000,1065.68000,1047.12000,1052.49000,2.41000,58.31000,89.33000,996.40000,20.93000,18.58000,0.00000,0.00000,-0.01000,-0.02000,32.20000,0.97000,0.22000,0.00000,43.49000,3.90000,0.00000,0.00000
0.00000,823.20000,748.00000,835.80000,29.65000,212.86000,195.47000,208.46000,214.02000,1056.42000,1065.07000,1047.43000,1051.84000,2.48000,58.31000,89.37000,995.10000,20.93000,18.58000,0.00000,0.00000,-0.00000,0.01000,32.20000,1.01000,0.15000,0.00000,22.09000,3.90000,0.00000,0.00000
0.00000,823.20000,748.00000,835.80000,29.65000,213.36000,195.82000,208.87000,214.43000,1056.72000,1064.16000,1047.76000,1050.86000,2.41000,58.19000,89.42000,991.00000,20.93000,18.58000,0.00000,0.00000,0.00000,0.00000,32.20000,0.98000,0.16000,0.00000,7.80000,3.90000,0.00000,0.00000
0.00000,821.20000,748.10000,835.90000,29.65000,213.85000,196.15000,209.25000,214.81000,1056.28000,1064.13000,1047.75000,1049.77000,2.45000,58.40000,89.46000,997.50000,20.93000,18.55000,0.00000,0.00000,-0.01000,0.01000,32.20000,1.02000,0.23000,0.00000,-37.51000,0.00000,0.00000,0.00000
0.00000,820.20000,748.10000,835.90000,29.65000,214.48000,196.60000,209.81000,215.39000,1054.17000,1064.44000,1047.50000,1049.20000,2.39000,58.37000,89.51000,1000.90000,20.93000,18.55000,0.00000,0.00000,0.00000,-0.00000,32.20000,0.99000,0.18000,0.00000,-51.54000,3.90000,0.00000,0.00000
0.00000,821.20000,749.00000,836.80000,29.65000,215.03000,197.01000,210.25000,215.86000,1054.12000,1064.52000,1048.18000,1049.26000,2.42000,58.47000,89.55000,1007.70000,20.91000,18.55000,0.00000,0.00000,-0.00000,-0.02000,32.20000,0.99000,0.15000,0.00000,-34.60000,0.00000,0.00000,0.00000
0.00000,820.20000,749.20000,837.00000,29.65000,215.58000,197.38000,210.69000,216.33000,1054.74000,1065.69000,1048.64000,1050.26000,2.42000,58.49000,89.59000,1008.60000,20.91000,18.55000,0.00000,0.00000,0.00000,0.01000,32.20000,1.02000,0.18000,0.00000,-23.80000,0.00000,0.00000,0.00000
0.00000,820.20000,749.50000,837.30000,29.65000,216.10000,197.76000,211.20000,216.75000,1056.05000,1066.55000,1048.04000,1051.18000,2.43000,58.44000,89.64000,1006.90000,20.88000,18.58000,0.00000,0.00000,0.00000,0.00000,32.50000,1.01000,0.19000,0.00000,-17.72000,0.00000,0.00000,0.00000
0.00000,822.20000,749.60000,837.40000,29.65000,216.67000,198.15000,211.65000,217.21000,1059.75000,1067.71000,1047.12000,1051.97000,2.41000,58.37000,89.68000,1004.30000,20.86000,18.58000,0.00000,0.00000,-0.01000,-0.01000,32.50000,1.00000,0.16000,0.00000,20.93000,0.00000,0.00000,0.00000
0.00000,822.20000,749.70000,837.50000,29.65000,217.22000,198.51000,212.08000,217.66000,1060.92000,1068.39000,1047.10000,1052.85000,2.39000,58.41000,89.73000,1005.00000,20.81000,18.58000,0.00000,0.00000,0.00000,-0.01000,32.50000,1.01000,0.19000,0.00000,31.64000,3.90000,0.00000,0.00000
0.00000,820.20000,750.50000,838.30000,29.65000,217.76000,198.88000,212.55000,218.10000,1063.07000,1069.24000,1048.09000,1052.93000,2.42000,58.43000,89.77000,1009.00000,20.81000,18.60000,0.00000,0.00000,-0.01000,0.03000,32.50000,1.05000,0.20000,0.00000,-11.61000,3.90000,0.00000,0.00000
0.00000,820.20000,749.00000,836.80000,29.65000,218.29000,199.24000,212.96000,218.54000,1063.81000,1069.29000,1048.46000,1053.15000,2.41000,58.50000,89.82000,1011.60000,20.81000,18.60000,0.00000,0.00000,-0.01000,0.02000,32.50000,1.02000,0.21000,0.00000,-22.80000,0.00000,0.00000,0.00000
0.00000,821.20000,748.10000,835.90000,29.65000,218.81000,199.62000,213.39000,218.95000,1064.77000,1069.18000,1048.74000,1054.15000,2.40000,58.47000,89.86000,1009.50000,20.81000,18.60000,0.00000,0.00000,0.00000,-0.03000,32.50000,0.99000,0.25000,0.00000,-3.46000,0.00000,0.00000,0.00000
0.00000,821.20000,747.40000,835.20000,29.65000,219.35000,199.97000,213.87000,219.39000,1065.26000,1069.19000,1049.61000,1055.89000,2.42000,58.54000,89.91000,1016.80000,20.81000,18.60000,0.00000,0.00000,0.01000,-0.00000,32.50000,1.00000,0.21000,0.00000,0.45000,0.00000,0.00000,0.00000
0.00000,821.20000,747.10000,834.90000,29.65000,219.88000,200.34000,214.25000,219.84000,1063.55000,1070.50000,1050.40000,1057.95000,2.42000,58.60000,89.95000,1021.00000,20.81000,18.60000,0.00000,0.00000,0.00000,0.01000,32.50000,1.01000,0.22000,0.00000,4.69000,0.00000,0.00000,0.00000
0.00000,819.20000,746.70000,834.50000,29.65000,220.39000,200.70000,214.78000,220.25000,1065.52000,1070.57000,1051.66000,1059.83000,2.39000,58.51000,90.00000,1015.00000,20.83000,18.58000,0.00000,0.00000,-0.00000,-0.00000,32.50000,0.99000,0.24000,0.00000,-37.04000,0.00000,0.00000,0.00000
0.00000,819.20000,746.40000,834.30000,29.65000,220.89000,201.05000,215.18000,220.68000,1068.67000,1070.36000,1053.69000,1060.67000,2.39000,58.52000,90.04000,1012.80000,20.86000,18.58000,0.00000,0.00000,-0.00000,0.01000,32.50000,1.02000,0.23000,0.00000,-22.53000,0.00000,0.00000,0.00000
