#AfcsOn,AltAGL,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,BaroA,COM1,COM2,CRS,E1 CHT1,E1 EGT Variance,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 MAP,E1 OilP,E1 OilT,E1 RPM,E2 CHT1,E2 EGT Variance,E2 EGT1,E2 EGT2,E2 EGT3,E2 EGT4,E2 FFlow,E2 MAP,E2 OilP,E2 OilT,E2 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NormAc,OAT,PichC,Pitch,Roll,RollC,TAS,Total Fuel,TRK,volt1,VPLwas,VSpd,VSpdG,WndDr,WndSpd,WptBrg,WptDst
#bool,ft agl,ft Baro,ft wgs,ft msl,ft msl,amps,inch,MHz,MHz,deg,deg F,deg F,deg F,deg F,deg F,deg F,gph,Hg,psi,deg F,rpm,deg F,deg F,deg F,deg F,deg F,deg F,gph,Hg,psi,deg F,rpm,gals,gals,kt,mt,fsd,deg,mt,mt,kt,G,degrees,degrees,deg,G,deg C,deg,deg,deg,deg,kt,gals,deg,volts,mt,fpm,fpm,deg,kt,deg,nm
1.0,4593.0,5203.7,5352.6,5439.9,146.29999999999927,1.4,29.8,132.3,118.4,176.0,385.64,117.53999999999996,1279.42,1396.96,1313.68,1368.03,12.44,23.75,74.16,170.62,2515.1,391.48,189.26,1183.11,1372.37,1258.53,1315.05,12.9,24.04,73.24,174.0,2520.6,48.94,54.0,118.42,3704.0,NaN,344.2,13.0,10.0,105.2,-0.01,47.9411163,-97.2368164,3.2,0.0,17.5,6.2,6.21,0.33,0.4,116.0,102.94,352.0,27.6,15.0,824.43,858.3,-117.0,15.46,NaN,NaN
1.0,4607.0,5217.7,5366.6,5453.9,147.39999999999964,1.4,29.8,132.3,118.4,176.0,385.59,121.3900000000001,1279.37,1400.76,1311.52,1366.41,12.4,23.72,74.37,170.55,2513.2,391.47,188.27999999999997,1182.91,1371.19,1259.34,1315.7,12.96,24.03,73.03,173.99,2520.1,49.16,54.0,118.11,3704.0,NaN,344.8,13.0,10.0,105.07,0.01,47.9416618,-97.2368927,3.2,-0.0,17.5,6.2,6.13,1.23,0.7,116.0,103.16,352.0,27.5,15.0,816.31,842.5,-116.5,15.42,NaN,NaN
1.0,4623.0,5231.7,5379.2,5466.5,146.89999999999964,2.7,29.8,132.3,118.4,176.0,385.55,120.73000000000002,1279.16,1399.89,1308.23,1367.4,12.32,23.68,74.01,170.55,2510.2,391.46,188.52999999999997,1183.47,1372.0,1258.11,1315.86,12.81,24.02,73.0,173.97,2515.6,49.41,54.0,117.89,3704.0,NaN,345.0,13.0,10.0,104.72,0.01,47.9421997,-97.2369537,3.2,-0.03,17.5,6.1,5.99,0.21,0.4,116.0,103.41,352.1,27.6,15.0,825.79,815.0,-116.0,15.39,NaN,NaN
1.0,4650.0,5242.7,5393.0,5480.4,146.79999999999927,1.7,29.8,132.3,118.4,176.0,385.45,120.34999999999991,1279.16,1399.51,1307.25,1368.51,12.29,23.69,74.24,170.57,2517.4,391.46,191.87000000000012,1181.35,1373.22,1258.26,1313.78,12.85,24.0,73.12,173.91,2526.0,49.16,54.0,117.68,3704.0,NaN,345.1,13.0,10.0,104.25,0.0,47.9427452,-97.2370224,3.2,-0.0,17.5,6.0,5.88,-0.01,0.2,115.0,103.16,352.2,27.6,14.0,777.94,787.4,-115.5,15.36,NaN,NaN
1.0,4662.0,5255.7,5405.5,5492.8,144.30000000000018,1.5,29.8,132.3,118.4,176.0,385.42,118.51999999999998,1278.79,1397.31,1307.53,1368.71,12.28,23.72,74.19,170.58,2511.9,391.44,193.13999999999987,1179.38,1372.52,1257.74,1315.09,12.87,24.0,73.08,173.95,2521.0,49.13,54.0,117.51,3704.0,NaN,344.6,13.0,10.0,104.17,-0.0,47.9432869,-97.2370834,3.2,-0.01,17.5,5.8,5.78,0.37,0.1,115.0,103.13,352.2,27.6,14.0,758.16,755.9,-115.0,15.33,NaN,NaN
1.0,4671.0,5266.7,5417.3,5504.7,140.09999999999945,1.5,29.8,132.3,118.4,176.0,385.41,117.98999999999978,1279.38,1397.37,1307.32,1367.6,12.3,23.78,74.12,170.48,2513.3,391.4,193.55999999999995,1177.46,1371.02,1257.97,1316.1,12.79,23.99,72.97,173.82,2520.2,48.78,54.0,117.41,3704.0,NaN,344.5,13.0,10.0,103.86,-0.0,47.9438248,-97.2371521,3.2,-0.01,17.5,5.7,5.57,0.34,0.4,115.0,102.78,352.2,27.6,14.0,742.92,712.6,-114.5,15.3,NaN,NaN
1.0,4676.0,5279.7,5428.6,5515.9,134.29999999999927,1.3,29.8,132.3,118.4,176.0,385.33,114.22000000000003,1280.66,1394.88,1306.92,1366.06,12.35,23.83,74.19,170.57,2511.3,391.41,192.11000000000013,1177.07,1369.18,1261.61,1314.5,12.84,23.99,73.11,173.87,2517.7,49.21,54.0,117.39,3704.0,NaN,345.0,13.0,10.0,103.82,0.01,47.9443665,-97.2372131,3.2,-0.03,17.5,5.5,5.47,0.59,0.6,115.0,103.21000000000001,352.4,27.5,15.0,705.32,681.1,-114.0,15.28,NaN,NaN
1.0,4687.0,5289.7,5439.1,5526.4,129.59999999999945,1.5,29.8,132.3,118.4,176.0,385.31,116.80999999999995,1278.81,1395.62,1307.94,1364.73,12.24,23.84,74.2,170.51,2514.7,391.45,188.8599999999999,1180.42,1369.28,1261.04,1312.89,12.85,23.98,73.13,173.82,2521.3,49.12,54.0,117.39,3704.0,NaN,345.0,13.0,10.0,104.81,-0.0,47.9449081,-97.2372742,3.2,-0.05,17.2,5.4,5.28,0.23,0.2,116.0,103.12,352.4,27.6,15.0,696.16,633.9,-113.4,15.26,NaN,NaN
1.0,4707.0,5298.7,5450.4,5537.7,126.30000000000018,1.3,29.8,132.3,118.4,176.0,385.29,122.58999999999992,1277.16,1399.75,1307.52,1364.36,12.28,23.84,74.28,170.52,2513.6,391.33,183.41000000000008,1184.53,1367.94,1257.93,1313.34,12.89,23.96,73.14,173.67,2526.4,48.73,54.0,117.37,3704.0,NaN,345.0,13.0,10.0,104.02,0.02,47.9454536,-97.2373352,3.2,0.03,17.2,5.4,5.47,0.11,0.1,115.0,102.72999999999999,352.4,27.6,15.0,626.43,626.0,-112.9,15.24,NaN,NaN
1.0,4708.0,5308.7,5460.1,5547.5,121.5,1.4,29.8,132.3,118.4,176.0,385.26,124.24000000000001,1277.89,1402.13,1306.49,1365.35,12.29,23.83,74.03,170.37,2516.3,391.35,181.5999999999999,1184.76,1366.36,1255.81,1312.12,12.78,23.96,73.17,173.72,2520.0,49.04,54.0,117.31,3704.0,NaN,344.0,12.5,10.0,104.8,-0.03,47.9459953,-97.2373962,3.2,0.04,17.2,5.4,5.44,-0.57,0.3,116.0,103.03999999999999,352.4,27.6,14.0,604.34,629.9,-112.3,15.23,NaN,NaN
1.0,4719.0,5318.7,5471.0,5558.4,118.5,1.5,29.8,132.3,118.4,176.0,385.19,119.28999999999996,1279.14,1398.43,1306.29,1365.1,12.13,23.82,74.17,170.34,2513.4,391.32,187.06999999999994,1182.96,1370.03,1255.61,1311.57,12.75,23.96,73.06,173.75,2522.1,49.14,54.0,117.23,3704.0,NaN,345.1,13.0,10.0,104.63,0.03,47.9465332,-97.2374573,3.2,0.0,17.2,5.4,5.41,1.75,0.8,116.0,103.14,352.3,27.6,14.0,606.1,653.5,-111.8,15.22,NaN,NaN
1.0,4726.0,5330.7,5482.5,5569.8,115.90000000000055,1.3,29.8,132.3,118.4,176.0,385.17,119.58000000000015,1278.6,1398.18,1305.98,1365.27,12.28,23.81,74.16,170.4,2517.5,391.34,192.1099999999999,1180.75,1372.86,1256.03,1310.98,12.77,23.95,73.38,173.72,2526.5,49.92,54.0,117.16,3704.0,NaN,345.4,13.0,10.0,105.74,-0.01,47.9470749,-97.2375183,3.2,0.0,17.2,5.5,5.53,2.4,0.2,117.0,103.92,352.6,27.6,14.0,624.83,685.0,-111.2,15.22,NaN,NaN
1.0,4738.0,5341.7,5494.2,5581.5,115.0,1.5,29.8,132.3,118.4,176.0,385.14,120.00999999999999,1277.26,1397.27,1305.25,1365.48,12.3,23.79,73.88,170.36,2511.2,391.35,190.26999999999998,1180.63,1370.9,1257.15,1309.99,12.81,23.94,73.02,173.61,2517.7,49.39,54.0,117.14,3704.0,NaN,345.7,13.0,10.0,104.69,-0.01,47.9476166,-97.2375717,3.2,0.0,17.2,5.6,5.62,0.07,-0.1,116.0,103.39,352.8,27.6,15.0,647.82,696.9,-110.6,15.21,NaN,NaN
1.0,4750.0,5351.7,5505.8,5593.2,112.80000000000018,1.4,29.8,132.3,118.4,176.0,385.04,119.73000000000002,1276.32,1396.05,1305.95,1364.73,12.29,23.75,74.17,170.38,2511.5,391.29,191.5,1178.62,1370.12,1258.22,1309.5,12.75,23.92,73.05,173.65,2523.6,49.5,54.0,117.08,3704.0,NaN,346.2,13.0,10.0,104.21,0.02,47.9481544,-97.2376251,3.2,-0.01,17.2,5.5,5.42,-0.2,-0.5,116.0,103.5,352.9,27.6,15.0,621.26,700.8,-110.1,15.2,NaN,NaN
1.0,4760.0,5363.7,5516.2,5603.6,110.80000000000018,1.5,29.8,132.3,118.4,176.0,385.04,119.44000000000005,1277.32,1396.76,1306.27,1364.36,12.29,23.72,74.09,170.42,2514.7,391.3,189.22000000000003,1179.98,1369.2,1256.12,1310.28,12.8,23.9,73.28,173.57,2523.8,49.09,54.0,116.98,3704.0,NaN,345.7,13.0,10.0,104.49,0.01,47.9486885,-97.2376785,3.2,-0.06,17.2,5.4,5.31,-1.23,-0.8,116.0,103.09,352.9,27.6,15.0,664.91,681.1,-109.5,15.18,NaN,NaN
1.0,4772.0,5373.7,5527.9,5615.2,110.5,1.3,29.8,132.3,118.4,176.0,385.04,116.29999999999995,1278.92,1395.22,1307.19,1363.95,12.29,23.7,74.52,170.46,2522.3,391.27,191.32999999999993,1178.43,1369.76,1255.79,1308.74,12.89,23.86,73.12,173.59,2525.0,49.09,54.0,116.88,3704.0,NaN,344.8,12.5,10.0,104.61,-0.01,47.949234,-97.2377396,3.2,0.01,17.2,5.3,5.33,-0.51,-0.4,116.0,103.09,352.8,27.5,14.0,640.14,653.5,-108.9,15.16,NaN,NaN
1.0,4783.0,5383.7,5538.9,5626.2,110.30000000000018,1.3,29.8,132.3,118.4,176.0,384.96,113.47000000000003,1280.84,1394.31,1308.34,1363.43,12.26,23.7,74.35,170.33,2518.9,391.23,190.31999999999994,1179.48,1369.8,1256.54,1307.35,12.84,23.83,73.14,173.66,2524.7,49.16,54.0,116.75,3704.0,NaN,345.3,13.0,10.0,105.25,-0.0,47.9497719,-97.237793,3.2,-0.0,17.2,5.4,5.44,0.34,0.2,117.0,103.16,352.7,27.6,14.0,633.34,657.5,-108.3,15.14,NaN,NaN
1.0,4794.0,5395.7,5550.3,5637.6,111.20000000000073,1.4,29.8,132.3,118.4,176.0,384.93,114.61000000000013,1280.29,1394.9,1307.69,1363.55,12.33,23.69,74.23,170.29,2517.2,391.25,191.67000000000007,1179.29,1370.96,1257.35,1306.05,12.73,23.8,73.16,173.68,2522.4,49.33,54.0,116.61,3704.0,NaN,345.9,13.0,10.0,105.48,0.01,47.9503098,-97.2378616,3.2,0.02,17.0,5.5,5.55,0.25,-0.0,117.0,103.33,352.6,27.6,14.0,635.09,677.2,-107.7,15.13,NaN,NaN
1.0,4806.0,5406.7,5561.9,5649.3,111.60000000000036,1.4,29.8,132.3,118.4,176.0,384.91,114.20000000000005,1280.03,1394.23,1307.08,1364.01,12.35,23.68,74.23,170.36,2521.7,391.22,192.27999999999997,1178.45,1370.73,1256.29,1306.63,12.76,23.75,73.14,173.67,2527.9,49.14,54.0,116.42,3704.0,NaN,345.4,13.0,10.0,105.67,-0.01,47.9508476,-97.2379074,3.2,0.03,17.0,5.6,5.65,-0.98,-0.4,117.0,103.14,352.7,27.6,15.0,650.5,696.9,-107.1,15.11,NaN,NaN
1.0,4818.0,5416.7,5574.2,5661.6,114.10000000000036,1.3,29.8,132.3,118.4,176.0,384.8,113.65000000000009,1279.86,1393.51,1307.87,1363.35,12.22,23.67,74.18,170.33,2519.5,391.25,189.65999999999985,1180.63,1370.29,1254.13,1307.83,12.83,23.7,73.35,173.61,2525.9,48.81,54.0,116.14,3704.0,NaN,344.7,13.0,10.0,105.9,-0.02,47.9513855,-97.2379684,3.2,0.01,17.0,5.7,5.79,-0.12,-0.1,118.0,102.81,352.6,27.5,15.0,635.75,728.3,-106.5,15.09,NaN,NaN
1.0,4831.0,5429.7,5587.5,5674.9,116.5,1.5,29.8,132.3,118.4,176.0,384.77,114.97000000000003,1277.94,1392.91,1309.57,1362.83,12.18,23.66,74.05,170.28,2518.7,391.21,190.24,1180.59,1370.83,1252.59,1308.92,12.78,23.68,73.16,173.59,2521.9,49.11,54.0,115.81,3704.0,NaN,345.3,13.0,10.0,105.93,-0.0,47.9519157,-97.2380371,3.2,0.02,17.0,5.9,5.98,0.71,0.4,118.0,103.11,352.5,27.5,15.0,666.2,763.8,-105.8,15.07,NaN,NaN
1.0,4844.0,5442.7,5599.8,5687.1,117.30000000000018,1.4,29.8,132.3,118.4,176.0,384.72,113.6099999999999,1277.42,1391.03,1308.32,1364.29,12.31,23.64,74.16,170.24,2517.5,391.14,191.6099999999999,1179.45,1371.06,1253.07,1308.9,12.77,23.68,73.14,173.54,2524.9,49.45,54.0,115.5,3704.0,NaN,345.7,12.5,10.0,105.59,-0.01,47.952446,-97.2380829,3.2,0.03,17.0,6.0,5.99,-0.04,0.1,117.0,103.45,352.5,27.6,14.0,712.89,767.7,-105.1,15.06,NaN,NaN
1.0,4857.0,5453.7,5612.7,5700.0,118.5,1.3,29.8,132.3,118.4,176.0,384.66,115.06999999999994,1276.53,1391.6,1308.62,1365.02,12.31,23.62,74.22,170.29,2515.0,391.12,190.35000000000014,1179.36,1369.71,1252.78,1309.19,12.86,23.66,73.25,173.55,2522.0,49.13,54.0,115.17,3704.0,NaN,345.4,12.5,10.0,105.84,-0.0,47.95298,-97.2381516,3.2,0.01,17.0,6.0,6.06,-0.05,-0.3,118.0,103.13,352.5,27.6,14.0,712.22,771.7,-104.3,15.04,NaN,NaN
1.0,4869.0,5465.7,5625.3,5712.6,119.40000000000055,1.4,29.8,132.3,118.4,176.0,384.62,117.22000000000003,1275.48,1392.7,1307.92,1365.83,12.3,23.6,74.37,170.22,2513.7,391.14,192.67000000000007,1177.48,1370.15,1252.79,1311.06,12.83,23.66,73.09,173.54,2522.0,49.09,54.0,114.8,3704.0,NaN,345.0,13.0,10.0,105.19,-0.01,47.9535103,-97.2382126,3.2,-0.02,17.0,6.0,6.01,-0.45,-0.1,117.0,103.09,352.5,27.6,14.0,712.84,755.9,-103.6,15.02,NaN,NaN
1.0,4882.0,5477.7,5637.9,5725.3,121.69999999999982,1.3,29.8,132.3,118.4,176.0,384.53,116.90999999999985,1275.15,1392.06,1306.67,1365.78,12.36,23.57,74.34,170.19,2516.9,391.12,196.44000000000005,1175.8,1372.24,1254.88,1310.86,12.76,23.65,72.89,173.5,2523.4,49.36,54.0,114.49,3704.0,NaN,344.8,13.0,10.0,104.85,-0.03,47.9540367,-97.238266,3.2,-0.05,17.0,6.0,5.92,0.37,0.3,117.0,103.36,352.4,27.6,15.0,686.24,755.9,-102.8,15.0,NaN,NaN
1.0,4893.0,5489.7,5649.4,5736.8,121.60000000000036,1.5,29.8,132.3,118.4,176.0,384.45,117.44000000000005,1275.49,1392.93,1307.82,1365.27,12.38,23.67,74.21,170.2,2529.9,391.08,197.81999999999994,1174.94,1372.76,1256.04,1310.59,12.73,23.76,73.14,173.36,2539.4,49.25,54.0,114.28,3704.0,NaN,346.0,13.0,10.0,104.1,0.0,47.9545593,-97.238327,3.2,-0.06,17.0,5.8,5.68,0.31,0.3,116.0,103.25,352.3,27.6,15.0,720.2,696.9,-102.0,14.98,NaN,NaN
1.0,4903.0,5503.7,5658.7,5746.1,119.90000000000055,1.3,29.8,132.3,118.4,176.0,384.39,119.97000000000003,1277.16,1397.13,1310.16,1368.06,12.44,23.82,74.62,170.24,2536.0,391.07,197.36000000000013,1174.37,1371.73,1258.94,1312.81,12.76,23.89,73.73,173.38,2545.1,49.52,54.0,114.12,3704.0,NaN,346.3,13.0,10.0,104.87,0.01,47.9550896,-97.2383957,3.2,0.01,17.0,5.7,5.65,-0.53,-0.5,117.0,103.52000000000001,352.5,27.6,15.0,752.91,610.2,-101.3,14.95,NaN,NaN
1.0,4913.0,5508.7,5669.1,5756.4,118.79999999999927,1.5,29.8,132.3,118.4,176.0,384.37,121.88999999999987,1276.4,1398.29,1311.21,1369.78,12.44,23.87,74.35,170.11,2526.5,390.97,194.83000000000015,1173.31,1368.14,1262.96,1313.06,12.93,23.98,73.36,173.31,2531.4,48.88,54.0,114.08,3704.0,NaN,345.5,12.5,10.0,103.86,-0.01,47.955616,-97.2384567,3.2,-0.04,16.8,5.6,5.47,-1.07,-0.8,116.0,102.88,352.3,27.6,14.0,633.42,590.6,-100.5,14.91,NaN,NaN
1.0,4922.0,5517.7,5678.4,5765.7,116.39999999999964,1.4,29.8,132.3,118.4,176.0,384.38,125.3599999999999,1271.14,1396.5,1309.54,1371.14,12.47,23.91,74.15,170.05,2533.1,391.02,193.97000000000003,1171.48,1365.45,1263.32,1315.06,13.02,24.02,73.62,173.19,2540.9,48.83,54.0,114.06,3704.0,NaN,345.4,13.0,10.0,102.88,0.01,47.9561386,-97.2385178,3.2,-0.07,16.8,5.4,5.15,-0.46,-0.2,114.0,102.83,352.1,27.6,14.0,551.35,563.0,-99.8,14.86,NaN,NaN
1.0,4930.0,5529.7,5686.5,5773.9,112.29999999999927,1.3,29.8,132.3,118.4,176.0,384.26,122.90000000000009,1269.37,1392.27,1307.39,1369.94,12.53,23.88,74.52,169.99,2535.4,390.99,192.70000000000005,1173.23,1365.93,1262.96,1316.02,12.9,23.92,73.59,173.1,2542.6,49.22,54.0,114.05,3704.0,NaN,345.1,13.0,10.0,105.24,-0.02,47.9566689,-97.2385864,3.2,-0.01,16.8,5.2,5.28,-0.53,-0.1,117.0,103.22,352.0,27.5,14.0,581.01,496.1,-99.1,14.81,NaN,NaN
1.0,4938.0,5534.7,5694.3,5781.7,106.80000000000018,1.4,29.8,132.3,118.4,176.0,384.25,121.47000000000003,1267.68,1389.15,1306.08,1366.46,12.51,23.8,74.32,170.0,2534.2,390.98,191.04999999999995,1172.96,1364.01,1264.4,1313.45,13.07,23.86,73.48,173.19,2539.8,48.94,54.0,114.05,3704.0,NaN,345.1,13.0,10.0,104.79,-0.0,47.9571953,-97.2386551,3.2,0.01,16.8,5.3,5.31,-0.24,0.1,117.0,102.94,351.9,27.6,15.0,507.0,472.4,-98.4,14.76,NaN,NaN
1.0,4946.0,5541.7,5702.6,5789.9,102.79999999999927,1.5,29.8,132.3,118.4,176.0,384.23,122.70000000000005,1265.61,1388.31,1306.69,1361.66,12.65,23.77,74.42,169.92,2533.4,390.98,194.80000000000018,1170.62,1365.42,1263.33,1315.1,12.98,23.95,73.41,173.29,2542.4,48.86,54.0,114.06,3704.0,NaN,344.3,13.0,10.0,104.25,-0.02,47.9577179,-97.2387238,3.2,0.0,16.8,5.4,5.35,-0.1,0.3,116.0,102.86,351.8,27.6,15.0,448.27,488.2,-97.7,14.7,NaN,NaN
1.0,4955.0,5549.7,5711.1,5798.4,98.39999999999964,1.4,29.8,132.3,118.4,176.0,384.22,126.00999999999999,1264.5,1390.51,1307.52,1351.12,12.8,23.8,74.38,169.95,2528.3,390.98,197.67000000000007,1168.24,1365.91,1263.16,1317.06,13.06,24.01,73.05,173.21,2539.1,48.61,54.0,114.14,3704.0,NaN,344.5,13.0,10.0,103.48,-0.02,47.9582443,-97.2387848,3.2,-0.01,16.8,5.2,5.14,1.01,0.9,115.0,102.61,351.7,27.6,15.0,445.9,468.5,-97.0,14.66,NaN,NaN
1.0,4962.0,5559.7,5718.0,5805.4,92.79999999999927,1.3,29.8,132.3,118.4,176.0,384.14,132.22000000000003,1263.45,1395.67,1305.48,1337.46,12.96,23.85,74.56,169.92,2528.8,390.97,196.52999999999997,1166.88,1363.41,1264.41,1313.03,13.11,24.06,73.43,173.18,2531.8,48.81,54.0,114.36,3704.0,NaN,345.0,12.5,10.0,103.34,-0.03,47.9587708,-97.2388611,3.2,0.0,16.8,5.0,4.92,1.93,0.7,115.0,102.81,351.8,27.6,14.0,458.9,444.9,-96.4,14.62,NaN,NaN
1.0,4968.0,5565.7,5724.5,5811.9,86.59999999999945,1.4,29.8,132.3,118.4,176.0,384.07,137.83999999999992,1262.88,1400.72,1304.46,1323.44,13.02,23.89,74.53,169.9,2533.1,390.89,198.42000000000007,1163.85,1362.27,1262.72,1306.88,13.26,24.1,73.56,173.1,2544.7,47.97,53.14,114.67,3704.0,NaN,346.8,12.5,10.0,102.83,0.03,47.959301,-97.2389221,3.2,0.01,16.8,4.8,4.66,-0.22,0.1,114.0,101.11,351.9,27.6,14.0,494.91,397.6,-95.9,14.58,NaN,NaN
1.0,4975.0,5569.7,5731.0,5818.4,81.59999999999945,1.3,29.8,132.3,118.4,176.0,383.99,138.70000000000005,1264.01,1402.71,1303.97,1311.21,12.97,23.92,74.38,169.93,2532.7,390.91,199.16999999999985,1164.13,1363.3,1258.76,1301.63,13.4,23.98,73.7,173.08,2547.2,48.41,53.39,115.0,3704.0,NaN,346.7,13.0,10.0,103.03,0.03,47.9598312,-97.2389908,3.2,-0.07,16.8,4.5,4.24,-0.02,-1.1,115.0,101.8,352.0,27.6,14.0,375.09,393.7,-95.5,14.51,NaN,NaN
1.0,4981.0,5579.7,5736.8,5824.1,78.0,1.5,29.8,132.3,118.4,176.0,383.81,142.19000000000005,1263.19,1405.38,1301.12,1300.56,13.05,23.94,74.6,169.93,2538.6,390.88,201.42000000000007,1164.58,1366.0,1255.23,1295.6,13.49,23.98,73.79,172.96,2552.6,47.99,54.0,115.33,3704.0,NaN,344.5,13.0,10.0,104.02,-0.04,47.9603615,-97.2390518,3.2,0.02,16.8,4.3,4.34,-2.47,-1.1,116.0,101.99000000000001,352.0,27.6,15.0,432.95,346.5,-95.1,14.44,NaN,NaN
1.0,4987.0,5581.7,5743.2,5830.6,74.20000000000073,1.3,29.8,132.3,118.4,176.0,383.58,147.38999999999987,1261.42,1408.81,1297.2,1295.56,12.82,23.99,74.43,169.8,2536.2,390.9,206.49,1164.95,1371.44,1252.69,1289.32,13.26,24.04,73.53,172.98,2546.7,48.32,54.0,115.5,3704.0,NaN,344.2,13.0,10.0,104.94,-0.0,47.9608955,-97.2391281,3.2,-0.05,16.5,4.5,4.5,-0.9,0.5,117.0,102.32,351.6,27.6,15.0,352.79,378.0,-94.7,14.36,NaN,NaN
1.0,4993.0,5588.7,5749.5,5836.9,71.19999999999982,1.5,29.8,132.3,118.4,176.0,383.29,145.17000000000007,1264.51,1409.68,1295.05,1292.64,12.99,23.95,74.56,169.72,2534.5,390.88,210.95000000000005,1164.52,1375.47,1250.49,1286.0,13.37,24.09,73.61,172.96,2544.3,49.05,54.0,115.64,3704.0,NaN,344.5,13.0,10.0,105.88,-0.0,47.9614258,-97.239212,3.2,0.03,16.5,4.7,4.89,2.1,0.9,118.0,103.05,351.3,27.6,15.0,338.98,409.4,-94.3,14.3,NaN,NaN
1.0,5002.0,5596.7,5757.7,5845.1,71.20000000000073,1.5,29.8,132.3,118.4,176.0,383.02,143.0400000000002,1266.86,1409.9,1293.34,1288.94,13.02,23.86,74.45,169.68,2534.7,390.87,212.74,1164.17,1376.91,1251.35,1283.57,13.6,24.07,73.61,173.02,2546.0,49.17,54.0,115.78,3704.0,NaN,344.9,12.5,10.0,105.5,-0.0,47.9619598,-97.2392807,3.2,0.02,16.5,5.0,5.02,0.97,0.8,117.0,103.17,351.4,27.6,14.0,382.1,460.6,-94.0,14.24,NaN,NaN
1.0,5010.0,5602.7,5766.4,5853.8,72.10000000000036,1.3,29.8,132.3,118.4,176.0,382.68,140.35000000000014,1269.54,1409.89,1292.16,1283.87,13.13,23.78,74.55,169.63,2535.6,390.87,213.42000000000007,1164.96,1378.38,1253.19,1279.59,13.58,23.92,73.57,173.01,2547.0,49.19,54.0,115.85,3704.0,NaN,345.4,12.5,10.0,105.1,0.0,47.9624977,-97.2393494,3.2,0.01,16.5,5.1,5.14,0.92,0.4,117.0,103.19,351.7,27.6,14.0,374.83,519.7,-93.7,14.19,NaN,NaN
1.0,5020.0,5612.7,5775.7,5863.1,73.20000000000073,1.4,29.8,132.3,118.4,176.0,382.1,139.51,1270.21,1409.72,1289.52,1279.3,13.25,23.79,74.53,169.67,2532.2,390.87,215.95000000000005,1164.48,1380.43,1253.54,1276.08,13.7,23.97,73.61,172.98,2544.3,49.06,54.0,115.87,3704.0,NaN,344.9,13.0,10.0,104.9,-0.01,47.9630318,-97.2394257,3.2,-0.01,16.5,5.1,5.21,-0.38,-0.0,117.0,103.06,351.7,27.6,14.0,436.97,551.2,-93.4,14.13,NaN,NaN
1.0,5029.0,5622.7,5784.6,5872.0,73.60000000000036,1.2,29.8,132.3,118.4,176.0,381.3,138.44000000000005,1270.22,1408.66,1288.04,1274.51,13.33,23.86,74.73,169.69,2544.1,390.1,214.84000000000015,1165.05,1379.89,1253.5,1275.42,13.76,24.02,73.49,172.94,2554.4,48.53,54.0,115.83,3704.0,NaN,343.6,13.0,10.0,105.68,-0.03,47.963562,-97.239502,3.2,0.2,16.5,5.1,5.21,-0.58,0.5,118.0,102.53,351.7,27.6,15.0,509.17,535.4,-93.2,14.08,NaN,NaN
1.0,5039.0,5630.7,5795.2,5882.6,77.20000000000073,1.3,29.8,132.3,118.4,176.0,381.48,138.74,1269.5,1408.24,1287.62,1274.03,13.23,23.89,74.51,169.8,2536.4,390.83,214.56999999999994,1166.05,1380.62,1255.04,1275.63,13.61,24.07,73.51,172.97,2528.4,48.9,54.0,115.78,3704.0,NaN,344.0,13.0,10.0,106.14,0.0,47.9640961,-97.2395706,3.2,0.01,16.5,5.3,5.41,2.94,1.3,118.0,102.9,351.6,27.6,15.0,488.41,637.8,-93.0,14.05,NaN,NaN
1.0,5051.0,5643.7,5807.0,5894.4,82.5,1.4,29.8,132.3,118.4,176.0,381.12,138.46000000000004,1269.72,1408.18,1287.25,1272.79,13.4,23.92,74.53,169.8,2539.5,390.95,213.37000000000012,1165.3,1378.67,1256.99,1274.66,13.5,24.08,73.26,173.02,2526.2,49.21,53.79,115.7,3704.0,NaN,345.1,13.0,10.0,106.85,0.01,47.9646301,-97.2396317,3.2,0.02,16.5,5.5,5.72,2.23,1.1,119.0,103.0,351.8,27.6,15.0,595.36,673.2,-92.8,14.04,NaN,NaN
1.0,5062.0,5653.7,5818.3,5905.6,87.20000000000073,1.4,29.8,132.3,118.4,176.0,380.73,137.6199999999999,1270.48,1408.1,1286.44,1271.23,13.31,23.92,74.39,169.72,2533.0,390.97,215.71000000000004,1163.32,1379.03,1257.11,1276.64,13.49,24.08,73.21,173.0,2524.4,49.46,52.75,115.48,3704.0,NaN,345.6,12.5,10.0,107.03,0.02,47.9651604,-97.2397003,3.2,0.03,16.5,5.8,6.0,0.45,0.3,119.0,102.21000000000001,352.1,27.6,14.0,635.83,696.9,-92.5,14.03,NaN,NaN
