#AltAGL,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,amp2,BaroA,COM1,COM2,E1 CHT Variance,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT Variance,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,volt2,VPLwas,VSpd,VSpdG,WndDr,WndSpd
#ft agl,ft Baro,ft wgs,ft msl,ft msl,amps,amps,inch,MHz,MHz,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,gph,psi,deg F,rpm,gals,gals,kt,deg,mt,mt,kt,G,degrees,degrees,deg,G,deg C,deg,deg,kt,gals,deg,volts,volts,mt,fpm,fpm,deg,kt
1851.0,2660.0,2599.5,2687.3,162.30000000000018,0.5,0.0,29.97,132.3,124.575,41.69,330.95,368.09,359.86,372.64,31.949999999999818,1298.55,1326.6,1309.46,1294.65,14.68,68.36,154.7,2430.6,18.1,18.91,76.18,97.6,23.0,12.0,73.05,0.01,47.9166489,-97.124794,3.1,-0.07,16.8,9.11,-0.18,77.0,37.010000000000005,92.4,28.3,28.2,16.0,1041.74,889.8,-174.9,8.59
1864.0,2677.0,2612.8,2700.6,160.19999999999982,0.4,0.1,29.97,132.3,124.575,41.639999999999986,331.06,368.16,360.01,372.7,31.25999999999999,1299.15,1326.08,1309.05,1294.82,14.82,68.72,154.84,2427.0,18.1,18.91,76.49,97.7,23.0,13.0,73.77,-0.01,47.9166107,-97.1242523,3.1,-0.1,16.8,9.03,0.8,78.0,37.010000000000005,92.3,28.2,28.2,16.0,1024.12,787.4,-174.6,8.75
1876.0,2694.0,2624.4,2712.3,154.9000000000001,0.4,0.1,29.97,132.3,124.575,41.670000000000016,331.13,368.18,360.05,372.8,31.61999999999989,1301.97,1326.04,1308.36,1294.42,14.74,68.47,154.98,2431.2,18.02,18.83,76.67,99.1,23.0,13.0,75.4,-0.01,47.9165802,-97.123703,3.1,0.01,16.8,9.12,0.13,79.0,36.849999999999994,92.3,28.2,28.2,16.0,1015.26,641.7,-174.4,8.87
1885.0,2696.0,2633.2,2721.1,147.0,0.4,0.1,29.97,132.3,124.575,41.629999999999995,331.2,368.18,360.09,372.83,31.49000000000001,1302.23,1325.82,1308.14,1294.33,14.75,68.59,155.08,2436.8,18.07,18.83,76.82,99.4,23.0,13.0,74.9,0.02,47.9165459,-97.12323,3.1,-0.03,16.8,8.71,0.03,79.0,36.9,92.5,28.2,28.2,16.0,764.77,578.7,-174.3,8.99
1895.0,2703.0,2643.1,2731.2,140.5999999999999,0.3,0.1,29.97,132.3,124.575,41.579999999999984,331.26,368.26,360.18,372.84,32.210000000000036,1301.43,1326.52,1307.02,1294.31,14.88,68.33,155.17,2437.0,18.12,18.78,77.02,98.3,23.0,12.0,74.29,0.01,47.9165115,-97.122673,3.1,-0.1,16.8,8.76,-0.67,78.0,36.900000000000006,92.5,28.2,28.2,16.0,562.94,570.9,-174.4,9.08
1904.0,2715.0,2651.9,2740.0,131.19999999999982,0.5,0.1,29.97,132.3,124.575,41.54000000000002,331.34,368.3,360.19,372.88,32.830000000000155,1300.94,1326.95,1306.26,1294.12,14.7,68.54,155.28,2434.0,18.2,18.7,77.31,96.4,23.0,12.0,73.76,-0.02,47.9164772,-97.122139,3.1,-0.11,16.8,8.48,1.14,78.0,36.9,92.6,28.3,28.2,16.0,555.94,531.5,-174.4,9.16
1914.0,2729.0,2659.6,2747.7,121.69999999999982,0.5,0.1,29.97,132.3,124.575,41.56999999999999,331.35,368.3,360.23,372.92,34.039999999999964,1300.35,1327.6,1305.11,1293.56,14.86,68.34,155.38,2440.1,18.3,18.65,77.66,95.6,23.0,12.0,75.15,-0.03,47.9164391,-97.1216125,3.1,-0.02,16.5,8.18,1.67,79.0,36.95,92.5,28.2,28.2,16.0,656.17,468.5,-174.5,9.2
1920.0,2738.0,2665.4,2753.5,110.69999999999982,0.4,0.1,29.97,132.3,124.575,41.50999999999999,331.39,368.28,360.25,372.9,35.330000000000155,1298.53,1328.42,1305.01,1293.09,14.68,68.0,155.48,2435.6,18.3,18.65,78.05,96.9,23.0,13.0,75.57,-0.03,47.9164047,-97.1210785,3.1,-0.09,16.5,8.65,2.4,80.0,36.95,92.6,28.2,28.2,16.0,649.9,366.1,-174.7,9.19
1923.0,2736.0,2668.1,2756.1,98.59999999999991,0.4,0.0,29.97,132.3,124.575,41.48000000000002,331.44,368.36,360.27,372.92,35.81000000000017,1297.15,1328.93,1305.46,1293.12,14.83,68.27,155.59,2440.3,18.4,18.63,78.2,100.0,23.0,13.0,75.75,0.03,47.9163666,-97.1205444,3.1,0.11,16.5,8.73,4.93,80.0,37.03,92.9,28.2,28.2,16.0,423.76,240.2,-174.8,9.17
1929.0,2734.0,2674.6,2762.6,89.5,0.4,0.1,29.97,132.3,124.575,41.38000000000005,331.59,368.43,360.43,372.97,36.25999999999999,1296.18,1329.58,1306.39,1293.32,14.93,68.72,155.72,2442.1,18.56,18.52,78.22,101.4,23.0,13.0,75.63,0.0,47.9163208,-97.1200104,3.1,0.09,16.5,8.2,3.02,80.0,37.08,94.4,28.3,28.2,16.0,173.87,378.0,-175.1,9.14
1936.0,2742.0,2681.4,2769.4,82.09999999999991,0.3,0.1,29.97,132.3,124.575,41.360000000000014,331.62,368.44,360.47,372.98,35.74000000000001,1295.81,1329.2,1306.88,1293.46,14.7,68.2,155.84,2440.1,18.71,18.47,78.36,102.4,23.0,12.0,75.45,-0.03,47.9162674,-97.1194763,3.1,-0.03,16.5,8.31,3.13,79.0,37.18,95.6,28.2,28.2,16.0,189.84,413.4,-175.3,9.12
1941.0,2752.0,2686.8,2774.9,74.30000000000018,0.3,0.1,29.97,132.3,124.575,41.370000000000005,331.69,368.46,360.47,373.06,35.430000000000064,1296.99,1328.94,1306.89,1293.51,14.91,68.56,155.94,2438.2,18.73,18.45,78.53,104.9,22.5,12.0,74.41,0.01,47.9162102,-97.1189423,3.1,-0.04,16.5,8.07,5.11,78.0,37.18,96.5,28.2,28.2,16.0,356.49,346.5,-175.5,9.11
1947.0,2755.0,2692.0,2780.1,67.79999999999973,0.3,0.1,29.97,132.3,124.575,41.35000000000002,331.69,368.47,360.53,373.04,35.37999999999988,1296.49,1328.81,1307.3,1293.43,14.64,68.21,156.02,2437.8,18.73,18.45,78.69,108.2,22.5,12.0,75.68,0.04,47.9161415,-97.1184082,3.1,0.04,16.2,8.47,1.4,80.0,37.18,97.6,28.2,28.2,14.0,339.43,311.0,-175.5,9.12
1953.0,2753.0,2698.4,2786.5,65.40000000000009,0.3,0.1,29.97,132.3,124.575,41.35000000000002,331.7,368.53,360.54,373.05,35.54000000000019,1296.21,1328.89,1307.57,1293.35,14.8,68.69,156.13,2448.9,18.73,18.45,78.76,108.8,23.0,12.0,74.11,0.05,47.9160614,-97.1178741,3.1,-0.02,16.2,9.57,1.72,78.0,37.18,98.7,28.3,28.2,15.0,165.52,370.1,-175.4,9.16
1960.0,2764.0,2705.8,2793.9,62.70000000000027,0.4,0.1,29.97,132.3,124.575,41.25,331.89,368.6,360.66,373.14,34.97000000000003,1295.75,1328.51,1308.64,1293.54,14.66,68.53,156.26,2438.6,18.71,18.45,78.63,105.4,22.5,12.0,74.22,-0.02,47.9159813,-97.1173553,3.1,0.1,16.2,10.01,-0.73,78.0,37.16,99.4,28.2,28.2,14.0,262.61,401.6,-175.2,9.22
1969.0,2782.0,2714.3,2802.3,62.30000000000018,0.3,0.1,29.97,132.3,124.575,41.22000000000003,331.9,368.6,360.73,373.12,35.00999999999999,1294.79,1328.78,1309.92,1293.77,14.73,67.76,156.37,2434.2,18.61,18.47,78.55,102.2,22.5,12.0,75.84,-0.06,47.915905,-97.1168213,3.1,-0.16,16.2,8.54,-0.51,80.0,37.08,99.1,28.2,28.2,14.0,556.35,488.2,-174.9,9.28
1976.0,2798.0,2720.9,2809.0,61.30000000000018,0.4,0.1,29.97,132.3,124.575,41.18000000000001,332.0,368.65,360.74,373.18,35.549999999999955,1297.0,1329.54,1311.32,1293.99,14.83,67.96,156.47,2431.7,18.4,18.6,78.69,102.6,22.5,12.0,76.97,-0.04,47.9158363,-97.1162949,3.1,0.06,16.2,9.96,-0.04,81.0,37.0,98.1,28.2,28.2,14.0,779.76,417.3,-174.7,9.3
1984.0,2798.0,2729.0,2817.1,63.59999999999991,0.3,0.1,29.97,132.3,124.575,41.19,332.04,368.71,360.86,373.23,35.23000000000002,1298.53,1329.56,1311.66,1294.33,14.66,68.46,156.57,2435.7,18.2,18.7,78.61,104.4,22.5,12.0,76.03,0.02,47.9157639,-97.1157608,3.1,0.17,16.2,9.92,1.43,80.0,36.9,97.7,28.2,28.2,14.0,589.21,472.4,-174.6,9.29
1994.0,2801.0,2739.3,2827.4,71.30000000000018,0.4,0.1,29.97,132.3,124.575,41.129999999999995,332.12,368.72,360.88,373.25,34.59999999999991,1297.57,1329.12,1310.71,1294.52,14.65,68.3,156.69,2444.8,18.2,18.63,78.36,104.4,22.5,12.0,76.43,0.01,47.915699,-97.1152267,3.1,0.05,16.2,9.8,1.42,81.0,36.83,97.9,28.3,28.2,14.0,388.58,590.6,-174.5,9.28
2006.0,2812.0,2750.9,2839.0,76.40000000000009,0.4,0.1,29.97,132.3,124.575,41.079999999999984,332.17,368.78,360.89,373.25,34.580000000000155,1297.68,1329.2,1309.85,1294.62,14.63,68.45,156.79,2444.7,18.35,18.5,78.14,103.3,22.5,12.0,75.77,0.01,47.9156189,-97.1146393,3.1,0.0,16.2,9.69,1.13,80.0,36.85,98.1,28.2,28.2,14.0,420.14,653.5,-174.4,9.26
2032.0,2837.0,2777.1,2865.2,95.79999999999973,0.4,0.0,29.97,132.3,124.575,40.95999999999998,332.31,368.85,361.02,373.27,34.92000000000007,1296.68,1329.23,1309.49,1294.31,14.7,68.14,156.92,2436.0,18.48,18.39,77.75,102.1,22.5,12.0,75.26,0.01,47.9154892,-97.1136551,3.1,-0.0,16.2,10.33,2.14,79.0,36.870000000000005,98.0,28.3,28.2,14.0,648.88,889.8,-174.4,9.19
2048.0,2855.0,2793.0,2881.1,106.19999999999982,0.4,0.1,29.97,132.3,124.575,40.89999999999998,332.38,368.85,361.02,373.28,34.47000000000003,1295.6,1328.8,1309.32,1294.33,14.73,67.86,157.0,2434.5,18.71,18.21,77.54,101.6,22.5,12.0,75.42,-0.05,47.9154243,-97.113121,3.1,-0.04,16.0,9.83,0.44,80.0,36.92,97.9,28.3,28.2,14.0,812.01,917.3,-174.4,9.12
2063.0,2872.0,2808.4,2896.4,116.30000000000018,0.3,0.1,29.97,132.3,124.575,40.829999999999984,332.44,368.91,361.09,373.27,34.91000000000008,1294.43,1328.9,1308.77,1293.99,14.75,68.04,157.1,2430.6,19.06,17.93,77.5,102.8,22.5,12.0,74.3,-0.01,47.9153595,-97.1126022,3.1,-0.07,16.0,9.36,-1.26,78.0,36.989999999999995,97.4,28.2,28.2,14.0,928.89,925.2,-174.5,9.03
2077.0,2883.0,2822.7,2910.8,124.30000000000018,0.3,0.1,29.97,132.3,124.575,40.870000000000005,332.48,368.98,361.15,373.35,35.67000000000007,1294.03,1329.38,1308.16,1293.71,14.83,67.74,157.18,2428.4,19.44,17.63,77.71,102.9,22.5,12.0,73.66,-0.01,47.9152946,-97.1120758,3.1,-0.06,16.0,9.2,-1.42,78.0,37.07,96.9,28.2,28.2,14.0,869.83,866.1,-174.6,8.93
2091.0,2896.0,2836.0,2924.1,130.19999999999982,0.4,0.1,29.97,132.3,124.575,40.80000000000001,332.58,368.99,361.16,373.38,35.73000000000002,1294.75,1328.92,1307.85,1293.19,14.88,68.21,157.27,2428.3,19.57,17.55,77.95,101.5,22.5,12.0,74.52,-0.02,47.9152336,-97.1115494,3.1,-0.01,16.0,9.5,-1.96,79.0,37.120000000000005,96.4,28.2,28.2,14.0,827.61,803.1,-174.6,8.83
2104.0,2909.0,2849.2,2937.3,135.0,0.4,0.1,29.97,132.3,124.575,40.79000000000002,332.59,368.99,361.18,373.38,34.88999999999987,1294.32,1327.78,1307.92,1292.89,14.69,68.14,157.36,2426.5,19.57,17.55,78.18,100.2,22.5,12.0,73.33,-0.02,47.9151764,-97.1110077,3.1,-0.03,16.0,9.27,-0.51,77.0,37.120000000000005,95.8,28.2,28.2,14.0,791.29,767.7,-174.6,8.73
2116.0,2921.0,2861.8,2949.9,140.9000000000001,0.4,0.1,29.97,132.3,124.575,40.68000000000001,332.71,369.1,361.27,373.39,35.549999999999955,1291.94,1327.49,1308.32,1292.71,14.69,67.91,157.46,2429.8,19.67,17.5,78.41,99.8,22.5,12.0,73.61,0.0,47.915123,-97.1104736,3.1,-0.06,16.0,8.82,0.93,78.0,37.17,95.5,28.2,28.2,14.0,776.33,744.1,-174.6,8.63
2127.0,2933.0,2872.0,2960.1,143.0,0.3,0.1,29.97,132.3,124.575,40.610000000000014,332.78,369.13,361.29,373.39,37.690000000000055,1289.97,1327.66,1307.76,1292.13,14.64,67.97,157.54,2427.2,19.75,17.44,78.82,98.8,22.5,12.0,72.22,-0.05,47.9150734,-97.1099472,3.1,0.03,16.0,8.11,0.83,76.0,37.19,95.3,28.2,28.2,14.0,743.57,641.7,-174.4,8.5
2137.0,2945.0,2882.2,2970.3,142.9000000000001,0.3,0.0,29.97,132.3,124.575,40.539999999999964,332.85,369.15,361.29,373.39,36.899999999999864,1290.38,1327.28,1308.07,1291.5,14.72,68.26,157.63,2426.8,19.82,17.39,79.5,99.0,22.5,12.0,72.98,-0.04,47.9150124,-97.1094055,3.1,-0.11,16.0,6.36,2.92,77.0,37.21,95.6,28.2,28.2,14.0,733.23,610.2,-174.2,8.37
2145.0,2956.0,2890.6,2978.7,139.69999999999982,0.4,0.1,29.97,132.3,124.575,40.52999999999997,332.86,369.23,361.33,373.39,35.86999999999989,1290.16,1326.03,1307.66,1290.45,14.57,67.77,157.74,2423.4,19.82,17.39,80.51,100.3,22.5,12.0,73.14,-0.0,47.9149551,-97.1088486,3.1,-0.02,16.0,5.65,4.91,77.0,37.21,95.9,28.2,28.2,14.0,709.26,515.7,-173.7,8.22
2152.0,2964.0,2897.6,2985.7,120.5,0.4,0.1,29.97,132.3,124.575,40.40999999999997,332.98,369.26,361.41,373.39,36.01999999999998,1290.07,1325.6,1306.84,1289.58,14.68,68.47,157.86,2429.8,19.75,17.5,81.7,101.1,22.5,12.0,75.81,-0.06,47.9148865,-97.1082687,3.1,-0.12,16.0,5.19,6.34,80.0,37.25,96.9,28.2,28.2,14.0,627.2,417.3,-173.1,8.06
2167.0,2970.0,2912.0,3000.1,119.0,0.3,0.1,29.97,132.3,124.575,40.26999999999998,333.12,369.32,361.43,373.39,36.49000000000001,1293.04,1325.52,1305.57,1289.03,14.8,68.87,158.05,2441.1,19.75,17.52,83.53,103.7,22.5,12.0,76.57,-0.03,47.9147415,-97.1071777,3.1,0.27,15.8,8.91,3.13,81.0,37.269999999999996,99.0,28.2,28.2,14.0,317.43,523.6,-171.6,7.78
2183.0,2985.0,2927.9,3016.0,119.59999999999991,0.4,0.1,29.97,132.3,124.575,40.26000000000005,333.21,369.4,361.43,373.47,36.76999999999998,1295.44,1325.99,1305.27,1289.22,14.6,69.12,158.18,2438.2,19.75,17.55,83.78,103.3,22.0,12.0,77.16,-0.04,47.9146614,-97.1066132,3.1,-0.09,15.8,8.71,-0.55,82.0,37.3,99.2,28.2,28.2,14.0,435.82,893.7,-170.8,7.65
2198.0,3009.0,2943.0,3031.1,120.29999999999973,0.4,0.1,29.97,132.3,124.575,40.18000000000001,333.27,369.4,361.44,373.45,35.97999999999979,1294.66,1325.86,1305.89,1289.88,14.56,68.33,158.31,2441.3,19.67,17.6,83.78,102.9,22.5,12.0,78.29,-0.04,47.9145737,-97.1060257,3.1,-0.02,15.8,9.42,1.31,83.0,37.27,99.1,28.2,28.2,14.0,762.87,878.0,-169.8,7.53
2210.0,3024.0,2955.1,3043.2,119.09999999999991,0.4,0.1,29.97,132.3,124.575,40.16999999999996,333.35,369.51,361.51,373.52,35.57999999999993,1292.56,1325.87,1307.22,1290.29,14.56,68.73,158.44,2447.3,19.57,17.66,83.53,102.9,22.5,12.0,80.79,-0.05,47.9145012,-97.1055145,3.1,0.02,15.8,9.72,-0.47,85.0,37.230000000000004,98.8,28.2,28.2,14.0,914.92,826.8,-168.8,7.4
2224.0,3033.0,2969.3,3057.3,120.0,0.3,0.1,29.97,132.3,124.575,40.06,333.41,369.54,361.56,373.47,36.63000000000011,1292.62,1327.23,1308.88,1290.6,14.59,68.68,158.56,2451.3,19.47,17.66,83.08,103.4,22.5,12.0,78.34,-0.03,47.9144249,-97.1049576,3.1,-0.06,15.5,9.57,-0.62,83.0,37.129999999999995,98.4,28.2,28.2,14.0,854.8,846.5,-168.0,7.29
2238.0,3050.0,2983.1,3071.2,121.29999999999973,0.4,0.1,29.97,132.3,124.575,40.00999999999999,333.51,369.56,361.57,373.52,37.450000000000045,1293.81,1328.26,1308.5,1290.81,14.56,68.58,158.68,2440.0,19.42,17.63,82.9,103.4,22.5,12.0,77.99,-0.02,47.9143486,-97.1043701,3.1,-0.07,15.5,9.49,0.21,82.0,37.05,97.8,28.3,28.2,14.0,864.96,771.7,-167.3,7.19
2248.0,3060.0,2993.8,3081.9,121.80000000000018,0.4,0.1,29.97,132.3,124.575,39.95999999999998,333.57,369.66,361.57,373.53,38.00999999999999,1293.0,1328.92,1307.87,1290.91,14.63,68.24,158.8,2435.4,19.42,17.63,82.77,103.2,22.5,12.0,77.06,-0.01,47.9142761,-97.1038132,3.1,0.01,15.5,9.23,0.88,81.0,37.05,97.4,28.2,28.2,14.0,801.66,665.4,-166.5,7.11
2260.0,3070.0,3005.3,3093.4,123.09999999999991,0.4,0.1,29.97,132.3,124.575,39.839999999999975,333.69,369.68,361.57,373.53,37.6099999999999,1293.69,1328.75,1308.26,1291.14,14.61,68.4,158.92,2442.2,19.39,17.58,82.61,102.1,22.0,12.0,78.08,-0.06,47.9142036,-97.1032486,3.1,-0.02,15.5,8.81,0.99,83.0,36.97,97.4,28.2,28.2,14.0,701.96,681.1,-165.8,7.04
2272.0,3085.0,3016.9,3105.0,126.30000000000018,0.3,0.1,29.97,132.3,124.575,39.77999999999997,333.75,369.78,361.6,373.53,37.440000000000055,1293.37,1328.67,1308.23,1291.23,14.72,68.96,159.03,2441.7,19.34,17.55,82.56,102.2,22.5,12.0,78.43,-0.04,47.9141388,-97.1026917,3.1,-0.01,15.5,9.12,0.92,83.0,36.89,97.0,28.2,28.2,14.0,745.78,685.0,-165.1,6.99
2283.0,3095.0,3028.8,3116.9,131.20000000000027,0.4,0.1,29.97,132.3,124.575,39.65999999999997,333.87,369.81,361.6,373.53,37.6400000000001,1292.22,1329.13,1307.78,1291.49,14.6,68.68,159.14,2444.8,19.34,17.5,82.38,103.0,22.5,12.0,79.85,-0.02,47.9140701,-97.1021271,3.1,0.05,15.5,9.54,0.82,84.0,36.84,96.8,28.3,28.2,14.0,729.6,708.7,-164.6,6.95
2297.0,3105.0,3042.5,3130.6,130.5,0.3,0.1,29.97,132.3,124.575,39.599999999999966,333.93,369.92,361.61,373.53,37.86999999999989,1294.71,1329.07,1307.35,1291.2,14.58,68.34,159.27,2451.4,19.42,17.42,82.03,102.7,22.5,12.0,78.15,-0.04,47.9140091,-97.1015778,3.1,0.01,15.5,10.26,-0.13,83.0,36.84,96.6,28.2,28.2,14.0,670.05,803.1,-164.3,6.92
2310.0,3119.0,3055.4,3143.5,127.5,0.4,0.1,29.97,132.3,124.575,39.549999999999955,333.98,369.95,361.63,373.53,37.63000000000011,1294.93,1328.68,1306.85,1291.05,14.6,68.58,159.4,2438.4,19.6,17.39,81.6,102.4,22.5,12.0,77.67,-0.03,47.9139481,-97.1010132,3.1,0.06,15.2,11.28,0.26,82.0,36.99,96.2,28.2,28.2,14.0,697.68,807.1,-164.0,6.92
2328.0,3133.0,3073.0,3161.0,129.9000000000001,0.3,0.1,29.97,132.3,124.575,39.44,334.09,370.01,361.63,373.53,37.11999999999989,1295.38,1328.11,1307.26,1290.99,14.63,68.94,159.51,2433.3,19.77,17.39,80.67,102.2,22.0,12.0,77.52,-0.02,47.913887,-97.1004028,3.1,0.02,15.2,11.47,0.2,82.0,37.16,95.8,28.2,28.2,14.0,744.48,933.1,-163.9,6.93
2358.0,3163.0,3102.9,3191.0,147.80000000000018,0.4,0.1,29.97,132.3,124.575,39.27999999999997,334.25,370.14,361.62,373.53,35.460000000000036,1295.85,1326.2,1307.51,1290.74,14.51,68.3,159.72,2436.3,19.8,17.39,79.37,100.0,22.5,12.0,76.3,-0.02,47.9137878,-97.0993805,3.1,0.02,15.2,11.2,-2.45,81.0,37.19,95.2,28.2,28.2,14.0,878.22,937.0,-164.0,6.99
2373.0,3176.0,3117.9,3206.0,148.69999999999982,0.4,0.1,29.97,132.3,124.575,39.19,334.34,370.22,361.65,373.53,33.799999999999955,1293.79,1324.59,1306.58,1290.79,14.67,67.94,159.82,2427.5,19.8,17.39,79.0,99.2,22.5,12.0,73.64,-0.04,47.9137421,-97.0988541,3.1,-0.06,15.2,10.15,0.26,78.0,37.19,94.3,28.2,28.2,14.0,862.83,909.4,-164.2,7.02
2387.0,3192.0,3131.9,3220.0,148.80000000000018,0.4,0.1,29.97,132.3,124.575,39.139999999999986,334.39,370.23,361.63,373.53,32.909999999999854,1291.71,1323.36,1305.36,1290.45,14.69,68.47,159.92,2423.8,19.85,17.39,78.82,98.8,22.5,12.0,74.36,-0.03,47.9137001,-97.0983124,3.1,-0.01,15.2,11.01,3.48,79.0,37.24,94.0,28.2,28.2,14.0,882.71,846.5,-164.4,7.04
2400.0,3206.0,3145.8,3233.9,152.0,0.3,0.0,29.97,132.3,124.575,39.00999999999999,334.48,370.33,361.62,373.49,32.819999999999936,1289.47,1322.29,1304.22,1289.83,14.57,68.01,160.01,2423.6,19.85,17.39,78.45,98.8,22.5,12.0,73.48,-0.04,47.9136505,-97.0977783,3.1,-0.06,15.2,11.18,3.03,78.0,37.24,94.1,28.2,28.2,14.0,883.28,830.7,-164.7,7.05
2418.0,3220.0,3159.9,3248.0,154.5999999999999,0.3,0.1,29.97,132.3,124.575,38.94,334.58,370.36,361.6,373.52,35.07999999999993,1286.73,1321.81,1302.57,1289.07,14.5,68.22,160.11,2418.7,19.72,17.44,78.03,99.8,22.5,12.0,73.65,-0.06,47.9136009,-97.097229,3.1,-0.1,15.2,10.99,2.55,78.0,37.16,94.3,28.3,28.2,14.0,864.88,807.1,-164.9,7.06
2429.0,3229.0,3170.9,3259.0,154.0,0.4,0.1,29.97,132.3,124.575,38.81999999999999,334.64,370.43,361.57,373.46,34.23000000000002,1286.78,1321.01,1301.33,1288.49,14.55,68.28,160.22,2414.8,19.7,17.44,77.73,100.0,22.0,12.0,71.72,-0.01,47.9135513,-97.0967102,3.1,-0.08,15.2,10.55,5.43,76.0,37.14,94.8,28.2,28.2,14.0,780.85,696.9,-165.1,7.07
2438.0,3242.0,3180.7,3268.8,151.9000000000001,0.3,0.1,29.97,132.3,124.575,38.75,334.68,370.49,361.57,373.43,32.48000000000002,1287.17,1319.65,1300.04,1287.56,14.62,67.91,160.31,2415.4,19.75,17.34,77.5,99.3,22.0,12.0,72.56,-0.04,47.9134979,-97.0961914,3.1,-0.06,15.2,9.91,3.65,77.0,37.09,95.5,28.2,28.2,14.0,733.76,594.5,-165.2,7.08
2446.0,3252.0,3188.7,3276.8,146.20000000000027,0.3,0.1,29.97,132.3,124.575,38.64000000000004,334.77,370.54,361.57,373.41,32.20999999999981,1287.46,1318.86,1299.99,1286.65,14.63,68.17,160.38,2414.5,19.75,17.28,77.54,99.4,22.5,12.0,72.24,-0.04,47.9134369,-97.0956421,3.1,-0.04,15.0,8.9,0.63,77.0,37.03,95.8,28.2,28.2,14.0,693.38,480.3,-165.3,7.07
2453.0,3257.0,3195.4,3283.5,140.0,0.4,0.1,29.97,132.3,124.575,38.56999999999999,334.83,370.61,361.57,373.4,31.950000000000045,1288.07,1317.47,1300.26,1285.52,14.62,68.69,160.47,2422.8,19.75,17.28,77.95,99.3,22.5,12.0,71.97,-0.03,47.9133873,-97.0951614,3.1,-0.05,15.0,8.36,-1.7,76.0,37.03,95.6,28.3,28.2,14.0,559.56,448.8,-165.4,7.05
2461.0,3264.0,3203.5,3291.6,130.5999999999999,0.4,0.1,29.97,132.3,124.575,38.49000000000001,334.9,370.64,361.57,373.39,31.50999999999999,1287.12,1316.03,1299.97,1284.52,14.51,68.74,160.59,2419.8,19.8,17.12,78.55,98.0,22.5,12.0,72.73,-0.04,47.9133377,-97.0945969,3.1,0.05,15.0,8.88,-2.34,77.0,36.92,94.8,28.2,28.2,14.0,484.05,452.8,-165.4,7.01
2471.0,3275.0,3213.2,3301.3,110.30000000000018,0.3,0.1,29.97,132.3,124.575,38.39999999999998,335.06,370.75,361.6,373.46,31.62999999999988,1287.78,1315.37,1298.64,1283.74,14.55,68.69,160.68,2425.1,19.77,17.04,78.92,96.7,22.5,12.0,75.39,-0.04,47.9132919,-97.0940323,3.1,0.03,15.0,9.4,-1.44,80.0,36.81,93.7,28.2,28.2,14.0,511.1,543.3,-165.3,6.96
2481.0,3283.0,3222.9,3311.0,105.0,0.3,0.0,29.97,132.3,124.575,38.339999999999975,335.1,370.81,361.59,373.44,32.210000000000036,1288.59,1315.7,1298.41,1283.49,14.63,68.05,160.77,2420.0,19.85,16.82,79.1,95.1,22.5,12.0,73.04,-0.04,47.9132576,-97.0934982,3.0,0.0,15.0,9.71,-3.93,78.0,36.67,92.8,28.2,28.2,14.0,512.36,586.6,-165.4,6.88
2490.0,3293.0,3232.4,3320.5,100.5,0.3,0.1,29.97,132.3,124.575,38.30000000000001,335.18,370.86,361.54,373.48,32.419999999999845,1290.15,1315.82,1299.2,1283.4,14.49,67.55,160.87,2417.4,19.85,16.64,79.33,93.1,22.5,12.0,73.56,-0.05,47.9132271,-97.0929489,3.0,-0.07,15.0,9.43,-5.38,78.0,36.49,91.5,28.3,28.2,14.0,535.75,574.8,-165.3,6.79
2505.0,3306.0,3247.1,3335.2,101.29999999999973,0.4,0.1,29.97,132.3,124.575,38.19,335.2,370.91,361.46,373.39,31.590000000000146,1287.64,1314.91,1298.42,1283.32,14.7,68.64,161.05,2421.8,19.77,16.58,79.83,95.5,22.5,12.0,74.17,0.05,47.9131927,-97.0918732,3.0,-0.09,14.8,9.37,1.49,79.0,36.349999999999994,89.5,28.2,28.2,14.0,479.75,429.1,-164.9,6.57
2510.0,3309.0,3252.7,3340.8,92.80000000000018,0.3,0.1,29.97,132.3,124.575,37.99000000000001,335.4,371.0,361.51,373.39,31.769999999999982,1287.19,1315.77,1297.33,1284.0,14.59,67.94,161.12,2420.3,19.82,16.39,79.89,94.7,22.5,12.0,72.74,-0.02,47.9131699,-97.0913239,3.0,0.05,14.8,9.55,0.31,77.0,36.21,89.7,28.2,28.2,14.0,333.94,362.2,-164.6,6.47
2517.0,3318.0,3259.8,3347.9,88.90000000000009,0.4,0.1,29.97,132.3,124.575,37.95999999999998,335.41,370.97,361.5,373.37,32.789999999999964,1287.97,1316.61,1297.09,1283.82,14.64,68.3,161.2,2424.8,19.87,16.31,79.99,93.8,22.5,12.0,73.6,-0.05,47.9131508,-97.0907745,3.0,0.03,14.8,10.03,1.85,78.0,36.18,89.8,28.2,28.2,14.0,372.33,413.4,-164.2,6.39
