#AltAGL,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,amp2,BaroA,COM1,COM2,E1 CHT Variance,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT Variance,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,volt2,VPLwas,VSpd,VSpdG,WndDr,WndSpd
#ft agl,ft Baro,ft wgs,ft msl,ft msl,amps,amps,inch,MHz,MHz,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,gph,psi,deg F,rpm,gals,gals,kt,deg,mt,mt,kt,G,degrees,degrees,deg,G,deg C,deg,deg,kt,gals,deg,volts,volts,mt,fpm,fpm,deg,kt
1313.0,2190.0,2106.4,2195.3,150.4000000000001,0.2,0.0,29.97,122.7,124.575,55.710000000000036,307.7,357.18,350.21,363.41,39.99000000000001,1293.9,1333.89,1318.31,1300.49,14.89,67.29,164.14,2427.4,15.85,16.04,71.92,249.3,12.5,10.0,74.63,0.02,47.8065147,-96.6241684,2.7,0.2,18.0,8.95,10.37,78.0,31.89,253.1,28.2,28.2,15.0,1039.15,913.4,-174.9,13.29
1331.0,2196.0,2124.6,2213.5,164.80000000000018,0.3,0.1,29.97,122.7,124.575,55.56,308.15,357.55,350.41,363.71,40.319999999999936,1293.72,1334.04,1317.74,1300.21,14.87,67.61,164.23,2448.4,15.94,16.15,72.68,249.0,12.5,10.0,78.07,-0.05,47.8064461,-96.624649,2.7,-0.19,18.0,9.56,8.76,81.0,32.089999999999996,255.7,28.2,28.2,15.0,788.64,1066.9,-175.4,13.37
1352.0,2221.0,2142.7,2231.6,174.0,0.3,0.1,29.97,122.7,124.575,55.339999999999975,308.68,357.91,350.71,364.02,41.19999999999982,1293.64,1334.84,1318.03,1299.92,15.16,67.74,164.33,2451.7,15.94,16.02,72.78,249.6,12.5,10.0,79.82,-0.05,47.8063812,-96.6251678,2.7,0.15,18.0,10.82,4.02,83.0,31.96,257.1,28.2,28.2,15.0,932.52,1047.2,-175.7,13.4
1373.0,2239.0,2163.9,2252.9,181.5,0.4,0.1,29.97,122.7,124.575,55.160000000000025,309.03,358.16,350.86,364.19,41.039999999999964,1294.17,1335.21,1318.36,1300.46,15.06,67.56,164.43,2453.6,15.94,16.07,72.25,251.6,12.5,10.0,79.91,0.02,47.8063278,-96.6256561,2.7,-0.03,18.0,10.12,2.1,84.0,32.01,257.7,28.2,28.2,16.0,1033.42,1224.4,-175.7,13.42
1391.0,2253.0,2181.4,2270.3,180.5,0.3,0.0,29.97,122.7,124.575,55.04000000000002,309.46,358.46,351.09,364.5,39.419999999999845,1295.92,1335.34,1319.91,1301.31,15.03,67.57,164.48,2454.1,16.02,16.07,71.9,248.9,12.5,10.0,78.05,-0.05,47.8062782,-96.6261215,2.7,-0.1,17.8,11.78,2.43,82.0,32.09,258.2,28.2,28.2,15.0,1005.3,1149.6,-175.4,13.43
1409.0,2275.0,2199.3,2288.2,178.0999999999999,0.3,0.0,29.97,122.7,124.575,54.789999999999964,309.99,358.83,351.38,364.78,39.460000000000036,1296.24,1335.7,1322.29,1302.07,14.86,67.27,164.56,2441.2,15.97,15.99,71.42,246.2,12.5,10.0,74.4,-0.1,47.806221,-96.6266327,2.7,0.0,17.8,13.07,6.44,78.0,31.96,258.7,28.2,28.2,15.0,1071.07,1023.6,-174.9,13.44
1425.0,2297.0,2215.6,2304.5,175.0,0.3,0.1,29.97,122.7,124.575,54.589999999999975,310.41,359.11,351.6,365.0,41.00999999999999,1295.21,1336.22,1323.04,1302.28,14.82,67.46,164.64,2435.7,15.82,16.07,70.62,246.9,12.5,10.0,76.33,-0.08,47.806179,-96.6270905,2.7,-0.03,18.0,11.93,3.96,80.0,31.89,259.0,28.2,28.2,15.0,1197.95,1019.7,-174.5,13.47
1446.0,2311.0,2233.0,2321.9,175.20000000000027,0.3,0.1,29.97,122.7,124.575,54.370000000000005,310.88,359.38,351.81,365.25,40.63999999999987,1295.4,1336.04,1322.65,1302.37,14.94,67.52,164.71,2434.1,15.7,16.18,69.98,249.2,12.5,10.0,74.66,0.01,47.8061256,-96.6275864,2.7,-0.07,17.8,11.16,2.15,78.0,31.88,259.3,28.2,28.2,15.0,1103.73,996.1,-174.0,13.53
1462.0,2324.0,2249.0,2337.9,173.5,0.3,0.0,29.97,122.7,124.575,54.110000000000014,311.33,359.73,352.02,365.44,39.850000000000136,1296.1,1335.95,1321.93,1302.42,14.98,67.18,164.77,2429.5,15.44,16.64,69.76,247.7,12.5,10.0,74.13,-0.06,47.8060837,-96.6280823,2.7,0.02,17.8,10.9,2.97,77.0,32.08,259.3,28.2,28.2,15.0,932.65,944.9,-173.4,13.61
1480.0,2345.0,2266.3,2355.2,174.69999999999982,0.3,0.0,29.97,122.7,124.575,53.94999999999999,311.75,360.0,352.2,365.7,40.88000000000011,1295.1,1335.98,1320.64,1302.01,14.82,67.34,164.82,2429.0,15.44,16.64,69.51,246.3,12.5,10.0,73.2,-0.14,47.8060341,-96.62854,2.7,0.11,17.8,10.47,3.3,77.0,32.08,258.8,28.2,28.2,15.0,1006.37,1031.5,-172.9,13.69
1509.0,2378.0,2299.7,2388.6,193.29999999999973,0.4,0.1,29.97,122.7,124.575,53.620000000000005,312.59,360.51,352.59,366.21,43.38999999999987,1291.13,1334.52,1318.05,1301.22,14.97,67.35,165.0,2432.7,15.1,16.82,69.2,251.0,12.5,10.0,74.51,-0.07,47.8059464,-96.6294556,2.7,0.11,17.8,13.19,8.44,78.0,31.92,259.1,28.2,28.2,15.0,1055.89,929.1,-171.8,13.9
1523.0,2392.0,2313.3,2402.2,188.69999999999982,0.3,0.1,29.97,122.7,124.575,53.44,312.99,360.78,352.79,366.43,43.17000000000007,1291.1,1334.27,1317.7,1300.9,14.93,67.3,165.07,2429.8,15.15,17.01,68.83,252.0,12.5,10.0,74.6,-0.07,47.8059044,-96.6299133,2.7,-0.14,17.8,9.98,6.46,78.0,32.160000000000004,260.2,28.2,28.2,15.0,963.39,850.4,-171.1,13.99
1534.0,2405.0,2324.2,2413.2,181.5999999999999,0.3,0.0,29.97,122.7,124.575,53.25999999999999,313.44,361.04,352.99,366.7,43.430000000000064,1290.85,1334.28,1316.11,1300.81,14.87,66.67,165.14,2431.4,15.36,16.96,69.01,251.7,12.5,10.0,73.71,-0.05,47.8058701,-96.6303787,2.7,-0.1,17.8,9.17,7.76,77.0,32.32,261.0,28.2,28.2,15.0,887.98,673.2,-170.4,14.07
1538.0,2414.0,2331.7,2420.6,167.69999999999982,0.3,0.1,29.97,122.7,124.575,53.079999999999984,313.85,361.29,353.16,366.93,43.40000000000009,1290.78,1334.18,1315.16,1300.6,15.04,67.09,165.25,2422.0,15.46,16.77,69.75,249.7,12.5,10.0,71.85,-0.11,47.8058395,-96.6308594,2.7,0.01,17.8,8.32,3.9,75.0,32.230000000000004,261.9,28.2,28.2,15.0,756.75,484.3,-169.6,14.13
1547.0,2425.0,2340.1,2429.0,158.69999999999982,0.3,0.1,29.97,122.7,124.575,52.879999999999995,314.3,361.57,353.32,367.18,44.72000000000003,1288.92,1333.64,1315.36,1300.28,15.07,67.13,165.34,2422.3,15.46,16.66,70.74,248.1,12.5,10.0,73.27,-0.12,47.805809,-96.6313629,2.7,-0.12,17.8,6.44,7.87,77.0,32.120000000000005,261.8,28.2,28.2,15.0,675.04,476.4,-168.9,14.2
1554.0,2435.0,2344.4,2433.3,145.10000000000036,0.3,0.0,29.97,122.7,124.575,52.74000000000001,314.68,361.83,353.5,367.42,44.850000000000136,1287.33,1332.18,1315.0,1299.87,14.84,66.51,165.41,2418.5,15.63,16.66,71.98,251.7,12.5,10.0,74.46,-0.06,47.8057785,-96.6318588,2.7,-0.07,17.8,6.68,11.23,78.0,32.29,261.9,28.2,28.2,15.0,656.4,362.2,-168.3,14.28
1558.0,2433.0,2348.9,2437.8,133.30000000000018,0.2,0.0,29.97,122.7,124.575,52.56,315.1,362.11,353.71,367.66,43.55000000000018,1288.09,1331.64,1314.7,1299.63,14.85,67.21,165.49,2425.1,15.89,16.39,73.48,257.6,12.5,10.0,74.73,-0.01,47.805748,-96.6323547,2.7,0.07,17.5,6.54,8.64,78.0,32.28,263.1,28.2,28.2,15.0,430.31,267.7,-167.8,14.37
1564.0,2427.0,2354.4,2443.3,121.40000000000009,0.3,0.0,29.97,122.7,124.575,52.39999999999998,315.47,362.37,353.87,367.87,42.36999999999989,1289.45,1331.82,1313.82,1299.5,14.84,66.87,165.57,2439.1,16.12,16.02,75.01,261.9,12.0,10.0,75.47,0.0,47.8057327,-96.6328735,2.7,-0.02,17.5,6.43,3.83,79.0,32.14,264.8,28.2,28.2,15.0,101.35,299.2,-167.3,14.41
1569.0,2424.0,2359.3,2448.3,110.40000000000009,0.3,0.1,29.97,122.7,124.575,52.20999999999998,315.87,362.63,354.04,368.08,43.070000000000164,1289.81,1332.88,1314.05,1299.39,14.82,67.57,165.66,2444.0,16.12,15.75,76.24,264.9,12.5,10.0,74.61,0.04,47.8057251,-96.6334,2.7,-0.06,17.5,6.28,3.14,78.0,31.87,266.1,28.2,28.2,15.0,-77.08,295.3,-166.8,14.39
1573.0,2426.0,2363.5,2452.4,97.20000000000027,0.3,0.0,29.97,122.7,124.575,52.0,316.3,362.9,354.23,368.3,41.75,1290.99,1332.74,1315.19,1299.24,14.99,67.23,165.75,2444.5,15.94,15.67,77.29,266.3,12.5,10.0,75.49,0.06,47.8057251,-96.6339645,2.7,0.01,17.5,6.48,1.01,79.0,31.61,267.4,28.2,28.2,15.0,-62.66,248.0,-166.3,14.27
1584.0,2431.0,2374.9,2463.8,75.20000000000027,0.3,0.1,29.97,122.7,124.575,51.660000000000025,317.07,363.37,354.59,368.73,39.549999999999955,1293.77,1333.32,1316.03,1299.3,14.83,67.55,165.9,2450.6,15.77,15.89,78.75,265.7,12.5,10.0,75.74,0.03,47.8057442,-96.6350403,2.7,-0.04,17.5,7.73,0.41,79.0,31.66,269.0,28.2,28.2,15.0,70.85,358.3,-165.3,13.81
1594.0,2455.0,2384.7,2473.6,71.40000000000009,0.3,0.1,29.97,122.7,124.575,51.34000000000003,317.84,363.88,354.95,369.18,40.340000000000146,1293.83,1334.17,1316.28,1299.84,14.87,67.45,166.12,2458.1,14.81,16.31,79.56,266.4,12.0,10.0,77.61,-0.01,47.8057823,-96.6361237,2.7,-0.03,17.2,7.2,1.38,81.0,31.119999999999997,270.4,28.2,28.2,15.0,489.85,287.4,-164.4,13.16
1598.0,2458.0,2388.2,2477.1,63.90000000000009,0.3,0.0,29.97,122.7,124.575,51.150000000000034,318.21,364.11,355.13,369.36,40.50999999999999,1294.13,1334.64,1316.0,1299.87,14.97,67.66,166.22,2458.1,14.06,17.04,80.03,269.1,12.5,10.0,78.46,0.04,47.8058052,-96.6366806,2.7,0.04,17.2,7.5,1.01,82.0,31.1,271.1,28.2,28.2,15.0,457.98,228.3,-164.0,12.81
1602.0,2456.0,2392.4,2481.3,60.70000000000027,0.3,0.0,29.97,122.7,124.575,50.99000000000001,318.58,364.33,355.28,369.57,38.97000000000003,1295.84,1334.81,1316.71,1299.94,14.9,67.88,166.34,2457.8,13.33,17.87,80.49,269.9,12.5,10.0,77.4,0.04,47.8058319,-96.6372299,2.7,-0.07,17.2,7.88,-1.58,81.0,31.200000000000003,271.7,28.2,28.2,15.0,254.31,248.0,-163.6,12.44
1607.0,2455.0,2397.5,2486.4,57.40000000000009,0.3,0.1,29.97,122.7,124.575,50.84000000000003,318.95,364.59,355.48,369.79,37.289999999999964,1297.4,1334.69,1317.72,1300.19,14.97,67.61,166.48,2453.9,12.67,19.22,80.83,268.6,12.5,10.0,75.77,0.01,47.8058701,-96.6378174,2.7,0.14,17.2,9.55,0.81,79.0,31.89,272.3,28.2,28.2,15.0,79.87,291.3,-163.2,12.03
1626.0,2487.0,2416.4,2505.3,72.0,0.3,0.0,29.97,122.7,124.575,50.55000000000001,319.63,365.07,355.82,370.18,39.76999999999998,1294.17,1333.94,1320.23,1300.79,14.91,67.32,166.7,2455.0,12.06,19.22,80.14,269.0,12.5,10.0,78.7,0.03,47.8059387,-96.6388855,2.7,0.03,17.0,10.26,2.33,83.0,31.28,273.0,28.2,28.2,15.0,590.33,618.1,-162.6,11.2
1636.0,2495.0,2426.7,2515.7,77.89999999999964,0.3,0.0,29.97,122.7,124.575,50.360000000000014,319.99,365.28,355.97,370.35,40.52999999999997,1293.67,1334.2,1320.37,1301.08,14.88,67.16,166.78,2453.2,11.79,19.82,79.81,270.6,12.5,10.0,77.54,0.03,47.8059731,-96.6394272,2.7,-0.17,17.0,7.77,3.02,81.0,31.61,273.7,28.2,28.2,15.0,627.07,610.2,-162.4,10.8
1641.0,2502.0,2431.7,2520.6,77.29999999999973,0.4,0.1,29.97,122.7,124.575,50.19,320.34,365.45,356.1,370.53,40.23000000000002,1294.75,1334.98,1320.03,1301.13,14.97,67.84,166.87,2455.5,11.72,20.07,80.11,270.8,12.0,10.0,77.81,0.02,47.8060188,-96.6399536,2.7,-0.05,17.0,7.5,2.32,82.0,31.79,274.5,28.2,28.2,15.0,593.19,370.1,-162.1,10.4
1645.0,2507.0,2435.5,2524.4,76.09999999999991,0.3,0.1,29.97,122.7,124.575,50.06999999999999,320.64,365.68,356.27,370.71,40.52999999999997,1295.21,1335.74,1319.86,1300.68,14.82,67.32,166.95,2451.5,11.7,20.12,80.59,270.7,12.0,10.0,77.67,-0.0,47.8060722,-96.6404953,2.7,-0.12,17.0,6.69,0.16,82.0,31.82,274.9,28.2,28.2,15.0,478.11,248.0,-161.8,10.01
1647.0,2514.0,2437.2,2526.1,73.69999999999982,0.3,0.0,29.97,122.7,124.575,49.90999999999997,320.97,365.88,356.42,370.88,38.51999999999998,1297.38,1335.9,1319.23,1299.88,14.89,67.2,167.0,2458.3,11.79,20.07,81.21,270.1,12.0,10.0,79.0,-0.0,47.8061218,-96.6410522,2.7,-0.05,17.0,5.73,1.52,83.0,31.86,275.2,28.2,28.2,15.0,438.32,118.1,-161.6,9.64
1647.0,2518.0,2437.0,2526.0,62.19999999999982,0.3,0.0,29.97,122.7,124.575,49.81,321.26,366.08,356.56,371.07,37.6400000000001,1297.6,1335.24,1318.88,1299.71,15.03,67.06,167.05,2457.5,11.79,19.97,82.07,269.6,12.0,10.0,79.48,-0.02,47.8061752,-96.6415939,2.7,-0.06,17.0,4.82,2.12,83.0,31.759999999999998,275.5,28.2,28.2,15.0,361.74,7.9,-161.3,9.29
1644.0,2522.0,2434.9,2523.8,50.20000000000027,0.3,0.1,29.97,122.7,124.575,49.629999999999995,321.6,366.29,356.72,371.23,37.87999999999988,1298.22,1336.1,1319.31,1299.74,14.74,66.97,167.13,2461.9,11.96,19.97,83.08,270.7,12.0,10.0,82.66,0.01,47.8062325,-96.6421814,2.7,-0.04,16.8,3.9,1.49,87.0,31.93,275.4,28.2,28.2,14.0,316.2,-102.4,-161.1,8.98
1641.0,2518.0,2431.7,2520.7,43.59999999999991,0.3,0.1,29.97,122.7,124.575,49.51999999999998,321.91,366.47,356.86,371.43,38.48000000000002,1298.87,1337.35,1319.35,1300.03,14.92,67.55,167.2,2481.3,12.27,19.82,84.32,269.5,12.0,10.0,82.64,-0.03,47.8062859,-96.642746,2.7,0.08,16.8,3.63,-1.3,87.0,32.09,275.7,28.2,28.2,15.0,127.98,-165.4,-160.8,8.7
1638.0,2520.0,2429.1,2518.0,36.69999999999982,0.3,0.0,29.97,122.7,124.575,49.40999999999997,322.16,366.66,356.99,371.57,38.75,1299.14,1337.89,1319.68,1300.58,14.83,67.81,167.27,2473.9,12.48,19.53,85.61,266.1,12.0,10.0,84.54,-0.07,47.8063431,-96.6433334,2.7,-0.01,16.8,3.27,-2.13,89.0,32.010000000000005,275.0,28.2,28.2,15.0,63.66,-161.4,-160.5,8.45
1635.0,2524.0,2426.1,2515.0,28.59999999999991,0.3,0.0,29.97,122.7,124.575,49.26999999999998,322.48,366.85,357.09,371.75,39.909999999999854,1298.43,1338.34,1320.63,1301.3,14.8,67.95,167.34,2483.0,12.48,19.4,86.71,264.8,12.0,10.0,86.4,-0.08,47.806385,-96.6439209,2.7,0.02,16.8,3.69,1.0,91.0,31.88,273.7,28.2,28.2,15.0,119.76,-173.2,-160.2,8.27
1634.0,2521.0,2424.3,2513.2,7.899999999999636,0.3,0.1,29.97,122.7,124.575,49.139999999999986,322.76,367.04,357.22,371.9,41.27999999999997,1297.03,1338.31,1321.58,1302.33,14.9,67.84,167.42,2492.6,12.64,19.22,87.57,267.4,12.0,10.0,88.61,-0.01,47.8064232,-96.6445312,2.7,0.04,16.8,4.25,-0.65,93.0,31.86,272.8,28.2,28.2,15.0,50.64,-118.1,-159.9,8.15
1633.0,2515.0,2424.0,2513.0,-2.699999999999818,0.3,0.1,29.97,122.7,124.575,49.03000000000003,323.01,367.19,357.35,372.04,41.25999999999999,1297.71,1338.97,1322.42,1303.59,14.86,67.58,167.51,2495.9,13.04,18.86,88.31,268.1,12.0,10.0,88.7,0.03,47.8064613,-96.645134,2.7,0.2,16.5,5.14,-3.09,93.0,31.9,272.2,28.2,28.2,15.0,-104.02,-39.4,-159.6,8.07
1637.0,2511.0,2428.0,2516.9,-3.699999999999818,0.3,0.0,29.97,122.7,124.575,48.89000000000004,323.28,367.35,357.47,372.17,40.12999999999988,1299.72,1339.85,1322.98,1304.66,14.96,68.06,167.56,2493.9,13.38,18.86,89.03,265.1,12.0,10.0,87.28,-0.03,47.8064842,-96.6457367,2.7,0.03,16.5,4.13,-1.03,92.0,32.24,271.5,28.2,28.2,14.0,-208.85,181.1,-159.1,8.0
1639.0,2525.0,2432.1,2521.0,-3.400000000000091,0.3,0.0,29.97,122.7,124.575,48.77999999999997,323.55,367.52,357.59,372.33,40.06000000000017,1300.84,1340.9,1323.33,1305.43,14.91,68.44,167.61,2502.1,13.67,18.55,89.71,263.4,12.0,10.0,90.38,-0.06,47.8065147,-96.6463547,2.7,-0.13,16.5,3.64,2.18,95.0,32.22,270.6,28.2,28.2,15.0,93.38,220.5,-158.7,7.96
1643.0,2532.0,2433.5,2522.4,-3.699999999999818,0.3,0.1,29.97,122.7,124.575,48.610000000000014,323.83,367.69,357.68,372.44,38.930000000000064,1302.77,1341.7,1323.98,1305.86,14.86,67.91,167.71,2501.5,13.86,18.27,90.37,264.5,12.0,10.0,91.03,-0.04,47.80653,-96.6469727,2.7,-0.02,16.5,3.41,1.34,95.0,32.129999999999995,270.1,28.3,28.2,15.0,306.52,98.4,-158.3,7.95
1645.0,2528.0,2435.4,2524.3,-1.699999999999818,0.3,0.1,29.97,122.7,124.575,48.53000000000003,324.07,367.85,357.77,372.6,37.100000000000136,1305.36,1342.46,1325.75,1306.64,14.87,68.37,167.8,2504.8,13.86,18.01,91.24,265.3,12.0,10.0,90.45,-0.03,47.8065491,-96.6476059,2.7,0.04,16.5,3.08,-0.87,95.0,31.87,270.0,28.2,28.2,15.0,190.04,106.3,-157.9,7.97
1647.0,2526.0,2438.0,2526.9,3.099999999999909,0.3,0.0,29.97,122.7,124.575,48.39000000000004,324.33,367.97,357.9,372.72,36.820000000000164,1306.31,1343.13,1326.8,1307.91,14.83,67.97,167.87,2510.3,14.13,18.01,92.29,263.3,12.0,10.0,90.94,-0.05,47.8065681,-96.6482468,2.7,-0.04,16.5,3.16,-1.04,95.0,32.14,269.8,28.2,28.2,16.0,31.26,145.7,-157.5,7.99
1649.0,2538.0,2440.0,2528.9,8.200000000000273,0.3,0.0,29.97,122.7,124.575,48.31,324.54,368.17,358.01,372.85,36.940000000000055,1307.29,1344.23,1327.91,1308.94,14.8,68.44,167.93,2526.8,14.42,17.6,92.99,262.1,12.0,10.0,94.79,-0.04,47.8065834,-96.64888,2.7,0.08,16.5,3.98,-2.47,99.0,32.02,269.1,28.2,28.2,15.0,205.69,118.1,-157.2,8.04
1652.0,2539.0,2442.5,2531.4,13.400000000000091,0.3,0.1,29.97,122.7,124.575,48.200000000000045,324.78,368.32,358.1,372.98,38.00999999999999,1308.52,1346.53,1329.03,1310.22,14.87,68.66,168.01,2528.1,14.5,17.25,93.32,261.7,12.0,10.0,95.01,-0.01,47.8065872,-96.6495209,2.7,0.06,16.2,4.63,-0.14,100.0,31.75,268.3,28.3,28.2,15.0,227.46,173.2,-156.8,8.11
1657.0,2544.0,2447.8,2536.7,21.699999999999818,0.4,0.1,29.97,122.7,124.575,48.06,325.01,368.47,358.19,373.07,38.700000000000045,1309.81,1348.51,1331.42,1311.62,14.86,68.32,168.09,2531.9,14.52,17.17,93.48,261.3,12.0,10.0,95.68,-0.05,47.806591,-96.6501617,2.7,0.05,16.2,5.04,-0.34,100.0,31.69,267.8,28.2,28.2,15.0,232.24,307.1,-156.4,8.22
1664.0,2546.0,2454.4,2543.3,30.100000000000364,0.3,0.0,29.97,122.7,124.575,48.03000000000003,325.19,368.59,358.31,373.22,39.48000000000002,1310.17,1349.65,1334.83,1312.7,14.84,68.15,168.15,2530.4,14.64,17.07,93.48,263.7,12.0,10.0,94.2,0.02,47.8065948,-96.6508026,2.7,0.01,16.2,5.3,0.94,99.0,31.71,267.3,28.2,28.2,15.0,229.14,389.8,-156.1,8.34
1671.0,2545.0,2461.5,2550.4,37.40000000000009,0.3,0.0,29.97,122.7,124.575,47.860000000000014,325.43,368.73,358.4,373.29,40.1400000000001,1310.35,1350.49,1336.98,1313.86,14.86,68.55,168.21,2526.0,14.64,16.88,93.62,263.4,12.0,10.0,93.31,-0.02,47.8065948,-96.6514435,2.7,-0.04,16.2,5.03,3.36,98.0,31.52,267.7,28.2,28.2,15.0,128.26,421.3,-155.7,8.46
1682.0,2558.0,2468.8,2557.7,40.79999999999973,0.3,0.0,29.97,122.7,124.575,47.81,325.61,368.88,358.47,373.42,41.27000000000021,1310.11,1351.38,1337.35,1315.0,14.8,68.0,168.27,2528.9,14.76,16.88,93.81,262.8,12.0,10.0,94.62,-0.04,47.8066063,-96.652092,2.7,-0.02,16.2,4.99,3.01,99.0,31.64,268.3,28.2,28.2,16.0,268.26,429.1,-155.3,8.57
1689.0,2567.0,2475.4,2564.3,43.30000000000018,0.4,0.0,29.97,122.7,124.575,47.660000000000025,325.82,369.02,358.56,373.48,41.399999999999864,1310.92,1352.32,1337.64,1316.18,14.91,68.71,168.28,2531.8,14.59,16.96,94.02,264.3,12.0,10.0,95.12,-0.0,47.8066139,-96.6527863,2.7,0.01,16.2,4.6,4.98,100.0,31.55,268.9,28.3,28.2,15.0,417.51,421.3,-154.9,8.67
1705.0,2581.0,2491.6,2580.5,58.09999999999991,0.3,0.0,29.97,122.7,124.575,47.51999999999998,326.17,369.19,358.7,373.69,40.49000000000001,1313.04,1353.53,1338.16,1318.28,14.97,68.71,168.33,2546.7,14.42,17.04,94.28,266.1,12.0,10.0,96.18,0.01,47.8066521,-96.6540298,2.7,0.06,16.2,5.58,3.71,101.0,31.46,270.2,28.2,28.2,15.0,477.88,476.4,-153.9,8.86
1713.0,2588.0,2499.7,2588.6,64.29999999999973,0.3,0.0,29.97,122.7,124.575,47.360000000000014,326.37,369.32,358.74,373.73,40.94999999999982,1313.15,1354.1,1338.44,1318.75,14.85,68.52,168.39,2540.2,14.33,16.99,94.41,266.0,12.0,10.0,94.82,-0.01,47.8066788,-96.6546783,2.7,-0.15,16.0,3.92,4.71,99.0,31.32,271.0,28.2,28.2,15.0,436.82,480.3,-153.3,8.95
1717.0,2599.0,2503.8,2592.7,65.79999999999973,0.3,0.0,29.97,122.7,124.575,47.289999999999964,326.54,369.44,358.81,373.83,41.18999999999983,1313.15,1354.34,1338.26,1318.5,14.85,68.14,168.46,2540.6,14.18,17.04,94.86,266.1,12.0,10.0,96.3,-0.0,47.8067169,-96.6553268,2.7,-0.07,16.0,2.29,5.49,101.0,31.22,271.7,28.3,28.2,15.0,520.45,275.6,-152.7,9.03
1718.0,2604.0,2504.8,2593.7,64.79999999999973,0.3,0.1,29.97,122.7,124.575,47.18000000000001,326.69,369.58,358.87,373.87,41.75999999999999,1313.24,1355.0,1339.07,1318.58,14.74,67.9,168.54,2534.7,14.18,17.17,95.79,266.3,12.0,10.0,96.01,-0.03,47.8067589,-96.6559906,2.7,-0.26,16.0,0.58,4.86,101.0,31.35,272.6,28.2,28.2,16.0,456.73,86.6,-152.1,9.12
1715.0,2608.0,2501.1,2590.0,58.59999999999991,0.3,0.0,29.97,122.7,124.575,47.079999999999984,326.86,369.63,358.88,373.94,40.430000000000064,1314.98,1355.41,1340.19,1318.7,14.87,68.24,168.62,2548.9,14.04,17.17,96.96,267.2,12.0,10.0,98.87,-0.02,47.8068047,-96.6566467,2.7,0.01,16.0,0.82,1.91,104.0,31.21,273.0,28.2,28.2,15.0,388.48,-169.3,-151.6,9.22
1710.0,2605.0,2496.8,2585.7,49.0,0.3,0.0,29.97,122.7,124.575,46.99000000000001,327.01,369.73,358.99,374.0,40.22999999999979,1315.89,1356.12,1341.22,1319.5,14.8,68.48,168.71,2561.9,14.06,17.25,98.16,267.9,12.0,10.0,100.71,-0.03,47.8068504,-96.6573486,2.7,-0.12,16.0,-0.04,-1.9,106.0,31.310000000000002,273.0,28.2,28.2,15.0,176.35,-204.7,-151.1,9.33
1703.0,2603.0,2489.6,2578.5,35.19999999999982,0.3,0.0,29.97,122.7,124.575,46.870000000000005,327.14,369.8,359.02,374.01,41.59999999999991,1315.71,1357.31,1342.39,1320.5,14.84,68.71,168.78,2564.6,14.09,17.25,99.37,267.0,11.5,10.0,101.24,-0.03,47.8068886,-96.6579971,2.7,0.0,16.0,-0.48,-0.05,106.0,31.34,272.5,28.3,28.2,15.0,38.53,-381.9,-150.5,9.44
1696.0,2597.0,2482.1,2571.1,20.699999999999818,0.3,0.1,29.97,122.7,124.575,46.85000000000002,327.27,369.87,359.02,374.12,41.840000000000146,1316.56,1358.4,1343.31,1321.23,14.81,68.9,168.85,2570.3,14.01,17.31,100.69,266.3,11.5,10.0,101.62,-0.05,47.8069267,-96.6586838,2.7,-0.04,16.0,0.23,0.78,107.0,31.32,272.1,28.3,28.2,15.0,-126.69,-421.3,-149.9,9.56
1690.0,2591.0,2476.5,2565.4,7.700000000000273,0.3,0.1,29.97,122.7,124.575,46.73000000000002,327.49,369.96,359.16,374.22,41.49000000000001,1317.36,1358.85,1344.33,1322.61,13.81,69.1,168.9,2568.9,14.04,17.42,101.88,266.6,11.5,10.0,102.8,-0.03,47.8069687,-96.6593933,2.7,0.07,15.8,0.63,1.34,108.0,31.46,271.7,28.2,28.2,15.0,-241.67,-350.4,-149.3,9.69
1685.0,2586.0,2471.7,2560.6,-3.700000000000273,0.3,0.1,29.97,122.7,124.575,46.629999999999995,327.57,370.05,359.18,374.2,41.67000000000007,1318.76,1360.43,1346.16,1324.57,11.76,68.2,168.95,2527.4,14.04,17.42,102.87,266.3,11.5,10.0,103.32,-0.02,47.807003,-96.6601028,2.7,0.06,15.8,1.14,1.16,108.0,31.46,271.7,28.2,28.2,15.0,-295.84,-287.4,-148.8,9.81
1684.0,2579.0,2470.3,2559.2,-21.300000000000182,0.3,0.0,29.97,122.7,124.575,46.56,327.64,370.02,359.16,374.2,40.3599999999999,1321.22,1361.58,1348.91,1325.91,10.6,67.98,169.0,2459.6,14.11,17.42,103.49,265.9,12.0,10.0,103.12,-0.03,47.8070374,-96.6608047,2.7,-0.01,15.8,1.11,1.81,108.0,31.53,271.7,28.2,28.2,14.0,-334.62,-149.6,-148.4,9.94
