#AltAGL,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,BaroA,COM1,COM2,CRS,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NAV1,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,VPLwas,VSpd,VSpdG,WndDr,WndSpd,WptBrg,WptDst
#ft agl,ft Baro,ft wgs,ft msl,ft msl,amps,inch,MHz,MHz,deg,deg F,deg F,deg F,deg F,gph,psi,deg F,rpm,gals,gals,kt,mt,fsd,deg,mt,mt,kt,G,degrees,degrees,deg,MHz,G,deg C,deg,deg,kt,gals,deg,volts,mt,fpm,fpm,deg,kt,deg,nm
355.0,1164.6,1106.5,1194.4,74.90000000000009,2.2,30.04,132.3,124.575,266.0,1355.6,1368.31,1356.09,1336.62,13.39,75.22,176.51,2371.3,24.0,22.74,55.83,3704.0,NaN,275.2,20.5,14.0,66.73,0.01,47.9379692,-97.1736069,3.1,109.1,0.04,25.2,6.44,4.2,69.0,46.739999999999995,268.9,27.9,18.0,530.99,189.0,-62.1,14.82,NaN,NaN
360.0,1161.6,1111.8,1199.6,74.5,2.3,30.04,132.3,124.575,266.0,1355.89,1369.58,1356.09,1336.1,13.37,74.44,176.66,2372.4,24.0,23.18,56.57,3704.0,NaN,276.0,20.5,14.0,66.21,0.01,47.9379845,-97.1739883,3.1,109.1,0.08,25.2,7.8,-1.97,69.0,47.18,269.9,27.9,18.0,346.78,259.8,-62.1,14.88,NaN,NaN
369.0,1163.6,1120.8,1208.6,77.09999999999991,2.2,30.04,132.3,124.575,266.0,1355.69,1369.55,1357.39,1335.21,13.39,75.15,176.83,2376.2,24.0,23.52,56.92,3704.0,NaN,274.6,20.5,13.0,65.14,0.01,47.9379959,-97.1743851,3.1,109.1,-0.01,25.0,7.7,-2.97,68.0,47.519999999999996,269.7,27.9,18.0,162.44,440.9,-62.0,14.93,NaN,NaN
379.0,1171.6,1130.7,1218.5,77.40000000000009,2.2,30.04,132.3,124.575,266.0,1354.69,1370.46,1357.15,1334.0,13.41,75.14,176.99,2377.2,24.0,23.14,57.13,3704.0,NaN,272.6,20.5,13.0,65.92,-0.02,47.9380074,-97.1747818,3.1,109.1,0.08,25.0,8.0,-2.18,68.0,47.14,269.0,27.9,18.0,213.35,566.9,-61.9,14.94,NaN,NaN
390.0,1183.6,1142.2,1230.0,78.5,2.1,30.04,132.3,124.575,266.0,1354.19,1371.51,1354.31,1333.12,13.44,75.3,177.16,2377.0,24.0,23.17,57.34,3704.0,NaN,272.7,20.5,14.0,66.19,0.04,47.9380112,-97.1751709,3.1,109.1,-0.07,25.0,7.36,-1.42,69.0,47.17,267.9,27.9,18.0,371.87,669.3,-61.8,14.94,NaN,NaN
402.0,1195.6,1154.0,1241.8,81.0,2.0,30.04,132.3,124.575,266.0,1355.39,1371.41,1354.79,1331.95,13.44,75.12,177.39,2376.8,24.0,23.38,57.48,3704.0,NaN,272.5,20.5,14.0,66.49,-0.0,47.938015,-97.1755753,3.1,109.1,0.04,25.0,8.54,-2.14,69.0,47.379999999999995,267.6,27.9,18.0,542.87,696.9,-61.7,14.91,NaN,NaN
417.0,1207.6,1168.5,1256.3,87.5,2.2,30.04,132.3,124.575,266.0,1354.07,1370.79,1355.33,1332.13,13.4,74.97,177.52,2378.4,24.0,22.89,57.36,3704.0,NaN,273.0,20.5,14.0,67.66,0.02,47.938015,-97.1759644,3.1,109.1,0.04,25.0,8.89,-2.15,70.0,46.89,267.0,27.9,18.0,618.97,807.1,-61.7,14.88,NaN,NaN
431.0,1221.6,1182.4,1270.2,92.60000000000014,2.2,30.04,132.3,124.575,266.0,1353.61,1371.35,1355.34,1332.73,13.43,75.25,177.67,2381.1,24.0,22.65,57.11,3704.0,NaN,272.7,20.5,14.0,68.05,0.03,47.938015,-97.1763611,3.1,109.1,0.02,25.0,8.47,-3.67,71.0,46.65,266.1,27.9,18.0,719.91,870.1,-61.6,14.84,NaN,NaN
444.0,1238.6,1195.3,1283.1,96.69999999999982,2.2,30.04,132.3,124.575,266.0,1353.2,1371.79,1356.04,1333.93,13.43,75.29,177.82,2385.1,24.0,22.86,56.78,3704.0,NaN,271.5,20.0,13.0,68.74,0.0,47.9380074,-97.1767502,3.1,109.1,0.01,24.8,8.68,-1.24,72.0,46.86,265.4,27.9,18.0,811.07,854.3,-61.6,14.81,NaN,NaN
457.0,1252.6,1208.4,1296.2,104.29999999999995,2.1,30.04,132.3,124.575,266.0,1352.63,1371.51,1357.52,1334.12,13.44,75.45,177.95,2384.5,24.0,22.58,56.31,3704.0,NaN,271.0,20.5,13.0,70.42,-0.01,47.9379997,-97.1771317,3.1,109.1,-0.03,24.8,9.0,-0.21,73.0,46.58,265.2,27.9,18.0,874.81,795.3,-61.6,14.81,NaN,NaN
470.0,1265.6,1221.8,1309.6,115.19999999999982,2.1,30.04,132.3,124.575,266.0,1353.94,1370.4,1358.39,1333.39,13.46,75.28,177.95,2383.5,24.0,22.46,55.79,3704.0,NaN,271.9,20.5,14.0,69.77,-0.0,47.9379921,-97.1775131,3.1,109.1,-0.0,24.8,9.34,-0.82,72.0,46.46,264.9,27.9,18.0,844.44,799.2,-61.6,14.83,NaN,NaN
484.0,1277.6,1235.6,1323.4,123.80000000000018,1.9,30.04,132.3,124.575,266.0,1355.03,1370.43,1358.1,1331.89,13.41,75.34,178.01,2381.4,24.0,22.9,55.11,3704.0,NaN,272.4,20.5,14.0,69.8,0.05,47.9379807,-97.1778946,3.1,109.1,0.03,24.8,10.16,-2.27,72.0,46.9,264.7,27.9,18.0,806.35,830.7,-61.6,14.88,NaN,NaN
498.0,1289.6,1249.6,1337.3,128.70000000000005,2.1,30.04,132.3,124.575,266.0,1354.76,1371.37,1357.95,1331.49,13.36,75.16,178.1,2379.6,23.79,23.28,54.33,3704.0,NaN,270.3,20.5,14.0,68.33,-0.0,47.937973,-97.1782761,3.1,109.1,-0.05,24.8,10.15,-1.9,71.0,47.07,264.3,27.9,18.0,756.21,850.4,-61.7,14.96,NaN,NaN
512.0,1302.6,1263.3,1351.1,132.5999999999999,2.2,30.04,132.3,124.575,266.0,1354.75,1372.66,1357.17,1331.25,13.34,75.01,178.16,2376.5,24.0,23.13,53.71,3704.0,NaN,269.8,20.5,14.0,67.52,-0.02,47.9379539,-97.1786346,3.1,109.1,-0.07,24.8,9.57,0.66,70.0,47.129999999999995,263.7,27.9,18.0,742.22,787.4,-61.8,15.04,NaN,NaN
524.0,1315.6,1276.0,1363.8,133.79999999999995,2.2,30.04,132.3,124.575,266.0,1354.77,1373.89,1355.13,1331.42,13.3,74.9,178.29,2372.5,24.0,22.9,53.26,3704.0,NaN,272.2,20.0,13.0,67.17,0.02,47.9379387,-97.1790009,3.1,109.1,-0.03,24.5,9.72,-0.78,70.0,46.9,263.4,27.9,18.0,762.0,712.6,-61.9,15.14,NaN,NaN
535.0,1324.6,1287.1,1374.9,133.10000000000014,2.2,30.04,132.3,124.575,266.0,1355.36,1372.84,1354.61,1331.42,13.37,75.07,178.39,2369.3,24.0,23.31,52.83,3704.0,NaN,272.6,20.5,13.0,66.22,0.04,47.9379272,-97.1793594,3.1,109.1,-0.01,24.5,9.88,-2.38,69.0,47.31,263.4,27.9,18.0,717.1,665.4,-62.0,15.25,NaN,NaN
546.0,1333.6,1297.8,1385.6,129.29999999999995,2.1,30.04,132.3,124.575,266.0,1355.88,1371.89,1354.1,1331.89,13.36,75.08,178.54,2368.5,23.99,23.63,52.44,3704.0,NaN,269.5,20.5,14.0,64.67,-0.03,47.9379082,-97.1797256,3.1,109.1,-0.06,24.5,8.84,-1.3,67.0,47.62,263.1,27.9,18.0,609.83,641.7,-62.0,15.37,NaN,NaN
555.0,1346.6,1306.4,1394.2,124.0,2.1,30.04,132.3,124.575,266.0,1355.27,1371.41,1353.7,1332.02,13.3,74.99,178.66,2367.6,24.0,22.99,52.58,3704.0,NaN,269.3,20.5,14.0,65.08,-0.03,47.9378929,-97.1800919,3.1,109.1,-0.19,24.5,5.86,-1.48,68.0,46.989999999999995,262.4,27.9,19.0,627.24,519.7,-62.1,15.48,NaN,NaN
560.0,1353.6,1311.3,1399.1,116.0,2.1,30.04,132.3,124.575,266.0,1357.23,1371.73,1354.85,1332.29,13.25,74.52,178.81,2370.2,24.0,23.07,53.18,3704.0,NaN,271.0,20.5,14.0,66.72,0.05,47.9378662,-97.1804581,3.1,109.1,0.04,24.5,6.98,-2.89,69.0,47.07,261.7,27.9,19.0,625.48,299.2,-62.2,15.6,NaN,NaN
564.0,1354.6,1316.0,1403.8,107.59999999999991,2.0,30.04,132.3,124.575,266.0,1357.48,1373.21,1354.88,1333.05,13.28,74.58,178.95,2371.7,23.88,23.45,53.71,3704.0,NaN,269.2,20.5,14.0,65.68,-0.02,47.9378395,-97.1808243,3.1,109.1,-0.03,24.5,7.02,-1.74,68.0,47.33,261.3,27.9,18.0,404.72,346.5,-62.2,15.72,NaN,NaN
570.0,1361.6,1321.3,1409.1,99.5,2.1,30.04,132.3,124.575,266.0,1356.03,1373.7,1353.64,1332.31,13.31,74.98,179.19,2368.9,23.98,23.26,54.21,3704.0,NaN,267.7,20.0,13.0,66.11,-0.03,47.9378128,-97.1811981,3.1,109.1,-0.04,24.2,6.31,-0.49,69.0,47.24,260.7,27.9,18.0,339.09,354.3,-62.2,15.84,NaN,NaN
575.0,1368.6,1326.6,1414.4,91.0,2.1,30.04,132.3,124.575,266.0,1355.17,1374.32,1353.55,1333.43,13.28,74.46,179.44,2375.7,24.0,22.85,54.82,3704.0,NaN,268.8,20.0,14.0,66.99,0.01,47.9377861,-97.181572,3.1,109.1,-0.0,24.2,6.16,0.74,70.0,46.85,260.4,27.9,18.0,355.16,326.8,-62.3,15.95,NaN,NaN
581.0,1373.6,1332.3,1420.1,82.79999999999995,2.0,30.04,132.3,124.575,266.0,1354.38,1373.96,1352.48,1333.14,13.26,74.95,179.67,2375.1,24.0,23.11,55.32,3704.0,NaN,270.2,20.5,14.0,67.61,0.02,47.9377632,-97.1819534,3.1,109.1,0.04,24.2,7.08,0.94,70.0,47.11,260.7,27.9,19.0,359.74,346.5,-62.3,16.06,NaN,NaN
588.0,1379.6,1339.7,1427.5,76.40000000000009,2.1,30.04,132.3,124.575,266.0,1353.46,1372.82,1351.55,1332.84,13.32,75.23,179.94,2374.7,24.0,23.45,55.56,3704.0,NaN,270.1,20.5,14.0,67.42,0.0,47.9377327,-97.1823349,3.1,109.1,0.03,24.2,8.12,-0.49,70.0,47.45,261.3,27.9,19.0,337.92,437.0,-62.3,16.17,NaN,NaN
597.0,1385.6,1349.0,1436.8,73.0,2.0,30.04,132.3,124.575,266.0,1353.24,1372.88,1350.54,1332.92,13.3,75.08,180.12,2374.1,24.0,23.22,55.52,3704.0,NaN,269.5,20.5,14.0,67.01,0.0,47.937706,-97.1827087,3.1,109.1,-0.0,24.2,8.95,-0.42,70.0,47.22,261.3,27.9,19.0,338.54,547.2,-62.2,16.28,NaN,NaN
609.0,1394.6,1360.6,1448.4,73.5,2.1,30.04,132.3,124.575,266.0,1354.77,1373.68,1350.42,1332.81,13.35,74.91,180.32,2376.7,24.0,23.22,55.21,3704.0,NaN,269.1,20.5,14.0,67.01,-0.01,47.9376869,-97.1830902,3.1,109.1,0.03,24.2,9.71,0.63,70.0,47.22,261.2,27.9,18.0,397.01,618.1,-62.1,16.38,NaN,NaN
622.0,1406.6,1373.2,1461.0,75.40000000000009,2.1,30.04,132.3,124.575,266.0,1355.84,1373.7,1351.48,1333.53,13.32,75.01,180.43,2375.5,24.0,23.31,54.66,3704.0,NaN,269.8,20.0,13.0,66.96,0.03,47.9376602,-97.1834641,3.1,109.1,0.04,24.2,9.93,-0.38,70.0,47.31,261.1,27.9,18.0,496.15,700.8,-62.0,16.47,NaN,NaN
634.0,1419.6,1385.5,1473.2,79.0,2.1,30.04,132.3,124.575,266.0,1355.6,1374.24,1353.11,1334.45,13.29,75.15,180.69,2374.1,24.0,23.46,54.12,3704.0,NaN,269.7,20.0,13.0,66.82,-0.01,47.9376335,-97.1838303,3.1,109.1,-0.12,24.2,8.49,-0.63,70.0,47.46,261.2,27.9,18.0,607.56,720.5,-62.0,16.55,NaN,NaN
643.0,1431.6,1395.1,1482.9,83.80000000000018,2.0,30.04,132.3,124.575,266.0,1355.63,1374.75,1352.67,1334.83,13.25,75.06,180.81,2373.5,24.0,23.57,53.88,3704.0,NaN,268.8,20.5,13.0,67.08,-0.03,47.937603,-97.1842041,3.1,109.1,-0.05,24.0,8.1,0.19,70.0,47.57,261.3,27.9,19.0,696.83,590.6,-61.9,16.64,NaN,NaN
652.0,1438.6,1403.5,1491.3,87.5,2.0,30.04,132.3,124.575,266.0,1354.57,1374.09,1351.07,1334.46,13.28,75.18,180.88,2374.7,24.0,23.46,53.81,3704.0,NaN,269.2,20.5,14.0,66.79,0.0,47.9375839,-97.1845703,3.1,109.1,0.02,24.0,8.66,0.44,70.0,47.46,261.2,27.9,19.0,627.14,507.9,-61.8,16.73,NaN,NaN
662.0,1445.6,1413.2,1501.0,91.90000000000009,2.0,30.04,132.3,124.575,266.0,1355.65,1372.79,1348.72,1333.37,13.32,74.95,181.04,2372.6,24.0,23.47,53.61,3704.0,NaN,269.9,20.5,14.0,66.78,0.02,47.9375572,-97.1849365,3.1,109.1,0.0,24.0,9.16,0.58,69.0,47.47,261.3,27.9,19.0,535.15,547.2,-61.7,16.82,NaN,NaN
670.0,1454.6,1421.6,1509.4,95.0,2.1,30.04,132.3,124.575,266.0,1355.93,1371.2,1347.45,1331.55,13.25,75.01,181.09,2369.3,24.0,23.66,53.28,3704.0,NaN,269.9,20.5,14.0,66.03,-0.02,47.9375381,-97.1853027,3.1,109.1,0.02,24.0,9.58,1.36,69.0,47.66,261.7,27.9,18.0,498.6,582.7,-61.7,16.9,NaN,NaN
679.0,1463.6,1430.8,1518.6,98.5,2.2,30.04,132.3,124.575,266.0,1356.31,1371.3,1347.37,1330.96,13.21,75.05,181.27,2368.2,24.0,23.71,52.93,3704.0,NaN,270.4,20.0,13.0,65.08,-0.02,47.9375153,-97.1856613,3.1,109.1,-0.04,24.0,9.46,1.81,68.0,47.71,262.0,27.9,18.0,499.7,598.4,-61.6,16.98,NaN,NaN
689.0,1473.6,1440.3,1528.1,100.59999999999991,2.1,30.04,132.3,124.575,266.0,1355.68,1371.18,1348.61,1332.5,13.23,74.75,181.42,2368.7,24.0,23.67,52.6,3704.0,NaN,271.0,20.0,13.0,64.94,0.0,47.9375,-97.1860352,3.1,109.1,-0.06,24.0,9.15,1.43,68.0,47.67,262.5,27.9,18.0,537.59,582.7,-61.6,17.05,NaN,NaN
697.0,1483.6,1448.8,1536.6,99.79999999999995,2.1,30.04,132.3,124.575,266.0,1356.88,1370.46,1349.39,1332.63,13.19,74.73,181.62,2366.3,24.0,23.73,52.43,3704.0,NaN,271.1,20.5,13.0,64.58,0.0,47.9374809,-97.1863861,3.1,109.1,-0.05,24.0,8.49,1.7,67.0,47.730000000000004,263.0,27.9,19.0,558.73,519.7,-61.5,17.11,NaN,NaN
704.0,1490.6,1455.6,1543.4,95.0,2.1,30.04,132.3,124.575,266.0,1357.53,1370.45,1349.82,1331.57,13.18,75.01,181.78,2365.0,24.0,23.73,52.48,3704.0,NaN,270.9,20.5,14.0,63.96,-0.01,47.9374695,-97.1867523,3.1,109.1,-0.07,24.0,7.72,1.18,67.0,47.730000000000004,263.5,27.9,19.0,534.52,429.1,-61.5,17.16,NaN,NaN
709.0,1496.6,1460.7,1548.5,87.5,2.0,30.04,132.3,124.575,266.0,1356.41,1371.16,1351.06,1330.31,13.15,74.88,181.9,2366.2,24.0,23.82,52.79,3704.0,NaN,271.3,20.5,14.0,64.03,0.01,47.937458,-97.1871033,3.1,109.1,-0.03,23.8,7.11,0.73,67.0,47.82,263.8,27.9,19.0,473.0,346.5,-61.4,17.19,NaN,NaN
716.0,1501.6,1467.5,1555.2,82.0,2.0,30.04,132.3,124.575,266.0,1355.52,1372.06,1351.58,1330.3,13.17,74.8,182.04,2369.3,24.0,23.89,53.14,3704.0,NaN,270.8,20.5,14.0,64.94,-0.02,47.9374428,-97.1874771,3.1,109.1,0.03,23.8,7.09,2.0,68.0,47.89,264.3,27.9,18.0,398.93,334.6,-61.3,17.22,NaN,NaN
723.0,1506.6,1474.9,1562.7,79.79999999999995,2.0,30.04,132.3,124.575,266.0,1355.01,1371.72,1350.4,1331.05,13.2,75.0,182.12,2370.2,24.0,23.53,53.59,3704.0,NaN,271.3,20.0,13.0,65.12,-0.01,47.9374352,-97.1878433,3.1,109.1,-0.03,23.8,6.84,2.91,68.0,47.53,264.7,27.9,18.0,332.65,393.7,-61.3,17.23,NaN,NaN
730.0,1515.6,1481.7,1569.5,78.20000000000005,2.0,30.04,132.3,124.575,266.0,1355.79,1371.15,1349.69,1331.11,13.18,74.7,182.26,2372.6,24.0,23.45,53.84,3704.0,NaN,272.2,20.0,13.0,67.12,-0.01,47.9374313,-97.1882095,3.1,109.1,0.04,23.8,7.8,2.02,70.0,47.45,265.6,27.9,18.0,387.28,409.4,-61.3,17.23,NaN,NaN
737.0,1521.6,1489.2,1577.0,76.0,2.0,30.04,132.3,124.575,266.0,1355.45,1371.02,1349.61,1330.45,13.2,75.07,182.27,2372.7,24.0,23.39,53.86,3704.0,NaN,273.3,20.0,13.0,66.85,0.01,47.9374275,-97.1885834,3.1,109.1,0.02,23.8,8.57,1.96,70.0,47.39,266.1,27.9,19.0,392.96,444.9,-61.3,17.24,NaN,NaN
746.0,1529.6,1497.6,1585.4,76.0,2.0,30.04,132.3,124.575,266.0,1354.76,1371.47,1349.21,1330.43,13.19,74.39,182.36,2372.1,24.0,23.43,53.69,3704.0,NaN,272.7,20.5,14.0,66.68,-0.01,47.9374275,-97.1889496,3.1,109.1,-0.03,23.8,8.18,0.19,69.0,47.43,266.7,27.9,19.0,412.64,488.2,-61.3,17.24,NaN,NaN
754.0,1537.6,1506.1,1593.9,75.30000000000018,2.0,30.04,132.3,124.575,266.0,1354.34,1371.98,1349.59,1329.79,13.15,74.36,182.34,2369.7,24.0,23.46,53.69,3704.0,NaN,272.0,20.5,14.0,65.89,-0.02,47.9374275,-97.1893158,3.1,109.1,-0.05,23.5,8.11,-1.34,69.0,47.46,266.8,27.9,19.0,442.9,456.7,-61.3,17.24,NaN,NaN
760.0,1543.6,1511.7,1599.5,71.40000000000009,2.1,30.04,132.3,124.575,266.0,1353.79,1373.12,1350.02,1329.99,13.07,74.52,182.37,2371.5,24.0,23.5,53.69,3704.0,NaN,272.2,20.0,14.0,66.0,-0.01,47.9374237,-97.1896896,3.1,109.1,0.07,23.5,9.14,-0.04,69.0,47.5,266.3,27.9,18.0,411.05,425.2,-61.4,17.23,NaN,NaN
764.0,1549.6,1520.0,1607.8,71.20000000000005,2.0,30.04,132.3,124.575,266.0,1354.32,1373.72,1351.64,1331.34,13.15,74.85,182.45,2371.2,24.0,23.55,53.42,3704.0,NaN,272.5,20.0,13.0,66.56,0.0,47.9374237,-97.1900558,3.1,109.1,-0.07,23.5,8.34,-0.91,69.0,47.55,266.0,27.9,18.0,382.26,539.4,-61.5,17.21,NaN,NaN
774.0,1561.6,1529.2,1617.0,73.59999999999991,1.9,30.04,132.3,124.575,266.0,1354.09,1372.53,1350.97,1332.21,13.17,74.6,182.6,2367.5,24.0,23.64,53.44,3704.0,NaN,271.4,20.0,13.0,65.88,0.01,47.9374161,-97.1904221,3.1,109.1,-0.17,23.5,6.19,-3.26,69.0,47.64,265.6,27.9,18.0,476.19,559.1,-61.6,17.19,NaN,NaN
779.0,1570.6,1535.1,1622.9,74.40000000000009,2.0,30.04,132.3,124.575,266.0,1354.06,1370.65,1351.28,1332.74,13.17,74.39,182.63,2367.7,24.0,23.54,53.94,3704.0,NaN,268.9,20.0,13.0,65.93,-0.01,47.9374084,-97.1907959,3.1,109.1,0.03,23.5,6.69,-1.75,69.0,47.54,264.9,27.9,19.0,531.07,378.0,-61.7,17.17,NaN,NaN
784.0,1575.6,1540.2,1627.9,72.70000000000005,2.1,30.04,132.3,124.575,266.0,1352.89,1369.78,1351.74,1332.87,13.18,74.56,182.72,2367.0,24.0,23.08,54.47,3704.0,NaN,268.8,20.5,14.0,66.06,-0.03,47.937397,-97.1911697,3.1,109.1,0.1,23.5,8.4,-0.77,69.0,47.08,264.1,27.9,19.0,450.48,318.9,-61.9,17.14,NaN,NaN
789.0,1578.6,1544.8,1632.6,69.89999999999986,2.1,30.04,132.3,124.575,266.0,1351.91,1369.37,1350.33,1332.32,13.2,74.23,182.72,2368.7,24.0,22.63,54.68,3704.0,NaN,271.4,20.5,14.0,65.94,0.04,47.9373779,-97.1915436,3.1,109.1,-0.02,23.5,8.34,-2.4,69.0,46.629999999999995,263.3,27.9,19.0,367.4,342.5,-62.1,17.09,NaN,NaN
796.0,1584.6,1552.2,1639.9,70.40000000000009,2.2,30.04,132.3,124.575,266.0,1351.24,1368.36,1349.44,1331.17,13.2,74.66,182.8,2368.7,24.0,23.21,54.68,3704.0,NaN,269.8,20.0,14.0,66.22,0.03,47.9373627,-97.191925,3.1,109.1,0.02,23.5,7.26,-0.96,69.0,47.21,263.0,27.9,18.0,336.63,362.2,-62.3,17.05,NaN,NaN
804.0,1591.6,1559.8,1647.6,70.59999999999991,2.2,30.04,132.3,124.575,266.0,1351.36,1368.7,1350.1,1330.56,13.2,74.63,182.86,2369.3,23.84,22.58,55.01,3704.0,NaN,266.3,20.0,13.0,65.85,-0.06,47.9373436,-97.1922989,3.1,109.1,-0.08,23.5,5.73,-1.4,69.0,46.42,262.7,27.9,18.0,325.73,381.9,-62.5,17.0,NaN,NaN
809.0,1596.6,1565.0,1652.8,67.39999999999986,2.0,30.04,132.3,124.575,266.0,1352.57,1368.14,1350.89,1331.59,13.18,74.72,182.99,2372.2,24.0,21.65,55.75,3704.0,NaN,267.4,20.5,13.0,66.72,0.02,47.9373169,-97.1926804,3.1,109.1,0.04,23.2,5.6,-2.86,70.0,45.65,261.4,27.9,18.0,355.89,315.0,-62.7,16.94,NaN,NaN
816.0,1601.6,1571.2,1659.0,65.09999999999991,2.0,30.04,132.3,124.575,266.0,1352.39,1367.92,1351.0,1331.26,13.2,74.79,183.08,2372.8,23.96,21.98,56.43,3704.0,NaN,267.2,20.5,14.0,67.39,-0.02,47.9372902,-97.1930771,3.1,109.1,0.02,23.2,7.47,1.27,70.0,45.94,261.0,27.9,19.0,309.94,358.3,-63.0,16.87,NaN,NaN
824.0,1608.6,1579.3,1667.1,67.59999999999991,2.0,30.04,132.3,124.575,266.0,1352.56,1368.06,1350.65,1331.87,13.19,74.68,183.17,2376.0,24.0,21.97,56.57,3704.0,NaN,267.7,21.0,14.0,67.54,-0.01,47.9372635,-97.1934586,3.1,109.1,0.05,23.2,9.05,-0.25,70.0,45.97,260.9,27.9,19.0,333.79,468.5,-63.2,16.79,NaN,NaN
836.0,1618.6,1591.8,1679.5,71.70000000000005,1.9,30.04,132.3,124.575,266.0,1353.6,1368.31,1350.68,1332.89,13.23,74.44,183.25,2379.1,24.0,21.75,56.06,3704.0,NaN,269.3,21.0,14.0,69.46,0.04,47.937233,-97.1938477,3.1,109.1,-0.02,23.2,9.9,-0.49,72.0,45.75,260.8,27.9,19.0,409.3,626.0,-63.4,16.73,NaN,NaN
846.0,1629.6,1601.9,1689.7,72.70000000000005,2.0,30.04,132.3,124.575,266.0,1354.26,1367.93,1351.0,1332.99,13.2,74.23,183.26,2372.7,23.94,22.51,55.26,3704.0,NaN,267.9,20.5,14.0,68.3,0.0,47.9372101,-97.1942139,3.1,109.1,-0.03,23.2,9.58,-1.78,71.0,46.45,260.9,27.9,18.0,525.95,689.0,-63.6,16.68,NaN,NaN
856.0,1637.6,1611.6,1699.4,76.5,2.1,30.04,132.3,124.575,266.0,1353.31,1368.3,1351.29,1332.58,13.16,74.69,183.4,2370.5,23.97,22.81,54.72,3704.0,NaN,265.8,20.5,13.0,66.63,-0.03,47.9371834,-97.1945877,3.1,109.1,-0.03,23.2,9.62,-0.88,69.0,46.78,260.5,27.9,18.0,541.17,657.5,-63.8,16.64,NaN,NaN
866.0,1647.6,1622.1,1709.9,82.0,2.1,30.04,132.3,124.575,266.0,1351.77,1368.32,1351.6,1332.77,13.12,74.24,183.44,2370.2,24.0,22.16,54.35,3704.0,NaN,265.8,20.5,13.0,65.54,-0.01,47.9371529,-97.1949692,3.1,109.1,-0.02,23.2,9.12,0.41,68.0,46.16,259.9,27.9,18.0,545.33,629.9,-64.0,16.6,NaN,NaN
877.0,1657.6,1632.4,1720.2,87.60000000000014,2.0,30.04,132.3,124.575,266.0,1352.0,1367.99,1352.26,1331.29,13.12,74.49,183.54,2368.7,24.0,22.52,54.1,3704.0,NaN,266.7,20.5,14.0,66.19,0.01,47.9371185,-97.1953278,3.1,109.1,-0.03,23.0,8.69,-0.14,69.0,46.519999999999996,259.5,27.9,19.0,572.35,622.0,-64.3,16.55,NaN,NaN
887.0,1667.6,1642.7,1730.5,90.59999999999991,1.9,30.04,132.3,124.575,266.0,1351.98,1368.32,1351.99,1330.7,13.19,74.2,183.55,2367.8,24.0,23.0,53.86,3704.0,NaN,266.9,21.0,14.0,66.37,0.01,47.937088,-97.1957016,3.1,109.1,-0.04,23.0,9.36,-1.48,69.0,47.0,259.3,27.9,19.0,591.81,626.0,-64.5,16.51,NaN,NaN
897.0,1675.6,1652.2,1740.0,92.40000000000009,2.0,30.04,132.3,124.575,266.0,1351.33,1368.16,1352.31,1328.32,13.19,74.23,183.62,2366.4,24.0,23.27,53.48,3704.0,NaN,266.0,20.5,14.0,64.99,-0.03,47.9370537,-97.1960602,3.1,109.1,0.03,23.0,10.49,0.34,68.0,47.269999999999996,259.0,27.9,19.0,548.01,653.5,-64.7,16.48,NaN,NaN
909.0,1686.6,1665.1,1752.7,99.90000000000009,2.0,30.04,132.3,124.575,266.0,1351.4,1366.52,1353.79,1325.7,13.13,74.32,183.62,2365.1,24.0,22.45,52.87,3704.0,NaN,265.7,20.5,14.0,64.65,-0.03,47.9370155,-97.1964188,3.1,109.1,-0.03,23.0,10.99,-0.13,67.0,46.45,258.8,27.9,18.0,557.43,724.4,-64.9,16.45,NaN,NaN
923.0,1699.6,1678.6,1766.2,107.20000000000005,2.0,30.04,132.3,124.575,266.0,1350.92,1366.64,1353.6,1325.64,13.11,73.83,183.6,2361.1,24.0,22.72,52.19,3704.0,NaN,266.8,20.5,13.0,64.19,0.03,47.936985,-97.1967773,3.1,109.1,-0.02,23.0,11.23,-1.26,67.0,46.72,258.3,27.9,18.0,633.22,740.2,-65.1,16.43,NaN,NaN
935.0,1709.6,1690.4,1778.0,110.90000000000009,2.0,30.04,132.3,124.575,266.0,1349.59,1366.35,1353.1,1326.85,13.1,74.05,183.65,2356.7,24.0,23.22,51.47,3704.0,NaN,265.3,20.5,13.0,63.6,-0.01,47.9369469,-97.1971283,3.1,109.1,0.01,23.0,11.56,-1.15,66.0,47.22,258.2,27.9,18.0,657.5,712.6,-65.2,16.4,NaN,NaN
946.0,1720.6,1702.2,1789.8,110.29999999999995,2.2,30.04,132.3,124.575,266.0,1348.1,1366.09,1354.19,1327.13,13.06,74.19,183.64,2356.5,24.0,22.93,50.81,3704.0,NaN,262.9,20.5,14.0,61.9,-0.03,47.9369087,-97.197464,3.1,109.1,-0.06,23.0,11.14,-1.07,65.0,46.93,257.4,27.9,19.0,635.59,704.7,-65.4,16.38,NaN,NaN
