#AltAGL,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,BaroA,COM1,COM2,CRS,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NAV1,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,VPLwas,VSpd,VSpdG,WndDr,WndSpd,WptBrg,WptDst
#ft agl,ft Baro,ft wgs,ft msl,ft msl,amps,inch,MHz,MHz,deg,deg F,deg F,deg F,deg F,gph,psi,deg F,rpm,gals,gals,kt,mt,fsd,deg,mt,mt,kt,G,degrees,degrees,deg,MHz,G,deg C,deg,deg,kt,gals,deg,volts,mt,fpm,fpm,deg,kt,deg,nm
2264.0,3121.6,3094.1,3182.8,-26.299999999999727,0.4,30.04,122.75,124.575,301.6,1357.97,1384.49,1379.64,1344.0,9.11,74.46,182.29,2376.2,18.77,13.08,95.19,3704.0,-0.691,271.0,12.0,10.0,104.48,0.03,47.6213341,-96.4584045,2.6,114.3,0.03,16.8,3.21,-1.69,111.0,31.85,266.1,28.0,17.0,151.07,263.8,-59.9,19.23,124.3,71.2
2266.0,3124.6,3096.2,3184.9,-14.099999999999909,0.4,30.04,122.75,124.575,301.6,1359.15,1385.39,1379.67,1344.01,9.15,74.42,182.34,2372.9,18.66,13.0,94.68,3704.0,-0.676,271.0,12.5,10.0,104.45,0.04,47.6213226,-96.459053,2.6,114.3,-0.04,16.8,2.6,-1.54,111.0,31.66,266.1,28.0,16.0,224.91,220.5,-60.0,19.1,124.3,71.2
2268.0,3130.6,3097.4,3186.1,-3.700000000000273,0.4,30.04,122.75,124.575,301.6,1360.66,1387.21,1381.0,1345.23,9.16,74.57,182.35,2369.8,18.74,13.02,94.37,3704.0,-0.669,270.8,12.0,10.0,104.22,0.04,47.621315,-96.4597015,2.6,114.3,-0.01,16.8,1.9,-1.08,110.0,31.759999999999998,266.1,28.0,16.0,253.06,129.9,-60.1,18.97,124.3,71.3
2267.0,3130.6,3096.7,3185.4,4.200000000000273,0.4,30.04,122.75,124.575,301.6,1362.61,1387.55,1382.35,1345.69,9.14,74.41,182.28,2369.7,18.52,13.07,94.26,3704.0,-0.671,270.8,12.0,10.0,104.02,0.03,47.6213074,-96.4603424,2.6,114.3,-0.05,16.8,1.18,0.19,110.0,31.59,266.2,28.0,16.0,212.28,-15.7,-60.2,18.85,124.3,71.3
2264.0,3129.6,3093.9,3182.6,8.199999999999818,0.5,30.04,122.75,124.575,301.6,1362.4,1388.07,1381.25,1346.49,9.16,74.21,182.22,2369.4,18.84,13.04,94.35,3704.0,-0.67,270.9,12.0,10.0,103.89,0.03,47.6212959,-96.4609909,2.6,114.3,-0.08,16.8,0.22,0.07,110.0,31.88,266.4,28.0,16.0,112.44,-133.9,-60.3,18.74,124.2,71.3
2259.0,3125.6,3089.2,3177.9,7.5,0.5,30.04,122.75,124.575,301.6,1363.23,1389.3,1379.45,1347.04,9.15,73.93,182.05,2364.2,18.97,12.88,94.74,3704.0,-0.668,271.7,12.0,10.0,103.72,0.04,47.6212921,-96.4616394,2.6,114.3,-0.01,17.0,-1.03,0.15,110.0,31.85,266.8,28.0,16.0,-8.75,-252.0,-60.4,18.63,124.2,71.3
2254.0,3122.6,3083.4,3172.1,2.900000000000091,0.5,30.04,122.75,124.575,301.6,1362.51,1389.05,1378.01,1345.78,9.11,74.16,182.03,2371.5,18.75,13.09,95.5,3704.0,-0.669,272.4,12.0,10.0,103.44,0.01,47.6212883,-96.4622879,2.6,114.3,-0.16,17.0,-2.2,0.34,110.0,31.84,267.1,28.0,17.0,-141.46,-346.5,-60.5,18.52,124.2,71.4
2246.0,3117.6,3075.3,3164.0,-6.800000000000182,0.4,30.04,122.75,124.575,301.6,1363.72,1389.53,1378.07,1345.59,9.13,74.56,181.96,2381.7,18.89,12.95,96.43,3704.0,-0.671,273.3,12.5,10.0,103.71,0.05,47.6212883,-96.4629517,2.6,114.3,-0.07,17.0,-2.58,1.88,110.0,31.84,267.6,28.0,16.0,-190.72,-488.2,-60.5,18.42,124.2,71.4
2237.0,3109.6,3066.7,3155.4,-18.90000000000009,0.4,30.04,122.75,124.575,301.6,1365.15,1389.0,1381.58,1346.24,9.14,74.34,181.87,2393.1,18.51,13.1,97.37,3704.0,-0.665,272.3,12.0,10.0,104.75,0.0,47.6212997,-96.463623,2.6,114.3,0.19,17.0,-1.49,-0.55,111.0,31.61,268.2,28.0,16.0,-303.65,-539.4,-60.5,18.32,124.2,71.4
2230.0,3102.6,3060.2,3148.9,-29.799999999999727,0.5,30.04,122.75,124.575,301.6,1365.62,1390.43,1382.32,1348.64,9.19,74.7,181.73,2406.2,18.79,13.06,98.4,3704.0,-0.671,274.1,12.0,10.0,106.01,0.05,47.6213074,-96.4643021,2.6,114.3,0.16,16.8,-1.14,-2.85,112.0,31.85,268.3,28.0,16.0,-392.78,-417.3,-60.4,18.24,124.2,71.4
2226.0,3095.6,3056.0,3144.7,-38.100000000000364,0.4,30.04,122.75,124.575,301.6,1368.22,1392.36,1383.0,1351.05,9.2,75.08,181.65,2409.6,18.3,12.9,99.19,3704.0,-0.677,274.2,12.0,10.0,107.28,0.02,47.6213112,-96.4649734,2.6,114.3,0.06,16.8,-0.51,-1.32,114.0,31.200000000000003,268.4,28.0,16.0,-417.46,-279.5,-60.3,18.17,124.2,71.4
2228.0,3094.6,3054.5,3143.2,-41.70000000000027,0.4,30.04,122.75,124.575,301.6,1367.59,1392.24,1384.17,1352.01,9.22,75.01,181.62,2415.3,18.4,13.07,99.7,3704.0,-0.672,273.6,12.0,10.0,108.17,0.0,47.6213188,-96.4656601,2.6,114.3,0.14,16.8,0.9,-0.7,115.0,31.47,268.3,28.0,16.0,-343.97,-122.0,-60.2,18.12,124.1,71.5
2226.0,3093.6,3052.8,3141.5,-44.59999999999991,0.5,30.04,122.75,124.575,301.6,1367.64,1394.08,1384.73,1352.18,9.19,74.86,181.62,2412.9,18.49,12.95,99.66,3704.0,-0.67,273.4,12.0,10.0,108.85,0.04,47.6213264,-96.4663391,2.6,114.3,0.17,16.8,2.97,0.58,115.0,31.439999999999998,268.5,28.0,17.0,-204.4,-90.6,-60.0,18.07,124.1,71.5
2226.0,3090.6,3053.2,3141.9,-43.5,0.5,30.04,122.75,124.575,301.6,1369.41,1395.63,1385.73,1353.47,9.22,75.18,181.62,2418.5,18.48,12.95,99.02,3704.0,-0.667,273.4,12.5,10.0,109.25,0.01,47.6213379,-96.4670181,2.6,114.3,0.08,16.8,3.63,0.79,116.0,31.43,269.1,28.0,16.0,-178.95,43.3,-59.8,18.04,124.1,71.5
2231.0,3092.6,3057.6,3146.3,-36.29999999999973,0.5,30.04,122.75,124.575,301.6,1373.31,1398.5,1389.97,1356.82,9.5,75.36,181.64,2455.6,18.6,12.83,98.11,3704.0,-0.656,275.4,12.0,10.0,109.24,0.08,47.6213608,-96.4676971,2.6,114.3,0.1,17.0,4.47,0.14,116.0,31.43,269.4,28.0,16.0,-75.82,248.0,-59.6,18.01,124.1,71.5
2238.0,3096.6,3064.6,3153.3,-24.59999999999991,0.4,30.04,122.75,124.575,301.6,1377.53,1403.79,1393.85,1360.92,9.65,75.55,181.73,2462.2,18.29,12.91,97.0,3704.0,-0.653,275.0,12.0,10.0,108.83,0.04,47.621376,-96.4683533,2.6,114.3,0.11,17.0,5.47,-1.77,115.0,31.2,269.9,28.0,16.0,30.23,397.6,-59.4,18.0,124.1,71.6
2247.0,3102.6,3074.0,3162.7,-9.400000000000091,0.4,30.04,122.75,124.575,301.6,1380.78,1408.37,1395.97,1364.52,9.74,75.46,181.85,2464.3,18.48,13.04,95.62,3704.0,-0.661,274.7,12.0,10.0,108.37,0.03,47.6213951,-96.4690018,2.6,114.3,0.02,17.0,6.04,-1.18,115.0,31.52,269.9,28.0,16.0,161.52,543.3,-59.2,18.0,124.1,71.6
2258.0,3112.6,3085.1,3173.8,9.800000000000182,0.4,30.04,122.75,124.575,301.6,1381.57,1411.94,1396.31,1367.11,9.84,75.79,181.86,2455.3,18.79,13.22,94.08,3704.0,-0.651,274.5,12.0,10.0,108.18,0.03,47.6214104,-96.4696426,2.6,114.3,-0.07,17.0,6.16,-1.96,115.0,32.01,269.9,28.0,16.0,336.57,649.6,-59.1,18.03,124.1,71.6
2269.0,3123.6,3095.4,3184.1,28.699999999999818,0.4,30.04,122.75,124.575,301.6,1382.28,1414.56,1396.2,1368.95,9.87,75.34,181.89,2442.6,18.88,13.08,92.66,3704.0,-0.636,274.0,12.5,10.0,107.64,0.05,47.6214371,-96.4702682,2.6,114.3,-0.04,17.0,5.06,-0.25,114.0,31.96,269.9,28.0,17.0,466.52,602.4,-58.9,18.09,124.1,71.6
2276.0,3133.6,3102.7,3191.4,42.5,0.4,30.04,122.75,124.575,301.6,1382.74,1414.14,1397.01,1369.98,9.86,75.33,181.94,2430.9,18.81,13.18,91.67,3704.0,-0.63,274.0,12.5,10.0,106.63,0.02,47.6214523,-96.4709015,2.6,114.3,-0.22,17.0,3.52,1.16,113.0,31.99,270.2,28.0,16.0,542.45,413.4,-58.9,18.16,124.0,71.6
2278.0,3138.6,3105.0,3193.7,49.0,0.5,30.04,122.75,124.575,301.6,1383.18,1413.13,1394.4,1369.41,9.84,75.05,181.92,2425.8,19.08,13.05,91.21,3704.0,-0.638,274.6,12.0,10.0,105.33,0.03,47.6214752,-96.4715271,2.6,114.3,-0.07,17.0,2.01,-0.32,112.0,32.129999999999995,270.7,28.0,16.0,497.15,169.3,-58.9,18.24,124.0,71.7
2276.0,3136.6,3102.7,3191.4,48.20000000000027,0.4,30.04,122.75,124.575,301.6,1382.41,1411.51,1392.39,1367.88,9.85,75.36,181.94,2422.3,18.9,13.14,91.09,3704.0,-0.647,274.0,12.0,10.0,104.34,-0.0,47.6215019,-96.4721451,2.6,114.3,-0.08,17.0,0.68,2.05,111.0,32.04,271.1,28.0,16.0,315.59,-94.5,-59.0,18.32,124.0,71.7
2272.0,3135.6,3098.4,3187.1,45.59999999999991,0.4,30.04,122.75,124.575,301.6,1381.59,1409.74,1392.24,1367.19,9.84,75.16,181.91,2428.1,18.98,13.22,91.42,3704.0,-0.642,274.6,12.0,10.0,103.8,0.04,47.6215324,-96.4727707,2.6,114.3,0.0,17.0,0.01,2.2,110.0,32.2,271.6,28.0,16.0,135.91,-240.2,-59.2,18.4,124.0,71.7
2270.0,3127.6,3093.6,3182.4,40.5,0.4,30.04,122.75,124.575,301.6,1381.47,1410.08,1392.78,1366.95,9.79,75.03,181.92,2430.1,18.87,13.2,91.96,3704.0,-0.637,274.9,12.0,10.0,103.9,-0.0,47.6215706,-96.4733887,2.6,114.3,-0.09,17.0,-0.32,2.03,110.0,32.07,272.5,28.0,16.0,-106.65,-283.5,-59.4,18.48,124.0,71.7
2263.0,3127.6,3087.3,3176.0,29.699999999999818,0.4,30.04,122.75,124.575,301.6,1382.53,1411.23,1394.41,1368.05,9.79,75.19,181.91,2439.6,19.37,13.11,92.55,3704.0,-0.647,276.4,12.0,10.0,104.32,0.06,47.6216125,-96.4740295,2.6,114.3,0.03,17.0,0.14,2.38,111.0,32.480000000000004,273.0,28.0,16.0,-146.66,-346.5,-59.7,18.57,124.0,71.7
2256.0,3120.6,3080.0,3168.7,15.399999999999636,0.4,30.04,122.75,124.575,301.6,1384.1,1413.79,1394.62,1368.89,9.79,75.18,181.97,2448.6,18.79,13.06,92.97,3704.0,-0.644,276.8,12.0,10.0,105.41,-0.0,47.621666,-96.4746552,2.6,114.3,0.01,17.0,0.4,2.59,112.0,31.85,274.0,28.0,16.0,-236.38,-350.4,-60.0,18.65,124.0,71.8
2251.0,3113.6,3074.5,3163.2,0.5,0.6,30.04,122.75,124.575,301.6,1384.72,1415.5,1394.86,1370.42,9.84,75.2,181.98,2444.7,19.1,13.12,93.38,3704.0,-0.634,278.4,12.0,10.0,106.24,0.05,47.6217194,-96.475296,2.6,114.3,-0.02,17.0,0.24,3.34,113.0,32.22,274.7,28.0,16.0,-296.6,-334.6,-60.3,18.74,124.0,71.8
2246.0,3107.6,3069.6,3158.3,-15.5,0.5,30.04,122.75,124.575,301.6,1385.25,1416.24,1396.22,1371.58,9.85,75.8,182.04,2444.8,18.97,12.97,93.75,3704.0,-0.632,278.7,12.0,10.0,106.41,0.0,47.6217804,-96.4759216,2.6,114.3,0.02,17.0,0.85,4.53,113.0,31.939999999999998,275.9,28.0,16.0,-359.19,-291.3,-60.7,18.83,124.0,71.8
2243.0,3103.6,3066.5,3155.2,-28.90000000000009,0.5,30.04,122.75,124.575,301.6,1386.47,1416.95,1398.68,1372.5,9.84,75.56,182.07,2444.7,19.27,13.14,94.04,3704.0,-0.628,280.5,12.0,10.0,106.38,0.05,47.6218491,-96.4765701,2.6,114.3,-0.01,17.0,1.3,2.66,113.0,32.41,276.8,28.0,16.0,-327.99,-196.9,-61.0,18.91,123.9,71.8
2243.0,3101.6,3066.9,3155.6,-35.80000000000018,0.5,30.04,122.75,124.575,301.6,1388.13,1417.94,1400.54,1373.42,9.83,75.51,182.07,2447.7,18.79,13.02,94.14,3704.0,-0.62,280.6,12.0,10.0,106.28,0.01,47.6219292,-96.4771957,2.6,114.3,0.06,17.0,2.19,0.2,113.0,31.81,277.9,28.0,16.0,-294.62,-7.9,-61.2,18.99,123.9,71.9
2247.0,3103.6,3070.9,3159.6,-34.09999999999991,0.3,30.04,122.75,124.575,301.6,1389.44,1418.86,1401.54,1373.97,9.85,75.57,182.1,2450.0,19.02,13.31,93.98,3704.0,-0.617,281.5,12.0,10.0,106.27,0.05,47.6220131,-96.477829,2.6,114.3,0.17,17.0,2.99,-3.88,113.0,32.33,278.1,28.0,17.0,-156.36,173.2,-61.5,19.06,123.9,71.9
2255.0,3103.6,3079.0,3167.7,-23.700000000000273,0.4,30.04,122.75,124.575,301.6,1390.13,1420.55,1402.67,1375.19,9.88,75.47,182.06,2442.8,18.93,13.02,93.63,3704.0,-0.628,281.6,12.0,10.0,106.32,0.05,47.6220894,-96.4784622,2.6,114.3,0.16,17.0,3.76,-4.14,113.0,31.95,277.8,28.0,16.0,-58.38,370.1,-61.6,19.13,123.9,71.9
2265.0,3108.6,3089.0,3177.7,-9.400000000000091,0.4,30.04,122.75,124.575,301.6,1391.17,1422.63,1403.01,1376.83,10.03,75.54,181.93,2468.9,18.94,13.33,93.11,3704.0,-0.636,280.3,12.0,10.0,105.93,-0.03,47.6221657,-96.4790878,2.6,114.3,0.14,17.0,3.57,-4.72,112.0,32.27,277.2,28.0,16.0,45.42,559.1,-61.8,19.19,123.9,71.9
2281.0,3121.6,3101.3,3190.0,7.599999999999909,0.5,30.04,122.75,124.575,301.6,1392.75,1424.07,1401.97,1379.22,9.96,75.27,181.77,2429.9,19.73,13.25,92.86,3704.0,-0.631,281.9,12.0,10.0,105.03,0.09,47.6222305,-96.4797058,2.6,114.3,-0.06,17.2,3.12,-4.02,111.0,32.980000000000004,276.3,28.0,16.0,299.92,704.7,-61.9,19.24,123.9,72.0
2292.0,3133.6,3111.8,3200.5,24.5,0.5,30.04,122.75,124.575,301.6,1392.2,1421.26,1397.96,1378.43,9.84,74.83,181.64,2414.1,18.92,13.1,92.53,3704.0,-0.629,279.9,12.0,10.0,104.08,0.01,47.6222954,-96.4803467,2.6,114.3,0.04,17.2,3.58,-5.26,110.0,32.02,276.2,28.0,16.0,512.67,633.9,-61.9,19.27,123.9,72.0
2302.0,3141.6,3121.7,3210.4,41.70000000000027,0.5,30.04,122.75,124.575,301.6,1390.98,1417.28,1397.28,1377.0,9.77,74.64,181.53,2403.8,19.57,13.61,92.24,3704.0,-0.628,278.2,12.0,10.0,103.06,-0.0,47.6223564,-96.4809647,2.6,114.3,-0.0,17.2,3.72,-10.03,109.0,33.18,275.3,28.0,16.0,553.69,590.6,-61.9,19.29,123.9,72.0
2311.0,3144.6,3130.4,3219.1,55.90000000000009,0.4,30.04,122.75,124.575,301.6,1386.79,1413.11,1396.39,1374.86,9.78,74.74,181.45,2398.1,19.65,13.12,91.98,3704.0,-0.639,276.8,12.0,10.0,102.1,0.03,47.622406,-96.4815903,2.6,114.3,0.04,17.2,3.75,-6.95,108.0,32.769999999999996,273.8,28.0,17.0,445.42,555.1,-61.8,19.29,123.9,72.0
2319.0,3153.6,3138.6,3227.3,69.0,0.4,30.04,122.75,124.575,301.6,1383.68,1411.03,1394.48,1372.42,9.76,74.73,181.4,2399.7,19.72,13.47,91.79,3704.0,-0.654,275.3,12.0,10.0,101.06,0.02,47.6224442,-96.4822159,2.6,114.3,0.03,17.2,3.12,-4.65,107.0,33.19,272.6,28.0,16.0,421.81,582.7,-61.8,19.25,123.9,72.0
2329.0,3165.6,3148.4,3237.1,81.90000000000009,0.4,30.04,122.75,124.575,301.6,1382.3,1410.53,1392.62,1370.65,9.74,74.6,181.41,2399.4,19.88,13.16,91.63,3704.0,-0.663,275.0,12.0,10.0,100.63,0.02,47.6224747,-96.4828339,2.6,114.3,-0.07,17.2,2.83,-2.61,107.0,33.04,271.7,28.0,16.0,523.78,574.8,-61.8,19.2,123.8,72.1
2335.0,3176.6,3154.9,3243.7,88.09999999999991,0.6,30.04,122.75,124.575,301.6,1381.83,1409.91,1392.46,1369.55,9.69,74.37,181.47,2387.3,19.94,13.15,91.65,3704.0,-0.666,274.3,12.0,10.0,100.55,0.03,47.6225052,-96.4834595,2.6,114.3,-0.11,17.2,1.26,-2.47,107.0,33.09,271.6,28.0,16.0,602.65,429.1,-61.9,19.12,123.8,72.1
2337.0,3182.6,3157.1,3245.8,86.20000000000027,0.5,30.04,122.75,124.575,301.6,1380.47,1409.99,1392.07,1368.68,9.65,74.37,181.46,2386.5,19.85,13.26,92.04,3704.0,-0.677,273.7,12.0,10.0,100.05,0.01,47.6225357,-96.4840927,2.6,114.3,-0.0,17.2,0.29,-1.87,106.0,33.11,271.3,28.0,16.0,532.21,181.1,-61.9,19.02,123.8,72.1
2336.0,3184.6,3155.7,3244.4,76.70000000000027,0.5,30.04,122.75,124.575,301.6,1376.04,1407.19,1388.78,1364.61,9.38,73.83,181.29,2347.9,19.88,13.09,92.66,3704.0,-0.681,274.4,12.0,10.0,99.69,-0.01,47.6225624,-96.4847183,2.6,114.3,-0.03,17.2,-0.48,-1.74,106.0,32.97,271.2,28.0,16.0,409.85,-43.3,-62.0,18.9,123.8,72.1
2334.0,3185.6,3153.4,3242.1,64.40000000000009,0.5,30.04,122.75,124.575,301.6,1369.55,1403.6,1386.8,1359.98,9.19,74.2,181.19,2359.7,20.07,13.19,93.38,3704.0,-0.668,275.9,12.0,10.0,100.29,0.04,47.6225891,-96.4853668,2.6,114.3,0.01,17.2,-1.78,-1.43,107.0,33.26,270.9,28.0,17.0,254.9,-145.7,-62.1,18.76,123.8,72.2
2330.0,3184.6,3149.8,3238.5,48.5,0.4,30.04,122.75,124.575,301.6,1367.14,1400.06,1386.29,1358.33,9.17,74.42,181.21,2384.0,19.15,12.82,94.22,3704.0,-0.654,274.8,12.0,10.0,101.86,0.02,47.6226196,-96.4860077,2.6,114.3,-0.06,17.2,-2.41,-1.41,108.0,31.97,271.2,28.0,16.0,118.67,-267.7,-62.1,18.63,123.8,72.2
2323.0,3182.6,3142.3,3231.0,30.5,0.4,30.04,122.75,124.575,301.6,1368.0,1399.45,1388.74,1358.43,9.18,74.51,181.21,2389.8,18.78,13.26,95.21,3704.0,-0.654,274.2,12.0,10.0,103.55,0.03,47.6226501,-96.4866562,2.6,114.3,-0.01,17.2,-1.92,-4.71,110.0,32.04,271.2,28.0,16.0,15.46,-417.3,-62.2,18.52,123.8,72.2
2316.0,3172.6,3132.6,3221.3,10.900000000000091,0.4,30.04,122.75,124.575,301.6,1369.17,1400.84,1389.94,1358.59,9.2,74.69,181.17,2393.6,18.83,12.91,96.22,3704.0,-0.67,274.4,12.0,10.0,104.88,0.04,47.6226768,-96.4873199,2.6,114.3,-0.0,17.2,-2.37,-0.65,111.0,31.74,271.0,28.0,16.0,-214.95,-563.0,-62.2,18.41,123.8,72.2
2306.0,3166.6,3122.3,3211.0,-8.099999999999909,0.4,30.04,122.75,124.575,301.6,1368.88,1401.06,1389.35,1358.96,8.95,74.24,181.05,2362.5,18.56,12.81,97.25,3704.0,-0.673,274.2,12.0,10.0,106.0,0.02,47.6227036,-96.4879837,2.6,114.3,-0.17,17.0,-3.12,-0.66,113.0,31.369999999999997,271.0,28.0,16.0,-330.63,-610.2,-62.3,18.32,123.7,72.2
2294.0,3158.6,3110.4,3199.1,-28.200000000000273,0.5,30.04,122.75,124.575,301.6,1362.86,1397.16,1383.61,1356.02,8.7,73.63,180.87,2332.1,18.26,12.84,98.16,3704.0,-0.664,274.3,12.0,10.0,107.29,0.01,47.6227379,-96.4886475,2.6,114.3,0.02,17.0,-3.83,-2.08,114.0,31.1,271.1,28.0,16.0,-365.3,-708.7,-62.4,18.23,123.7,72.3
2279.0,3148.6,3095.5,3184.2,-52.90000000000009,0.5,30.04,122.75,124.575,301.6,1356.44,1390.94,1375.14,1352.43,8.26,72.43,180.65,2261.5,18.21,12.64,99.19,3704.0,-0.652,274.7,12.0,10.0,108.05,0.05,47.6227608,-96.4893417,2.6,114.3,-0.13,17.0,-5.22,-2.79,115.0,30.85,271.0,28.0,17.0,-483.93,-846.5,-62.5,18.14,123.7,72.3
2259.0,3134.6,3076.2,3164.9,-78.79999999999973,0.3,30.04,122.75,124.575,301.6,1347.97,1381.76,1368.05,1347.88,7.92,72.24,180.37,2261.2,17.61,12.31,100.24,3704.0,-0.648,275.1,12.0,10.0,108.68,0.02,47.6227913,-96.4900208,2.6,114.3,-0.0,17.0,-5.09,-3.83,115.0,29.92,271.0,28.0,16.0,-593.52,-1023.6,-62.6,18.07,123.7,72.3
2241.0,3114.6,3058.1,3146.8,-99.0,0.5,30.04,122.75,124.575,301.6,1343.79,1373.79,1363.64,1344.62,7.69,72.36,180.09,2268.3,17.47,12.59,101.39,3704.0,-0.643,274.8,12.0,10.0,109.4,0.02,47.622818,-96.490715,2.6,114.3,0.05,17.0,-4.7,-2.52,116.0,30.06,270.8,28.0,16.0,-827.55,-1078.7,-62.7,17.99,123.7,72.3
2224.0,3099.6,3040.8,3129.5,-114.90000000000009,0.4,30.04,122.75,124.575,301.6,1340.87,1368.8,1360.21,1340.27,7.58,72.66,179.87,2281.4,17.53,12.18,102.5,3704.0,-0.653,274.5,12.0,10.0,110.3,0.08,47.6228447,-96.4914169,2.6,114.3,0.08,17.0,-4.5,-0.71,117.0,29.71,270.7,28.0,16.0,-932.91,-1043.3,-62.7,17.93,123.7,72.4
2208.0,3085.6,3024.8,3113.5,-128.5999999999999,0.4,30.04,122.75,124.575,301.6,1339.26,1364.43,1358.47,1337.51,7.53,72.81,179.76,2301.1,17.25,12.12,103.45,3704.0,-0.662,273.6,12.0,10.0,111.57,-0.0,47.6228752,-96.4921265,2.6,114.3,0.06,17.0,-3.96,-0.24,118.0,29.369999999999997,271.0,28.1,16.0,-916.45,-968.5,-62.7,17.88,123.7,72.4
2194.0,3072.6,3010.5,3099.2,-139.30000000000018,0.6,30.04,122.75,124.575,301.6,1337.93,1361.66,1357.03,1336.06,7.54,73.13,179.76,2313.7,17.39,12.26,104.21,3704.0,-0.654,274.8,12.0,10.0,113.2,-0.02,47.6229019,-96.492836,2.6,114.3,0.08,17.0,-3.77,2.65,120.0,29.65,271.2,28.0,16.0,-890.21,-870.1,-62.8,17.84,123.6,72.4
2181.0,3061.6,2998.1,3086.8,-144.19999999999982,0.5,30.04,122.75,124.575,301.6,1337.63,1361.67,1358.42,1335.2,7.48,73.07,179.68,2306.9,17.3,11.88,104.75,3704.0,-0.632,276.4,12.0,10.0,114.81,0.01,47.6229439,-96.4935532,2.6,114.3,-0.12,17.0,-3.83,5.57,122.0,29.18,271.8,28.0,17.0,-812.86,-783.5,-62.8,17.82,123.6,72.4
2169.0,3055.6,2985.7,3074.4,-146.9000000000001,0.6,30.04,122.75,124.575,301.6,1337.39,1361.05,1359.87,1334.27,7.48,73.42,179.71,2325.3,17.02,11.7,105.05,3704.0,-0.615,278.1,12.5,10.0,115.83,0.07,47.6229935,-96.4942703,2.6,114.3,0.09,17.0,-3.33,5.34,123.0,28.72,273.2,28.0,16.0,-619.84,-818.9,-62.8,17.83,123.6,72.5
2156.0,3039.6,2972.8,3061.5,-149.5,0.5,30.04,122.75,124.575,301.6,1336.02,1359.72,1360.72,1333.55,7.47,73.35,179.75,2317.0,16.7,12.1,105.2,3704.0,-0.61,277.7,12.0,10.0,116.92,-0.01,47.6230507,-96.4949799,2.6,114.3,-0.0,16.8,-3.31,2.85,124.0,28.799999999999997,274.6,28.0,16.0,-679.21,-775.6,-62.8,17.87,123.6,72.5
2143.0,3028.6,2960.1,3048.8,-150.29999999999973,0.4,30.04,122.75,124.575,301.6,1334.78,1358.61,1360.92,1333.42,7.43,73.31,179.83,2321.5,17.11,12.03,105.36,3704.0,-0.602,279.8,12.0,10.0,117.15,0.09,47.6231194,-96.495697,2.6,114.3,0.08,17.0,-2.57,3.77,124.0,29.14,275.4,28.0,16.0,-708.73,-767.7,-62.7,17.92,123.6,72.5
2134.0,3015.6,2950.5,3039.2,-145.0,0.4,30.04,122.75,124.575,301.6,1336.73,1360.17,1363.49,1336.19,7.94,74.79,179.91,2423.3,17.1,11.53,105.45,3704.0,-0.594,280.4,12.0,10.0,117.47,-0.06,47.6231956,-96.4964142,2.6,114.3,0.0,17.0,-2.19,5.83,124.0,28.630000000000003,276.6,28.0,16.0,-758.73,-610.2,-62.5,17.99,123.6,72.5
2127.0,3010.6,2943.5,3032.2,-132.70000000000027,0.4,30.04,122.75,124.575,301.6,1347.65,1370.31,1374.84,1344.86,8.54,75.79,180.03,2481.3,17.63,12.04,105.67,3704.0,-0.587,284.0,12.0,10.0,117.86,0.08,47.6232834,-96.4971237,2.6,114.3,0.21,17.0,-0.54,4.75,125.0,29.669999999999998,277.6,28.0,16.0,-622.65,-456.7,-62.4,18.08,123.6,72.6
2124.0,2994.6,2940.7,3029.4,-117.40000000000009,0.4,30.04,122.75,124.575,301.6,1358.81,1381.33,1383.83,1352.42,8.83,76.11,180.2,2481.2,17.47,11.84,105.49,3704.0,-0.583,284.1,12.0,10.0,118.22,-0.01,47.6233864,-96.4978333,2.6,114.3,0.28,17.0,0.91,5.48,125.0,29.31,279.4,28.0,16.0,-674.88,-196.9,-62.0,18.19,123.6,72.6
2127.0,2993.6,2943.7,3032.4,-97.09999999999991,0.4,30.04,122.75,124.575,301.6,1366.7,1391.47,1390.08,1358.45,9.03,76.17,180.36,2478.8,17.83,12.36,104.95,3704.0,-0.578,286.6,12.0,10.0,117.73,0.07,47.623497,-96.4985275,2.6,114.3,0.13,17.0,1.87,6.61,124.0,30.189999999999998,280.8,28.0,16.0,-541.47,196.9,-61.6,18.31,123.6,72.6
2136.0,2995.6,2952.7,3041.3,-72.19999999999982,0.5,30.04,122.75,124.575,301.6,1370.65,1397.94,1395.12,1361.38,9.15,75.68,180.5,2457.4,17.63,12.17,104.03,3704.0,-0.558,287.9,12.0,10.0,116.9,0.02,47.6236229,-96.4992065,2.6,114.3,0.11,17.0,3.0,8.69,124.0,29.799999999999997,282.6,28.0,16.0,-314.05,484.3,-61.1,18.42,123.5,72.6
