AltAGL,AltB,AltGPS,AltMSL,E1_EGT1,E1_EGT2,E1_EGT3,E1_EGT4,E1_FFlow,E1_OilP,E1_OilT,E1_RPM,FQtyL,FQtyR,GndSpd,IAS,LatAc,NormAc,OAT,Pitch,Roll,TAS,VSpd,VSpdG,WndDr,WndSpd
1.00000,832.50000,752.50000,840.40000,1070.71000,1028.66000,1061.62000,1043.00000,2.44000,57.15000,110.20000,1074.90000,19.33000,21.36000,0.00000,0.00000,-0.01000,0.02000,25.80000,3.15000,0.45000,0.00000,5.44000,0.00000,0.00000,0.00000
1.00000,832.50000,752.60000,840.40000,1069.57000,1028.83000,1063.91000,1044.10000,2.44000,57.13000,110.17000,1071.20000,19.30000,21.35000,0.00000,0.00000,-0.00000,0.02000,25.80000,3.16000,0.45000,0.00000,-9.14000,0.00000,0.00000,0.00000
1.00000,832.50000,752.70000,840.60000,1069.97000,1027.58000,1065.67000,1045.03000,2.44000,57.00000,110.19000,1068.50000,19.28000,21.37000,0.00000,0.00000,-0.01000,-0.01000,25.80000,3.14000,0.45000,0.00000,-15.41000,0.00000,0.00000,0.00000
0.00000,832.50000,751.80000,839.60000,1068.51000,1028.22000,1067.27000,1046.44000,2.44000,56.97000,110.20000,1068.50000,19.29000,21.38000,0.00000,0.00000,-0.01000,0.00000,25.80000,3.15000,0.46000,0.00000,-15.98000,0.00000,0.00000,0.00000
0.00000,832.50000,750.10000,837.90000,1069.05000,1030.80000,1067.04000,1046.52000,2.45000,56.94000,110.22000,1065.40000,19.31000,21.37000,0.00000,0.00000,-0.01000,0.00000,25.80000,3.13000,0.45000,0.00000,-12.57000,0.00000,0.00000,0.00000
0.00000,832.50000,748.70000,836.50000,1066.49000,1033.00000,1065.73000,1046.53000,2.46000,56.89000,110.19000,1064.40000,19.30000,21.36000,0.00000,0.00000,-0.00000,0.00000,25.80000,3.14000,0.45000,0.00000,-0.92000,0.00000,0.00000,0.00000
0.00000,832.50000,748.50000,836.30000,1064.06000,1031.56000,1062.99000,1045.13000,2.46000,56.97000,110.18000,1069.30000,19.30000,21.36000,0.00000,0.00000,0.01000,0.00000,25.80000,3.14000,0.44000,0.00000,-12.23000,0.00000,0.00000,0.00000
0.00000,833.50000,748.30000,836.10000,1064.92000,1031.20000,1061.66000,1043.23000,2.46000,56.98000,110.19000,1068.20000,19.28000,21.33000,0.00000,0.00000,-0.01000,-0.01000,25.80000,3.15000,0.44000,0.00000,8.91000,0.00000,0.00000,0.00000
0.00000,832.50000,748.20000,836.00000,1068.57000,1030.82000,1061.03000,1044.09000,2.45000,57.02000,110.22000,1072.50000,19.27000,21.33000,0.00000,0.00000,0.00000,-0.01000,25.80000,3.14000,0.44000,0.00000,5.56000,0.00000,0.00000,0.00000
0.00000,832.50000,749.10000,836.90000,1067.28000,1030.13000,1059.56000,1045.13000,2.45000,57.15000,110.22000,1076.40000,19.25000,21.32000,0.00000,0.00000,-0.01000,0.02000,25.80000,3.15000,0.43000,0.00000,-15.85000,0.00000,0.00000,0.00000
3.00000,832.50000,754.30000,842.10000,1065.19000,1032.00000,1060.37000,1045.61000,2.45000,57.12000,110.22000,1072.70000,19.25000,21.32000,0.00000,0.00000,-0.00000,0.02000,25.80000,3.16000,0.42000,0.00000,-16.83000,0.00000,0.00000,0.00000
3.00000,832.50000,755.00000,842.80000,1066.85000,1033.11000,1061.30000,1047.33000,2.45000,57.11000,110.20000,1074.30000,19.24000,21.34000,0.00000,0.00000,-0.01000,0.01000,25.80000,3.19000,0.41000,0.00000,-6.98000,0.00000,0.00000,0.00000
4.00000,833.50000,755.30000,843.10000,1068.13000,1035.20000,1064.67000,1047.88000,2.45000,57.23000,110.20000,1080.10000,19.25000,21.34000,0.00000,0.00000,-0.01000,0.00000,25.80000,3.19000,0.42000,0.00000,5.65000,0.00000,0.00000,0.00000
4.00000,832.50000,755.50000,843.30000,1067.41000,1035.78000,1066.90000,1049.24000,2.46000,57.21000,110.22000,1077.90000,19.31000,21.37000,0.00000,0.00000,-0.01000,0.01000,25.80000,3.18000,0.41000,0.00000,4.92000,0.00000,0.00000,0.00000
4.00000,833.50000,755.60000,843.40000,1068.06000,1036.34000,1066.66000,1050.14000,2.45000,57.18000,110.21000,1075.40000,19.35000,21.37000,0.00000,0.00000,-0.00000,0.01000,25.80000,3.18000,0.40000,0.00000,-1.79000,0.00000,0.00000,0.00000
3.00000,832.50000,755.00000,842.80000,1070.68000,1036.64000,1067.49000,1049.12000,2.46000,57.15000,110.21000,1075.30000,19.34000,21.36000,0.00000,0.00000,-0.01000,0.00000,25.80000,3.18000,0.41000,0.00000,-8.40000,0.00000,0.00000,0.00000
2.00000,832.50000,753.70000,841.50000,1069.20000,1037.35000,1067.56000,1048.98000,2.45000,57.18000,110.18000,1079.60000,19.33000,21.34000,0.00000,0.00000,-0.01000,-0.03000,25.80000,3.18000,0.41000,0.00000,-15.70000,0.00000,0.00000,0.00000
1.00000,831.50000,752.70000,840.50000,1067.35000,1037.14000,1066.54000,1049.33000,2.44000,57.21000,110.20000,1079.50000,19.30000,21.33000,0.00000,0.00000,0.01000,0.01000,25.80000,3.18000,0.40000,0.00000,-30.82000,0.00000,0.00000,0.00000
1.00000,831.50000,752.40000,840.20000,1067.12000,1037.54000,1066.78000,1049.41000,2.43000,57.18000,110.21000,1077.00000,19.30000,21.33000,0.00000,0.00000,-0.00000,-0.01000,25.80000,3.18000,0.38000,0.00000,-31.96000,0.00000,0.00000,0.00000
0.00000,831.50000,752.10000,839.90000,1066.08000,1037.36000,1067.58000,1050.25000,2.43000,57.10000,110.18000,1073.50000,19.29000,21.33000,0.00000,0.00000,-0.00000,0.04000,25.80000,3.16000,0.40000,0.00000,-19.02000,0.00000,0.00000,0.00000
0.00000,831.50000,751.90000,839.70000,1065.93000,1037.41000,1067.56000,1049.87000,2.44000,57.06000,110.23000,1073.90000,19.28000,21.33000,0.00000,0.00000,-0.02000,0.01000,25.80000,3.16000,0.40000,0.00000,-27.51000,0.00000,0.00000,0.00000
0.00000,832.50000,751.80000,839.60000,1064.44000,1037.50000,1067.05000,1049.10000,2.44000,56.99000,110.24000,1071.00000,19.25000,21.32000,0.00000,0.00000,-0.02000,-0.01000,25.80000,3.13000,0.40000,0.00000,1.67000,0.00000,0.00000,0.00000
1.00000,831.50000,752.50000,840.40000,1065.14000,1036.14000,1065.44000,1047.61000,2.45000,57.10000,110.26000,1077.50000,19.26000,21.32000,0.00000,0.00000,-0.01000,-0.02000,25.80000,3.14000,0.40000,0.00000,1.25000,0.00000,0.00000,0.00000
2.00000,832.50000,753.70000,841.50000,1066.18000,1035.56000,1065.68000,1047.98000,2.45000,57.08000,110.26000,1073.50000,19.27000,21.33000,0.00000,0.00000,-0.00000,-0.04000,25.80000,3.15000,0.42000,0.00000,0.05000,0.00000,0.00000,0.00000
2.00000,831.50000,753.90000,841.70000,1066.03000,1034.46000,1066.70000,1048.59000,2.45000,57.07000,110.26000,1076.40000,19.28000,21.38000,0.00000,0.00000,0.00000,0.01000,25.80000,3.14000,0.42000,0.00000,-14.14000,0.00000,0.00000,0.00000
2.00000,832.50000,754.00000,841.80000,1066.17000,1033.88000,1068.92000,1049.75000,2.44000,57.09000,110.25000,1075.40000,19.28000,21.37000,0.00000,0.00000,-0.02000,-0.00000,25.80000,3.14000,0.42000,0.00000,-6.89000,0.00000,0.00000,0.00000
2.00000,831.50000,754.10000,841.90000,1068.33000,1034.32000,1068.80000,1050.07000,2.44000,57.09000,110.24000,1074.90000,19.27000,21.36000,0.00000,0.00000,-0.01000,-0.01000,25.80000,3.13000,0.41000,0.00000,-13.35000,0.00000,0.00000,0.00000
3.00000,831.50000,754.80000,842.60000,1069.26000,1034.63000,1069.32000,1049.14000,2.44000,57.08000,110.25000,1075.90000,19.27000,21.35000,0.00000,0.00000,0.01000,0.00000,25.80000,3.14000,0.41000,0.00000,-12.61000,0.00000,0.00000,0.00000
3.00000,831.50000,754.50000,842.40000,1067.85000,1036.52000,1068.42000,1048.33000,2.45000,57.08000,110.22000,1073.70000,19.27000,21.36000,0.00000,0.00000,-0.00000,-0.01000,25.80000,3.14000,0.41000,0.00000,-15.81000,0.00000,0.00000,0.00000
2.00000,831.50000,753.70000,841.50000,1070.16000,1035.86000,1068.60000,1048.23000,2.44000,56.95000,110.20000,1069.80000,19.28000,21.40000,0.00000,0.00000,-0.01000,0.02000,25.80000,3.16000,0.42000,0.00000,-3.98000,0.00000,0.00000,0.00000
2.00000,832.50000,753.90000,841.70000,1071.15000,1036.09000,1069.08000,1047.70000,2.45000,56.96000,110.18000,1070.30000,19.29000,21.36000,0.00000,0.00000,-0.00000,0.01000,25.80000,3.16000,0.42000,0.00000,8.77000,0.00000,0.00000,0.00000
2.00000,832.50000,754.00000,841.80000,1072.10000,1035.15000,1068.84000,1046.97000,2.42000,56.95000,110.21000,1070.90000,19.28000,21.35000,0.00000,0.00000,-0.01000,0.00000,25.80000,3.16000,0.41000,0.00000,10.56000,0.00000,0.00000,0.00000
3.00000,832.50000,754.20000,842.00000,1072.02000,1034.30000,1065.96000,1045.82000,2.43000,56.93000,110.22000,1067.80000,19.27000,21.33000,0.00000,0.00000,0.00000,-0.01000,25.80000,3.18000,0.41000,0.00000,14.32000,0.00000,0.00000,0.00000
2.00000,832.50000,753.90000,841.70000,1071.95000,1035.37000,1065.72000,1044.47000,2.43000,56.89000,110.23000,1068.90000,19.26000,21.31000,0.00000,0.00000,-0.01000,-0.02000,25.50000,3.19000,0.40000,0.00000,0.97000,0.00000,0.00000,0.00000
2.00000,832.50000,753.70000,841.50000,1070.38000,1034.57000,1066.35000,1045.02000,2.43000,56.95000,110.23000,1072.80000,19.25000,21.31000,0.00000,0.00000,-0.01000,-0.00000,25.50000,3.18000,0.38000,0.00000,-5.92000,0.00000,0.00000,0.00000
