Ba_avg,Rt_avg,DCs_avg,Cm_avg,P_avg,S_avg,Cosphi_avg,Db1t_avg,Db2t_avg,Dst_avg,Gb1t_avg,Gb2t_avg,Git_avg,Gost_avg,Ya_avg,Yt_avg,Ws_avg,Wa_avg,Ot_avg,Nf_avg,Nu_avg,Rbt_avg
0.0524029,0.528961,0.627405,0.345039,0.0521211,0.0451932,1,0.531891,0.622792,0.637674,0.685151,0.682117,0.762023,0.683916,0.934611,0.646108,0.19293,0.89302,0.552704,0.997804,0.957924,0.61944
8.86681e-05,0.517604,0.779652,0.408427,0.118565,0.111021,1,0.552731,0.636455,0.65221,0.721294,0.724002,0.776965,0.694298,0.917694,0.687301,0.241908,0.947733,0.539872,0.998203,0.958736,0.621558
8.86681e-05,0.520727,0.760276,0.400423,0.105765,0.098123,1,0.579728,0.653949,0.673481,0.734473,0.735819,0.783502,0.701384,0.917694,0.708694,0.24063,0.926892,0.534601,0.998004,0.957141,0.623676
0.000177336,0.519023,0.743076,0.390639,0.0947599,0.0871631,1,0.604515,0.667444,0.693689,0.726514,0.732406,0.727471,0.694792,0.917694,0.706645,0.229983,0.89427,0.531393,0.998004,0.958942,0.627442
0.00133002,0.519023,0.709388,0.371249,0.071337,0.0637242,1,0.623145,0.669277,0.712361,0.687891,0.688813,0.709883,0.671885,0.864472,0.696632,0.221891,0.825914,0.549038,0.998004,0.956934,0.628383
8.86681e-05,0.525554,0.780338,0.411436,0.127355,0.119921,1,0.640669,0.670943,0.726424,0.691675,0.701549,0.699144,0.665458,0.842333,0.697087,0.250852,0.811659,0.554537,0.997804,0.957292,0.628383
8.86681e-05,0.528677,0.844348,0.447065,0.184051,0.176921,1,0.660088,0.676941,0.738478,0.704984,0.720326,0.700545,0.665129,0.838667,0.703232,0.274702,0.851895,0.539184,0.998004,0.959423,0.632149
8.86681e-05,0.542305,0.875519,0.465091,0.216376,0.209494,1,0.681402,0.686105,0.751477,0.740344,0.762342,0.711907,0.675511,0.898333,0.717569,0.283646,0.891047,0.528643,0.998203,0.959836,0.638503
8.86681e-05,0.538898,0.808776,0.425058,0.149289,0.141953,1,0.7024,0.695268,0.765186,0.74178,0.755121,0.709261,0.67617,0.887389,0.720983,0.241482,0.901217,0.526352,0.998004,0.960977,0.644858
8.86681e-05,0.534639,0.924885,0.493087,0.267085,0.260501,1,0.694979,0.686438,0.768022,0.727818,0.749475,0.672218,0.665953,0.887194,0.580564,0.294719,0.877876,0.519248,0.998004,0.962558,0.644387
8.86681e-05,0.53975,0.906437,0.479053,0.238338,0.231541,1,0.639406,0.656281,0.734578,0.733951,0.77114,0.665837,0.661173,0.887194,0.51411,0.290034,0.872041,0.514665,0.997804,0.962599,0.642269
8.86681e-05,0.530664,0.799386,0.420762,0.137684,0.130263,1,0.590306,0.631456,0.695935,0.704071,0.731618,0.642179,0.644529,0.887194,0.485662,0.25,0.879099,0.514665,0.997804,0.961967,0.640386
0.000709345,0.52385,0.725015,0.381373,0.0819411,0.0743336,1,0.549732,0.608131,0.664973,0.667797,0.686844,0.645914,0.626401,0.887194,0.470187,0.223169,0.861204,0.534601,0.997804,0.960743,0.636385
8.86681e-05,0.526689,0.718807,0.381391,0.0781985,0.0704531,1,0.524945,0.596968,0.645947,0.673147,0.66636,0.717043,0.635135,0.821556,0.544606,0.234668,0.899522,0.540559,0.997804,0.961458,0.634738
0.00203937,0.530664,0.683832,0.355527,0.0512507,0.0436936,1,0.537259,0.612462,0.651028,0.685934,0.676471,0.729961,0.644034,0.885583,0.62995,0.198467,0.987913,0.554079,0.998203,0.960716,0.635679
0.0019507,0.538898,0.692642,0.361779,0.0577979,0.0509239,1,0.560152,0.632456,0.672536,0.680063,0.66032,0.729027,0.645188,0.879972,0.667956,0.21678,0.88649,0.560953,0.998004,0.962929,0.635914
0.000354673,0.545429,0.721228,0.38114,0.0796733,0.0719819,1,0.58557,0.649617,0.691444,0.695068,0.685399,0.736031,0.652439,0.956389,0.69299,0.230409,0.847755,0.543996,0.997804,0.962888,0.63615
0.000177336,0.545713,0.721182,0.38019,0.0777682,0.0700538,1,0.61162,0.667111,0.711888,0.702505,0.692621,0.742879,0.657877,0.881083,0.714156,0.214651,0.89541,0.535518,0.997804,0.962049,0.638503
8.86681e-05,0.545713,0.705084,0.373451,0.0693158,0.0614797,1,0.636722,0.685272,0.733515,0.704723,0.691439,0.746459,0.661173,0.881083,0.730542,0.211669,0.901578,0.531622,0.997804,0.961774,0.640151
0.000177336,0.545713,0.726406,0.383879,0.0816655,0.0739294,1,0.660404,0.701266,0.754313,0.708377,0.695641,0.751128,0.665788,0.937333,0.740555,0.234668,0.98519,0.525894,0.997804,0.962146,0.640151
0.00248271,0.545713,0.696303,0.360076,0.058117,0.0514448,1,0.681244,0.713096,0.771094,0.710464,0.699842,0.755798,0.669578,0.9695,0.695494,0.211669,0.941258,0.522456,0.998403,0.960647,0.639445
8.86681e-05,0.545713,0.691583,0.369269,0.0615792,0.053743,0.989362,0.653615,0.687937,0.761877,0.700287,0.686187,0.756265,0.669743,0.9695,0.547792,0.220613,0.944482,0.517186,0.998004,0.960152,0.63309
0.00532009,0.545713,0.659542,0.332958,0.0292737,0.0223726,1,0.605305,0.653116,0.730324,0.689196,0.676996,0.752529,0.667436,0.9695,0.503414,0.191652,0.926781,0.51352,0.997405,0.958625,0.62603
0.00372406,0.545713,0.650724,0.336738,0.0302117,0.0222947,1,0.563309,0.623625,0.700544,0.675365,0.657694,0.747393,0.662821,0.908,0.481338,0.187819,0.878293,0.510999,0.997804,0.959189,0.622029
0.0036354,0.545713,0.654288,0.337206,0.031203,0.0231224,1,0.526681,0.597468,0.673127,0.669102,0.652048,0.743813,0.659855,0.881083,0.46609,0.178024,0.913749,0.509624,0.997604,0.961087,0.616851
0.00532009,0.545713,0.649972,0.327297,0.0241578,0.0161502,1,0.498895,0.578974,0.648783,0.666362,0.65021,0.741634,0.657713,0.881083,0.499772,0.167802,0.904468,0.509395,0.997405,0.960619,0.614498
0.00833481,0.545713,0.649959,0.317643,0.0171222,0.00892957,1,0.502842,0.588637,0.647483,0.663231,0.640625,0.741634,0.656889,0.926722,0.593992,0.158007,0.935006,0.511228,0.998603,0.960771,0.61638
0.0114382,0.545713,0.649925,0.30309,0.00744172,0.00795579,1,0.524787,0.609463,0.665209,0.659447,0.633272,0.741634,0.656394,0.932917,0.634274,0.12862,0.900967,0.512374,0.997604,0.958983,0.616616
0.00159603,0.545713,0.654814,0.343377,0.0372425,0.0335175,0.925532,0.548942,0.63079,0.686953,0.667276,0.6401,0.741479,0.657218,0.870917,0.659991,0.182709,0.874347,0.506874,0.997405,0.961032,0.616851
0.000177336,0.545713,0.678856,0.361095,0.0540988,0.0464445,0.989362,0.574203,0.649783,0.708698,0.681759,0.662815,0.745525,0.661009,0.887556,0.681156,0.204855,0.958736,0.504354,0.997205,0.960042,0.618498
0.00150736,0.545713,0.653902,0.342742,0.0365945,0.0287265,1,0.600095,0.667611,0.729378,0.685543,0.667411,0.746615,0.661997,0.926833,0.696632,0.178876,0.925253,0.502979,0.997405,0.959918,0.620852
0.000620677,0.545713,0.665103,0.353201,0.0458737,0.0379434,0.989362,0.623461,0.684938,0.751595,0.685543,0.663472,0.746926,0.662821,0.926833,0.705508,0.189097,0.932366,0.500687,0.997804,0.961857,0.621323
8.86681e-05,0.545713,0.745804,0.394398,0.0942521,0.0865204,1,0.643511,0.697101,0.76944,0.700418,0.690257,0.755019,0.669743,0.926833,0.655439,0.227428,0.916111,0.496334,0.998802,0.965363,0.620617
8.86681e-05,0.545713,0.768485,0.405221,0.109464,0.101823,1,0.614146,0.667777,0.747932,0.715031,0.720982,0.762179,0.678972,0.926833,0.519572,0.239779,0.94601,0.49198,0.997804,0.964002,0.614968
8.86681e-05,0.545713,0.707383,0.376434,0.0701524,0.0623463,1,0.569309,0.632789,0.709643,0.709682,0.710741,0.759222,0.679136,0.926833,0.478835,0.219761,0.968823,0.487626,0.998203,0.963974,0.610261
8.86681e-05,0.545713,0.731009,0.388119,0.0843153,0.0765148,1,0.530628,0.603965,0.67679,0.701722,0.701287,0.757043,0.677818,0.926833,0.456987,0.232964,0.962487,0.485105,0.998403,0.964414,0.607437
8.86681e-05,0.545713,0.733514,0.387757,0.085384,0.0776201,1,0.501421,0.584472,0.646065,0.704854,0.707721,0.760311,0.679796,0.926833,0.504552,0.227853,0.954012,0.482126,0.998004,0.964841,0.606025
8.86681e-05,0.545713,0.729256,0.385516,0.0827487,0.0749909,1,0.51263,0.596801,0.644174,0.710204,0.709165,0.765292,0.682762,0.926833,0.602412,0.223169,0.954401,0.482126,0.998004,0.966216,0.608849
8.86681e-05,0.545713,0.738554,0.389886,0.0887446,0.081004,1,0.539943,0.616628,0.660009,0.715423,0.713104,0.769339,0.686388,0.926833,0.646108,0.229131,0.953679,0.482126,0.997005,0.964304,0.610261
8.86681e-05,0.545713,0.757783,0.39905,0.101592,0.0939212,1,0.568361,0.635788,0.678445,0.723904,0.724002,0.775409,0.691661,0.926833,0.674784,0.234668,0.945315,0.482126,0.998004,0.965143,0.614027
8.86681e-05,0.545713,0.76202,0.40071,0.104281,0.0966185,1,0.596937,0.653782,0.69688,0.731211,0.732799,0.780078,0.696935,0.926833,0.697315,0.234668,0.932755,0.482814,0.998403,0.965693,0.614733
8.86681e-05,0.545713,0.736301,0.388535,0.0871634,0.079441,1,0.624566,0.671443,0.716379,0.733038,0.732143,0.783969,0.701549,0.926833,0.719618,0.21891,0.909581,0.486709,0.997804,0.966408,0.616616
8.86681e-05,0.545713,0.728327,0.38527,0.0822554,0.0744991,1,0.649826,0.687437,0.736587,0.730689,0.72479,0.780856,0.703032,0.926833,0.73259,0.219336,0.909581,0.486709,0.998403,0.965858,0.616851
8.86681e-05,0.545713,0.741761,0.391785,0.0906739,0.0829321,1,0.669719,0.693602,0.75325,0.710986,0.715074,0.708638,0.690013,0.926833,0.715521,0.232112,0.902579,0.485564,0.999201,0.966587,0.617086
8.86681e-05,0.545713,0.734922,0.3884,0.0862302,0.0784575,1,0.68377,0.691603,0.764004,0.694154,0.699449,0.697743,0.675511,0.926833,0.703232,0.237223,0.894909,0.484647,0.997205,0.964731,0.616616
8.86681e-05,0.545713,0.724944,0.384936,0.0800892,0.072274,1,0.68677,0.683772,0.768731,0.674974,0.686318,0.663346,0.658701,0.926833,0.592171,0.236371,0.894215,0.482126,0.998203,0.964662,0.615674
8.86681e-05,0.545713,0.699212,0.373645,0.0655829,0.0576868,1,0.640196,0.653282,0.743796,0.637657,0.660846,0.624591,0.632993,0.926833,0.485435,0.229131,0.89252,0.479148,0.998403,0.964978,0.609084
8.86681e-05,0.544861,0.729971,0.387372,0.0834788,0.0756774,1,0.58857,0.621626,0.706925,0.651748,0.663209,0.715953,0.635794,0.926833,0.458125,0.243612,0.890074,0.475023,0.997604,0.964167,0.605084
8.86681e-05,0.539182,0.751861,0.397515,0.0976611,0.0899141,1,0.542943,0.593802,0.669582,0.682672,0.692883,0.739922,0.652439,0.926833,0.442649,0.247871,0.892047,0.473419,0.998004,0.964016,0.602259
8.86681e-05,0.545145,0.755459,0.397745,0.0998612,0.0921586,1,0.51563,0.581973,0.640983,0.69572,0.704175,0.740233,0.65969,0.926833,0.529131,0.244463,0.896799,0.474794,0.998203,0.966202,0.602024
8.86681e-05,0.545713,0.765475,0.402832,0.107139,0.0994717,1,0.53347,0.598301,0.642165,0.706942,0.710084,0.746303,0.665129,0.926833,0.621757,0.247445,0.894659,0.473877,0.997604,0.964841,0.606966
8.86681e-05,0.545429,0.798626,0.419448,0.13279,0.125306,1,0.560941,0.616794,0.655046,0.722338,0.725446,0.755019,0.673863,0.926833,0.668411,0.248296,0.907191,0.474794,0.998203,0.968416,0.609084
8.86681e-05,0.545429,0.848942,0.445144,0.176919,0.169745,1,0.589517,0.635621,0.670763,0.74726,0.754858,0.76856,0.687706,0.926833,0.696859,0.262777,0.909998,0.471127,0.998603,0.969846,0.611909
8.86681e-05,0.545145,0.87306,0.459197,0.202135,0.195126,1,0.617146,0.653449,0.688017,0.7637,0.769827,0.771829,0.699572,0.926833,0.715066,0.26661,0.934145,0.465857,0.998403,0.968801,0.615204
8.86681e-05,0.545429,0.915234,0.484325,0.24842,0.241692,1,0.640985,0.662446,0.70728,0.770485,0.787684,0.728716,0.69677,0.945056,0.695266,0.280238,0.982216,0.461732,0.998603,0.970478,0.617792
8.86681e-05,0.545713,0.95139,0.507018,0.293182,0.286749,1,0.663246,0.666778,0.727369,0.781054,0.804097,0.733541,0.701055,0.966472,0.686618,0.288756,0.963543,0.458983,0.999201,0.971633,0.622029
8.86681e-05,0.545713,0.97998,0.532548,0.341173,0.335073,1,0.685823,0.674275,0.748877,0.794363,0.816833,0.735875,0.707811,0.966472,0.69208,0.301533,0.969879,0.455545,0.997405,0.973008,0.625088
8.86681e-05,0.545713,0.973306,0.522208,0.323031,0.316805,1,0.703979,0.680606,0.770503,0.801801,0.82458,0.728093,0.712591,0.966472,0.637233,0.29983,0.976576,0.453025,0.998004,0.973421,0.631207
8.86681e-05,0.544293,0.9635,0.516395,0.31013,0.303815,1,0.663088,0.654282,0.754904,0.77727,0.810005,0.692451,0.699407,0.966472,0.492035,0.297274,0.976159,0.445921,0.998004,0.973283,0.628618
8.86681e-05,0.541454,0.952723,0.50884,0.295106,0.288687,1,0.603884,0.622959,0.71827,0.764875,0.803703,0.686537,0.690178,0.966472,0.447884,0.292164,0.981661,0.440422,0.998004,0.973421,0.624382
8.86681e-05,0.521295,0.941092,0.502367,0.281286,0.274777,1,0.553836,0.596968,0.681163,0.751435,0.791492,0.679689,0.679301,0.969778,0.425125,0.299404,0.0248416,0.437672,0.998203,0.973833,0.623205
8.86681e-05,0.517604,0.961427,0.514338,0.307146,0.30083,1,0.514998,0.576808,0.651501,0.75013,0.791098,0.680467,0.674192,0.00305556,0.449932,0.291738,0.00491831,0.433776,0.998603,0.975965,0.621793
8.86681e-05,0.51732,0.945367,0.503795,0.286364,0.279918,1,0.52526,0.586971,0.650674,0.761482,0.791754,0.69821,0.678148,0.00305556,0.555075,0.286201,0.00336223,0.429423,0.997005,0.975277,0.6265
8.86681e-05,0.51732,0.950424,0.507372,0.293124,0.286701,1,0.55731,0.602466,0.668164,0.768398,0.793592,0.709105,0.682432,0.00305556,0.597406,0.294293,0.0199511,0.429881,0.997604,0.974975,0.631443
8.86681e-05,0.51732,0.970624,0.52056,0.31996,0.313713,1,0.588885,0.616628,0.68979,0.780663,0.805016,0.723113,0.689848,0.00305556,0.626081,0.308348,0.027537,0.433318,0.998004,0.972775,0.634267
8.86681e-05,0.51732,0.96508,0.516647,0.312083,0.305782,1,0.619672,0.630623,0.711652,0.787187,0.810268,0.729027,0.695122,0.00305556,0.642239,0.300681,0.0239524,0.432401,0.997804,0.971262,0.638032
8.86681e-05,0.51732,0.974525,0.523318,0.325593,0.319386,1,0.648563,0.643785,0.732924,0.792537,0.815257,0.731518,0.701055,0.00305556,0.654757,0.304089,0.0250639,0.429193,0.997804,0.971289,0.641327
8.86681e-05,0.51732,0.966206,0.517411,0.313727,0.307437,1,0.676192,0.656948,0.753486,0.79606,0.818015,0.736031,0.706328,0.00305556,0.667501,0.298978,0.0239802,0.427819,0.998203,0.972719,0.644622
8.86681e-05,0.51732,0.959401,0.513775,0.304932,0.298581,1,0.697663,0.665945,0.769794,0.792667,0.815783,0.726381,0.707152,0.0325556,0.625398,0.297274,0.0371513,0.426902,0.997405,0.971977,0.64674
8.86681e-05,0.51732,0.973335,0.523735,0.324486,0.318266,1,0.660404,0.641619,0.756322,0.773617,0.809874,0.68607,0.695616,0.0426944,0.47178,0.2977,0.0387351,0.422777,0.998004,0.972775,0.63968
8.86681e-05,0.51732,0.991652,0.537456,0.352169,0.346145,1,0.599937,0.610796,0.720752,0.767876,0.809743,0.681089,0.689519,0.0426944,0.426718,0.305366,0.0529621,0.421402,0.998203,0.973049,0.634032
8.86681e-05,0.51732,0.995582,0.548314,0.369209,0.363308,1,0.548784,0.586471,0.688726,0.767745,0.808955,0.679377,0.686058,0.0426944,0.405553,0.306218,0.0549906,0.420027,0.997804,0.97283,0.630266
8.86681e-05,0.51732,0.975424,0.524983,0.327059,0.320866,1,0.507736,0.566145,0.659419,0.761743,0.802652,0.677198,0.678972,0.0426944,0.399636,0.295145,0.0552962,0.416132,0.998004,0.9725,0.628383
8.86681e-05,0.51732,0.93214,0.495835,0.269783,0.263189,1,0.500789,0.568144,0.644174,0.75822,0.790179,0.693541,0.675181,0.0426944,0.503641,0.274276,0.0348172,0.41407,0.998004,0.972417,0.633325
8.86681e-05,0.514764,0.914339,0.484949,0.248401,0.241668,1,0.532049,0.585138,0.653983,0.755611,0.780856,0.701167,0.674522,0.0191944,0.556896,0.275128,0.996999,0.410632,0.997405,0.971193,0.639209
8.86681e-05,0.494321,0.929689,0.494817,0.2678,0.261212,1,0.56252,0.597301,0.668991,0.756785,0.781119,0.703813,0.676005,0.00611111,0.584661,0.28109,0.00441814,0.409258,0.997804,0.972225,0.642033
8.86681e-05,0.499432,0.984717,0.534157,0.345559,0.339494,1,0.592043,0.610297,0.690617,0.775835,0.80239,0.719377,0.687541,0.00611111,0.608557,0.30707,0.0163666,0.413611,0.998004,0.972871,0.645328
8.86681e-05,0.499716,0.973528,0.526186,0.329278,0.323096,1,0.622513,0.623959,0.71567,0.790318,0.814601,0.72716,0.695122,0.00611111,0.628129,0.296422,0.000944759,0.412466,0.997804,0.971963,0.648859
8.86681e-05,0.489779,0.971149,0.524058,0.325298,0.319093,1,0.650616,0.636954,0.734814,0.791101,0.813156,0.730272,0.698912,0.00611111,0.640874,0.290886,0.00903079,0.40857,0.997804,0.972417,0.652624
8.86681e-05,0.489495,0.998344,0.561879,0.390939,0.385184,1,0.676981,0.650283,0.759159,0.804149,0.825893,0.732451,0.708471,0.00611111,0.656122,0.311755,0.0168667,0.412695,0.997804,0.972761,0.655684
8.86681e-05,0.488927,0.992556,0.541658,0.359006,0.353073,1,0.676192,0.645618,0.770149,0.797495,0.825762,0.705992,0.706658,0.00611111,0.513883,0.322828,0.0296766,0.409716,0.997604,0.973833,0.655684
8.86681e-05,0.488927,0.975353,0.525617,0.328026,0.321835,1,0.617777,0.614962,0.738123,0.774922,0.813288,0.68607,0.693968,0.0280833,0.434911,0.309625,0.0373458,0.406966,0.998004,0.973861,0.650506
8.86681e-05,0.488927,0.962814,0.517734,0.311619,0.305314,1,0.562993,0.587804,0.698653,0.760699,0.803046,0.678755,0.683751,0.0365833,0.404415,0.305792,0.0161998,0.399175,0.997804,0.972857,0.647446
8.86681e-05,0.488927,0.966459,0.519966,0.31703,0.310782,1,0.515946,0.564145,0.663673,0.752871,0.797663,0.666459,0.67584,0.0365833,0.389167,0.309625,0.0157553,0.395967,0.997804,0.972857,0.64321
8.86681e-05,0.488927,0.920034,0.489127,0.258304,0.251718,1,0.500158,0.560813,0.642519,0.74739,0.782432,0.685603,0.670567,0.0365833,0.487711,0.282368,0.0228965,0.393905,0.997804,0.972458,0.645564
8.86681e-05,0.488927,0.940765,0.502619,0.282911,0.276422,1,0.527944,0.576974,0.652092,0.751957,0.781644,0.695876,0.67172,0.0365833,0.545061,0.295997,0.0187563,0.390238,0.998004,0.972046,0.649329
8.86681e-05,0.488927,0.93098,0.497606,0.273153,0.266631,1,0.558889,0.58997,0.668873,0.755872,0.782826,0.700545,0.673533,0.0365833,0.571689,0.291738,0.0179226,0.388176,0.998004,0.969791,0.651212
8.86681e-05,0.488643,0.934695,0.500051,0.278274,0.271768,1,0.58857,0.602799,0.689199,0.768528,0.794774,0.709728,0.67996,0.0365833,0.595812,0.282794,0.0285095,0.390467,0.997604,0.969447,0.653801
8.86681e-05,0.482112,0.92362,0.491726,0.260973,0.254322,1,0.614935,0.614295,0.703734,0.761874,0.784533,0.704747,0.678148,0.0365833,0.607419,0.282794,0.0208403,0.386114,0.997604,0.967577,0.654272
8.86681e-05,0.465077,0.941038,0.502868,0.282877,0.276374,1,0.639091,0.624125,0.71957,0.765919,0.789785,0.711284,0.681114,0.0365833,0.618343,0.28833,0.0210626,0.386114,0.997604,0.966436,0.654272
8.86681e-05,0.46167,0.960419,0.516349,0.309714,0.303396,1,0.661983,0.634622,0.737414,0.777662,0.802915,0.721712,0.688036,0.0365833,0.629495,0.293015,0.0244804,0.38428,0.998004,0.965748,0.654272
8.86681e-05,0.460534,0.926444,0.493016,0.264633,0.258008,1,0.683928,0.644952,0.754668,0.779358,0.801996,0.721401,0.690343,0.0365833,0.63746,0.281942,0.0246749,0.381531,0.997804,0.962902,0.654272
8.86681e-05,0.460534,0.956018,0.51505,0.306223,0.299915,1,0.7024,0.653782,0.767076,0.774791,0.795562,0.713619,0.690178,0.0365833,0.618798,0.296422,0.0208681,0.376031,0.998603,0.961651,0.653801
8.86681e-05,0.460534,0.990492,0.552913,0.373082,0.367218,1,0.672245,0.632956,0.763058,0.771399,0.810399,0.68,0.686223,0.0365833,0.458807,0.321976,0.0176448,0.375573,0.997604,0.963369,0.64627
8.86681e-05,0.460534,0.99855,0.593161,0.433356,0.427904,1,0.605305,0.600466,0.73186,0.77166,0.812631,0.676109,0.683256,0.0365833,0.406691,0.340716,0.0174503,0.380843,0.997604,0.963727,0.640857
8.86681e-05,0.460534,0.998567,0.582088,0.417887,0.412328,1,0.549258,0.574975,0.697944,0.769181,0.811318,0.671751,0.679301,0.0365833,0.384388,0.328365,0.0222852,0.38176,0.997604,0.964222,0.638739
8.86681e-05,0.460534,0.998579,0.571997,0.403889,0.398228,1,0.503631,0.553815,0.667573,0.765788,0.807773,0.665058,0.675016,0.0365833,0.37005,0.318569,0.0273147,0.382447,0.997804,0.963012,0.635444
8.86681e-05,0.460534,0.998567,0.5952,0.43721,0.431784,1,0.481212,0.546651,0.649137,0.772443,0.807642,0.686693,0.677324,0.0365833,0.455621,0.332198,0.0318995,0.386801,0.997804,0.964497,0.636856
8.86681e-05,0.460534,0.998508,0.579966,0.416243,0.410658,1,0.512946,0.568144,0.665682,0.790971,0.815257,0.714553,0.688365,0.0365833,0.54233,0.324957,0.0254529,0.391842,0.998802,0.964648,0.64321
8.86681e-05,0.460534,0.998512,0.559681,0.387806,0.382029,1,0.552416,0.587304,0.686008,0.796451,0.819065,0.72249,0.693804,0.0365833,0.571916,0.32155,0.0185895,0.391384,0.997405,0.963314,0.647917
8.86681e-05,0.460534,0.986058,0.533968,0.345844,0.339772,1,0.589675,0.603965,0.706925,0.796712,0.819459,0.726381,0.697264,0.0235,0.595812,0.316014,0.981494,0.390238,0.997604,0.963301,0.649565
8.86681e-05,0.460534,0.993918,0.547296,0.368227,0.362315,1,0.623145,0.619627,0.729378,0.800887,0.823792,0.72607,0.703197,0.993889,0.614929,0.312181,0.00316772,0.393905,0.997804,0.961334,0.651683
8.86681e-05,0.460534,0.965895,0.518816,0.315705,0.309434,1,0.654247,0.634622,0.748641,0.796842,0.819459,0.73323,0.705669,0.993889,0.625853,0.29046,0.990191,0.391384,0.997804,0.961018,0.654272
8.86681e-05,0.460534,0.967392,0.520655,0.31879,0.312535,1,0.681402,0.647284,0.765304,0.79358,0.816702,0.732451,0.707152,0.993889,0.626991,0.292589,0.989413,0.396425,0.997804,0.961486,0.654272
8.86681e-05,0.460534,0.996806,0.565225,0.393285,0.387565,1,0.666561,0.634122,0.768494,0.786143,0.820641,0.691051,0.702043,0.993889,0.468594,0.324532,0.97777,0.388176,0.998203,0.962984,0.650271
8.86681e-05,0.460534,0.98143,0.54734,0.36183,0.355883,1,0.60341,0.601633,0.734696,0.773617,0.81552,0.681556,0.692485,0.993889,0.404188,0.310903,0.986857,0.381302,0.997804,0.961651,0.643916
8.86681e-05,0.460534,0.92264,0.492352,0.262046,0.255467,1,0.548311,0.574475,0.689199,0.747782,0.789785,0.662724,0.67617,0.993889,0.374374,0.282368,0.0032233,0.377406,0.998004,0.960317,0.640151
8.86681e-05,0.460534,0.949087,0.507988,0.293709,0.28729,1,0.504263,0.552316,0.650437,0.740605,0.785583,0.664903,0.668095,0.993889,0.400091,0.28322,0.993859,0.379239,0.998004,0.959808,0.637091
8.86681e-05,0.460534,0.850547,0.448967,0.18261,0.175505,1,0.509788,0.561146,0.639683,0.726122,0.756959,0.677043,0.660514,0.993889,0.498635,0.254685,0.997833,0.382906,0.998004,0.959258,0.641798
8.86681e-05,0.460534,0.810739,0.427487,0.146054,0.138696,1,0.53568,0.573475,0.649728,0.704462,0.727285,0.672996,0.651121,0.993889,0.536186,0.24063,0.00583528,0.384968,0.998004,0.958639,0.642269
8.86681e-05,0.460534,0.738533,0.39123,0.0911043,0.0834676,1,0.558415,0.582806,0.6645,0.676148,0.693015,0.65214,0.636618,0.993889,0.558716,0.223169,0.00175058,0.391155,0.997804,0.957264,0.640151
8.86681e-05,0.451448,0.792775,0.418733,0.131229,0.123695,1,0.577834,0.588637,0.678681,0.663361,0.684217,0.65572,0.625742,0.993889,0.570778,0.238927,0.98594,0.394363,0.998403,0.956879,0.635679
8.86681e-05,0.446621,0.760066,0.401726,0.106355,0.0987219,1,0.597569,0.596135,0.689317,0.67106,0.691833,0.671284,0.624588,0.993889,0.583751,0.227853,0.991358,0.398258,0.998603,0.958062,0.63309
0.00115269,0.434412,0.693294,0.365166,0.0609747,0.0535093,1,0.619198,0.614795,0.707634,0.678366,0.674238,0.714241,0.633158,0.993889,0.616978,0.199319,0.00455707,0.409487,0.998603,0.958474,0.630972
0.00124135,0.434412,0.699426,0.368449,0.0652347,0.057677,1,0.638933,0.635621,0.730797,0.677062,0.663997,0.720156,0.637442,0.993889,0.635867,0.209966,0.0298711,0.419111,0.998802,0.958901,0.627912
8.86681e-05,0.434696,0.747763,0.395217,0.0972839,0.0896804,1,0.658668,0.655448,0.750886,0.694024,0.691045,0.732451,0.646177,0.993889,0.655212,0.225298,0.0341503,0.41934,0.999002,0.958722,0.623911
8.86681e-05,0.432993,0.830961,0.437915,0.163906,0.156613,1,0.679823,0.674275,0.767431,0.719337,0.725972,0.746303,0.65969,0.993889,0.656577,0.259796,0.0464599,0.41659,0.997604,0.958859,0.623676
8.86681e-05,0.432141,0.739226,0.392499,0.0913799,0.0836673,1,0.661983,0.655781,0.760222,0.71738,0.72072,0.749572,0.664964,0.993889,0.47838,0.225298,0.0303712,0.423006,0.998203,0.958571,0.617557
0.00106402,0.432141,0.689313,0.364837,0.0583443,0.0511284,1,0.603568,0.615795,0.722879,0.698721,0.695903,0.744124,0.661503,0.993889,0.41898,0.207411,0.0315661,0.428735,0.998203,0.957636,0.60932
0.00150736,0.432141,0.680936,0.359452,0.0530059,0.0454512,1,0.552416,0.582472,0.686835,0.682803,0.67437,0.739922,0.657053,0.993889,0.395995,0.206559,0.0483772,0.438359,0.997804,0.956879,0.602495
0.000620677,0.432141,0.711515,0.376751,0.0730343,0.0652385,1,0.509315,0.555315,0.651028,0.683586,0.682773,0.738054,0.657383,0.993889,0.421256,0.214651,0.0244804,0.438588,0.998203,0.958034,0.597082
0.00434474,0.432141,0.65639,0.33487,0.031232,0.0244711,1,0.503789,0.562812,0.640156,0.677062,0.667411,0.737276,0.655241,0.993889,0.534593,0.181857,0.0260087,0.452337,0.998403,0.958997,0.599671
8.86681e-05,0.432709,0.752306,0.397526,0.101104,0.0934732,1,0.52384,0.583639,0.653746,0.691284,0.687237,0.742101,0.660514,0.993889,0.586709,0.225298,0.0199233,0.448671,0.997205,0.960551,0.600141
8.86681e-05,0.432709,0.719997,0.382048,0.0799006,0.0722107,1,0.550679,0.605631,0.672182,0.698852,0.694328,0.746615,0.66381,0.993889,0.616978,0.218058,0.0193954,0.457608,0.998004,0.962861,0.600141
