AltAGL,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,IAS,LatAc,NormAc,OAT,Pitch,Roll,TAS,volt1,volt2,VSpd,VSpdG
#ft agl,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,psi,deg F,rpm,gals,gals,kt,kt,G,G,deg C,deg,deg,kt,volts,volts,fpm,fpm
2819.0,373.02,360.83,380.91,409.18,1479.39,1515.77,1490.24,1442.13,73.79,176.94,2513.0,18.9,21.03,122.13,109.04,-0.02,0.04,21.5,-0.97,1.57,118.0,28.1,28.1,-371.52,-444.9
2812.0,373.05,360.84,380.91,409.18,1479.1,1515.94,1489.41,1441.91,73.81,176.96,2512.2,18.9,21.03,122.44,109.0,-0.03,0.01,21.5,-0.86,1.11,118.0,28.1,28.1,-412.12,-401.6
2806.0,373.06,360.84,380.91,409.18,1479.06,1516.01,1489.07,1441.97,73.89,176.97,2517.2,18.96,21.0,122.66,109.38,-0.02,-0.03,21.5,-1.03,1.16,119.0,28.1,28.1,-387.82,-389.8
2799.0,373.05,360.84,380.91,409.18,1478.92,1514.7,1489.54,1441.9,73.85,176.98,2516.5,19.01,21.0,122.91,109.52,-0.02,-0.01,21.5,-1.33,1.07,119.0,28.1,28.1,-342.35,-417.3
2791.0,373.07,360.84,380.91,409.18,1479.41,1514.08,1489.29,1442.16,73.83,177.0,2517.9,19.09,21.0,123.26,109.39,-0.02,0.0,21.5,-1.47,0.94,118.0,28.1,28.1,-359.32,-460.6
2783.0,373.1,360.85,380.91,409.18,1479.35,1514.12,1488.86,1441.99,73.81,177.01,2520.6,19.16,20.95,123.63,110.02,-0.03,0.03,21.5,-1.48,0.73,119.0,28.1,28.1,-397.05,-460.6
2770.0,373.09,360.86,380.87,409.18,1479.56,1514.97,1489.32,1444.36,74.03,177.03,2523.3,19.24,20.88,124.39,110.34,-0.02,0.03,21.5,-1.13,1.2,119.0,28.1,28.0,-430.72,-362.2
2765.0,373.11,360.85,380.85,409.18,1480.5,1514.76,1490.12,1444.94,73.92,177.05,2526.8,19.35,20.83,124.66,110.74,-0.03,0.03,21.5,-0.88,0.63,120.0,28.1,28.1,-392.64,-303.1
2761.0,373.18,360.88,380.81,409.18,1480.89,1514.28,1490.61,1445.39,73.94,177.05,2528.2,19.35,20.81,124.81,110.58,-0.03,-0.0,21.5,-0.55,1.59,120.0,28.1,28.1,-342.14,-263.8
2756.0,373.18,360.85,380.79,409.17,1481.3,1514.74,1490.88,1445.31,73.92,177.06,2529.0,19.32,20.78,124.85,110.89,-0.02,0.02,21.5,-0.37,1.57,120.0,28.1,28.1,-291.09,-259.8
2752.0,373.21,360.94,380.78,409.16,1480.8,1516.77,1491.84,1444.96,73.72,177.07,2531.2,19.27,20.76,124.78,111.3,-0.04,-0.04,21.5,-0.16,-0.12,120.0,28.1,28.1,-229.27,-255.9
2747.0,373.21,360.89,380.79,409.16,1480.56,1517.51,1492.51,1445.87,73.63,177.07,2531.8,19.24,20.76,124.68,111.28,-0.01,-0.01,21.5,0.03,0.16,120.0,28.1,28.1,-222.4,-283.5
2742.0,373.21,360.89,380.77,409.12,1481.79,1517.14,1493.46,1446.64,73.75,177.08,2533.5,19.19,20.76,124.5,111.46,-0.03,-0.02,21.5,0.04,0.86,121.0,28.1,28.1,-247.79,-287.4
2737.0,373.21,360.9,380.76,409.06,1482.54,1517.04,1493.13,1447.07,73.86,177.09,2534.9,19.19,20.76,124.33,111.76,-0.02,0.04,21.5,0.12,1.27,121.0,28.1,28.1,-217.33,-299.2
2732.0,373.21,360.87,380.75,409.05,1482.12,1517.76,1493.07,1447.33,73.97,177.09,2536.0,19.14,20.78,124.11,111.57,-0.04,0.02,21.5,0.11,2.01,121.0,28.1,28.1,-281.0,-275.6
2724.0,373.21,360.86,380.68,409.05,1482.28,1518.67,1493.12,1446.63,73.81,177.1,2535.9,19.14,20.78,123.88,112.04,-0.02,-0.0,21.5,0.29,2.41,121.0,28.1,28.1,-236.88,-275.6
2720.0,373.21,360.84,380.67,409.05,1483.17,1519.21,1493.18,1446.01,73.81,177.11,2536.6,19.14,20.81,123.59,111.81,-0.04,0.04,21.5,0.38,1.76,121.0,28.1,28.1,-260.65,-267.7
2717.0,373.21,360.84,380.64,409.02,1483.78,1518.74,1491.96,1446.33,73.93,177.12,2533.1,19.19,20.81,123.3,111.78,-0.02,0.0,21.5,0.32,0.19,121.0,28.1,28.1,-264.14,-212.6
2713.0,373.21,360.84,380.63,409.01,1484.3,1517.71,1490.75,1446.99,73.84,177.13,2536.4,19.19,20.81,123.08,111.65,-0.02,-0.03,21.5,0.24,-0.25,121.0,28.1,28.1,-233.87,-204.7
2710.0,373.21,360.84,380.58,408.93,1484.29,1517.18,1491.19,1446.34,73.68,177.14,2531.4,19.19,20.81,122.91,111.73,-0.03,-0.01,21.5,0.12,-0.93,121.0,28.1,28.1,-220.89,-204.7
2707.0,373.21,360.84,380.54,408.91,1483.29,1517.2,1491.17,1446.23,73.98,177.15,2531.2,19.19,20.81,122.77,111.62,-0.04,0.06,21.5,0.08,-1.69,121.0,28.1,28.1,-200.65,-216.5
2703.0,373.21,360.84,380.5,408.91,1483.08,1517.17,1491.28,1446.08,73.94,177.15,2532.8,19.24,20.76,122.68,111.99,-0.02,0.08,21.5,0.36,-1.27,121.0,28.1,28.1,-217.07,-165.4
2702.0,373.21,360.82,380.5,408.83,1483.16,1518.25,1492.16,1445.34,73.89,177.16,2527.9,19.24,20.73,122.54,111.0,-0.02,0.07,21.5,1.04,0.46,120.0,28.1,28.1,-180.69,-86.6
2702.0,373.2,360.7,380.4,408.77,1482.71,1517.62,1492.71,1445.39,73.77,177.15,2522.6,19.29,20.71,121.82,110.29,-0.02,0.01,21.5,1.19,-0.27,119.0,28.1,28.1,-141.33,27.6
2702.0,373.12,360.7,380.36,408.76,1482.96,1516.79,1491.29,1445.83,73.62,177.15,2518.3,19.29,20.71,121.45,109.61,-0.04,-0.0,21.5,1.15,1.45,119.0,28.1,28.1,-71.06,39.4
2703.0,373.1,360.67,380.36,408.66,1482.36,1516.75,1490.59,1445.79,73.71,177.15,2514.3,19.32,20.71,121.12,109.42,-0.04,-0.01,21.5,0.92,1.72,118.0,28.1,28.1,17.18,39.4
2704.0,373.08,360.6,380.32,408.64,1481.42,1517.47,1490.29,1445.67,73.6,177.15,2510.1,19.27,20.73,120.83,109.0,-0.03,0.02,21.5,1.01,1.92,118.0,28.1,28.1,41.24,15.7
2704.0,373.07,360.57,380.27,408.58,1481.61,1517.02,1489.98,1445.28,73.49,177.14,2514.3,19.22,20.76,120.54,108.56,-0.04,0.05,21.5,1.24,1.91,117.0,28.1,28.1,-14.1,27.6
2705.0,373.07,360.56,380.22,408.51,1481.8,1517.06,1489.88,1445.02,73.61,177.13,2507.0,19.19,20.76,120.19,108.68,-0.03,-0.0,21.5,1.16,1.82,118.0,28.1,28.1,-9.91,70.9
2707.0,373.03,360.53,380.21,408.5,1481.42,1517.48,1490.07,1445.32,73.42,177.12,2503.1,19.11,20.78,119.88,107.73,-0.03,-0.01,21.5,0.83,1.08,117.0,28.1,28.1,-14.66,70.9
2707.0,372.99,360.44,380.15,408.45,1481.22,1516.79,1490.25,1445.18,73.52,177.11,2502.1,19.03,20.83,119.68,107.81,-0.03,-0.01,21.5,0.64,-0.29,117.0,28.1,28.1,21.3,27.6
2706.0,372.94,360.43,380.1,408.37,1481.7,1515.64,1489.21,1444.68,73.15,177.1,2500.6,19.03,20.83,119.55,107.51,-0.02,0.01,21.8,0.63,-1.19,116.0,28.1,28.1,33.86,-51.2
2706.0,372.94,360.43,380.08,408.36,1481.81,1515.75,1488.4,1444.81,73.33,177.09,2499.0,19.06,20.83,119.53,107.49,-0.03,0.01,21.8,0.33,-1.31,116.0,28.1,28.1,-4.38,-82.7
2704.0,372.89,360.31,380.08,408.26,1482.27,1516.09,1488.58,1444.78,73.31,177.08,2498.9,19.14,20.78,119.6,107.26,-0.03,0.02,21.8,0.34,-1.15,116.0,28.1,28.1,-63.51,-110.2
2702.0,372.81,360.29,380.02,408.23,1482.61,1516.07,1488.95,1444.46,73.32,177.06,2498.6,19.19,20.78,119.72,107.09,-0.03,-0.01,21.8,0.21,-0.44,116.0,28.1,28.1,-114.25,-94.5
2701.0,372.8,360.24,379.99,408.16,1482.83,1515.75,1488.48,1444.08,73.33,177.05,2501.9,19.22,20.76,119.84,107.66,-0.0,0.05,21.8,0.2,-3.57,116.0,28.1,28.1,-90.17,-70.9
2701.0,372.8,360.17,379.95,408.09,1482.49,1515.51,1487.57,1443.66,73.6,177.04,2503.3,19.27,20.73,120.05,107.12,-0.05,0.01,21.8,0.21,-0.91,116.0,28.1,28.1,-155.56,-39.4
2700.0,372.7,360.11,379.95,408.09,1481.63,1514.98,1487.32,1442.75,73.38,177.03,2499.1,19.27,20.69,120.17,107.73,-0.03,-0.01,21.8,0.2,1.07,117.0,28.1,28.1,-36.28,-59.1
2697.0,372.66,360.04,379.91,408.01,1480.9,1514.11,1487.64,1443.1,73.7,177.02,2501.7,19.27,20.64,120.23,107.22,-0.01,-0.01,21.8,0.2,2.31,116.0,28.1,28.1,-45.4,-55.1
2696.0,372.62,360.02,379.88,407.96,1480.9,1513.77,1488.6,1443.61,73.49,177.01,2498.4,19.22,20.64,120.27,107.17,-0.02,0.01,21.8,0.12,2.45,116.0,28.1,28.1,-101.9,-70.9
2694.0,372.57,359.94,379.86,407.95,1480.91,1515.15,1488.0,1443.61,73.35,177.0,2498.6,19.19,20.56,120.3,107.24,-0.03,0.01,21.8,0.1,3.05,116.0,28.1,28.1,-91.17,-94.5
2692.0,372.53,359.9,379.81,407.89,1481.36,1515.54,1487.62,1443.06,73.64,177.0,2502.5,19.14,20.56,120.32,107.84,-0.03,-0.02,21.8,-0.12,3.11,117.0,28.1,28.1,-34.02,-118.1
2690.0,372.52,359.88,379.81,407.84,1482.53,1516.67,1487.35,1443.36,73.46,176.99,2504.4,19.14,20.54,120.38,107.99,-0.04,-0.03,21.8,-0.29,2.59,117.0,28.1,28.1,-48.72,-145.7
2687.0,372.45,359.81,379.81,407.82,1483.08,1517.62,1488.91,1443.64,73.41,177.0,2500.1,19.16,20.51,120.5,107.94,-0.02,-0.03,21.8,-0.47,2.64,117.0,28.1,28.1,-96.52,-173.2
2685.0,372.4,359.75,379.81,407.79,1483.57,1517.18,1490.05,1443.64,73.56,177.0,2505.9,19.16,20.51,120.67,108.31,-0.04,0.02,21.8,-0.58,1.79,117.0,28.1,28.1,-143.24,-200.8
2683.0,372.39,359.74,379.72,407.69,1482.66,1516.86,1489.75,1443.32,73.56,177.0,2507.4,19.27,20.42,120.89,108.64,-0.02,0.0,21.8,-0.73,2.18,117.0,28.1,28.1,-143.66,-196.9
2679.0,372.32,359.65,379.68,407.68,1481.95,1516.95,1489.43,1443.63,73.47,177.01,2509.2,19.32,20.39,121.1,108.88,-0.05,0.19,21.8,0.32,1.68,118.0,28.1,28.1,-167.8,-189.0
2678.0,372.26,359.61,379.67,407.68,1482.67,1516.35,1489.47,1444.52,73.54,177.02,2511.2,19.32,20.39,121.18,108.98,-0.02,-0.01,21.8,-0.18,0.22,118.0,28.1,28.1,-178.44,-39.4
2678.0,372.25,359.54,379.67,407.57,1482.24,1515.84,1489.05,1444.75,73.58,177.03,2518.1,19.32,20.42,121.28,109.0,-0.02,0.0,21.8,-0.36,-0.18,118.0,28.1,28.1,-132.17,-31.5
2678.0,372.18,359.48,379.67,407.54,1483.04,1515.85,1489.51,1444.15,73.42,177.04,2509.8,19.4,20.39,121.37,108.35,-0.01,0.03,21.8,0.12,0.02,117.0,28.1,28.1,-154.46,-27.6
2677.0,372.12,359.47,379.62,407.54,1484.44,1516.14,1489.42,1443.53,73.62,177.05,2507.5,19.4,20.39,121.43,107.91,0.0,0.01,21.8,0.36,0.12,117.0,28.1,28.1,-172.13,23.6
2676.0,372.11,359.39,379.55,407.45,1485.16,1515.33,1489.35,1442.91,73.58,177.06,2510.7,19.4,20.39,121.37,108.24,-0.01,0.06,21.8,0.41,-0.27,117.0,28.1,28.1,-110.98,39.4
2677.0,372.04,359.35,379.55,407.41,1485.42,1515.24,1488.27,1443.09,73.56,177.05,2510.1,19.4,20.49,121.3,107.77,-0.02,-0.02,21.8,0.31,-0.21,117.0,28.1,28.1,-40.63,43.3
2678.0,371.99,359.33,379.54,407.38,1485.04,1515.44,1488.73,1442.42,73.43,177.06,2502.8,19.4,20.49,121.28,107.49,-0.02,-0.04,21.8,0.15,-0.89,116.0,28.1,28.1,24.43,31.5
2677.0,371.95,359.25,379.54,407.33,1485.54,1516.0,1487.92,1441.92,73.42,177.06,2503.8,19.37,20.59,121.32,107.77,-0.02,-0.0,21.8,0.1,-0.82,117.0,28.1,28.1,53.92,3.9
2677.0,371.92,359.21,379.53,407.29,1485.96,1516.3,1486.85,1441.33,73.51,177.06,2505.1,19.35,20.66,121.37,108.03,-0.01,-0.0,21.8,-0.11,-0.76,117.0,28.1,28.1,45.5,0.0
2678.0,371.84,359.19,379.53,407.27,1485.47,1517.85,1486.49,1440.4,73.55,177.05,2506.4,19.24,20.81,121.49,108.29,-0.03,-0.02,21.8,-0.15,-1.16,117.0,28.1,28.1,63.59,-11.8
2677.0,371.84,359.19,379.46,407.27,1484.79,1518.01,1485.96,1440.37,73.44,177.06,2509.1,19.11,20.93,121.61,108.3,0.01,-0.0,21.8,0.07,-0.44,117.0,28.1,28.1,55.61,-63.0
2676.0,371.74,359.08,379.43,407.22,1485.08,1516.82,1486.29,1440.7,73.51,177.06,2508.1,19.01,21.03,121.67,108.24,-0.02,0.05,21.8,0.21,-0.14,117.0,28.1,28.1,-58.46,-47.2
2673.0,371.7,359.05,379.4,407.15,1486.37,1517.04,1486.77,1440.78,73.62,177.06,2507.8,19.01,21.03,121.7,108.03,-0.03,-0.04,21.8,0.09,-1.86,117.0,28.1,28.1,-49.27,11.8
2673.0,371.7,359.05,379.4,407.13,1486.35,1517.5,1487.39,1440.25,73.59,177.05,2504.0,18.88,21.1,121.82,107.7,-0.0,0.01,21.8,0.04,-1.68,116.0,28.1,28.1,-20.04,3.9
2673.0,371.61,358.96,379.4,407.11,1485.58,1518.57,1487.79,1441.14,73.54,177.06,2505.4,18.8,21.1,121.96,107.74,-0.03,-0.01,21.8,-0.07,-0.67,117.0,28.1,28.1,-37.08,-3.9
2672.0,371.57,358.92,379.4,407.06,1484.18,1518.98,1487.61,1441.7,73.56,177.06,2513.6,18.75,21.08,122.07,108.53,-0.02,-0.01,21.8,-0.26,-0.36,117.0,28.1,28.1,71.4,-35.4
2671.0,371.53,358.88,379.32,406.98,1482.9,1518.68,1487.17,1442.3,73.6,177.07,2506.1,18.75,21.0,122.25,108.53,-0.02,-0.03,21.8,-0.57,-0.08,117.0,28.1,28.1,81.29,-90.6
2669.0,371.39,358.79,379.23,406.92,1482.02,1518.18,1487.61,1442.7,73.63,177.09,2508.0,18.8,20.93,122.48,109.1,-0.03,0.01,21.8,-0.92,-0.74,118.0,28.1,28.1,31.81,-149.6
2665.0,371.42,358.8,379.25,406.98,1482.49,1518.75,1488.15,1442.66,73.65,177.09,2510.8,18.83,20.88,122.83,109.23,-0.02,-0.04,21.8,-1.2,-1.16,118.0,28.1,28.1,-29.02,-200.8
2657.0,371.4,358.78,379.26,406.96,1482.33,1519.34,1487.81,1442.28,73.67,177.11,2511.3,18.83,20.88,123.28,109.16,-0.03,0.01,21.8,-1.56,-1.61,118.0,28.1,28.1,-138.45,-248.0
2651.0,371.29,358.72,379.24,406.86,1482.57,1517.3,1488.49,1442.56,73.67,177.14,2516.5,18.98,20.76,124.37,109.93,-0.02,0.03,21.8,-1.14,1.77,119.0,28.1,28.1,-200.14,-318.9
2650.0,371.25,358.65,379.22,406.85,1482.98,1515.6,1488.54,1442.55,73.77,177.15,2514.9,19.03,20.71,124.83,109.52,-0.04,-0.04,21.8,-1.14,1.68,118.0,28.1,28.1,-257.2,-255.9
2645.0,371.19,358.61,379.15,406.84,1482.18,1515.52,1488.24,1442.98,73.86,177.17,2521.1,19.06,20.69,125.13,110.64,-0.03,0.16,21.8,-0.44,0.86,120.0,28.1,28.1,-187.35,-267.7
2642.0,371.15,358.61,379.12,406.75,1481.38,1516.67,1488.4,1444.11,73.78,177.19,2520.8,19.11,20.64,125.26,110.56,-0.03,0.19,21.8,0.53,1.09,120.0,28.1,28.1,-257.42,-177.2
2642.0,371.15,358.51,379.12,406.72,1480.71,1517.45,1489.49,1444.81,73.86,177.2,2525.5,19.11,20.64,125.2,110.95,-0.04,-0.01,21.8,0.48,0.4,120.0,28.1,28.1,-289.5,-7.9
2640.0,371.04,358.48,379.09,406.66,1480.95,1517.39,1490.42,1445.04,73.67,177.22,2529.5,19.11,20.64,124.95,111.32,-0.02,0.05,21.8,1.07,1.49,120.0,28.1,28.1,-101.06,51.2
2643.0,370.92,358.4,378.98,406.64,1481.88,1516.91,1491.4,1444.45,73.79,177.23,2521.3,19.03,20.69,124.62,109.58,-0.04,0.07,21.8,1.32,2.16,118.0,28.1,28.1,-103.33,149.6
2645.0,370.97,358.41,378.97,406.55,1481.94,1516.69,1491.74,1444.66,73.66,177.24,2515.9,19.03,20.69,124.17,109.64,-0.02,0.02,21.8,1.19,5.48,119.0,28.1,28.1,-23.16,173.2
2646.0,370.8,358.25,378.86,406.45,1482.14,1516.12,1491.0,1444.78,73.87,177.25,2514.4,19.03,20.69,123.67,109.31,-0.03,-0.01,21.8,1.32,4.34,118.0,28.1,28.1,62.67,177.2
2649.0,370.77,358.26,378.87,406.49,1483.13,1514.85,1490.76,1443.89,73.49,177.26,2513.0,19.09,20.69,123.12,108.98,0.0,0.02,21.8,1.38,5.26,118.0,28.1,28.1,79.36,189.0
2654.0,370.87,358.29,378.97,406.52,1483.07,1514.61,1490.38,1443.42,73.27,177.27,2509.0,19.09,20.64,122.54,107.87,-0.0,0.18,21.8,2.76,4.49,117.0,28.1,28.1,38.04,255.9
2666.0,370.74,358.21,378.86,406.44,1482.85,1514.6,1490.3,1443.02,73.5,177.28,2507.1,19.06,20.69,121.65,106.86,-0.03,0.1,21.8,3.8,3.5,116.0,28.1,28.1,-10.73,511.8
2677.0,370.66,358.13,378.78,406.38,1482.07,1515.54,1490.11,1442.9,73.55,177.28,2517.7,19.11,20.69,120.38,107.35,-0.02,0.2,21.8,4.95,3.57,116.0,28.1,28.1,248.08,704.7
2690.0,370.7,358.19,378.81,406.39,1482.49,1517.0,1489.6,1443.65,73.78,177.29,2522.1,19.11,20.69,119.02,105.66,-0.02,-0.03,21.8,4.5,3.82,114.0,28.1,28.1,433.57,815.0
2702.0,370.54,358.02,378.7,406.31,1482.93,1517.27,1489.76,1444.5,73.79,177.31,2517.6,19.06,20.69,117.8,104.74,-0.02,0.03,22.0,4.44,1.57,113.0,28.1,28.1,620.44,771.7
2714.0,370.5,357.99,378.66,406.3,1484.49,1517.08,1489.03,1444.29,73.48,177.32,2512.0,19.03,20.78,116.77,103.25,-0.02,-0.07,22.0,4.03,0.67,112.0,28.1,28.1,645.89,720.5
2724.0,370.56,358.05,378.67,406.28,1484.58,1516.13,1488.89,1444.54,73.24,177.34,2500.1,18.88,20.86,116.01,101.82,-0.01,-0.08,22.0,3.39,0.65,110.0,28.1,28.1,650.83,602.4
2732.0,370.41,357.96,378.58,406.18,1483.66,1515.51,1488.38,1444.86,73.07,177.36,2487.5,18.88,20.95,115.48,101.35,-0.04,-0.06,22.0,2.82,1.0,110.0,28.1,28.1,634.09,476.4
2739.0,370.34,357.89,378.57,406.17,1483.51,1515.89,1488.74,1445.77,73.04,177.37,2481.9,18.8,21.0,115.15,100.79,-0.02,-0.05,22.0,2.21,0.48,109.0,28.1,28.1,573.62,350.4
2743.0,370.35,357.86,378.57,406.22,1483.03,1515.16,1490.2,1446.57,72.94,177.39,2479.9,18.72,21.0,115.06,100.01,-0.02,-0.1,22.0,1.59,0.91,108.0,28.1,28.1,402.91,248.0
2746.0,370.42,357.91,378.56,406.25,1483.48,1515.28,1490.58,1446.54,73.02,177.41,2480.4,18.72,21.0,115.11,100.71,-0.04,-0.08,22.0,1.11,1.07,109.0,28.1,28.1,312.89,149.6
2746.0,370.27,357.8,378.45,406.18,1483.18,1514.64,1490.38,1446.69,72.91,177.43,2484.9,18.75,20.95,115.29,101.35,-0.04,-0.03,22.0,0.96,2.12,110.0,28.1,28.1,308.38,35.4
2745.0,370.2,357.79,378.44,406.17,1483.19,1514.67,1490.19,1446.78,73.09,177.45,2491.2,18.77,20.86,115.52,101.68,-0.01,-0.01,22.0,0.87,2.04,110.0,28.1,28.1,212.33,-55.1
2744.0,370.19,357.74,378.43,406.17,1483.92,1515.16,1490.37,1447.13,73.09,177.47,2494.5,18.8,20.83,115.74,102.24,-0.03,0.0,22.0,0.83,1.86,111.0,28.1,28.1,39.48,-78.7
2741.0,370.15,357.7,378.43,406.17,1484.37,1515.65,1490.45,1447.14,73.32,177.5,2492.8,18.9,20.71,115.97,101.96,-0.03,-0.03,22.0,0.55,1.59,110.0,28.1,28.1,-44.26,-102.4
2739.0,370.11,357.68,378.43,406.17,1484.53,1515.31,1490.35,1445.86,73.3,177.53,2491.7,19.03,20.64,116.32,102.21,-0.03,-0.01,22.0,0.19,0.21,111.0,28.1,28.1,-75.48,-118.1
2736.0,370.09,357.68,378.43,406.17,1484.56,1515.6,1489.73,1444.55,73.06,177.55,2498.8,19.09,20.59,116.77,102.76,-0.04,-0.03,22.0,-0.01,-0.3,111.0,28.1,28.1,-61.14,-165.4
2732.0,370.07,357.68,378.43,406.17,1485.1,1516.17,1489.63,1445.2,73.17,177.57,2497.4,19.09,20.59,117.27,102.97,-0.01,0.02,22.0,-0.09,-0.53,111.0,28.1,28.1,-71.41,-216.5
2729.0,370.05,357.68,378.43,406.18,1484.8,1516.9,1489.86,1446.65,73.13,177.59,2504.5,19.09,20.59,117.84,102.92,-0.04,0.02,21.8,-0.13,-1.24,111.0,28.1,28.1,-173.24,-200.8
2725.0,370.05,357.68,378.43,406.18,1484.11,1517.35,1490.6,1447.36,73.18,177.61,2504.0,19.09,20.56,118.36,103.83,-0.02,-0.04,21.8,-0.29,-1.83,112.0,28.1,28.1,-147.18,-204.7
2722.0,370.03,357.68,378.43,406.2,1483.74,1517.7,1491.28,1446.91,73.02,177.62,2505.8,19.11,20.54,118.94,103.94,-0.02,0.02,21.8,-0.19,-1.43,112.0,28.1,28.1,-211.21,-248.0
2718.0,370.05,357.68,378.43,406.28,1483.96,1517.76,1491.66,1447.44,73.17,177.65,2509.8,19.06,20.59,119.47,104.33,-0.05,0.02,21.8,-0.29,-2.74,113.0,28.1,28.1,-198.11,-252.0
2714.0,370.04,357.68,378.43,406.3,1484.26,1517.16,1491.19,1447.52,73.29,177.68,2513.1,19.01,20.64,120.03,105.42,-0.01,-0.02,21.8,-0.12,-0.98,114.0,28.1,28.1,-129.52,-248.0
2710.0,370.01,357.68,378.49,406.3,1485.82,1517.17,1491.84,1446.9,73.63,177.72,2515.8,19.01,20.64,120.46,105.97,-0.06,0.03,21.8,0.22,1.52,115.0,28.1,28.1,-152.9,-248.0
2704.0,370.02,357.68,378.54,406.34,1487.26,1517.71,1492.31,1446.67,73.59,177.75,2519.7,19.01,20.61,120.75,106.07,-0.02,-0.02,21.8,0.1,1.59,115.0,28.1,28.1,-168.78,-192.9
2700.0,370.04,357.68,378.56,406.42,1487.33,1517.93,1492.42,1447.3,73.3,177.79,2518.2,19.01,20.64,121.02,105.79,-0.03,-0.01,21.8,0.19,2.41,114.0,28.1,28.1,-191.08,-212.6
2696.0,370.02,357.68,378.57,406.44,1486.92,1518.31,1493.4,1448.51,73.59,177.83,2523.2,18.9,20.73,121.26,106.47,-0.05,-0.09,21.8,-0.1,3.68,115.0,28.1,28.1,-191.67,-189.0
2692.0,370.05,357.68,378.57,406.44,1486.07,1518.21,1494.68,1449.5,73.23,177.86,2526.1,18.88,20.76,121.47,107.74,-0.02,0.02,21.8,-0.26,2.45,117.0,28.1,28.1,-131.41,-232.3
2688.0,370.05,357.73,378.63,406.56,1486.2,1518.42,1494.97,1450.45,73.43,177.88,2527.8,18.85,20.78,121.76,106.84,-0.0,0.03,21.8,-0.42,2.29,116.0,28.1,28.1,-188.95,-252.0
2684.0,370.05,357.75,378.68,406.58,1487.09,1518.87,1496.26,1450.97,73.72,177.89,2538.8,18.85,20.78,122.05,108.45,-0.04,0.0,21.8,-0.31,1.63,117.0,28.1,28.1,-272.07,-220.5
2681.0,370.1,357.8,378.71,406.63,1487.16,1519.58,1497.59,1450.92,73.46,177.89,2539.8,18.88,20.76,122.29,108.6,-0.01,0.04,21.8,0.16,3.24,117.0,28.1,28.1,-158.3,-181.1
2678.0,370.05,357.81,378.71,406.7,1487.7,1520.93,1498.57,1451.32,73.44,177.89,2540.5,18.8,20.81,122.38,108.33,-0.01,-0.01,21.5,0.21,4.75,117.0,28.1,28.1,-208.34,-129.9
2677.0,370.14,357.81,378.71,406.71,1488.15,1522.92,1499.05,1451.4,73.52,177.9,2542.7,18.88,20.78,122.36,108.24,-0.02,0.01,21.5,0.33,4.97,117.0,28.1,28.1,-217.51,-145.7
2674.0,370.18,357.86,378.81,406.79,1488.43,1524.99,1500.04,1452.41,73.57,177.91,2535.0,18.9,20.76,122.27,108.4,-0.02,0.01,21.5,0.43,4.55,117.0,28.1,28.1,-153.22,-145.7
2672.0,370.22,357.95,378.84,406.87,1487.53,1526.99,1500.61,1454.5,73.65,177.94,2538.4,18.9,20.76,122.09,108.14,-0.01,0.03,21.5,0.56,3.35,117.0,28.1,28.1,-146.59,-78.7
2672.0,370.25,357.95,378.85,406.97,1487.6,1526.53,1500.28,1454.98,73.68,177.96,2541.0,19.01,20.71,122.02,108.16,-0.02,0.0,21.5,0.65,3.21,117.0,28.1,28.1,-123.17,-35.4
2671.0,370.31,358.0,378.87,406.99,1489.21,1525.99,1499.12,1454.45,73.74,177.97,2542.9,19.01,20.73,121.88,108.61,-0.04,0.03,21.5,0.89,2.14,117.0,28.1,28.1,-36.25,-23.6
2671.0,370.32,358.05,378.92,407.1,1490.14,1525.64,1498.75,1454.53,73.75,177.99,2542.1,19.09,20.69,121.72,108.32,-0.02,0.04,21.5,1.02,2.16,117.0,28.1,28.1,-43.77,35.4
2671.0,370.35,358.09,378.95,407.12,1491.0,1526.02,1499.5,1454.9,73.56,178.0,2543.5,19.09,20.69,121.55,108.17,-0.04,0.05,21.5,1.04,3.93,117.0,28.1,28.1,-7.01,11.8
2671.0,370.41,358.11,378.97,407.18,1490.94,1525.33,1499.86,1455.21,73.21,178.0,2536.2,19.09,20.69,121.32,108.24,-0.03,0.06,21.5,1.14,3.87,117.0,28.1,28.1,45.81,35.4
2672.0,370.46,358.14,378.98,407.24,1490.2,1525.08,1499.6,1455.33,73.83,178.01,2534.4,19.11,20.64,121.14,108.18,-0.03,-0.03,21.5,0.7,4.84,117.0,28.1,28.1,78.07,59.1
2673.0,370.48,358.18,378.99,407.26,1489.86,1524.82,1499.31,1455.21,73.64,178.02,2533.3,19.11,20.64,121.0,107.78,-0.04,-0.02,21.5,0.6,4.93,117.0,28.1,28.1,66.59,55.1
2674.0,370.51,358.22,379.08,407.31,1490.0,1524.87,1500.21,1454.28,73.43,178.03,2543.8,19.11,20.64,120.89,108.85,-0.03,0.02,21.5,0.83,4.86,118.0,28.1,28.1,90.39,31.5
2675.0,370.59,358.23,379.11,407.38,1489.86,1524.22,1500.1,1453.75,73.79,178.04,2537.9,19.16,20.59,120.71,108.29,-0.04,-0.0,21.8,0.83,4.9,117.0,28.1,28.1,52.83,35.4
