Date,Open,High,Low,Close,Adj Close,Volume
42230,0.041732767,0.04037051,0.056111954,0.042711967,0.043324125,0.010190198
42233,0.042120489,0.044040539,0.05677495,0.046426071,0.046245848,0.015928506
42234,0.044940254,0.043341493,0.060124914,0.044674144,0.044867597,0.018314338
42235,0.044728779,0.044425022,0.05928743,0.044463894,0.044702244,0.018392868
42236,0.04391808,0.044879426,0.059322333,0.042641902,0.043269016,0.028302223
42237,0.037820319,0.039286954,0.047876616,0.03132444,0.036381334,0.046673794
42240,0.016178505,0.027717582,0,0.021723887,0.028771517,0.078267933
42241,0.032427493,0.029430262,0.030045019,0.014400844,0.022966893,0.045108529
42242,0.02262876,0.027752542,0.033743932,0.029747716,0.035131467,0.042004618
42243,0.033872617,0.031876975,0.043828727,0.033636997,0.038214359,0.03000192
42244,0.03327342,0.031492492,0.043933409,0.029957939,0.035298144,0.023576811
42247,0.029572447,0.027577767,0.041141786,0.025788371,0.031993201,0.023188157
42248,0.02044342,0.01960853,0.033743932,0.019166061,0.026743955,0.041522793
42249,0.023545169,0.0216358,0.037373066,0.023580925,0.030243435,0.031287008
42250,0.025272304,0.023802857,0.036535582,0.021093192,0.028271459,0.023000818
42251,0.017940868,0.016078289,0.030638236,0.016433059,0.024577682,0.029554701
42255,0.023263185,0.023418401,0.037407969,0.025648213,0.031882083,0.030876725
42256,0.029960169,0.027542834,0.035732974,0.019621579,0.027105142,0.0175347
42257,0.019808969,0.02167076,0.034302273,0.021373507,0.028493748,0.020779032
42258,0.020972135,0.019993013,0.034930393,0.022109313,0.029076959,0.017524052
42261,0.022593505,0.023173732,0.037407969,0.023475814,0.03016007,0.019412087
42262,0.025730509,0.026109756,0.039780864,0.027259983,0.033159597,0.016357424
42263,0.028197806,0.026354424,0.04197927,0.027995789,0.033742861,0.011697897
42264,0.028338798,0.031142969,0.043724045,0.028801661,0.034381658,0.020441289
42265,0.026752683,0.026004901,0.039990228,0.023721083,0.0303545,0.040250349
42268,0.026012493,0.025585458,0.036919435,0.022810073,0.029632444,0.016433957
42269,0.020337683,0.021530946,0.035209537,0.023195499,0.02993786,0.028296566
42270,0.023686162,0.0224397,0.037582431,0.022319535,0.029243584,0.011627686
42271,0.021254092,0.019783305,0.034860587,0.020532589,0.027827225,0.017611566
42272,0.022699243,0.02044739,0.031301259,0.015346873,0.023716702,0.028881211
42275,0.014839092,0.016742401,0.028300244,0.016643308,0.024744385,0.040655309
42276,0.020267173,0.022929037,0.035035075,0.022494739,0.029382455,0.03129566
