Inserted Genomes, Total BP Epochs, Time, Best Val. MAE, Best Val. MSE, Enabled Nodes, Enabled Edges, Enabled Rec. Edges,Island_0_best_fitness,Island_0_worst_fitness,Island_1_best_fitness,Island_1_worst_fitness,Island_2_best_fitness,Island_2_worst_fitness,Island_3_best_fitness,Island_3_worst_fitness,Island_4_best_fitness,Island_4_worst_fitness,Island_5_best_fitness,Island_5_worst_fitness,Island_6_best_fitness,Island_6_worst_fitness,Island_7_best_fitness,Island_7_worst_fitness,Island_8_best_fitness,Island_8_worst_fitness,Island_9_best_fitness,Island_9_worst_fitness
8533,85330,70627,0.0212163,0.000840235,15,26,9,0.0228822,0.0247778,0.0234503,0.0247686,0.0237693,0.027455,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8534,85340,70630,0.0212163,0.000840235,15,26,9,0.0228822,0.0247778,0.0234503,0.0247686,0.0237693,0.027455,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8535,85350,70632,0.0212163,0.000840235,15,26,9,0.0228822,0.0247778,0.0234503,0.0247686,0.0237693,0.027455,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8536,85360,70636,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.027455,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8537,85370,70638,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.027455,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8538,85380,70641,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.027455,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8539,85390,70645,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.027455,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8540,85400,70647,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.027455,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8541,85410,70650,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.027455,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8542,85420,70656,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.027455,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8543,85430,70660,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.027455,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8544,85440,70663,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8545,85450,70684,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8546,85460,70688,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8547,85470,70690,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249829,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8548,85480,70702,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249492,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8549,85490,70705,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249492,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8550,85500,70707,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249492,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8551,85510,70729,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0249492,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8552,85520,70732,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8553,85530,70742,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8554,85540,70753,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8555,85550,70760,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8556,85560,70763,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8557,85570,70774,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8558,85580,70791,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8559,85590,70797,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8560,85600,70801,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0256019,0.0236925,0.0241499
8561,85610,70803,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0240203,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241499
8562,85620,70806,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241499
8563,85630,70808,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241499
8564,85640,70813,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241499
8565,85650,70825,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241499
8566,85660,70844,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241499
8567,85670,70865,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8568,85680,70878,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8569,85690,70900,0.0212163,0.000840235,15,26,9,0.0228822,0.0247676,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8570,85700,70904,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8571,85710,70906,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8572,85720,70909,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8573,85730,70915,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8574,85740,70937,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8575,85750,70948,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255125,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8576,85760,70953,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8577,85770,70955,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8578,85780,70959,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8579,85790,70964,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8580,85800,70976,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8581,85810,70979,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8582,85820,70991,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8583,85830,70997,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8584,85840,71000,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8585,85850,71025,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8586,85860,71029,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8587,85870,71045,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8588,85880,71048,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8589,85890,71050,0.0212163,0.000840235,15,26,9,0.0228822,0.0247484,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8590,85900,71054,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8591,85910,71055,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229668,0.0244977,0.0255611,0.0236925,0.0241041
8592,85920,71058,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229522,0.0244977,0.0255611,0.0236925,0.0241041
8593,85930,71061,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229522,0.0244977,0.0255611,0.0236925,0.0241041
8594,85940,71063,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229522,0.0244977,0.0255611,0.0236925,0.0241041
8595,85950,71066,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0239692,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229522,0.0244977,0.0255611,0.0236925,0.0241041
8596,85960,71073,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.023951,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229522,0.0244977,0.0255611,0.0236925,0.0241041
8597,85970,71083,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.023951,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229522,0.0244977,0.0255611,0.0236925,0.0241041
8598,85980,71086,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.023951,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229522,0.0244977,0.0255611,0.0236925,0.0241024
8599,85990,71088,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.023951,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229522,0.0244977,0.0255611,0.0236925,0.0241024
8600,86000,71110,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.023951,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229522,0.0244977,0.0255611,0.0236925,0.0240484
8601,86010,71119,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0238639,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229522,0.0244977,0.0255611,0.0236925,0.0240484
8602,86020,71123,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0238639,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229522,0.0244977,0.0255611,0.0236925,0.0240484
8603,86030,71135,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0238639,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229362,0.0244977,0.0255611,0.0236925,0.0240484
8604,86040,71139,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0238639,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229362,0.0244977,0.0255611,0.0236925,0.0240484
8605,86050,71157,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274438,0.0231104,0.0238639,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229362,0.0244977,0.0255611,0.0236925,0.0240484
8606,86060,71169,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.027441,0.0231104,0.0238639,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229362,0.0244977,0.0255611,0.0236925,0.0240484
8607,86070,71206,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.027441,0.0231104,0.0238639,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229362,0.0244977,0.0255611,0.0236925,0.0240484
8608,86080,71211,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.027441,0.0231104,0.0238639,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229362,0.0244977,0.0255611,0.0236925,0.0240484
8609,86090,71214,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.027441,0.0231104,0.0238639,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229362,0.0244977,0.0255611,0.0236925,0.0240484
8610,86100,71217,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.027441,0.0231104,0.0238639,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0229362,0.0244977,0.0255611,0.0236925,0.0240484
8611,86110,71283,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.027441,0.0231104,0.0238639,0.0212163,0.0255096,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8612,86120,71286,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.027441,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8613,86130,71288,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.027441,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8614,86140,71293,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.027441,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8615,86150,71306,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.027441,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8616,86160,71321,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.027441,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8617,86170,71325,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274241,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8618,86180,71327,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274241,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8619,86190,71340,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274241,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8620,86200,71343,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0247686,0.0237693,0.0274241,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8621,86210,71347,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0246901,0.0237693,0.0274241,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8622,86220,71353,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0246901,0.0237693,0.0274241,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8623,86230,71362,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0246901,0.0237693,0.0274241,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8624,86240,71366,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0246901,0.0237693,0.0274241,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
8625,86250,71369,0.0212163,0.000840235,15,26,9,0.0228822,0.0247236,0.0234503,0.0246901,0.0237693,0.0274241,0.0231104,0.0238639,0.0212163,0.0254783,0.0223416,0.0248976,0.0213612,0.0235027,0.0216856,0.0228919,0.0244977,0.0255611,0.0236925,0.0240484
