Inserted Genomes, Total BP Epochs, Time, Best Val. MAE, Best Val. MSE, Enabled Nodes, Enabled Edges, Enabled Rec. Edges,Island_0_best_fitness,Island_0_worst_fitness,Island_1_best_fitness,Island_1_worst_fitness,Island_2_best_fitness,Island_2_worst_fitness,Island_3_best_fitness,Island_3_worst_fitness,Island_4_best_fitness,Island_4_worst_fitness,Island_5_best_fitness,Island_5_worst_fitness,Island_6_best_fitness,Island_6_worst_fitness,Island_7_best_fitness,Island_7_worst_fitness,Island_8_best_fitness,Island_8_worst_fitness,Island_9_best_fitness,Island_9_worst_fitness
3541,35410,30870,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376713,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3542,35420,30881,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3543,35430,30887,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3544,35440,30903,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3545,35450,30910,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3546,35460,30923,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3547,35470,30928,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3548,35480,30935,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3549,35490,30941,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3550,35500,30944,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3551,35510,30947,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3552,35520,30950,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3553,35530,30952,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3554,35540,30955,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3555,35550,30962,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3556,35560,30966,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3557,35570,30975,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0456149,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3558,35580,30979,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3559,35590,30992,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3560,35600,30996,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3561,35610,30998,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3562,35620,31002,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3563,35630,31003,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3564,35640,31006,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419793
3565,35650,31012,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419097
3566,35660,31014,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.0427182,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419097
3567,35670,31026,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419097
3568,35680,31031,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419097
3569,35690,31043,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419097
3570,35700,31045,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413569,0.0288974,0.0407512,0.0286803,0.0419097
3571,35710,31048,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3572,35720,31056,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3573,35730,31069,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3574,35740,31074,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3575,35750,31076,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0449327,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3576,35760,31087,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3577,35770,31090,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3578,35780,31093,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3579,35790,31096,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3580,35800,31098,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3581,35810,31110,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3582,35820,31114,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3583,35830,31118,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3584,35840,31125,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3585,35850,31148,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3586,35860,31157,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3587,35870,31158,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407512,0.0286803,0.0419097
3588,35880,31165,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3589,35890,31167,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3590,35900,31170,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3591,35910,31173,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3592,35920,31182,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3593,35930,31185,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380251,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3594,35940,31187,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380146,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3595,35950,31193,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380146,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3596,35960,31197,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380146,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3597,35970,31199,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380146,0.0301055,0.0401328,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3598,35980,31202,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380146,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3599,35990,31220,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380146,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3600,36000,31223,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380146,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3601,36010,31225,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380146,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3602,36020,31234,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380146,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3603,36030,31235,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453504,0.032773,0.0380146,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3604,36040,31254,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0380146,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3605,36050,31257,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0380146,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3606,36060,31280,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0380146,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3607,36070,31295,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0380146,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3608,36080,31305,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3609,36090,31308,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3610,36100,31312,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3611,36110,31321,0.0271014,0.00111815,13,12,4,0.0299885,0.0428105,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3612,36120,31332,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0401035,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3613,36130,31336,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3614,36140,31340,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0419097
3615,36150,31348,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3616,36160,31350,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0448906,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3617,36170,31360,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3618,36180,31365,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3619,36190,31378,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3620,36200,31392,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3621,36210,31403,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3622,36220,31409,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3623,36230,31411,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3624,36240,31422,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3625,36250,31441,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3626,36260,31449,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3627,36270,31475,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3628,36280,31481,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3629,36290,31488,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3630,36300,31512,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3631,36310,31519,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3632,36320,31524,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3633,36330,31527,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
3634,36340,31529,0.0271014,0.00111815,13,12,4,0.0299885,0.0427878,0.028694,0.042449,0.0330688,0.0453159,0.032773,0.0379511,0.0301055,0.0400763,0.0271014,0.0376617,0.0293197,0.0439454,0.0285273,0.0413004,0.0288974,0.0407359,0.0286803,0.0418715
