AltAGL,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,IAS,LatAc,NormAc,OAT,Pitch,Roll,TAS,volt1,volt2,VSpd,VSpdG
#ft agl,deg F,deg F,deg F,deg F,deg F,deg F,deg F,deg F,psi,deg F,rpm,gals,gals,kt,kt,G,G,deg C,deg,deg,kt,volts,volts,fpm,fpm
1939.0,316.11,311.1,340.02,335.64,1401.98,1422.89,1405.74,1420.52,71.58,162.97,2594.4,20.43,20.02,106.95,114.7,-0.02,-0.06,9.0,0.12,-1.07,119.0,28.1,28.2,0.97,3.9
1937.0,316.1,311.09,340.0,335.63,1402.87,1422.36,1405.46,1419.94,71.52,162.97,2596.1,20.43,20.02,107.01,115.08,0.0,0.05,9.2,0.0,-1.66,119.0,28.2,28.2,44.77,-74.8
1934.0,316.13,311.09,340.05,335.62,1404.17,1422.34,1405.6,1419.84,71.47,162.97,2597.5,20.43,20.02,107.18,115.05,-0.03,-0.02,9.2,-0.35,-0.88,119.0,28.1,28.2,-25.95,-74.8
1929.0,316.15,311.12,340.08,335.64,1405.19,1422.99,1404.97,1420.18,71.44,162.98,2604.8,20.43,20.15,107.59,115.93,-0.01,-0.01,9.0,-0.53,-0.09,120.0,28.1,28.2,-52.61,-141.7
1924.0,316.22,311.18,340.14,335.77,1403.44,1423.76,1403.91,1420.25,71.7,162.99,2612.8,20.37,20.33,108.06,116.85,0.02,0.01,9.0,-0.51,0.23,121.0,28.2,28.2,-107.23,-145.7
1920.0,316.37,311.34,340.25,335.86,1404.1,1424.21,1404.77,1421.54,71.27,162.98,2609.6,20.37,20.33,108.35,116.64,-0.0,0.11,9.0,-0.14,0.51,121.0,28.1,28.2,-116.58,-173.2
1918.0,316.37,311.33,340.21,335.84,1404.17,1425.16,1406.19,1422.21,71.76,162.98,2614.7,20.43,20.33,108.49,116.82,0.02,-0.08,9.0,-0.37,0.29,121.0,28.1,28.2,-210.61,-137.8
1915.0,316.35,311.23,340.17,335.79,1405.39,1425.85,1408.0,1422.69,71.5,162.98,2618.3,20.37,20.3,108.56,117.69,0.01,0.24,9.0,0.57,1.0,122.0,28.1,28.2,-168.54,-181.1
1918.0,316.39,311.32,340.22,335.83,1405.46,1425.84,1408.61,1422.92,71.81,162.98,2621.5,20.37,20.2,108.54,117.32,-0.01,0.19,9.0,1.42,0.93,122.0,28.1,28.2,-342.87,94.5
1926.0,316.33,311.36,340.16,335.77,1405.62,1425.31,1408.83,1422.98,71.77,162.98,2620.0,20.28,20.12,108.21,118.3,-0.02,0.06,9.0,2.5,1.52,123.0,28.1,28.2,-58.86,417.3
1935.0,316.38,311.31,340.19,335.73,1405.36,1425.52,1409.67,1423.98,71.33,162.98,2613.7,20.33,20.12,107.48,117.6,0.0,-0.06,9.0,2.56,1.35,122.0,28.1,28.2,296.8,484.3
1942.0,316.4,311.33,340.21,335.8,1405.37,1426.22,1408.55,1424.19,71.39,162.98,2599.0,20.33,20.1,106.76,114.64,0.0,-0.06,9.0,2.24,0.58,119.0,28.1,28.2,342.99,492.1
1950.0,316.48,311.37,340.26,335.89,1404.74,1425.61,1408.13,1423.79,71.54,162.98,2594.8,20.33,20.1,106.15,115.07,-0.06,-0.06,9.2,1.98,-1.96,120.0,28.2,28.2,391.19,464.6
1954.0,316.37,311.35,340.16,335.78,1404.62,1424.53,1407.95,1423.52,71.2,162.98,2582.9,20.28,20.07,105.67,113.0,0.03,-0.09,9.2,1.4,-0.73,117.0,28.1,28.2,508.18,295.3
1956.0,316.34,311.34,340.19,335.78,1404.37,1422.23,1407.76,1422.56,71.24,162.99,2580.7,20.28,20.07,105.4,112.86,-0.04,-0.01,9.2,1.45,-0.23,117.0,28.1,28.2,285.35,169.3
1961.0,316.44,311.38,340.2,335.87,1404.06,1421.41,1407.94,1422.07,71.35,163.0,2576.9,20.28,20.07,105.16,112.63,-0.0,0.11,9.2,1.59,0.19,117.0,28.1,28.2,214.68,153.5
1967.0,316.47,311.45,340.23,335.92,1404.01,1421.62,1408.05,1421.33,71.43,163.0,2569.4,20.33,20.1,104.95,111.77,-0.01,-0.01,9.2,1.09,-0.88,116.0,28.1,28.2,96.94,275.6
1975.0,316.44,311.51,340.25,335.87,1402.33,1421.57,1407.69,1421.4,71.21,162.99,2573.8,20.33,19.95,104.83,112.7,-0.02,-0.06,9.2,0.63,-0.34,117.0,28.1,28.2,252.7,236.2
1978.0,316.51,311.48,340.29,335.96,1401.84,1421.38,1407.45,1421.54,70.85,162.98,2578.1,20.33,19.87,104.83,113.0,-0.03,0.12,9.2,0.35,-0.16,117.0,28.1,28.2,315.0,192.9
1982.0,316.42,311.45,340.2,335.86,1401.63,1421.69,1406.62,1420.87,71.48,162.97,2593.8,20.37,19.77,104.89,115.32,-0.0,-0.1,9.2,0.04,0.67,120.0,28.1,28.2,320.31,224.4
1984.0,316.45,311.48,340.19,335.87,1401.45,1423.01,1406.58,1420.82,71.3,162.95,2597.4,20.37,19.61,104.95,115.28,0.01,0.09,9.2,0.34,0.86,120.0,28.1,28.2,336.07,118.1
1986.0,316.43,311.5,340.19,335.87,1401.07,1423.24,1405.92,1419.8,71.59,162.94,2602.7,20.43,19.51,105.03,115.03,0.0,-0.03,9.2,-0.3,-0.2,120.0,28.2,28.2,192.59,137.8
1987.0,316.48,311.5,340.25,335.92,1400.37,1422.9,1404.86,1419.18,70.99,162.93,2596.1,20.37,19.51,105.2,114.77,-0.01,0.07,9.0,-0.24,-0.96,119.0,28.1,28.2,189.77,66.9
1984.0,316.56,311.62,340.34,335.95,1399.71,1421.7,1403.69,1419.96,71.52,162.93,2602.5,20.37,19.4,105.4,116.31,0.04,0.02,9.0,0.18,0.31,121.0,28.1,28.2,160.73,23.6
1984.0,316.49,311.52,340.23,335.88,1399.51,1421.16,1403.99,1420.27,71.26,162.93,2602.2,20.43,19.48,105.45,115.65,0.01,0.02,9.0,0.26,4.66,120.0,28.1,28.2,48.41,-11.8
1984.0,316.47,311.58,340.26,335.88,1399.03,1420.7,1404.7,1420.19,71.66,162.94,2590.9,20.37,19.45,105.65,113.62,-0.03,-0.02,9.0,-0.31,5.39,118.0,28.2,28.2,-57.22,3.9
1984.0,316.41,311.5,340.17,335.85,1399.13,1421.27,1403.62,1420.17,71.45,162.95,2589.5,20.43,19.53,105.94,114.27,0.02,0.19,9.0,-0.66,2.14,119.0,28.1,28.2,7.83,23.6
1986.0,316.38,311.49,340.14,335.81,1399.17,1421.11,1403.09,1419.61,71.43,162.96,2593.7,20.48,19.61,106.48,114.57,-0.02,-0.01,9.0,-1.18,4.24,119.0,28.1,28.2,-131.4,70.9
1988.0,316.49,311.74,340.29,335.93,1399.55,1420.9,1403.48,1419.17,71.36,162.96,2592.5,20.43,19.61,107.03,114.78,0.01,-0.06,9.0,-1.1,3.64,119.0,28.1,28.2,109.55,51.2
1985.0,316.55,311.74,340.3,335.99,1400.56,1421.02,1403.59,1418.72,71.41,162.96,2590.4,20.48,19.74,107.48,115.63,-0.02,-0.01,9.0,-0.92,1.11,120.0,28.1,28.2,146.12,-114.2
1981.0,316.49,311.71,340.22,335.94,1400.38,1420.42,1402.94,1417.67,71.46,162.96,2583.2,20.48,19.84,107.9,114.66,0.01,0.0,9.0,-1.22,0.24,119.0,28.2,28.2,-23.65,-181.1
1982.0,316.53,311.71,340.33,335.97,1400.11,1420.41,1402.44,1417.72,71.3,162.97,2586.7,20.48,19.84,108.35,117.06,-0.04,0.13,9.0,-0.54,-0.31,122.0,28.1,28.2,-81.32,-141.7
1982.0,316.63,311.77,340.31,336.03,1400.18,1419.88,1402.4,1417.79,71.53,162.98,2594.1,20.48,19.92,108.58,117.17,0.01,0.0,9.0,-0.04,0.63,122.0,28.1,28.2,-69.41,-19.7
1983.0,316.51,311.74,340.26,336.01,1399.58,1419.98,1403.28,1417.57,71.59,162.99,2594.8,20.43,19.84,108.6,117.09,0.0,-0.0,9.0,-0.03,0.62,122.0,28.1,28.2,-129.59,51.2
1983.0,316.52,311.75,340.27,335.99,1399.16,1420.67,1403.84,1418.24,71.34,162.99,2585.3,20.43,19.84,108.62,116.18,-0.02,-0.14,9.0,-0.03,-2.4,121.0,28.1,28.2,-11.96,98.4
1980.0,316.51,311.76,340.22,336.01,1398.36,1420.38,1403.52,1417.83,71.46,162.99,2570.6,20.43,19.92,108.58,113.84,-0.01,-0.02,9.0,0.13,-2.91,118.0,28.1,28.2,103.87,-122.0
1976.0,316.46,311.73,340.19,335.93,1396.87,1418.52,1402.61,1416.25,71.28,162.98,2566.3,20.48,19.84,108.62,114.3,-0.0,0.02,9.0,0.64,-1.3,119.0,28.1,28.2,-81.9,-208.7
1974.0,316.53,311.87,340.27,336.07,1395.94,1416.69,1400.97,1414.33,71.02,162.96,2569.0,20.48,19.79,108.6,114.5,-0.0,0.04,9.0,1.01,-0.32,119.0,28.1,28.2,-206.48,-129.9
1974.0,316.55,311.91,340.17,336.1,1394.82,1414.64,1398.45,1413.11,71.3,162.96,2574.4,20.48,19.79,108.37,115.12,0.01,0.17,9.0,1.05,0.1,120.0,28.1,28.2,-194.87,-19.7
1976.0,316.59,311.84,340.24,336.14,1395.15,1413.56,1396.57,1412.07,71.47,162.96,2578.3,20.48,19.77,108.17,115.12,0.01,0.04,9.0,1.26,0.42,120.0,28.2,28.2,-190.16,126.0
1980.0,316.59,311.92,340.24,336.14,1394.83,1412.72,1395.48,1410.9,71.47,162.97,2580.8,20.43,19.71,107.81,115.81,-0.01,-0.0,9.0,1.81,1.3,120.0,28.1,28.2,-23.75,204.7
1983.0,316.64,311.97,340.3,336.21,1395.02,1411.71,1395.13,1410.89,71.61,162.97,2581.1,20.37,19.77,107.24,115.97,0.01,0.03,9.0,1.93,0.15,120.0,28.1,28.2,169.36,224.4
1988.0,316.67,311.99,340.21,336.21,1393.89,1410.52,1394.7,1410.36,71.1,162.97,2570.1,20.43,19.66,106.68,114.52,-0.0,0.03,9.0,1.74,-1.76,119.0,28.1,28.2,206.68,259.8
1992.0,316.56,311.83,340.11,336.12,1392.92,1409.35,1393.46,1409.14,71.67,162.98,2566.1,20.37,19.58,106.23,113.96,0.0,0.05,9.0,1.6,-0.1,118.0,28.1,28.2,183.87,252.0
1998.0,316.59,311.87,340.19,336.24,1393.05,1408.42,1392.61,1408.42,71.41,163.0,2565.7,20.37,19.58,105.73,114.08,-0.04,-0.14,9.0,1.35,0.91,119.0,28.2,28.2,198.39,322.8
2001.0,316.62,311.94,340.13,336.26,1392.76,1407.77,1393.11,1408.52,71.31,163.0,2561.1,20.43,19.58,105.43,113.8,-0.0,-0.03,9.0,1.46,1.59,118.0,28.1,28.2,323.99,228.3
2004.0,316.6,311.88,340.17,336.28,1392.44,1407.76,1392.83,1408.25,71.4,163.0,2548.4,20.43,19.61,105.12,111.67,0.04,-0.1,9.0,0.78,0.05,116.0,28.1,28.2,235.09,157.5
2006.0,316.61,312.0,340.13,336.29,1391.28,1407.6,1392.0,1407.63,70.68,162.98,2554.0,20.37,19.64,105.03,112.94,-0.01,-0.06,9.0,0.3,0.04,117.0,28.1,28.2,201.75,55.1
2002.0,316.66,312.09,340.19,336.39,1390.73,1407.86,1392.06,1407.4,71.29,162.98,2553.7,20.37,19.61,104.99,112.83,0.02,-0.05,9.0,-0.04,0.15,117.0,28.1,28.2,191.53,-181.1
1998.0,316.71,312.07,340.19,336.47,1391.03,1408.97,1392.27,1406.9,71.4,162.99,2562.3,20.43,19.64,105.14,113.75,-0.05,0.1,9.0,-0.58,0.27,118.0,28.1,28.2,-50.43,-224.4
1995.0,316.72,312.15,340.17,336.53,1390.83,1408.93,1391.9,1405.96,70.63,163.0,2568.5,20.37,19.66,105.38,114.46,0.02,-0.01,9.0,-0.96,0.3,119.0,28.1,28.2,-57.56,-200.8
1989.0,316.66,312.06,340.11,336.47,1390.75,1407.48,1392.4,1405.46,70.89,163.0,2574.8,20.43,19.66,105.82,115.33,-0.02,-0.01,9.0,-1.18,1.63,120.0,28.1,28.2,-182.16,-295.3
1980.0,316.65,312.05,340.04,336.54,1392.65,1406.89,1391.9,1405.75,71.71,163.0,2581.9,20.37,19.61,106.78,116.63,0.03,0.04,9.0,-1.88,0.34,121.0,28.2,28.2,-269.27,-185.0
1978.0,316.57,311.97,339.94,336.46,1393.3,1407.09,1391.11,1406.28,71.54,163.01,2585.9,20.37,19.58,107.4,116.06,0.0,-0.06,9.0,-1.81,1.58,121.0,28.1,28.2,-272.16,-122.0
1976.0,316.55,312.01,339.91,336.51,1393.12,1407.12,1390.92,1406.38,71.66,163.0,2592.6,20.33,19.58,107.86,117.85,-0.1,-0.06,9.0,-1.83,0.34,122.0,28.1,28.2,-145.73,-133.9
1973.0,316.53,312.06,339.89,336.52,1393.12,1407.99,1391.85,1406.27,71.48,163.0,2598.9,20.33,19.61,108.23,119.02,-0.02,0.03,9.0,-1.64,-1.44,124.0,28.1,28.2,109.4,-157.5
1970.0,316.53,312.02,339.87,336.51,1393.5,1409.08,1393.11,1407.42,71.7,162.99,2594.2,20.43,19.61,108.62,117.91,-0.0,-0.09,9.0,-1.66,-0.65,122.0,28.1,28.2,-28.02,-177.2
1965.0,316.48,311.96,339.78,336.54,1393.46,1409.73,1394.47,1408.49,71.54,163.0,2599.2,20.43,19.71,108.95,118.78,-0.01,0.07,9.0,-1.49,0.12,123.0,28.2,28.2,-86.16,-346.5
1960.0,316.47,312.05,339.76,336.55,1393.22,1410.21,1394.69,1409.08,71.54,163.02,2604.0,20.37,19.79,109.3,118.83,-0.01,0.01,9.0,-1.56,0.96,123.0,28.1,28.2,-279.47,-318.9
1955.0,316.48,311.98,339.72,336.55,1393.31,1410.96,1394.29,1409.52,71.03,163.02,2605.5,20.43,19.77,109.63,119.13,-0.0,-0.06,9.0,-1.27,1.53,124.0,28.1,28.2,-319.56,-295.3
1950.0,316.43,311.94,339.74,336.55,1393.63,1412.15,1394.88,1410.63,71.2,163.02,2610.6,20.48,19.74,109.89,118.91,0.03,0.04,9.0,-1.05,0.56,123.0,28.1,28.2,-322.17,-299.2
1946.0,316.43,311.88,339.69,336.58,1394.87,1414.02,1396.95,1412.02,71.37,163.02,2604.2,20.48,19.71,110.08,118.91,0.0,0.0,9.0,-0.8,-1.48,123.0,28.1,28.2,-353.98,-263.8
1941.0,316.45,311.95,339.69,336.61,1395.98,1415.49,1399.15,1413.93,71.6,163.02,2601.0,20.48,19.71,110.18,118.3,0.01,0.05,9.0,-0.6,-2.08,123.0,28.1,28.2,-310.57,-283.5
1937.0,316.47,312.01,339.72,336.63,1396.67,1416.16,1399.79,1415.0,71.46,163.02,2603.9,20.43,19.66,110.24,119.1,-0.03,0.04,9.0,-0.52,-1.03,124.0,28.1,28.2,-315.94,-220.5
1933.0,316.34,311.95,339.55,336.56,1397.45,1416.91,1399.7,1415.14,71.77,163.0,2606.7,20.43,19.58,110.24,119.48,-0.0,0.02,9.0,-0.34,-0.18,124.0,28.1,28.2,-246.18,-165.4
1931.0,316.32,311.91,339.6,336.6,1398.09,1417.95,1400.19,1415.78,71.54,162.98,2610.2,20.48,19.53,110.14,120.0,0.0,0.03,9.0,-0.09,0.23,125.0,28.1,28.2,-145.14,-122.0
1929.0,316.39,311.95,339.57,336.64,1397.6,1418.56,1401.45,1416.61,71.47,162.96,2610.8,20.48,19.64,109.94,119.81,-0.0,0.02,9.0,0.15,1.0,124.0,28.2,28.2,-113.98,-102.4
1929.0,316.23,311.86,339.45,336.57,1398.35,1418.32,1402.01,1417.18,71.77,162.94,2610.7,20.48,19.74,109.71,119.48,-0.01,0.04,9.0,0.29,2.58,124.0,28.1,28.2,-147.39,-27.6
1930.0,316.18,311.88,339.45,336.55,1399.0,1418.34,1401.91,1416.57,71.57,162.92,2607.1,20.43,19.87,109.46,119.6,-0.03,-0.02,9.0,0.87,8.57,124.0,28.1,28.2,-109.14,31.5
1935.0,316.22,311.87,339.41,336.6,1399.21,1418.19,1402.42,1415.65,71.45,162.91,2601.5,20.48,19.87,109.09,118.83,-0.02,0.04,9.0,1.83,15.39,123.0,28.1,28.2,36.47,70.9
1939.0,316.24,311.87,339.45,336.63,1398.69,1417.95,1403.04,1415.46,71.49,162.88,2596.5,20.52,20.02,108.56,118.1,-0.01,0.04,9.0,1.92,20.73,123.0,28.1,28.2,24.01,165.4
1943.0,316.15,311.8,339.42,336.59,1398.74,1418.5,1402.64,1415.4,71.66,162.85,2593.8,20.58,20.12,107.96,117.61,0.01,0.06,9.0,2.43,25.82,122.0,28.1,28.2,-21.7,200.8
1946.0,316.21,311.84,339.39,336.62,1398.82,1417.3,1402.53,1414.92,71.62,162.83,2587.4,20.52,20.17,107.32,116.53,-0.02,0.08,9.0,3.0,27.58,121.0,28.1,28.2,-57.36,220.5
1949.0,316.11,311.77,339.3,336.55,1398.13,1415.18,1402.01,1414.38,71.67,162.8,2580.4,20.52,20.12,106.62,115.95,0.01,0.08,9.0,2.79,31.21,120.0,28.1,28.2,48.79,177.2
1952.0,315.92,311.61,339.2,336.43,1396.91,1413.21,1400.39,1413.31,71.45,162.78,2572.3,20.52,20.07,106.1,114.8,-0.04,0.12,9.0,3.05,32.99,119.0,28.1,28.2,124.99,66.9
1950.0,315.92,311.6,339.19,336.48,1396.62,1411.78,1399.44,1412.97,71.5,162.77,2568.4,20.58,20.07,105.94,114.75,-0.01,0.11,9.0,2.55,31.38,119.0,28.2,28.2,156.77,35.4
1950.0,315.93,311.67,339.13,336.5,1395.85,1411.53,1398.79,1413.2,71.41,162.76,2558.9,20.52,19.97,106.02,113.51,-0.01,0.12,9.0,2.37,29.61,118.0,28.1,28.2,42.46,7.9
1948.0,315.83,311.45,339.04,336.43,1395.2,1412.44,1398.83,1413.06,71.52,162.75,2554.2,20.52,19.74,106.25,112.43,-0.03,0.02,9.0,2.34,29.3,117.0,28.1,28.2,-55.04,-11.8
1948.0,315.74,311.43,339.02,336.42,1394.87,1413.57,1398.85,1413.89,71.34,162.74,2549.7,20.52,19.56,106.58,112.38,-0.0,0.05,9.0,1.7,30.48,117.0,28.1,28.2,-19.6,-59.1
1946.0,315.67,311.41,338.97,336.38,1395.15,1414.13,1399.49,1414.8,71.48,162.73,2549.7,20.52,19.56,107.18,112.48,-0.03,0.11,9.2,1.9,29.07,117.0,28.1,28.2,-78.9,-106.3
1944.0,315.59,311.33,338.85,336.35,1395.25,1414.1,1398.9,1414.97,71.31,162.73,2546.3,20.52,19.45,107.88,111.92,-0.03,0.09,9.2,1.81,28.53,116.0,28.2,28.2,-80.56,-106.3
1949.0,315.58,311.3,338.86,336.33,1393.55,1414.47,1398.16,1414.73,71.34,162.73,2549.4,20.58,19.32,108.62,112.25,0.01,0.12,9.2,1.79,28.84,117.0,28.1,28.2,-124.34,-106.3
1946.0,315.51,311.27,338.78,336.32,1392.79,1414.55,1397.21,1414.29,71.49,162.74,2550.5,20.62,19.17,109.54,112.55,-0.04,0.22,9.2,2.22,29.44,117.0,28.1,28.2,-125.8,-74.8
1946.0,315.5,311.16,338.78,336.28,1392.93,1413.95,1397.33,1413.56,71.54,162.73,2546.1,20.7,19.06,110.14,112.01,-0.03,0.17,9.2,2.49,29.05,116.0,28.1,28.2,-88.49,-39.4
1942.0,315.41,311.16,338.66,336.23,1392.32,1413.28,1397.48,1413.46,71.27,162.73,2541.6,20.7,19.09,110.9,111.25,-0.0,0.2,9.2,2.55,28.05,116.0,28.1,28.2,-64.79,-7.9
1944.0,315.23,310.98,338.62,336.2,1392.22,1413.16,1396.46,1412.86,71.31,162.72,2534.9,20.75,19.09,111.65,110.47,0.02,0.09,9.2,1.8,23.52,115.0,28.1,28.2,-87.42,86.6
1947.0,315.31,311.02,338.57,336.24,1390.95,1413.2,1395.62,1412.66,71.22,162.72,2532.7,20.7,19.09,112.45,110.36,-0.04,-0.02,9.2,1.32,13.33,115.0,28.1,28.2,9.26,110.2
1948.0,315.21,310.94,338.54,336.22,1389.09,1412.84,1394.44,1411.55,70.63,162.7,2535.0,20.75,19.06,112.98,111.06,-0.02,0.01,9.2,1.05,2.16,115.0,28.1,28.2,233.09,74.8
1950.0,315.23,310.94,338.58,336.2,1388.01,1411.6,1393.0,1410.38,70.97,162.69,2526.5,20.82,19.06,113.13,109.84,-0.01,0.15,9.2,0.51,-8.15,114.0,28.1,28.2,191.81,129.9
1955.0,315.3,311.06,338.62,336.25,1387.04,1409.94,1392.04,1409.65,70.95,162.7,2530.4,20.9,19.01,113.05,110.12,0.01,0.01,9.2,-0.3,-16.66,114.0,28.1,28.2,25.83,244.1
1959.0,315.2,310.99,338.54,336.23,1386.16,1408.69,1390.88,1408.44,70.99,162.7,2529.7,20.75,18.94,112.78,109.27,-0.01,0.06,9.2,-0.52,-20.81,113.0,28.1,28.2,-5.22,248.0
1963.0,315.09,310.86,338.43,336.2,1385.77,1407.5,1390.57,1407.28,71.31,162.7,2534.6,20.7,18.94,112.33,111.27,-0.03,0.2,9.2,0.21,-23.7,116.0,28.1,28.2,160.83,259.8
1970.0,315.1,310.95,338.49,336.16,1385.49,1407.04,1389.84,1406.14,71.3,162.69,2537.5,20.82,18.88,111.46,110.99,0.03,0.13,9.2,0.59,-27.21,115.0,28.1,28.2,243.88,358.3
1974.0,315.11,310.81,338.41,336.09,1384.03,1406.95,1388.8,1405.85,70.93,162.69,2536.9,20.82,18.83,110.49,111.0,-0.04,0.15,9.2,0.03,-30.4,115.0,28.1,28.2,217.89,378.0
1979.0,314.92,310.7,338.34,336.01,1383.64,1406.98,1388.77,1405.08,71.29,162.69,2539.4,20.82,18.81,109.44,111.26,0.02,0.14,9.2,0.34,-31.84,116.0,28.1,28.2,347.58,299.2
1981.0,314.9,310.7,338.3,336.0,1383.71,1406.36,1388.62,1404.51,71.31,162.69,2535.1,20.82,18.81,108.49,109.76,0.01,0.13,9.2,0.27,-32.9,114.0,28.1,28.2,237.35,157.5
1982.0,314.93,310.68,338.32,336.05,1383.15,1405.59,1387.65,1403.7,71.13,162.69,2540.4,20.7,19.01,107.75,110.63,0.04,0.08,9.2,-0.07,-30.39,115.0,28.1,28.2,68.81,94.5
1980.0,314.93,310.74,338.31,335.99,1383.38,1405.29,1387.8,1402.73,71.32,162.7,2538.5,20.7,19.01,107.11,110.54,-0.0,0.24,9.2,0.33,-29.29,115.0,28.1,28.2,64.44,66.9
1988.0,314.87,310.54,338.31,335.93,1383.66,1405.48,1388.0,1402.61,71.33,162.7,2538.8,20.7,19.27,106.41,110.58,-0.01,0.29,9.2,0.25,-31.0,115.0,28.1,28.2,103.59,78.7
1992.0,314.91,310.65,338.28,335.95,1383.11,1405.51,1388.19,1402.62,71.41,162.72,2538.5,20.62,19.48,105.82,110.75,-0.04,0.06,9.2,-0.53,-28.58,115.0,28.1,28.2,32.58,145.7
1990.0,314.76,310.56,338.22,335.88,1382.3,1404.88,1388.04,1402.63,71.02,162.73,2518.2,20.52,19.66,105.43,111.56,0.03,-0.02,9.2,-0.19,-27.64,116.0,28.1,28.2,196.82,157.5
1992.0,314.78,310.61,338.22,335.89,1377.58,1400.74,1384.65,1399.26,69.87,162.72,2422.6,20.48,19.92,105.01,112.54,0.0,-0.09,9.2,-0.59,-25.63,117.0,28.1,28.2,162.05,110.2
1992.0,314.84,310.55,338.27,335.9,1370.66,1391.59,1376.52,1391.97,68.75,162.72,2328.3,20.43,20.12,104.13,112.32,0.03,0.19,9.0,-0.2,-25.59,117.0,28.1,28.2,304.51,15.7
1992.0,314.7,310.51,338.14,335.75,1366.47,1381.09,1370.7,1384.83,68.37,162.73,2263.1,20.43,20.25,103.59,110.12,0.05,0.07,9.0,-0.76,-23.97,114.0,28.1,28.2,76.71,23.6
1997.0,314.66,310.39,338.09,335.74,1363.16,1371.44,1365.09,1380.44,68.46,162.74,2245.3,20.37,20.25,103.14,111.25,0.01,0.01,9.2,-1.51,-19.61,116.0,28.1,28.2,-43.11,35.4
1998.0,314.68,310.45,338.04,335.78,1361.16,1364.65,1361.3,1376.34,68.52,162.74,2239.5,20.22,20.25,102.81,111.32,0.0,-0.03,9.2,-1.45,-17.01,116.0,28.1,28.2,111.97,102.4
1995.0,314.77,310.46,338.0,335.79,1359.87,1359.39,1359.36,1373.13,68.43,162.74,2235.2,20.22,20.33,102.5,110.32,-0.03,-0.1,9.0,-1.96,-14.36,115.0,28.1,28.2,164.88,15.7
1995.0,314.7,310.31,337.8,335.67,1357.36,1354.52,1356.76,1369.52,68.33,162.74,2233.0,20.17,20.4,102.15,110.45,0.04,0.13,9.0,-1.37,-11.01,115.0,28.1,28.2,170.62,-145.7
1994.0,314.62,310.31,337.65,335.62,1354.99,1350.86,1354.01,1366.48,68.45,162.75,2229.0,20.12,20.4,102.03,109.59,-0.05,-0.19,9.0,-1.79,-11.68,114.0,28.1,28.2,-113.43,-98.4
1991.0,314.59,310.16,337.45,335.6,1352.5,1346.3,1351.65,1363.73,68.21,162.76,2227.4,20.07,20.37,101.66,111.83,-0.04,0.16,9.2,-0.51,-6.93,116.0,28.1,28.2,-17.82,-153.5
1990.0,314.6,310.21,337.06,335.61,1349.89,1341.62,1347.8,1359.97,68.18,162.79,2232.7,20.17,20.35,100.92,110.62,-0.0,-0.04,9.0,0.01,-0.81,115.0,28.1,28.2,57.95,47.2
1989.0,314.55,310.24,336.74,335.52,1348.14,1339.05,1345.78,1357.28,68.36,162.81,2231.4,20.12,20.37,100.07,110.12,0.03,-0.04,9.0,0.11,1.2,114.0,28.1,28.1,42.94,-27.6
1989.0,314.37,309.92,336.43,335.35,1346.26,1336.17,1343.87,1355.33,68.29,162.83,2223.2,20.12,20.33,99.41,108.86,-0.0,-0.09,9.0,0.11,0.78,113.0,28.1,28.1,-72.24,-23.6
1987.0,314.38,309.93,336.17,335.35,1345.3,1334.13,1342.57,1354.05,68.18,162.85,2216.3,20.07,20.2,98.86,108.55,0.0,-0.01,9.0,0.33,-0.65,113.0,28.1,28.1,-65.71,-66.9
1986.0,314.31,309.91,335.83,335.24,1344.48,1332.22,1341.22,1353.18,68.31,162.85,2208.4,20.07,20.05,98.24,107.29,-0.03,0.14,9.0,0.32,-0.92,111.0,28.1,28.1,-152.06,-86.6
1987.0,314.11,309.73,335.56,335.18,1343.25,1330.29,1339.61,1351.14,68.22,162.86,2200.1,20.07,20.05,97.78,106.65,-0.0,0.19,9.2,0.11,-1.13,111.0,28.1,28.1,-113.24,43.3
1990.0,314.04,309.74,335.2,335.1,1340.9,1328.57,1338.28,1349.33,67.92,162.86,2196.1,20.17,19.9,97.41,106.1,-0.01,-0.04,9.2,-0.21,-2.43,110.0,28.1,28.1,-108.92,137.8
1995.0,313.9,309.54,334.87,334.99,1338.9,1326.76,1336.79,1347.43,67.97,162.87,2192.0,20.17,19.71,97.06,105.26,0.02,-0.15,9.2,0.21,-0.48,109.0,28.1,28.1,23.5,106.3
1993.0,313.85,309.58,334.55,334.95,1338.24,1324.65,1335.53,1346.11,67.97,162.85,2190.2,20.12,19.51,96.4,105.21,-0.02,-0.01,9.2,0.88,0.71,109.0,28.1,28.1,86.7,-106.3
1991.0,313.71,309.5,334.26,334.85,1337.05,1322.32,1334.77,1345.63,67.99,162.84,2187.0,20.17,19.48,95.91,104.97,-0.01,-0.03,9.2,0.88,0.03,109.0,28.1,28.1,37.72,-110.2
1989.0,313.58,309.38,333.93,334.78,1336.73,1320.72,1333.67,1344.07,68.02,162.83,2185.0,20.28,19.51,95.25,105.09,0.02,-0.04,9.2,0.86,0.93,109.0,28.1,28.1,-24.31,-126.0
